,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
PO4,-0.08504926236188509,0.07031734232757744,-0.052732894397044525,0.05692355894720318,-0.1099327059783661,0.1517599783812317,-0.037535169030590156,0.0651041278390232,-0.027307179263390123,0.06728979807592508,0.010242395486773808,-0.013155008049142661,-0.08064641131646974,-0.09118484314658329,-0.06858668486513782,-0.06543047338265957,0.03374460287703076,0.10111441609578246,-0.10047739662454414,-0.15383697952714753,-0.02282054136056328,-0.14105442500235824,-0.02535603998646219,-0.026439045687218485,0.07649192512572114,0.16649921698855363,0.00434835970609369,-0.002527643663590696,0.023696913262128284,-0.11255680893862308,-0.04352795974034153,0.12531452816831878,-0.024519077458866438,-0.06493665846871127,-0.026303824946465895,0.043730735619969735,-0.004346527996708205,0.051241998628864735
NOx,-0.04355784303350887,-0.036448771656217314,-0.029916161232520708,0.04720947525883967,-0.0914390768032406,-0.04351576420981654,-0.03339385420940929,0.06793875273146453,-0.024976845499083584,0.11191146885514905,0.356063918983182,-0.023294246441720484,-0.06568992508582457,-0.03667477839386337,-0.04073332283833423,0.12135236835301223,0.21486310280594184,-0.051860053007669785,-0.07643535418426216,-0.0891836986574889,-0.04747479263611261,-0.10657075759498795,-0.06886041742624856,0.006695105879257502,-0.05759848629629449,-0.039393713092423815,-0.014031883415257428,-0.04269104565713054,-0.020877016889606623,-0.07345755127352513,-0.03539701007891856,-0.031087920793174607,-0.050127752709637916,-0.017730800950265208,-0.08373646173228927,-0.029045518375619354,-0.03748103119749341,-0.04244859401856005
NH4,-0.056766357827469784,-0.05291321777525178,-0.04832685494918786,0.17001128018759365,-0.1313657285374239,-0.01698715076531373,-0.052713372551723425,0.23720914493852427,-0.0353105119191783,0.2681856808488491,0.10139307357746571,-0.06786419302416384,-0.09712543493344902,-0.07278844424528855,-0.07285800457722658,-0.0013279867815046216,0.3083053806040911,-0.0014805937244380136,-0.12143283615162584,-0.1333671846720291,-0.08240859606884066,-0.15760629183299743,-0.10301034704404227,0.052822942433647324,0.05683729487399341,-0.045729003587237846,0.045198801135210326,0.04387525813394989,-0.003452434647340271,-0.1259364123867088,-0.01930408713352026,0.01544685054263262,-0.0364989488553486,-0.05555649597271888,-0.09470156286436074,0.04542763201500996,-0.030464078004694986,-0.04993893950944559
NO2,-0.06395786338589243,-0.033792948062949975,-0.04351668296550733,0.10852182924524015,-0.12213819452128451,-0.06531995387717413,-0.039657583083122776,0.10366752080600117,-0.03241926492707341,0.14120913212395708,0.25826673419885976,0.025031897091439794,-0.0897687138515049,-0.06645204752946478,-0.06896897789036105,0.12443507785185877,0.2142689114475917,-0.03696258951321919,-0.08380714240901396,-0.09165831310131112,-0.0683505995080067,-0.147357474816654,-0.03769704045567193,0.023957651348075804,-0.07770261558453553,-0.05540755858215901,0.020043522600820346,-0.028518584071452406,0.015741600835192278,-0.0862283995811049,-0.03808834794165203,0.029907021313500745,-0.03173470050301891,-0.022239940091590596,-0.10497850724667145,-0.010923717126768588,-0.06917812560327571,-0.047954860632670876
NO3,-0.04309797192057997,-0.036397860133238105,-0.02960726366241418,0.04604748499662175,-0.09067893964113422,-0.04303223568181132,-0.033199998153781135,0.0671552893162478,-0.024785176069250188,0.11112120815651608,0.35678280692558406,-0.024050985668300606,-0.06510957328396273,-0.03607428405614915,-0.040148248467214126,0.12098101177999279,0.21430803617165872,-0.05197581910027402,-0.07610953619072769,-0.08890724394222851,-0.046996565776170784,-0.10560007093735241,-0.06920679965371265,0.00638529707291227,-0.05710669452967264,-0.039019038200576346,-0.014571764797982115,-0.04281865574811737,-0.021441942903046227,-0.07304817658412581,-0.03525835454025883,-0.03203860359060974,-0.0503072441505841,-0.017607840819055736,-0.08315666162471563,-0.02927586806122893,-0.036845919792842394,-0.04224374395626701
temperature,-0.13974018942358574,0.17534377606446028,-0.0033394071781298277,-0.2100068757530324,0.1949613592632064,0.21462892649213539,0.04165966580845326,-0.1856785416910145,0.07127772205645576,-0.27041228016536056,-0.2634295896400112,-0.19447118055262053,0.2889035902864271,-0.03729719019973014,-0.05622114093651572,-0.06487829950318932,-0.11132592018969217,0.22877979012785515,0.01750530255033451,-0.21640151008022074,0.251219444763233,0.24198538932301644,-0.09183914937903044,-0.044588852656977755,0.11119225216831848,0.24882775734713386,-0.15387582147075624,0.03709129379638333,0.07166875268222991,-0.040693474210129844,0.11977953745910544,0.10519303528340795,-0.12915024114137627,-0.14095814209144286,0.3071779841749124,-0.0563574865414584,0.08940005564350643,0.2507294423058167
salinity,0.018564394323535627,0.08746758156436485,0.0009686406115630006,-0.027148565941307965,0.21859119958626616,0.0888198422701308,0.0623131297724054,-0.05639772946890325,0.057151343725243664,-0.35135154353645104,-0.4723780478792865,0.012682782468645314,0.19809878047640594,-0.003909471614845696,0.06718185002356987,-0.18593547159792162,-0.5446856510632947,0.15931362905420476,0.11259761824924558,0.04529825898602678,0.08278792547709854,0.22719698715192677,0.16861659412575075,-0.04358735353188509,0.17831154320278952,0.13374575576377667,0.006402713436116805,0.045449900420433946,0.04398283783622304,0.09992646156994806,0.047454248186367814,0.07321952760203328,0.07081572454294613,0.0024121909217500116,0.2576715985025797,0.10957799149253639,0.11951653913276314,0.141639365571678
Chl_a,-0.08620542153476324,0.05306089019494571,-0.04214568918260207,-0.0718474331710838,-0.113035522328136,0.5685294104244052,-0.045877664288454696,-0.07271664448003198,-0.035839514853247094,0.10548674336915136,0.14701161534791354,-0.07828367431643052,-0.08208458924953485,-0.06378383086526528,-0.08828879250976857,0.09647653540652716,0.13228463561824375,0.0399732811059791,-0.11179173635978616,-0.16175505140994095,0.1655830007018459,-0.14494435332788663,-0.10255121608680229,-0.01570973599180961,-0.0039655706498312295,0.08894305946197381,-0.04200375068948594,0.2251283282706399,0.0030163441538567405,-0.11396440183042358,-0.011995533785914628,0.08870221317659067,-0.1213155286020905,-0.04827474988853646,-0.08164452827340532,-0.042157078484864226,-0.044795361836159654,0.07786927915562525
Phaeo,-0.05761199229976699,0.0487360332793087,-0.024517356242693945,-0.044957048947300876,-0.0633046198904512,-0.0023251177246638513,-0.02164971376588927,-0.04925193132912848,-0.027442348212859062,-0.0015611485446777595,0.018103664375738862,-0.05100646370870701,-0.06400815978553218,-0.041151062023358574,-0.04251885825364082,0.08557088228348704,0.0620068127915169,0.07180344387010201,-0.05172637851151121,-0.08047782947135464,0.02792297340079319,-0.08831419510031306,-0.041258489214608216,-0.00820423376194011,-0.01838024826027725,-0.019254360283529948,0.016718221787195266,0.5275674007438005,0.0179351261154908,-0.0688099996477825,0.013851818570275586,0.03592249858973936,-0.07934783499241291,-0.014817757026601583,-0.05343005805588283,-0.030724338301099142,-0.036219862422403035,0.00916540829703676
Chl_a_conc,-0.08799458019117538,0.057766382576853195,-0.04202965937481648,-0.07250796033656612,-0.11205875766025972,0.47653715182010237,-0.04438332967711424,-0.07440358651062315,-0.03753102678283104,0.08811147598228831,0.12830257774731935,-0.07955238076197121,-0.08627256332239314,-0.06470679919810657,-0.08564525450514106,0.10420621650310703,0.12786223130302166,0.05304489731643782,-0.10787126031288571,-0.15761186671341235,0.1465556172015516,-0.14563023259363514,-0.09727354924168474,-0.015412742860065625,-0.00831869802923976,0.06942246561010557,-0.030714744595709734,0.33218960064986996,0.0074011552029339955,-0.11433312313363941,-0.0063070092594676355,0.08420127592223417,-0.12336405147616224,-0.044540280555138166,-0.0830311805922763,-0.04372446314146,-0.04743086051014944,0.0678444003892834
