,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
PO4,-0.0797103020514887,0.10346340772100517,-0.09297714665984777,-0.038651314241674554,-0.18990744601396176,0.16639159844214968,-0.04770461176121245,0.18315175451559304,-0.017387748523238163,0.09595064712333648,0.03949271744196503,0.2036835473579076,-0.05210672005639351,-0.14171450577859124,-0.08316904646514542
NOx,-0.0408805077427031,-0.0651087868479874,-0.051434337942008176,0.0052376369576808334,-0.15633658061566202,-0.08287315915538623,-0.10331981747919541,-0.0679573123889198,-0.06148073898863641,0.2729804705570209,0.3594082071465263,-0.05385187593348687,-0.10831042194791735,-0.05913182697232501,-0.06009522841916645
NH4,-0.03923022292894977,-0.04244372392771832,-0.07744591289819433,0.008442439479174595,-0.215973888406023,0.04099667747154688,-0.13975488425112087,0.09590408154740801,-0.09792818164303288,0.3614210555990195,0.2241600639674592,-0.03668743850771707,-0.09790477293016023,-0.11918664146343036,-0.08462558988892935
NO2,-0.0434317156372876,-0.06782772618641686,-0.06577315709911892,0.08797476748832793,-0.2030468507278407,-0.13801639412227285,-0.07716481407806089,0.013091144441176485,-0.08346832895840221,0.27962954157423653,0.34274218876859364,-0.06711000274534423,-0.13153446533097113,-0.08696143071703913,-0.07114520189717191
NO3,-0.040729801678033264,-0.06489151737071745,-0.05105634710828427,0.0038233865098819177,-0.15513473509077308,-0.0817217911157272,-0.10349079023927255,-0.0691504645537585,-0.060946855318475275,0.2721499406998411,0.3587450082807794,-0.053485819247533914,-0.10763243951132409,-0.058505234735188,-0.05975012767922339
temperature,-0.21476344746872933,0.3114314527637828,-0.043958841702192664,-0.36615389656727443,0.2763884372289041,0.26205350647876635,-0.09524135948632412,0.14665485323378447,0.3014756018555045,-0.38142295584757246,-0.14671405627615636,0.2946690225556323,0.36465308927398415,-0.12092606053605288,-0.11832000995179091
salinity,0.006360042867281843,0.18878307392322444,0.01626081577268367,-0.0045077841550381584,0.3215964811469977,0.17495548547987683,0.26666112342262244,0.1358812330192662,0.11210171669608818,-0.4779198808631919,-0.7819344121225161,0.18772256641531693,0.2900782209640897,0.010253406069116396,0.08456839415088047
Chl_a,-0.10721428379000877,0.05669099728941887,-0.079850151210063,-0.13277046487222371,-0.21075349793594744,0.42157894365683146,-0.16222419208279315,0.08227822636275758,0.13075103190370407,0.11851335089502887,0.22816118655454892,0.06512270541618832,-0.10260163472420357,-0.12193223480518038,-0.1265881819842105
Phaeo,-0.060435660327967364,0.02668545004626602,-0.045510541501212,-0.025458482270601435,-0.12016359410471956,0.09236851627491596,-0.07919427193887144,0.20647115067304708,0.04882662551093788,0.013853642698834726,0.11368616190183999,-0.0202250295302031,-0.04656420406389519,-0.07004269651061472,-0.046940427979669144
Chl_a_conc,-0.10639402949397336,0.05482623470739061,-0.07937494319686918,-0.1183468286256359,-0.209511408658312,0.37891125435925366,-0.15765712187170733,0.1251149116373839,0.12299654807721158,0.10322998442306933,0.22236305989296534,0.04916642662946674,-0.09875640927517418,-0.12135523619344002,-0.11899053811301041
f0,-0.14650323640372404,0.17570035261968703,-0.1186203619892437,-0.183260439851728,-0.32691345679235184,0.20717217979152763,-0.2303670157492078,0.13845910804485778,0.25852204347844365,0.16629610400852202,0.41572629288815965,0.16389654904636558,-0.12870690730299794,-0.18058955137476865,-0.18392136132193337
fa,-0.14391264462923162,0.1780436878434697,-0.11686107711511734,-0.16906163254050016,-0.322471726435838,0.18860433550141814,-0.22020633914915366,0.16260726453334762,0.24399537939140992,0.1488447142881465,0.408284418056838,0.13935312960691973,-0.12627470784125822,-0.17762163829046357,-0.17497065749741741
