,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PO4,-0.07586423836587318,0.10012741211172885,-0.08686948910610423,-0.0069892440977937405,-0.1734084504556519,0.1713291933282926,-0.04442106532664221,-0.05501436706435671,-0.015375688891427545,0.09958083939325607,0.00834359243599939,0.20086400454390008,-0.045205351787412903,-0.12660804368930312,-0.07258454064583743,-0.015117445630325074,0.0739780117473017,0.20514628867353402,-0.11991743109178825
NOx,-0.04953361589946398,-0.06276720597056246,-0.04859557849466899,-0.032870170206433034,-0.14492525039845702,-0.07817888116884111,-0.09876532822221729,0.03253503035784088,-0.05746289323857996,0.173921549977679,0.41049672508059837,-0.052161357499948845,-0.09494553852707609,-0.051292781856452314,-0.05310722537942621,0.014239887074895386,0.18670218857719467,-0.06986327131744716,-0.10256749379008581
NH4,-0.043591333029708204,-0.04561821045971047,-0.07475879916069461,-0.049739765605404426,-0.1985922358713922,0.03494382297549794,-0.13576913579001548,0.020167919945672644,-0.09720294926016795,0.3204763528867671,0.16195068897997505,-0.03879404666461629,-0.09822289615141017,-0.1043346801652861,-0.07969668490444021,0.12044379313349901,0.22367727537716106,0.0935144807331939,-0.14652253240965657
NO2,-0.053587093882903995,-0.06734554645482213,-0.06340918844889931,0.03424371047721728,-0.19478348605367862,-0.13450669617010233,-0.07250501530761119,0.05379275691759268,-0.08047224080535798,0.19003082461155113,0.3426398054460602,-0.06553014009622903,-0.12225604453113434,-0.08120637166078475,-0.06945689397051018,0.06046378809790791,0.21402983293239947,0.006061175628255089,-0.10564249189059899
NO3,-0.049334722152711986,-0.06252462152025215,-0.04821701736568492,-0.0339197394342374,-0.14370013352652672,-0.07701980868659394,-0.09895006257163888,0.032089632789620307,-0.056922282063019525,0.17319143000780857,0.4105656532263476,-0.05179787410035741,-0.09423353715176958,-0.050651532354883316,-0.052690797343251744,0.013420011295033809,0.18574856241142895,-0.07096467742909965,-0.10224567497660174
temperature,-0.2120804946192921,0.3125107037822793,-0.03984868417550837,-0.3088446250978685,0.3006679644673156,0.26342991690741463,-0.09789884399460477,-0.04124222729954169,0.29561741890426574,-0.301686360349084,-0.3215590901873232,0.2912130012654537,0.3410077504473965,-0.10963318336604738,-0.10002034518206235,-0.1500352207122738,0.00480731113499555,0.1521204419620608,-0.013353613809184973
salinity,0.024191987833590764,0.18812362164578178,0.015504802274838858,0.06568556459742278,0.31051896772100707,0.17198781320036322,0.2571744444663367,-0.11602526003963487,0.10947610719900036,-0.377888866897386,-0.5091765467803765,0.18304702023996713,0.2752265295250381,0.004661171672059525,0.08018509999450323,-0.04476546317915009,-0.6460800951265788,0.15190146116688508,0.16481417083850858
Chl_a,-0.11358711721588641,0.059788873754987135,-0.07544315810009813,-0.148809960864639,-0.19173039829184327,0.4261389824802021,-0.1564005871473877,0.0945979333724081,0.127685958775746,0.10310092984370518,0.12885266701378878,0.06664862292277282,-0.10612119269401199,-0.1067631255288447,-0.1224057988409582,-0.06676436354171407,0.17714490978116176,0.04153004755424568,-0.15879124944128425
Phaeo,-0.07105519902747437,0.01850998960264299,-0.04496256182378784,-0.0862110110774095,-0.11313565357479521,0.04521182471447474,-0.07601764023950269,0.25409241886164663,0.029834060844761954,0.0032730394645992845,0.009928114507654049,-0.021451197554243642,-0.07488894544913349,-0.06479870440743775,-0.0633713238365326,-0.030248028753481926,0.11440298261984991,0.09193864864804721,-0.08009749183664017
Chl_a_conc,-0.11462605640332311,0.05520658958580464,-0.0755273598455942,-0.14830361750885196,-0.1916371226556866,0.36993509412083925,-0.15190687216397042,0.14838442941655144,0.11526739157524779,0.08742157578903555,0.11084199152503701,0.05011421945963389,-0.10940077601240704,-0.10719997196663542,-0.11994136949532343,-0.06424810950025084,0.1797395682478418,0.05981836331965876,-0.1550210741560648
f0,-0.16231494073832706,0.1729661954609047,-0.11437477502644333,-0.22290270707670135,-0.3013620113644945,0.1925611008458159,-0.2215553919355115,0.17630836044547876,0.25046179230946636,0.11238696225453002,0.2557998883035483,0.1655489894020824,-0.15177741666767292,-0.16237123716872776,-0.17798749839467654,-0.06476295007639668,0.30571359146082816,0.09308181486802788,-0.2347221735927833
fa,-0.1619773774181173,0.17195718021360257,-0.11335849937475775,-0.22011821738794302,-0.2990701005686648,0.16844766097036246,-0.21156780939404857,0.21169980872327324,0.23239528886160477,0.09630340620410549,0.23424119598668217,0.1403783528158014,-0.15569099238670653,-0.16123657311318268,-0.17276221581132745,-0.05976000367387482,0.30933079880459613,0.10335517093492946,-0.22639364439252777
