,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
PO4,0.07201710983427383,0.02702306962920436,-0.030565537199277355,-0.013779257899761104,-0.1107243810145334,0.092810077120979,-0.032732567508883856,0.06427887714186534,-0.023855444279263612,0.0611181921717047,0.04873674520900096,-0.013805631379563327,-0.08063610489536886,-0.1496367532946,-0.06977645926733562,-0.06229324244615851,0.0345192273929739,0.09437941309625295,-0.09979737459180313,-0.08489760087932507,-0.019504405062103363,-0.14029537684225346,-0.025346234726565012,-0.02468067558431183,-0.01269375285590854,0.16558458811458684,-0.03256163188212937,0.004330626874629673,-0.023141131582774553,-0.10941929690844021,-0.043591127281892614,0.12312552475299376,-0.040277011078027905,0.02154818491585493,-0.02851425923976939,0.06262854106031795,-0.0033706025335663685,0.04969588026655457,-0.02304499375464414,0.07024361087921074,-0.0630253191963107,-0.02559623759242617,-0.09077824350362591,0.19379769252599388,0.15092570412008693,-0.08785638775996576,0.011999890983431329,-0.05726048946693965,-0.04211080992183964,-0.0986141659357722,-0.027797903430789465,-0.03645515978675451,-0.10190574660214069,0.06318292328416308,-0.0032246714616861617,0.014227837056939972,-0.07712321693844035,0.04292000263924138,0.03536441519550644
NOx,-0.026900139399592474,-0.027188120157375314,-0.019898331911890825,-0.012029725690825555,-0.09098809853227585,-0.0413141678672156,-0.08815999827261922,0.06936752982459748,-0.02200272871445695,0.1221226599896863,0.0518507831868983,-0.023075331413012955,-0.06332784647389318,-0.07635893911803288,-0.040839242672634765,0.12365545160544499,0.215767835758699,-0.048325029800512426,-0.07586567058637658,-0.04346910046000837,-0.045425716119909906,-0.10520011843512134,-0.06840166288402354,0.007322985220682094,-0.011058780690118843,-0.0390848275808051,0.037006491449177316,-0.04005255259014011,-0.019263924010970816,-0.07124688678456798,-0.03401925597865155,-0.03054533494489771,-0.04494331674675334,-0.018177156163596886,-0.08194391259692996,-0.05276469571377698,-0.030463496958447425,-0.04165760565141159,-0.007692083150240375,-0.00025156375895781435,-0.017203040982853728,-0.03744268285337724,-0.036563579899302555,-0.060530253637049225,-0.04321543815091354,-0.03020615860353066,0.35691245313778835,-0.03104177424628112,-0.013972010774910473,-0.05488097493354637,-0.023998375545177215,-0.03056363490227623,-0.056131730603166924,0.036134037412880377,-0.024629405261170287,-0.0181121095228275,-0.0094473721714791,-0.03070085620705401,-0.01998951206284199
NH4,0.042779766205339076,-0.027214582360413506,-0.033443805161381,-0.03350529241822299,-0.13200812992005478,-0.049850709509738564,-0.04552910388405726,0.23100363085786038,-0.04104558233897268,0.2661236548914459,0.16110739809274482,-0.06727020608079165,-0.09482172615661824,-0.1294443862259287,-0.07305610626621886,0.0006587695521390927,0.30925587946355676,-0.005199888346489688,-0.12055992398766385,-0.056679254915092195,-0.07835282062252942,-0.15686019298554166,-0.10268293588206795,0.05242403537839905,-0.03535794908674468,-0.04645167429485275,-0.03770152741607217,0.044266148070651844,0.008564645441710182,-0.12313889284339352,-0.0184624346855503,0.013701023194971509,-0.0479550197362184,-0.0045696290208178825,-0.09499610703822278,0.0210544535804515,-0.027151692855029278,-0.049923957417155766,-0.013111137025880315,0.09323076803063379,-0.05413917991414691,-0.06057619659949029,-0.07239390219388511,0.13269829993337423,-0.017035469513878493,-0.07410389171897291,0.10271155549787167,-0.0488994139680666,0.014562033326452214,-0.07781011662803622,-0.03613162095735939,-0.05154219375632016,-0.08918153131001566,0.2617815514054669,-0.02755700381606687,0.0171322631337257,0.0063897859607438875,0.02939167255712432,-0.034354901188517875
NO2,0.06811878359223485,-0.02516298456735954,-0.028051386518892187,0.0006809458433775185,-0.12158320738194395,-0.03377598431292622,-0.1332178540337966,0.1048549471388153,-0.037791349158173906,0.14553579426029845,0.10599227874947106,0.024397738834293907,-0.08674223686561056,-0.07534474132155822,-0.07024725879500801,0.12612571002821854,0.21384246995361414,-0.03329528941063955,-0.08306087143296631,-0.06387624105994125,-0.06461141120281533,-0.14529780312640372,-0.03721328302393414,0.022929956044531918,0.013214903031181438,-0.054885170840468164,0.023947610381697463,-0.033164918159952664,0.006586267073540579,-0.08236647353358956,-0.037405717532305115,0.030149869004017393,-0.03203452900024998,0.018826842136048422,-0.10321281857867742,-0.053986302699994215,-0.05760807844467335,-0.047441443880399226,0.030670196807326418,0.050744383293827175,-0.021530077093018178,-0.05818802508837529,-0.06622436663621283,-0.0967390855747916,-0.06503588451106415,-0.05826180710049712,0.25884051467759567,-0.045417610153774324,0.0010104076769298,-0.08208357191654875,-0.03177937492118882,-0.034951045529900485,-0.08448563923126887,0.05036174225554786,-0.021169638281884694,0.0066182197487606904,0.03340821730096427,-0.03649803883838765,-0.021146433963581544
NO3,-0.028437753755029542,-0.02715089010391905,-0.019707991009086136,-0.012213236542967718,-0.09023090805230294,-0.04133310228910949,-0.08716543816665508,0.06858439379202932,-0.021677607236982678,0.12140514845062553,0.05079796520685005,-0.02381820662275487,-0.06276495345377628,-0.07617526999245257,-0.04023404539738097,0.12328840438953126,0.21523292205157177,-0.048452332594790364,-0.07554434001071803,-0.04300934223128245,-0.044981486838930426,-0.10424469989196795,-0.06874967492828463,0.007039548567197908,-0.011440570044660276,-0.03871457901628462,0.03713020347713033,-0.04006379354933438,-0.019650817744060193,-0.07087127706642399,-0.03387245793635821,-0.03149237122307243,-0.045043613053152465,-0.018755706502188663,-0.08136837251914539,-0.05260523821521059,-0.029923902255965508,-0.0414501376168621,-0.008321202269089207,-0.0011141001559843264,-0.017084551365993385,-0.036993050398188315,-0.035965349705379346,-0.05975814981799675,-0.04273242435482777,-0.029651819295699825,0.3576337599991225,-0.03071679254783491,-0.014188866505239397,-0.05427617633469636,-0.023803548574025144,-0.030408982835246783,-0.05550415429783424,0.035798169630784804,-0.024623188752386376,-0.018483077038875022,-0.010147931937511723,-0.03052198030130308,-0.019917353460616558
temperature,-0.27003555227918635,0.11505122576828136,-0.016563315645472056,-0.0784431594517301,0.1952763374525784,0.2144991111347423,0.039006371959410924,-0.1794039947712051,0.1327403568455797,-0.2743005124076605,-0.1982389741023894,-0.19115402406804183,0.2831260075429576,-0.22410978395321374,-0.05409051892111401,-0.06279778213041565,-0.11166275296664357,0.21991481951819192,0.019526741333801053,-0.13961083728520207,0.23863062830713944,0.241104827374246,-0.09141527448212369,-0.04571023696803157,-0.10257225401820996,0.24854887126749836,-0.072642546661282,0.03211130959897959,0.13444420004480595,-0.036281846218813196,0.11548896463408291,0.10464329531968139,-0.11174581031526876,0.06630772186916539,0.30948734218598783,0.17385054598902078,0.07778526445881045,0.24873224811140163,0.14215604359547107,-0.07014294933094287,-0.13825043107877855,0.13346825099853665,-0.03641530984277607,0.06882919963032628,0.21439050879470495,-0.08734125127874144,-0.26471433476922623,0.00041921449171678665,-0.2115329520993433,0.0863077398236977,0.07375473673673577,0.041413577814958566,0.0024842367807028647,-0.18219860005841232,0.05650680936693432,-0.05567401939881655,0.07005592026378284,0.0716712791836368,0.1331269479234022
salinity,0.14302331501133997,0.057927980729035024,-0.0022405280974702375,0.006807297169709352,0.21728431422939926,0.10760683497966804,0.17428196997292877,-0.05768960694284157,0.0537090983278201,-0.3711659925947618,-0.053893744212012394,0.01100328352773609,0.18868760754077968,0.016159646731947204,0.06619399376769122,-0.18428099704455558,-0.544870578936223,0.15139414319262087,0.1110881309110506,0.018532995896099913,0.07738126209020857,0.22521063513046452,0.1671403087251336,-0.042158002177626504,0.020877512707865663,0.13258732482417532,-0.06127261877508306,0.0438120104503685,-0.019370490718853425,0.09677132365056856,0.045872713572377294,0.07079461464730794,0.051571970038375145,0.03938739113398512,0.25377602691251777,0.11820068251664059,0.09450324425593803,0.14035922918609525,-0.26917303323358244,0.01918983141694293,0.0027772076447028678,0.1799047102001287,-0.0038190195504195063,0.18386418144272762,0.08838132523135833,-0.0034376836745265657,-0.4721279248405107,0.001969983264677828,-0.03279242455619842,0.06507881479977949,0.05508513067916811,0.057399274507015215,0.10994264641245258,-0.058613161914469844,0.1060776200329931,0.07831837984618341,-0.09682349368461385,0.09527057107647946,0.0719370177500449
Chl_a,-0.17435196201708092,0.045608863548556006,-0.025483390438265238,-0.033291921455898654,-0.11225303795667077,0.08676161831976512,-0.10524403358222495,-0.06789295174441753,0.02148901410282301,0.11191989877396548,-0.05133864496990563,-0.07640653689469654,-0.07853021648518546,-0.14762276099090466,-0.08799570594941568,0.10132305346784626,0.13022587741335634,0.04337192926147884,-0.11025987768674399,-0.08605091754715415,0.1692883390603745,-0.1427979362996451,-0.10178518510932485,-0.016089298937074604,-0.03287730863537611,0.08931393730094286,-0.02565823850732942,0.21644999101482384,0.11858669707481581,-0.10967507738394552,-0.012303755653629234,0.08992624804132357,-0.10448097583485594,0.0050413066148791725,-0.07976333226510107,-0.043556457573648996,-0.037137600098547316,0.07820096414980061,0.07577366304030361,-0.0031329319580904076,-0.04655034011189282,-0.04580079021424214,-0.06335151747240395,-0.027059170189062176,0.5688807620393674,-0.06375003096522089,0.14702493772539277,-0.04142844068725601,-0.05962575720998499,-0.07949288035080049,-0.033058958819247294,-0.0428543984359019,-0.09040071359548531,-0.07002956483701946,-0.05109454651615488,-0.02802901252978389,0.04717782913423273,0.024808915820421013,0.020204291804042335
Phaeo,-0.10407415447575552,0.02009920227165095,-0.013619548060653994,-0.020323467813134675,-0.06281722083705846,0.039154558939585866,-0.06701307265256501,-0.04674637902907777,-0.0025226819935977125,6.605021070026432e-05,-0.03182281143948567,-0.04996246168449514,-0.06193625184278012,-0.072720977479315,-0.042934370382711334,0.08647460341798233,0.05820727141919918,0.07297064806180929,-0.05094876961514105,-0.05755818671609376,0.028828725350285692,-0.0871553770144797,-0.04087731269061132,-0.00982249654029522,0.0022240360479430232,-0.019082279076261116,-0.009552854173063702,0.49010466762328625,0.30083197666021755,-0.06647084781502707,0.013213740508659387,0.03665590080458975,-0.06915546979068418,0.01796653995422063,-0.05256343382210924,0.009842559180865747,-0.030510525651028162,0.008686697878787049,0.12296614826100087,0.008183685787526481,-0.01409780610866801,-0.038369460630971575,-0.04093438158923801,-0.035967251053615854,-0.0022062034927495706,-0.037600573587441656,0.01715779505867381,-0.02468382816795396,0.02185676668018876,-0.052362677283894515,-0.02569504003381889,-0.019593262555941234,-0.04788669875432212,-0.048120482137946806,-0.03656263634443575,-0.01991269072625716,0.06894053889415484,-0.007268896038517726,0.039851419019792354
Chl_a_conc,-0.1745910803271633,0.04373674828327108,-0.025086100992984327,-0.0334599917033573,-0.11126968348439409,0.0834500587698028,-0.10652621202053925,-0.06967476947310694,0.017350865898440704,0.09395263993597573,-0.05172882357529711,-0.07769343889107304,-0.08272682821519259,-0.14364454634143964,-0.08551208090322782,0.10851928108205779,0.1251027038502006,0.05621429807276902,-0.10637443977141886,-0.08785029588962323,0.1499114376149291,-0.14351411007292408,-0.0965271247051027,-0.016170682314308838,-0.02699018039741368,0.06978046590088846,-0.024128711966763822,0.31473441799630847,0.18120843014288843,-0.11009798204636967,-0.006738944034982441,0.08542773655450958,-0.10646745312141023,0.00910924137653523,-0.08121699180965683,-0.03388473288678817,-0.039453548049694365,0.06799281093743831,0.09698334391964014,-0.00040754381256249625,-0.042897505891693055,-0.04885835246881685,-0.06428512682002702,-0.032476235671819106,0.4768643284384412,-0.0637144451659087,0.12805694826262604,-0.04147286900461125,-0.04410979197602689,-0.08093549371969694,-0.0347228897803335,-0.041287550819347055,-0.08887520733307624,-0.07184111510667035,-0.05281085093779507,-0.028931287227817848,0.05831439475856562,0.018848634740173432,0.027777497984486296
