,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
PO4,-0.07742098200997347,0.10253936564572724,-0.09096209370516532,-0.012155613640840788,-0.19037940212794885,0.16878121855440512,-0.048255011280764266,0.20083452567341073,-0.015742345152448052,0.10379934122648748,0.003371722155170561,0.20202848592918388,-0.04657363368199369,-0.13794297794395977,-0.07952527988962467,-0.06851629341789572,0.07498878820745851
NOx,-0.04889999793469099,-0.065072413880849,-0.05110747204087422,-0.03879230806048187,-0.15603795764034345,-0.08171034809766345,-0.10295166832116434,-0.07526537598678613,-0.06037024362796099,0.17064433533788415,0.40646634015667105,-0.05326246319644076,-0.1009017765867542,-0.05977561082282574,-0.05899940244804608,0.05215718430431093,0.18734272875305025
NH4,-0.04314799175840496,-0.04514711344771742,-0.07786771200679954,-0.05453156995435645,-0.21565020427678208,0.03695430442127967,-0.14032199579070354,0.09223626023676744,-0.09805179544189621,0.32561241486169157,0.16465783455353894,-0.03786666305266212,-0.10175646328195923,-0.1176354311256062,-0.08532583704912931,0.059484642219588706,0.22713203841421137
NO2,-0.052844339502914756,-0.06901925543154531,-0.06612147661156748,0.03022965978320377,-0.202792327665609,-0.13811970301765403,-0.07706251012104301,0.0016520440754233933,-0.08314519810819326,0.18914658267451687,0.3451302994744785,-0.06665903608141323,-0.12828480878015405,-0.08746209928983723,-0.07309030853123666,0.08822132741978858,0.21601584249234573
NO3,-0.048704618034679195,-0.06483445561867325,-0.0507189121903302,-0.03985859892100135,-0.15483615107144993,-0.08054060708183577,-0.1031191094647361,-0.07636938155199943,-0.059825953179215366,0.16988232960420133,0.406435491265503,-0.05289561331184341,-0.10017288171480712,-0.05914974781427092,-0.05860571065672379,0.05140955211767692,0.18636464337667535
temperature,-0.21225549105083308,0.31525015338197526,-0.04251579475489059,-0.32044124720611156,0.27878370536186947,0.26535238536808914,-0.09425169610349896,0.1562024328674603,0.3000077774037443,-0.3040434532221984,-0.322393668500902,0.2934893576734281,0.35446077328340886,-0.11663948287717815,-0.10810793995042908,-0.11880041894851204,0.00371083193182757
salinity,0.02153753198672015,0.19063871974527447,0.017389655904389012,0.07295364131656057,0.3207917340761801,0.17676214499946985,0.26630022728468006,0.15753644631218017,0.11268592611650399,-0.3695837151013597,-0.5136170101697543,0.1865932963036651,0.2861359789177385,0.013364409100097611,0.08556780826263471,-0.1445851831616965,-0.6481241825344422
Chl_a,-0.1132019794537618,0.057387257695669165,-0.07924571050357834,-0.16007014604119768,-0.20910352279857436,0.4204835173668049,-0.16179361803667158,0.055881057260231,0.1276400841185378,0.09998328284968594,0.1301859618331397,0.06564723329913714,-0.10975089325389784,-0.12058166026938394,-0.12613835619168542,0.057510295793944254,0.17692766801531928
Phaeo,-0.06907573895776663,0.0234543031646409,-0.04674425204251817,-0.09042032463237692,-0.11895326868917759,0.0702284243487705,-0.07896152864933251,0.13780604635847254,0.03821165207400288,0.006464627131836565,0.014049784020359196,-0.020800498903531958,-0.07355858952861832,-0.06988923314095055,-0.055353067871936786,0.1900993319725786,0.11500117702757758
Chl_a_conc,-0.11376537006892981,0.05453332623650428,-0.07920259646235622,-0.1588971866082926,-0.20779796665869982,0.3719806498266961,-0.15723254814035137,0.08431656984737225,0.11750347107608784,0.08567146659366214,0.11308009571844278,0.04945041997154339,-0.11208599243277033,-0.12018002841615791,-0.12089709620324317,0.09988203502543613,0.1797196510921249
f0,-0.15940148199609222,0.17493254402583652,-0.11951959134875659,-0.23856186610102326,-0.324083206482207,0.20012448397636673,-0.2297188084321009,0.1055341767162882,0.2531831179930446,0.11075434715141749,0.26278329677769546,0.16435256628087774,-0.15078068639586295,-0.18101572106194214,-0.18373618853421736,0.12091633584246908,0.30614105539088843
fa,-0.15837657030563224,0.17612397444504663,-0.1182607456721977,-0.23459280315205686,-0.3196170327364531,0.17892549494886695,-0.21957150125145042,0.12112357395707271,0.23696660454455956,0.09558151199795524,0.24230725662207858,0.13954530363409776,-0.15326179392290978,-0.17833673872706318,-0.17644943726876083,0.15083262543390552,0.3098151066931068
