,0,1,2,3,4,5,6,7,8,9
PO4,-0.036913296750550245,0.19905476731262262,-0.09246610851565668,-0.030128282366493245,-0.1719122036869809,-0.07509746809936217,0.26268911316889065,-0.14866598045026358,0.001090674737721108,0.08600898748581326
NOx,-0.09358327578093897,-0.09478449737304104,-0.052917279947408025,-0.09440223847034009,-0.1904423780199843,-0.03528863374555714,-0.07442113540791336,-0.061744007492190715,-0.0711444992441628,0.40211389481784343
NH4,-0.06161878765729632,0.038595173751186374,-0.07669279584440986,-0.12181477611398817,-0.21976472480437997,-0.03209387787156267,-0.007659426081385337,-0.128150097537383,-0.09992830263334618,0.371385655176828
NO2,-0.03400586324223523,-0.130631021778997,-0.06373246191257918,-0.06225560383492324,-0.23295588888703223,-0.03233728501170148,-0.06552891845322097,-0.0815600923086225,-0.08702134730118714,0.40338372293568514
NO3,-0.09434559154484551,-0.09392843211002053,-0.052595032630472174,-0.09469808501855526,-0.18922186647500938,-0.03524577586528831,-0.07437591264865968,-0.06124618801086723,-0.07068863362461986,0.40103477671527743
temperature,-0.15656333696431599,0.33006534224900086,-0.06440176516076401,-0.1125358101434869,0.3713545166167555,-0.22877975868934758,0.3513810692155538,-0.17258683086633114,0.33384870317807475,-0.3320605490981682
salinity,0.19374054960478915,0.21485075247240512,0.01922744575578126,0.24234663926368682,0.416692794372452,-0.0011513238268417896,0.24276377455472678,0.016028535089097046,0.1282966330084036,-0.8041541037133975
Chl_a,-0.16379039058661032,0.4010283055732634,-0.08696078029440286,-0.14804024980211966,-0.2351368411887156,-0.10655775898023889,0.06523764032586848,-0.1421579316506295,0.15896786968119708,0.22774658655229588
Phaeo,0.014367310577074053,0.12709948732929177,-0.046791987235703596,-0.07122313851853918,-0.11979094417532267,-0.05578278093970722,-0.001314269356879099,-0.07854081365399398,0.09078170049666869,0.09731100523506128
Chl_a_conc,-0.13356892777661195,0.37109277533471396,-0.08569083816396098,-0.1435882708357763,-0.22987524439485973,-0.10457971271971578,0.05439731270849449,-0.14063803020610255,0.15807015915630296,0.21756910039715138
f0,-0.21909486952993346,0.2634629643842306,-0.12875375185630888,-0.2075563355669986,-0.3495144474722019,-0.14505753065224553,0.1764381372077638,-0.20749347417691927,0.2960199161640441,0.38774465120246654
fa,-0.19471439515271144,0.2518051794942128,-0.12615536384770107,-0.19776822593452537,-0.3416173627152178,-0.1415088895553585,0.15761005641231018,-0.20293275652278586,0.28566190628230215,0.37391729084224146
