,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
PO4,-0.08502134686899604,0.08187026076853474,-0.05272233753576705,-0.0371888852486891,-0.11064225362267355,0.15096136665851406,0.12033605686739965,0.06738878402924821,-0.027379413943995377,0.062155437829229256,0.012967168026687029,-0.012918234851139871,-0.08016649583461351,-0.09114877007434571,-0.068707316998674,-0.06432185278843355,0.03369648312431747,0.09609470990596392,-0.10061413203157195,-0.15259641943042335,-0.02315461876731887,-0.1413305288717506,-0.025425186171270518,-0.024947562988259106,0.04675837166798036,0.16590495192711774,0.07001865916541997,0.00423852502312445,0.039055039632357534,-0.11238804390232801,-0.04469890213498019,0.12428902549039882,-0.029226621028908894,0.022473833431560064,-0.028342411488392692,0.018880048796125745,-0.005241327339520605,0.05065671605690096,-0.030601202194899875,-0.03646733825023265,-0.06400181780839158,-0.01392593618784143
NOx,-0.04354037298154496,-0.04269319966864292,-0.02990632618369215,-0.03137163969422395,-0.09112863027948609,-0.04326946460881986,-0.08988441672693429,0.06974269551692522,-0.024331913231774853,0.125365319583835,0.35516308886648973,-0.022933694738705768,-0.0641766586797002,-0.03666486236640614,-0.040608485777562806,0.12245357821493706,0.21492306969649444,-0.05027688314820257,-0.07629106405560174,-0.08184775185118223,-0.04735424618358507,-0.10606362188736468,-0.06854440936013406,0.007561616485269051,-0.03458383225200313,-0.03911235742916887,-0.00048345005363082186,-0.04037861394569263,-0.021772325132162134,-0.07323053883849787,-0.03452942861746168,-0.030636697553692062,-0.04418326869795211,-0.0195479980301702,-0.08193831623486408,-0.017380357175492765,-0.03206314394779478,-0.04230952415574306,-0.02088002234529321,-0.010773158355107702,-0.01728942337684553,-0.03596893647008376
NH4,-0.056727935434324916,-0.0501375648036084,-0.04831707439814998,-0.05223744616060936,-0.13195278201415012,-0.017098854990754836,0.09419065162403006,0.24095161132190213,-0.03572996144801184,0.26982299524544995,0.10554055347419845,-0.0669145174588743,-0.09474455399653092,-0.07274856890857172,-0.07290720047728858,-0.0006000556103422678,0.3081610907447567,-0.003914149459576202,-0.12137198307653785,-0.1308392996896943,-0.08233555131073618,-0.15760643064514035,-0.1029941174575073,0.056038069562829355,0.0315642329433717,-0.04625379111191477,0.09277516698026346,0.043863359099839405,-0.035014514999764955,-0.1256429529643946,-0.018547836964823768,0.01464492285006817,-0.03431202006542371,-0.0038192310443343576,-0.09492654869361913,0.02544372263107897,-0.029153789937160085,-0.049993535306869334,0.006468509289692066,0.03893757707026314,-0.05375550487603316,-0.044323810365804045
NO2,-0.06392969925473078,-0.03667996090936263,-0.043502672775196476,-0.036254955928699074,-0.12158428670022858,-0.06506538989575873,-0.13607555537317445,0.107276915233076,-0.031144283075572255,0.14862639631638458,0.2598327629187935,0.026004764713441136,-0.08749349095885213,-0.06643420036662066,-0.06871998020343215,0.12557488966813588,0.2142964869454307,-0.03469788586878105,-0.08350132952001234,-0.07963975568166345,-0.06826649837174012,-0.14651057298819906,-0.03717849497169988,0.02594990956501423,-0.038525287530701155,-0.05490797932877185,0.05060671653883017,-0.033079307899689755,-0.02214847332933028,-0.08564881638092643,-0.037425410637288596,0.030600411224261916,-0.018334446163166842,0.017755406723652126,-0.10245170950278218,0.009322086174104521,-0.060235505479269355,-0.04789836299100991,0.009494033870129587,0.010085451516571461,-0.021228687330374217,-0.04338876315615533
NO3,-0.0430807288341612,-0.042682694584743885,-0.029597525153112925,-0.031206468351512993,-0.09037343066147184,-0.04278672377772397,-0.08886613827462583,0.06892392692945319,-0.02415260479864199,0.1246418531775239,0.3558425901173844,-0.023701746821378832,-0.06361318449384454,-0.0360645283581528,-0.04002584138964693,0.1220786718760687,0.21436839362221294,-0.050408349415343265,-0.0759683596312228,-0.08166985345143571,-0.046875719477655675,-0.10510002023010323,-0.06889505104923294,0.007230473315751518,-0.034426155017450846,-0.03874211637423959,-0.0013469713875774196,-0.04039596559319605,-0.02170869344396153,-0.07282772912199437,-0.03438959098693994,-0.03159266624666823,-0.04450459739618064,-0.020128010827292125,-0.08137557928684179,-0.017786630892380854,-0.031501944893081016,-0.04210364218623853,-0.02133924002809107,-0.011097892679935679,-0.017177270301073327,-0.03574873850234116
temperature,-0.13970984196323216,0.1852695023910018,-0.003351991538117896,0.041432357740222636,0.19491429552519662,0.21450157762340338,0.048211132919892194,-0.1884399908139416,0.07148334080588437,-0.27870569236996345,-0.2673508386134738,-0.19583188179086983,0.28452292168591586,-0.03726836303456452,-0.056553399873352755,-0.06497628921829764,-0.11132100942710356,0.22655835385807874,0.016862682562022564,-0.22984192775768825,0.25072776540768427,0.24137054103935174,-0.09218909083814192,-0.04788819696591459,0.09631864572543511,0.24852866231610593,-0.06991980759636544,0.03382275710732856,0.1743594976119967,-0.041564650906040855,0.11675622054628901,0.10453790968259963,-0.14045242088668747,0.07055477954143709,0.3061279632189552,-0.06272485705749103,0.08018141730723607,0.25051038370408474,0.12756662276924824,-0.2405644993878267,-0.1419418778686078,0.11554252643232903
salinity,0.018527885522964055,0.09112694109984595,0.0009612563748004631,0.05855780520742207,0.2177579275530904,0.08847319976407522,0.218197383617976,-0.05770290441344893,0.05618415462708114,-0.3748370979866086,-0.4686479829109229,0.012458145931104125,0.19005710430602435,-0.003905132775332492,0.06677059173633332,-0.1860938553617129,-0.5447171857553067,0.15525486125911125,0.11138037682139391,0.026222373685181308,0.08257516280132578,0.22567994596335395,0.16759624541769563,-0.043819415213634014,0.10418589961876216,0.13275543684093993,0.019688709339764493,0.045366343524456655,0.09626591632236826,0.09966537808305531,0.04543744869913474,0.07173361178649246,0.060625614463428484,0.041493722968906785,0.2536334907764241,0.07993669790624583,0.09850481436273753,0.14143390402587908,-0.05222154908584168,-0.038285303934413595,0.002483348470931386,0.18883173089998215
Chl_a,-0.0861552625759773,0.08722763909317112,-0.042141441486429246,-0.04374791189740826,-0.11277410525203432,0.5687982745996405,-0.10170361175072933,-0.07229763665043973,-0.03503449556004769,0.11174896021853128,0.14385566432404617,-0.07864475752352865,-0.07983643241230928,-0.06375381714881251,-0.0881888274560777,0.09582189774903344,0.13228437708650304,0.040157007992235635,-0.11165367329955364,-0.1580712203343887,0.16458403873130453,-0.14436482108299717,-0.10219737297515064,-0.01662417934032549,0.02086418629156961,0.08927477818400187,-0.003131743512507369,0.21619593492370434,0.021356419055665068,-0.1139583563719565,-0.012767256077584044,0.08920353638176662,-0.12086979024784827,0.0033475913984230042,-0.0806320678670921,-0.03202111824839525,-0.03892250866316056,0.07776573098494388,0.12117487693080485,-0.06987765716676062,-0.04821693365636222,-0.06483191721242296
Phaeo,-0.0575873298632852,0.030056120237964605,-0.02451453986847417,-0.020161123525190585,-0.06316753021745891,-0.0022653939339953907,-0.06696529197011988,-0.04940547425377155,-0.027113777865052775,-0.000391746783940064,0.016374728754657758,-0.05124350166418804,-0.0622165142799726,-0.04112931826604638,-0.0424380654749868,0.08171807939589082,0.061985598964832245,0.07279242145382203,-0.05157349854125596,-0.08081448719880618,0.027737907336054312,-0.08799482099651304,-0.041010012252240505,-0.009102367297541186,-0.0050882893133757864,-0.01909379115778175,0.00837484655269189,0.48982989750920386,0.04177896746453854,-0.06882568972255976,0.013334924899043726,0.036234294912596055,-0.07923448130608415,0.018491203001293317,-0.05285715749277503,-0.022559948643129837,-0.03189918221566732,0.009013703195212346,0.3046242097714632,0.014091219628536482,-0.014911234657025901,-0.04972680626641627
Chl_a_conc,-0.08794578558015236,0.08137089337806412,-0.04202532960281394,-0.04219165808970779,-0.11180212859425692,0.476779025810169,-0.10354175252374093,-0.07409360009999341,-0.03676616222855925,0.09368487519097524,0.12518435889841398,-0.07991979665942384,-0.08389923262824711,-0.06467570499387093,-0.08553941765768017,0.10261071071544031,0.12785625459492955,0.05346761507443902,-0.10771387545192396,-0.1546114214749011,0.14566693852355428,-0.14505711684837083,-0.09690910419727153,-0.016424088259737925,0.01612986337527008,0.06974447391544067,-0.00035464468787325086,0.3144465856990511,0.02926782648174831,-0.11433230914153471,-0.0070950588113556975,0.08470669315842934,-0.12295916551648052,0.007830151278912241,-0.08202587250475114,-0.03300062498240314,-0.04132865839614039,0.06771630296472626,0.18441031852500606,-0.054822649769925284,-0.04451713513357665,-0.06791484356113256
f0,-0.12736448958104624,0.17418696853438076,-0.062160123246551596,-0.06523108232838468,-0.1762743186794135,0.15241670789900433,-0.15039847847201293,-0.10761559929881635,-0.05952486784292975,0.09818994001522875,0.2627973931226341,-0.11454164852247262,-0.1308751351120363,-0.10050253725384145,-0.12238360339831596,0.13281722203235888,0.21050207481845526,0.13227024283333533,-0.15993741018351632,-0.23068214207581947,0.23798325604802534,-0.2251172266678883,-0.13375499378664446,-0.0013452015490803715,0.04014694457322675,0.19824099953851332,-0.005986873046329971,0.14459272991295838,0.09309984696930974,-0.17448565305931749,0.02874052036480108,0.1406166509600036,-0.1928016088259899,0.040549231877441375,-0.1006738956433566,-0.052049726052446885,-0.06085442535988153,0.15906353809379142,0.1258650168445738,-0.07199575990385124,-0.05087107525354992,-0.10189213685977053
fa,-0.12863499217767588,0.1717511450603909,-0.06119419820759993,-0.061940058088040595,-0.1732888227090085,0.12720027747221174,-0.1514003190423356,-0.10916668431638304,-0.061716918345689424,0.08113602871930538,0.239490710192156,-0.11507790828992098,-0.1364923115106973,-0.10088342094670605,-0.11636172629848485,0.13791181262744973,0.20560815332851715,0.14448568020177194,-0.15149895930743978,-0.22253460172498163,0.2166586088256572,-0.2238491953467693,-0.12308957963601865,-0.0002922639572902129,0.03746555952066388,0.16870868410776962,0.001283863984549126,0.17831837387176241,0.10599946143310479,-0.1731733566680658,0.035157685958916704,0.13285724101973267,-0.1943269423192434,0.04947342563034326,-0.10057655847145294,-0.053214176286485934,-0.06405485197028375,0.15097936759415104,0.15943865266090368,-0.05287604487220554,-0.04377843346540654,-0.10558713324153551
