,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
PO4,-0.08500740643236694,0.003108466697364953,-0.0527105736816606,-0.03714992953244267,-0.11066114053499138,0.08227875041312871,0.11851763170858211,0.06647537823928268,-0.02520099786975266,0.06204316743072289,0.05636298741061956,-0.013300159581816122,-0.0801211677518524,-0.013633342587372695,-0.06952569441610233,-0.06363438159509002,0.03371876834700511,0.09595311238667961,-0.10127207731076103,-0.15935301287545017,-0.019593861366200928,-0.14147127132446286,-0.025447702799693675,-0.026193763949870413,-0.02747727670719599,0.16593450936661125,0.07057100463496103,0.004176672973388279,0.03907555081420746,-0.11240789373660465,-0.0446427649614757,0.12422161577476172,-0.03349358893764054,0.02246000659646062,-0.02866486259737548,0.0185147777503266,-0.0048679724027811955,0.05063274377028136,-0.03033089318863672,-0.04195808334054525,-0.0641404714654723,-0.0258797676364742,-0.09110584736019052,0.046394499454419286,0.15096933361230358,-0.029385779718265524,0.010891267977212802
NOx,-0.043527998447554624,-0.02528337594580584,-0.02991053246572969,-0.03134736615632555,-0.0911597204751638,-0.042100448244667216,-0.09032611531652998,0.06849948765979841,-0.02429009078484117,0.11951339487741366,0.052323812577472914,-0.02323373075979303,-0.0640587308201695,-0.011833237304107954,-0.04087711288176296,0.12254480596942578,0.21485448059607531,-0.050367249899612936,-0.07666893425849192,-0.08443948412746838,-0.045801347430643215,-0.10618497810853,-0.06853707026187686,0.006771613237808099,-0.024415301512449483,-0.03908168172103656,-0.0002278664405604234,-0.040428113193472066,-0.021772932997750814,-0.07331230612036704,-0.03444709861922729,-0.030684008737991677,-0.047200534034983956,-0.01953794218762701,-0.0821153439950851,-0.017669115200575316,-0.03170457723288448,-0.04231112682426277,-0.020824734657731388,-0.014642795690337516,-0.017539007361377076,-0.03775384445657584,-0.0366544869277663,-0.03487337827643196,-0.043275769376269535,0.03910652206888923,0.3562634207105382
NH4,-0.056720542447970965,-0.016656112511500787,-0.048310047935854875,-0.05217734952110591,-0.13200247743890364,-0.04909727028152766,0.09082424902356004,0.23837793888306852,-0.04422833444970909,0.26839359006992386,0.17226718750663805,-0.06803160638330907,-0.09463210682653729,-0.037330981838930175,-0.07287363640448002,0.002282288182500744,0.3082380541199413,-0.004420304330554398,-0.12182795921703998,-0.1359561580791646,-0.07903821661147414,-0.15782515691752091,-0.10289375306715437,0.05271725644414137,-0.035949208468044364,-0.04619928401135494,0.09366223462669271,0.04369284378665285,-0.03505042410477996,-0.1258548839921258,-0.018505302561510454,0.014482110227165623,-0.04486835903756673,-0.0038413199063305967,-0.09528390268006443,0.02490157295663618,-0.028462913514359964,-0.05002998358187167,0.006639811685913422,0.023024923396778394,-0.055050762245045404,-0.06084586265411077,-0.07271822936623784,0.030592880239277725,-0.01710653671567998,-0.018933125339434642,0.10203376778956313
NO2,-0.06391031138521891,-0.016983686959114765,-0.04349657999010041,-0.03620513990169613,-0.12162274922503946,-0.03569951512044673,-0.1375867334416342,0.10512415101572145,-0.04062954690626028,0.14425547912900072,0.11393749701213421,0.025171112352227704,-0.08729008521746809,0.013032968967640916,-0.06994569141781995,0.1267498004192004,0.2142674716084113,-0.03504026422245002,-0.08433136493893181,-0.09001033969046626,-0.06520050507437558,-0.14667837705448486,-0.03728217322739916,0.02391314117396514,-0.03132235299903332,-0.05485752928101713,0.050999279447211034,-0.03325222319687683,-0.02215215663265426,-0.08589618498357593,-0.037351892439822586,0.030496053374410345,-0.025655759453288643,0.017750212967360617,-0.10282633964480228,0.008718247293098957,-0.059590877642000675,-0.047921549506652464,0.009582635706555768,0.0008662374864343444,-0.021938024503953733,-0.058486994747772844,-0.06640051486029391,-0.0391561431290742,-0.0650789773722737,0.027704954625603986,0.25864951626482935
NO3,-0.04306850556048577,-0.02535736376725288,-0.029601894702174593,-0.03118269100944012,-0.09040431429503332,-0.042098064615860305,-0.08928857226398199,0.06769938478419144,-0.023949629294819818,0.11878025125699782,0.05114327022920044,-0.023991961284119172,-0.0634970136702465,-0.012223019222656915,-0.040277561592951296,0.12215131640471219,0.2142993150650543,-0.050494212738451824,-0.07633758226604873,-0.08412309801137463,-0.04535251694166276,-0.10522027105170902,-0.06888585208575224,0.006463651644074125,-0.02423417109781694,-0.038711856064370345,-0.0010943786211073084,-0.04044324561159142,-0.021709247653455672,-0.07290647824284882,-0.03430732837422984,-0.0316388873776373,-0.04744107309535435,-0.020117723306360486,-0.0815487966602575,-0.01806929612785918,-0.03114916336467289,-0.042104875294081745,-0.021284661657846315,-0.014866801049462374,-0.017418415690772095,-0.037303599967068085,-0.03605457477336591,-0.034709162211522065,-0.04279288868968607,0.03919665766830417,0.3569786815823194
temperature,-0.13978002516880483,0.05196360336456879,-0.0033688410777098195,0.04131339408289632,0.19491137861193378,0.18083194194482,0.05046908462311031,-0.18481912061960454,0.13486425847560826,-0.27436548914004927,-0.22106890590735234,-0.1944042449418663,0.28418712270622437,-0.10673428285457923,-0.054594821379071144,-0.05921034594983558,-0.11131215571389141,0.226914838071452,0.018668070937244124,-0.2050631081373377,0.2404818707408438,0.24166154369640233,-0.09180983012180159,-0.04432283535267349,0.0718192887564211,0.24841512639796037,-0.07058083848861645,0.03419696695135996,0.17399843045457658,-0.04054904764954416,0.11617060064987372,0.10476021709964628,-0.1289031048093704,0.07051043967058673,0.3067207531592909,-0.06227310917908149,0.07846138833744208,0.2504844378680747,0.12591920248615346,-0.21511034053915712,-0.14046425175838406,0.1325269491528933,-0.03728059249462033,0.09806868928238592,0.21450530591897551,-0.08131476144589397,-0.26370050422152436
salinity,0.01848887585311855,0.1100595309969076,0.0009760048397077382,0.05843896289891252,0.2177937501213572,0.0890400640093039,0.21787399626425985,-0.05658824848229731,0.05514564319471327,-0.36753513570545526,-0.04845916354747584,0.012556957670347896,0.1898007113827151,0.021496346648326364,0.06658065562095912,-0.18605013946681556,-0.5446529372568826,0.15511471882517952,0.11194752202349065,0.023861073732119396,0.07809528474853906,0.22595890580837052,0.16742608856425756,-0.04348094511962302,0.05632235848529296,0.13257635891875091,0.019486103350587525,0.04527803814847474,0.09587239974859436,0.0999910379142297,0.04500199936814518,0.07176705885520769,0.0630779925300632,0.041444810512567515,0.25398686071857235,0.07966043385923108,0.09618031483293826,0.14139294698844054,-0.05146915720500015,-0.034309448008975806,0.002602456976167185,0.18085394608477462,-0.003887888096453875,0.10444699338341368,0.08847020262969071,-0.0636947199980979,-0.4726794094421346
Chl_a,-0.08613968743601073,-0.059155953880620823,-0.04214993746314579,-0.04373008761300057,-0.11278570773517385,0.0868821634024876,-0.09998190616751657,-0.07118133655824721,0.020208550266957906,0.10976924923078253,-0.06399552560386776,-0.07820656701402648,-0.07974286292195282,-0.034914870254108506,-0.08838311039775062,0.10195162620586873,0.13223993747017304,0.04051753781202753,-0.11198162725454505,-0.15455775971760988,0.16960763259432393,-0.14444246498771712,-0.10212313375394436,-0.015518870354429127,-0.03493619718508312,0.08931766236815092,-0.0033609033590847603,0.21633062958567,0.021404661293087344,-0.11372151562190669,-0.012639393904524742,0.08925846833261226,-0.11786374217864622,0.0033758981545626556,-0.08064381828731945,-0.031558070973068696,-0.03846829982895518,0.07776698213533395,0.12101783144858658,-0.06374147786445819,-0.047630182065419815,-0.04692854524857731,-0.06374934665679657,0.02113955759554598,0.5688015715251633,-0.030012496340950434,0.14742986662441473
Phaeo,-0.057577251570698956,-0.03915344178696242,-0.024517202779754048,-0.020144762168575796,-0.0631662798553786,0.0302620020412834,-0.06586799137690685,-0.04875098322281235,-0.0032069536107322055,-0.0005428805709511465,-0.03996684950129463,-0.0509775585858664,-0.06220669366874508,0.0011505330284639,-0.04311194261065366,0.08678089608630053,0.06198738771447268,0.0729932867798268,-0.0519952971706531,-0.08149128744498779,0.028835813357164397,-0.08801742578380378,-0.041059938507366195,-0.00842642059389687,-0.02704635807997907,-0.019061630425142466,0.008121850731563567,0.48988989927209026,0.04179418443717027,-0.06867761458250153,0.013459475023066826,0.036283039109872045,-0.0773912957786074,0.018500529421474225,-0.052870668181173135,-0.022202957101442086,-0.03150492321493786,0.0090272058050554,0.30449306123901654,0.019366635247605096,-0.014517424858288271,-0.039032092168992574,-0.041129064270766694,-0.004891985120679083,-0.0022579844427298677,-0.012352487783172205,0.017852785686824732
Chl_a_conc,-0.08792997698235604,-0.060280238477954516,-0.04203318330301975,-0.04217225587668759,-0.11181152710997332,0.08113683313147035,-0.10179879407840771,-0.07297898659566615,0.016090383607042517,0.09198226380237119,-0.06456295216707933,-0.07947981640242688,-0.08381803310072442,-0.028991776531499574,-0.08588544288234437,0.10913000494718805,0.12781944195129874,0.05382474535744112,-0.10810364985208473,-0.1518463200559655,0.15018134608569295,-0.14512842098894674,-0.0968603503691099,-0.01531287423916905,-0.03666535510301516,0.06978919863296389,-0.0006156695997531474,0.31457592628579917,0.029312447864685336,-0.11409332441857058,-0.006953927362780679,0.08476603214441283,-0.11993574091445011,0.007856441421054232,-0.0820394029263907,-0.032515061989799796,-0.04084039512397859,0.06772101912430377,0.1842429019174658,-0.04824021903463577,-0.043917750289971136,-0.0499847903524601,-0.06467188393478511,0.01641428147674113,0.4767838046650965,-0.028543376283017688,0.1285855017512935
