,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PO4,-0.1022666939185241,0.09536325822355582,-0.07473695749512949,-0.007522631681689965,-0.10243757070603102,0.17387490646521916,0.10991242678052483,-0.03076058562866497,-0.015472746549289353,0.08175998242880997,-0.01712919655084326,0.19930277459186935,-0.039098376995922876,-0.1095727792768304,-0.06183798474815036,-0.050482312504058185,0.06868109233777843,0.18605609704585246,-0.08572525491655664,-0.07564840919988783,0.0486147696605604,-0.17544255873612563,-0.018885193351079202,-0.044117318612234266,0.0244669911800216
NOx,-0.09294823606209729,-0.059855606266818934,-0.03949255858666052,-0.020662937505448477,-0.11546303538735346,-0.06886289115011757,0.12956475103923365,-0.05173079695291106,-0.05487519292166777,0.16723563088950766,0.4103825351989169,-0.04850692494259981,-0.08020374426579652,-0.03754735821678953,-0.04156213370651899,0.1317322457330095,0.1736889786560357,-0.051985804186149176,-0.08147111068410401,-0.04494732222751287,-0.07029038457977639,-0.14779594551607553,-0.07188988810083129,0.011619777580283087,-0.06731577674320885
NH4,-0.1043667675100046,-0.05054724880394222,-0.06438351969429061,-0.06450997583075446,-0.14607763127085832,0.023169787250085387,0.31820765597111006,-0.024368439790623836,-0.09640018893903145,0.26172916628998666,0.08188237435791743,-0.041107313817400085,-0.08808796372903818,-0.08674749586480948,-0.07023224852528126,0.0016153803629653854,0.20835092807891215,0.07170428390850331,-0.11962801776936947,-0.043544437752132466,0.06495948455684264,-0.20423554456599968,-0.10313641803571932,0.06876546458387453,-0.012084225560773803
NO2,-0.06204497662709546,-0.06428362934805971,-0.056379533383919614,0.035816496285886366,-0.14454505838223847,-0.11931420023011974,0.195198825833932,-0.042755660112007474,-0.077975428787523,0.17209753622206775,0.30907478667458443,-0.06056029882180193,-0.10215713123396111,-0.07479499381297593,-0.06733449863911702,0.12780970693692506,0.20038556781319525,0.028042886405165963,-0.07640904566879649,-0.058897283212483206,-0.0493006591661168,-0.1991113886440874,-0.037968473247234596,0.04749860442245841,-0.10240818634909121
NO3,-0.09322686050987178,-0.05962322418248074,-0.03910284443267034,-0.021564606586293587,-0.11466708359879324,-0.06782779163798974,0.12811300031343242,-0.05174665698787177,-0.05433984936480413,0.16671347789658364,0.4110179790766758,-0.048175318942726475,-0.07962119503878015,-0.036818119476778335,-0.04101657504211845,0.13145216483587707,0.17278026106096167,-0.05320370260065631,-0.08134251315531835,-0.04459297540801285,-0.07046079842854608,-0.14653861240071192,-0.07227498708267976,0.010981902080163815,-0.06654472336536776
temperature,-0.35199478993847527,0.30791817345912675,-0.01222275131290921,-0.23390130891957678,0.2037692637704654,0.2658848928691074,-0.3210765778832717,0.16880051474041394,0.29064661520939494,-0.2705648012169498,-0.2606734531074395,0.28538674790651275,0.30986580466831304,-0.06564170405002492,-0.05144743025186024,-0.08424288376046882,0.019174240041458377,0.14538255584523846,-0.008903903060761347,-0.1530327013868965,0.10035303355045067,0.32386328239973317,-0.11906770601170918,-0.0902804193981919,0.11546084449519278
salinity,0.10458707499729428,0.18154109007315372,0.003793334919742845,0.03683979235906873,0.27317877659992246,0.15218155743161638,-0.052354088521251035,0.06454410726410159,0.10500562718564802,-0.4118707413988363,-0.5691206360553784,0.1675897193150021,0.23545560144951627,-0.005927735500822212,0.06944127113364171,-0.22365175797911602,-0.6316375442782981,0.10543179008847167,0.13212485535241839,0.02202578670299514,0.16610001639241867,0.3140030882687199,0.18839397900958588,-0.07074798828377898,0.2063002895514962
Chl_a,-0.21968421139999872,0.06494868301134342,-0.05474524512538234,-0.10051972477444207,-0.14325260640064189,0.4441210116321257,-0.12926069678546012,-0.00043751752231002217,0.1316170716116644,0.13991104151211195,0.19709802725736514,0.0728771905292956,-0.0856319448611155,-0.0772954683328402,-0.09312220931803189,0.09797845337693348,0.1740214079214405,0.049414456464603185,-0.12064243715602287,-0.08991972946075195,0.1889145122454708,-0.19412910078220502,-0.11440529234670885,-0.0336052514993309,-0.07533619526240085
Phaeo,-0.11451877515166803,0.01698321310084092,-0.03247931625716862,-0.06164496851601419,-0.07473552034430145,0.009330411523207401,-0.07652209969909393,0.045640985449350704,0.02503617217887958,0.016938412212281824,0.03869800468314788,-0.020662318117516027,-0.06411974799760514,-0.05076004003181233,-0.050700206506077206,0.08591081061316919,0.11507493518096903,0.059409177305917896,-0.05747839710216127,-0.060093476667954046,0.4962652608812672,-0.11646217968681831,-0.049766372760763046,-0.005819197664322628,-0.05426979490663965
Chl_a_conc,-0.2154743702948697,0.05912270108478314,-0.05476623955226338,-0.10110360276153185,-0.1405236267956297,0.3752853778299826,-0.12926524549884985,0.012024678543407837,0.11726412167407024,0.12202666965346173,0.17593177969223361,0.05555606193909397,-0.08928016661026883,-0.07865607053939469,-0.09192325645061951,0.10555907398959319,0.17730044419870244,0.05760376277591108,-0.11686139855516459,-0.09178575259626401,0.29329645782852853,-0.1945535389850278,-0.10953266863901155,-0.029784946556345414,-0.07796457296477646
