,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
PO4,-0.08505529178594004,0.07033462403119597,-0.052734266393362025,0.05688819525506063,-0.10994108133956301,0.1517243464448908,-0.037503108616748285,0.06510442564749555,-0.02730723192901771,0.06727193445034337,0.010295786380770961,-0.013154083122379758,-0.08064290975996248,-0.09119319600120582,-0.06860077706805091,-0.06513989592177206,0.033756635603499785,0.10093156469651302,-0.10047738414460397,-0.1529449283281531,-0.022891272710073865,-0.1410407106922109,-0.025355792962090264,-0.026240220103360884,0.07649563039330268,0.16650133921564922,0.004389580559651716,0.007492494200931775,0.024015277195100704,-0.11256150021571595,-0.04340505515973039,0.1253163873583352,-0.024522516950300423,-0.06491258904359327,-0.026274902197055233,0.04373210811316172,-0.004317580123190773,0.051243706732512856,-0.03034016360964329
NOx,-0.04355818059197458,-0.03642081236012351,-0.029915835014734625,0.04729194320788181,-0.09144585247859638,-0.04351662384843276,-0.03339164240649134,0.06793750211045341,-0.024977967311012855,0.11192268879321825,0.3560936247326786,-0.023293777500970246,-0.06568772665952025,-0.0366755880828121,-0.0407373817110833,0.12158218643261025,0.21486589562757424,-0.05185412712090901,-0.07643689578679899,-0.08891953913651418,-0.04744045448592746,-0.10656179975879461,-0.0688619897214281,0.006729866426593543,-0.057426935579311625,-0.03939444396281182,-0.014016487641714714,-0.04192803049541689,-0.020859810139505136,-0.07345664390702378,-0.03535138701020311,-0.031082181312306396,-0.05013270883459876,-0.017734970013070755,-0.08373711206967788,-0.029080604895146536,-0.03748352460316144,-0.04244971858436428,-0.021617440394477883
NH4,-0.056767528210278015,-0.05286956722269462,-0.04832741410051637,0.1699860752213572,-0.13138003107663743,-0.017046246460734268,-0.052686359417787106,0.23720918545743946,-0.03531102555189523,0.2681779840829139,0.1014002668180361,-0.06786312726075969,-0.09712275156911565,-0.07279161655408843,-0.07285967585223568,-0.0013482748984223105,0.30830790208470826,-0.0016024852770780643,-0.12143071307142396,-0.13348051868918748,-0.08242079755141485,-0.15758714086149178,-0.10301000302185863,0.05295012733734053,0.05668235827140495,-0.04572990857931594,0.045238557191044776,0.04672454337882072,-0.0032722710604030135,-0.1259398388655116,-0.019440610874838123,0.01543626042732718,-0.036526884974673816,-0.05551378853024655,-0.09467652824669229,0.04539290480423187,-0.030445024205762887,-0.0499365296006483,0.006883599925194165
NO2,-0.06395275933527513,-0.03377921862200829,-0.043514976162228255,0.10862929123323271,-0.12214474911522044,-0.0653117746390837,-0.03967447904626386,0.10366968913717359,-0.03242370481320176,0.14122915472283276,0.25824149932627394,0.02503244069583467,-0.08976673550565129,-0.06644415989687427,-0.06896522848607581,0.12436338273375372,0.21425960469589536,-0.03684988125152876,-0.08380740873622586,-0.09247233819842263,-0.06834881745485757,-0.14734965500502656,-0.03770024766991497,0.02385771901016481,-0.07756591110348804,-0.0554084202957847,0.02009678612160507,-0.036156939956979176,0.01557761669561095,-0.08620154961711696,-0.03823303049630542,0.02990483619568813,-0.03175287258137935,-0.022217821937791593,-0.10499454694270857,-0.01096127783791594,-0.06919332304725131,-0.04795664257385632,0.008432724574291691
NO3,-0.0430984007002258,-0.03636973350870204,-0.029606961671523706,0.046129312972716253,-0.09068570123757841,-0.04303324605867249,-0.033197468734979654,0.06715398411266035,-0.024786238766265487,0.11113224958349663,0.35681336451296325,-0.02405051922475604,-0.0651073769146148,-0.03607523883328344,-0.04015242883359872,0.12121532905394294,0.21431102645474576,-0.051971716283142115,-0.07611109532492949,-0.08862552899082887,-0.046961766870373345,-0.10559111739859275,-0.06920834013956062,0.006422246113581583,-0.05693500518339905,-0.03901976493390116,-0.014557050497466095,-0.041915439135248374,-0.021421714428023993,-0.07304771072922835,-0.035209630202846155,-0.032032745067421764,-0.05031196353638009,-0.017612443874940542,-0.08315704975906091,-0.029310820417447765,-0.03684819160177488,-0.042244854437023235,-0.022069236108216657
temperature,-0.13973067198296046,0.1754183961807701,-0.003338184007196104,-0.2101692064464198,0.194966698359062,0.2146504937333401,0.04165324055583043,-0.1856756823294527,0.07127667671888888,-0.2704133205580256,-0.2635011026097479,-0.19446673109985457,0.2889012144215175,-0.03728514599537482,-0.05620269689079567,-0.06509567180652148,-0.11133751618849691,0.22890951898944098,0.017513148118296337,-0.21697353383656848,0.25107228657261216,0.24195837099559503,-0.09183806484058166,-0.044720006155469956,0.11109361181933694,0.24882929785700103,-0.1538407712960912,0.03531981667493899,0.07158304881107261,-0.040683172737413745,0.11966963699187222,0.10518401003715758,-0.12913436116229826,-0.1409257581340601,0.3071708847794551,-0.05634631122116815,0.0894034877830285,0.25073272723797524,0.12240541503924598
salinity,0.0185568114917174,0.08747240454797284,0.0009667597378843992,-0.02740328638851986,0.21860364641883795,0.08881110089591077,0.062322436338413695,-0.05639199538673458,0.05715342568703918,-0.35137864122195606,-0.47238381546758235,0.012682737249270977,0.19810304353349495,-0.003914457717296852,0.06717010887746191,-0.18589450704927285,-0.544678906863254,0.15912864772149093,0.11259983939343696,0.046083688373534375,0.0827563818320301,0.22717293302454117,0.16861983576262435,-0.043516414048850816,0.1781893065735709,0.13374805160357706,0.0063671199988993695,0.051181582229408655,0.044158291363355626,0.09992962364996104,0.047622911535748894,0.07321847032946198,0.07082490958689289,0.002416309623432591,0.2576832982736592,0.10964045786323384,0.11954193182737669,0.1416395690367463,-0.04178227842614271
Chl_a,-0.08619656216517041,0.05276265919255422,-0.04214193746145453,-0.07182247413669879,-0.11304585952899515,0.5685292407249171,-0.04589158186482052,-0.07272882222985837,-0.03584392949049756,0.105514407032802,0.14687966980938852,-0.07828346699071353,-0.08209315491252873,-0.06376671570788169,-0.08827963359153619,0.09514266267482849,0.13226042372907354,0.04002756019369666,-0.1117845530661066,-0.16336496535915263,0.16514601230301623,-0.14495099691678864,-0.10255512895110307,-0.01583031848062478,-0.0038894476451058696,0.0889456744969375,-0.0419619966250528,0.21415546974505825,0.0029579372814700325,-0.11392412833158783,-0.012191491093355865,0.08868604082497802,-0.1213434656133073,-0.048209605623080826,-0.08165570222982574,-0.04219003338873849,-0.04480767648487767,0.07787025513741527,0.11996099086175224
Phaeo,-0.057597621929663625,0.048105220003195524,-0.024509798682043733,-0.044953309731994115,-0.06330970152674206,-0.0023484228372675983,-0.02170210983681421,-0.04927729167531084,-0.02745235200463967,-0.0015038902193771873,0.01777565221901271,-0.05100951370490737,-0.06402854834052926,-0.04112226306628368,-0.04249980132275506,0.08221013136615563,0.06196105375934542,0.07182699997055694,-0.051710629348358204,-0.08426406825215005,0.02774885487338193,-0.08834275716124984,-0.0412655458415824,-0.008498628550079787,-0.0184697628622662,-0.019254417077361245,0.016725238815868054,0.4881727081062097,0.01774517528416717,-0.0687487942628354,0.013445546094371045,0.035880249122687426,-0.07940529311045672,-0.014699438117051126,-0.053458422372221454,-0.030747756518975922,-0.0362599234259903,0.009160618494700266,0.3038288109833079
Chl_a_conc,-0.08798324282662787,0.057344805611262546,-0.04202445860654859,-0.072485996917622,-0.11206881340837072,0.47653068186852887,-0.044409236688122015,-0.0744206928670295,-0.037537448109660566,0.0881502402660862,0.12810277756774313,-0.07955303485095165,-0.08628528816287963,-0.06468461525068875,-0.08563239329022507,0.10217422267935383,0.1278294862528791,0.05309684958505668,-0.1078609553306687,-0.15999106607724145,0.1461415769710349,-0.14564356340303944,-0.09727874925043196,-0.015593878616638034,-0.008279111685013458,0.06942464499682115,-0.030677795105426092,0.3122840771316266,0.007300560987584671,-0.11428270371945026,-0.00658178300397445,0.08417623135475168,-0.1234030994267014,-0.0444534802585411,-0.08304826006350764,-0.04375848052240042,-0.047452073110890926,0.06784391906453287,0.18317554324769408
