,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
PO4,-0.08502787273736478,0.07033243385451332,-0.052729681080267765,-0.037181692206589845,-0.11065009524374396,0.15148791827772928,0.12039598219350592,0.0675993945577776,-0.02738356798852253,0.06214866847714151,0.01300748511966959,-0.01294266868746485,-0.08056928578987044,-0.09116586711227839,-0.06866666770558326,-0.06427928952218638,0.03370022197574195,0.09735255659980523,-0.10062625165619579,-0.15007714148277462,-0.022927692737859356,-0.14124357185561698,-0.025453304033125818,-0.024905599486088358,0.04690434073075679,0.16584990153598078,0.07019287422880958,0.004560958767867105,0.022868183906026338,-0.11261886152449918,-0.043301967406474184,0.12437091401099841,-0.029159555834468186,-0.0642186977621563,-0.026778603630524898,0.019139949869303133,-0.006325691486595383,0.051061454812264984,-0.030654465849546318,-0.03638070749764927
NOx,-0.04354184076216236,-0.03637489178950959,-0.029909258138335414,-0.031358764407130396,-0.09114324915930001,-0.043327595463357,-0.09023960773045506,0.06958571623816362,-0.024327635880383773,0.12498548234058726,0.35516932735362317,-0.02294945787903082,-0.06556089916236754,-0.036669357008670314,-0.040641845652802704,0.12242033734740916,0.2149231892950339,-0.051089072639456806,-0.07637532068087163,-0.08193983862136162,-0.04742609943881976,-0.10600723293561169,-0.0685874678447238,0.007573141014398269,-0.034630876029863145,-0.03916675164799359,-0.0005493351951859015,-0.04053777226455342,-0.019738099012056233,-0.07336414170572728,-0.0350918346419411,-0.030667410992506465,-0.04427343165598241,-0.017465875806923367,-0.08230647444439612,-0.017993039801937102,-0.03366394327111083,-0.04242226030739059,-0.020904790857602565,-0.010905881584247587
NH4,-0.056735460258448965,-0.05281537188402814,-0.04832443274183883,-0.05220969017019116,-0.13198864832480608,-0.017370776633538382,0.09387513832777873,0.24094609659912108,-0.03576417564454301,0.2697372625985761,0.10556773649052868,-0.06697573130033457,-0.09696073448220222,-0.07275996212158212,-0.07294158270503485,-0.0006694668101361466,0.30815879298209126,-0.005446261608944968,-0.12155381588725274,-0.12881645916907736,-0.08241089372286134,-0.15752498226621459,-0.10308562721545864,0.056079035820131205,0.031505559885365395,-0.046357960702504676,0.09268282422075372,0.04350615746201225,-0.004121763221474044,-0.12591775827428467,-0.01935036654142226,0.01462429793208505,-0.03441711785825943,-0.05430674021434202,-0.09518417822831055,0.024561876609159695,-0.031989071296423116,-0.05012974706095642,0.006413101354312577,0.03860060406467314
NO2,-0.06393542055465982,-0.03376137881533024,-0.04351022148183502,-0.036233065346447185,-0.1216019038482288,-0.06493822253835246,-0.13646408346306868,0.10724305351048885,-0.031164819654626672,0.14835148433955325,0.25985130847358484,0.025960687329569156,-0.08943033385673552,-0.06644148081432288,-0.06874785388888134,0.12553708141684927,0.21429656644935435,-0.03523008036360635,-0.0836765110910801,-0.07869398894548368,-0.06833384967041174,-0.1464342742136002,-0.03725595362736871,0.025989229153588055,-0.038539755052530336,-0.05499437851540666,0.05054545810125602,-0.033206317910697704,0.017545141562361564,-0.08590317638033512,-0.0378372091997202,0.03059676161584581,-0.018433301157709775,-0.02158125521414253,-0.10256146338240091,0.008924555301744255,-0.06267412264407582,-0.04793068340664011,0.009438756944588636,0.009888543418653825
NO3,-0.043082120755821934,-0.03632345839915303,-0.029600371249421217,-0.031193779528559836,-0.09038796034021196,-0.04284783824404,-0.08921983077879236,0.06876527654545364,-0.02414791867700392,0.12426123891839437,0.3558486038770596,-0.0237169892326626,-0.06498443041325266,-0.0360689640240241,-0.04005920638669083,0.1220455957485273,0.21436851358486253,-0.05122314213658809,-0.07605085557995543,-0.08177926555440218,-0.046947459951020475,-0.10504411659986146,-0.06893741399839134,0.007241497052190068,-0.03447362647431359,-0.03879582578595532,-0.0014127615559321812,-0.040555249468059086,-0.020317270498159307,-0.072958936560796,-0.03495306709540867,-0.03162375700818356,-0.04459437608284458,-0.017350277562429225,-0.0817471431389567,-0.018401343895431785,-0.0330843522850269,-0.04221744300459127,-0.02136342698552264,-0.011229180381462478
temperature,-0.13970077596386146,0.1753477420580199,-0.0033454014416382377,0.04134395081634089,0.19493176609895863,0.2147848569167698,0.04956473413319262,-0.18765051514349013,0.0715596574330402,-0.27843401023827413,-0.2673256812294119,-0.19575194359843234,0.28867933183095085,-0.037265060849807075,-0.05631459365234896,-0.06486232624231436,-0.11131255518942997,0.22962023066730433,0.01747961763382881,-0.22519357199592516,0.250993676432218,0.24133720068628653,-0.09197309795613764,-0.04789282000296038,0.09655121695630939,0.24873854818716135,-0.0697580875048503,0.035705508975953176,0.07114371192445305,-0.04122580394414341,0.11961952942888607,0.10465921537686415,-0.1397744814143977,-0.141508672155537,0.3080375596243243,-0.059945306262728135,0.08844114285513974,0.25077389839400277,0.12766804807898932,-0.23963609902143176
salinity,0.0185244688493102,0.08758625669950579,0.0009556926453088879,0.05846626609716464,0.21782713799541426,0.088412310399933,0.22024834395522866,-0.05629041595213333,0.056216914899734495,-0.3743456385409619,-0.4686275807321517,0.012482820152636652,0.1981390674122016,-0.003915348036602458,0.06705761060005457,-0.18606205601175224,-0.5447110984375001,0.15626695900276072,0.11242926798416801,0.03404232993189971,0.08270419744822452,0.22583967737277752,0.167985579284973,-0.04376856084311729,0.10430268739568926,0.13312693229209718,0.019767418141083064,0.04660060130069342,0.041771397360578805,0.09982926907297557,0.047396475847652234,0.07190925590773295,0.06144523241363026,0.0025907779416332465,0.2552843882686672,0.08436441319765053,0.11055173456790356,0.14151443871859257,-0.052474779016764256,-0.03767032861305791
Chl_a,-0.0861479180212821,0.05268805395054296,-0.042139602563301265,-0.04373372568802986,-0.11278396523458417,0.5688316715065362,-0.10231706676856475,-0.07275227524489201,-0.035004256678951934,0.11159805947089224,0.14386389997797858,-0.07862717186076598,-0.08215886388533494,-0.06376479614433186,-0.0882409989146377,0.09591431878410786,0.13228982476153445,0.041298281848714265,-0.1117671755805133,-0.1600771815004218,0.16505137455903102,-0.1443467578454899,-0.1022659560275424,-0.0166506784117784,0.02093909048968585,0.0891751364640028,-0.003064754602709968,0.21600757988847286,0.0039189106008699365,-0.11394290441700236,-0.012026709976646031,0.08917476759457502,-0.12105392496373212,-0.0481822783997981,-0.07978096260924897,-0.03366206736015827,-0.041035787633715126,0.07793247727981673,0.12119453178540726,-0.06985727601752464
Phaeo,-0.05758199135760915,0.04796639400490035,-0.02451297754917849,-0.02014796618281418,-0.0631704708645459,-0.0021250338376534537,-0.0673759176757791,-0.0497598701017765,-0.027092165451268913,-0.0004114861705991277,0.01637338641801895,-0.05123323085516437,-0.06407412627482399,-0.04113070404720205,-0.04248330199724765,0.08180939792844405,0.06198482195189344,0.07285279458470778,-0.05171547680366202,-0.0827190889184182,0.027745782789960174,-0.08801011710075575,-0.041074451292182,-0.009119422392738049,-0.005022277247812882,-0.019164042619381677,0.0083948567618596,0.4894142795469685,0.01865479895795462,-0.06881947142993086,0.013430542572256416,0.03619409572200596,-0.0793829151659991,-0.014865026978600163,-0.05252274486282151,-0.023820623972064976,-0.03373255944024663,0.00920343138337083,0.30467264740627953,0.014185225803601877
Chl_a_conc,-0.08793817182687574,0.05724449685197138,-0.04202336200707826,-0.04217617923916468,-0.11181120251611731,0.4768451648099259,-0.10416811528529168,-0.07457140091016219,-0.03673491470376944,0.09355286434129999,0.12519090665245722,-0.07990224835407903,-0.0863528126702972,-0.06468529594828291,-0.08559548739271478,0.10271307367082862,0.1278606158797708,0.05444188142805591,-0.10784768647731174,-0.1568121451206314,0.14606131313367904,-0.14504610933215217,-0.09698416186757514,-0.01645095960305666,0.016210653491032494,0.06964177049381984,-0.00029298776496796894,0.3141756551910064,0.008354078794741747,-0.11431765195378801,-0.006447555293251899,0.08467163303104383,-0.12315401130213655,-0.04447550312284772,-0.08122074163632133,-0.0347201618111144,-0.043600116183755214,0.06790776633298887,0.18443996610415625,-0.05478002039064246
