,0,1,2,3,4,5,6,7,8
PO4,-0.09020246909712129,0.08691047461679455,-0.09970988448708695,-0.0318063163300858,-0.18497807328972832,0.20374191621396776,0.26155738736476797,-0.15321509264325922,-0.004539018263998979
NOx,-0.04250886506924938,0.4013316926092567,-0.05653110035428448,-0.09268974269233768,-0.2138956415254052,-0.1151805560564092,-0.07696037367079252,-0.06382924312642467,-0.07314152507893526
NH4,-0.04826076897438107,0.38232341317458984,-0.08262856401796077,-0.12894681285169632,-0.24067698161167697,0.03821565223320394,-0.006103748123515168,-0.1420493420794491,-0.09957124262406043
NO2,-0.029125441680288966,0.41306886507483864,-0.06460364638022686,-0.0581362863462354,-0.24233588741814094,-0.14066216966451464,-0.06458525528510219,-0.06960212481222397,-0.08651503959958984
NO3,-0.04262359843489491,0.4000774532096173,-0.056245772152720745,-0.09303083316168176,-0.21285165944029533,-0.11444629063301645,-0.07696742667394352,-0.06356364559163216,-0.07272278038034538
temperature,-0.29503532136347543,-0.35929552404630205,-0.09663899007638048,-0.1385053693390885,0.33612774638947057,0.36780810826098553,0.3528516036864192,-0.24380141193734245,0.33131572082170424
salinity,0.005760180219957758,-0.7967303323290097,0.02270273695934804,0.24500413498294552,0.46493131589448894,0.2669312659773675,0.25070270561808017,0.017775252557026375,0.13184124649624046
Chl_a,-0.1333433685908153,0.21419649411008584,-0.10019814871650971,-0.15798408707607417,-0.28083807169961855,0.35224046208124105,0.05877558210395202,-0.16328911151452724,0.14666865645744703
Phaeo,-0.06298990875946701,0.09539267632639864,-0.05184243731416506,-0.075455534824082,-0.12355926711004556,0.17782074233630252,-0.001343652343280679,-0.08721480712226622,0.09695598567040081
Chl_a_conc,-0.12901774738896493,0.20567562570055975,-0.09817223830738031,-0.15308329234097662,-0.26925555372155874,0.34391621359016544,0.04896571014470055,-0.16072855064484282,0.14942375983050998
f0,-0.18300164040081385,0.36957854636124277,-0.1482822112521373,-0.22197591373020592,-0.4139751843276579,0.2620453130651408,0.1668664947103094,-0.23704540270796115,0.28739650503731073
fa,-0.1766658923371991,0.357540945927172,-0.14467625991464134,-0.21132286331682348,-0.4005749944629635,0.25992170863051955,0.14935997173731974,-0.23078220805894475,0.27990269886340813
