,0,1,2,3,4,5,6,7,8,9,10,11,12
PO4,-0.08024685729060216,0.11707673952361203,-0.09239017397972825,0.04909234052292091,-0.18651637986540864,0.17119152636348411,-0.04548966931083823,-0.14818988592999122,-0.014822372407776853,0.10266705351377017,0.042940901406947285,0.2201332004037324,-0.07737062809458269
NOx,-0.045443209714748384,-0.08007467509432528,-0.05165149288277761,-0.015881531807083085,-0.17781429002612514,-0.0884974458460025,-0.10369557271630761,-0.06406486849593004,-0.06441300540122126,0.25951692257816333,0.35867115417220674,-0.05934931876464447,-0.06754674382514365
NH4,-0.04268489091360628,-0.040834019118634525,-0.0789624380401279,0.06500536464055116,-0.22524878341676108,0.049300064478313255,-0.1399972291587372,-0.12910155942329637,-0.09867743209646282,0.3602889298664205,0.2254010892191012,-0.029221562261240272,-0.09274862546517186
NO2,-0.048153415057745244,-0.07610217740252492,-0.06624285207328767,0.0974409247010666,-0.22864729822324137,-0.14410196130600708,-0.07702022081489898,-0.09032735301092346,-0.08539047615870873,0.268730960462223,0.34206526803664816,-0.06664637174675474,-0.08591745301893
NO3,-0.04527781169519447,-0.07993130752987052,-0.05126865620285012,-0.01775794706467653,-0.17648616993264837,-0.08732347702976476,-0.10387436501339778,-0.06345182787837074,-0.06388850748349709,0.2586783873358273,0.35800887602762277,-0.05906970481048523,-0.06705812779734774
temperature,-0.21402545233668568,0.3644726726935904,-0.04786504690352349,-0.24943081320338784,0.3820812590001454,0.2719939011219823,-0.09909804571805647,-0.13716469966743383,0.3076832104721324,-0.3733197568214919,-0.14587143892165552,0.3105111776000695,-0.008237225098772432
salinity,0.012882111250955341,0.2272019387839525,0.01731351202403359,0.027426030198271813,0.3971946708023429,0.1897854195712651,0.26682084454310895,0.014993274859640334,0.1171823574818075,-0.4600146826453355,-0.779239682649923,0.20288824432721947,0.1366039672300944
Chl_a,-0.11042702835810997,0.04492654664385301,-0.08104307018968046,-0.037599502808160254,-0.22982055235167692,0.414145132485797,-0.1637296113731814,-0.13152311669316455,0.13202739865059793,0.1121725948707181,0.22660844879331546,0.062447352341954976,-0.13160667619801225
Phaeo,-0.06501107861149456,0.027731624908613743,-0.04772498238608547,0.1315495001080617,-0.13217593773891192,0.12388661373124837,-0.07947858792817654,-0.07523503646704985,0.0572014914584731,0.0069772689354711415,0.11097773548053272,-0.015897197349910738,-0.06795290011821706
Chl_a_conc,-0.11033275787740818,0.04523634073368443,-0.08097740187900165,0.004159353595168832,-0.22877589087395372,0.38122944693307304,-0.15899781883656527,-0.13081465347334845,0.1263416488194895,0.0960411790405742,0.22032448325024517,0.04809603541435842,-0.1289076276370829
f0,-0.15205723806799704,0.16847048506241064,-0.12267277875949874,-0.03364492584856533,-0.34852398417725894,0.20862889081345715,-0.2319395509861525,-0.1957815800252825,0.2607172327785471,0.1588612685590064,0.41267779835868357,0.1601027894191197,-0.18935812123914258
fa,-0.15003814071553692,0.17320466501871296,-0.1213945506997412,-0.005293846770794752,-0.3444390734168312,0.1935524490599079,-0.22148349530972225,-0.19234157919541295,0.24753680910912376,0.1411132188524166,0.40488931780889514,0.13774953063988887,-0.1844066570130584
