,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PO4,-0.10517633745249852,0.08893630013665094,-0.07437776595658924,0.15264642276849272,-0.10351657422647231,0.17194443103067514,0.10896188386213762,-0.04554858841055106,-0.01978002276237731,0.0798748131962907,-0.017390215695004985,-0.007340525957392873,-0.045280090792489035,-0.10901917889148438,-0.062224471174987965,-0.04988054625036302,0.06858426189869649,0.18664452788563946,-0.08470989713523411,-0.07651192799106708,0.009887715670893922,-0.17596448753656435,-0.019429487462099174,-0.04370594314763814,0.020572314015712825,0.18219106358309012
NOx,-0.09269586335802707,-0.05719162242894679,-0.039213221318618985,-0.08340407557176062,-0.11330634189205528,-0.06765290960377848,0.13245693141949072,-0.0473709164210494,-0.05311614556455683,0.17145290555404702,0.4099103512982638,-0.018180646466180755,-0.07674842610363676,-0.037107870628134164,-0.04098507673132055,0.13289045116650033,0.17421473460203035,-0.04922152775847585,-0.08024222868676013,-0.045057191019387904,-0.05110856985394127,-0.14684495622916588,-0.07204564472806044,0.01241494661505576,-0.0639451961393015,-0.04358490173987582
NH4,-0.1108918515054928,-0.050616119225309515,-0.06420810674455664,0.04108612722604329,-0.1455088943093475,0.019745311825759594,0.3166365802713634,-0.023582517780980042,-0.09504656651920501,0.26120920589031976,0.08017127728026219,-0.06105681162379425,-0.08918227471495384,-0.08630193899021585,-0.07199473660141005,0.001270611994691074,0.20782345596118446,0.06886580706973858,-0.11858174532255406,-0.04503013122243465,0.05686891132145566,-0.20480783141221207,-0.10471978235171717,0.06707208709814484,-0.01832550558411474,-0.04353073509857504
NO2,-0.059655133390130066,-0.0620680513076618,-0.056038692159711745,-0.07072421601547921,-0.14193076235017,-0.11706894883759436,0.1973321501510874,-0.04041333597851584,-0.07616872525639086,0.1757211800644927,0.30719275586133465,0.03679904986367507,-0.09912823839492098,-0.07442971582789594,-0.06740462147327189,0.12816313981716915,0.20064256281302273,0.029201831462858263,-0.07496023868654897,-0.05935893824282678,-0.03230413642105423,-0.19758869987094005,-0.0382514920716235,0.04732882300127622,-0.09758766387222638,-0.05596031351123487
NO3,-0.09301133211652811,-0.05695865697502499,-0.03882528293139434,-0.08339933889831942,-0.11252380829828884,-0.06663851633966689,0.1310104187984636,-0.04736409287260672,-0.05258623525050829,0.1709297087214569,0.4105709012880148,-0.01906345861847778,-0.0761677469021462,-0.036378531680001755,-0.04043008113789745,0.13262094622522413,0.17330918344658047,-0.05041952354452585,-0.08012058594015072,-0.0446966006130691,-0.051292444955186645,-0.14559980140923784,-0.07242817990362713,0.011791313213558969,-0.06320755080049176,-0.04326079037968185
temperature,-0.3581080326215328,0.30103722846079983,-0.01221807504857867,0.2503218919091057,0.20096459201677325,0.26585793163636684,-0.3223066682711698,0.15097482069905105,0.28497478945112187,-0.27160302711186335,-0.25971756386150746,-0.22130819535007967,0.30423134335860735,-0.06498181992539967,-0.052860797053759005,-0.08262544002412346,0.019009052326912444,0.14052012790518004,-0.01044766032038613,-0.15415766238474218,-0.004421907675753849,0.32385670019664153,-0.1188597009641436,-0.09051884768392912,0.11593419892095655,0.26433303078235243
salinity,0.10409554889942979,0.17662235135009674,0.0036219485566270112,0.21520386128626734,0.26822886819756253,0.14916097768931535,-0.053829168534504715,0.052963978472608156,0.10019743292692876,-0.4223093347921226,-0.5692974896480383,0.031004433792068707,0.23004971392585039,-0.0060985233582837575,0.06751001893652896,-0.22389275078705478,-0.63117170956612,0.10110874434472458,0.12969158683190563,0.021751034723016132,0.10111690942670876,0.31335085766037696,0.18977522619295617,-0.0710516545126664,0.20024637728204756,0.14963723453338235
Chl_a,-0.22189712239233955,0.0647017677864726,-0.05429515465925883,0.017277498225799874,-0.14096310788366367,0.45426718297706203,-0.12926048677235608,-0.0029509048453037,0.13009826258198953,0.1420791723764646,0.19810535776402552,-0.09284572802284863,-0.08483292434992008,-0.07666901593487971,-0.09273336630141071,0.09663336085232664,0.17407082087098397,0.05377375393485856,-0.11922587165262725,-0.08999685518606285,0.20255428678179083,-0.19309754083619118,-0.11516715989625625,-0.03247870079427829,-0.0721072782663583,0.07676551697255983
Phaeo,-0.11650025663098418,0.012736763154457318,-0.03221186272678948,0.08126648646623072,-0.07366156806614477,0.009068261299794827,-0.07744924921658587,0.042319741142187964,0.025395176458767682,0.017618098845771923,0.03825380031715968,-0.0584763257184432,-0.06536480983696057,-0.05050170443010969,-0.05119997864772363,0.0779894409630389,0.11487854350379968,0.04952066119930607,-0.05647820569226346,-0.060499479595775035,0.5121855833160289,-0.11649113017242871,-0.0500712180295455,-0.006460674992854669,-0.05332743453402132,-0.020223985187710788
Chl_a_conc,-0.21786966101307953,0.0577625196699254,-0.05431586152630353,0.036565549525768966,-0.13831045728979613,0.38372991401879275,-0.12951679765674592,0.009013440941772605,0.11608685319898424,0.1240309286854191,0.1766566302117764,-0.09380248270159233,-0.08894759042910083,-0.07806014700469538,-0.09173259142714313,0.1022794193252593,0.17728859474278236,0.05857772393449462,-0.11540091100504662,-0.09196071745297896,0.3090668548948965,-0.19369560791351187,-0.11025487425890172,-0.029013595335299232,-0.07499867495387191,0.058938556842429046
f0,-0.3269192701334664,0.17004961400639518,-0.08085435497423538,0.12630116535089878,-0.2170473407921606,0.1927734801808906,-0.18241652804601458,0.08400789227771993,0.2498258949993577,0.16615504371665832,0.3538269049337094,-0.1369551269394455,-0.12344193641356292,-0.11931158351793839,-0.13461983956705798,0.1783102379802182,0.30514389236886974,0.11220853669054451,-0.17257276394371077,-0.1326650186469695,0.1412166256612556,-0.29715849184237786,-0.15566098947350843,0.006030401494238305,-0.11442555774123815,0.17807490538326443
fa,-0.31785340534066425,0.1655821444510362,-0.08003570136472728,0.14538541167511482,-0.2117464615438031,0.16434457372321265,-0.18093799565603014,0.0983288331680171,0.23008811108949678,0.1479435034675663,0.32759793738540166,-0.13689617097099485,-0.12869716987740157,-0.12015725513622566,-0.13135705895039426,0.18315524520536988,0.30962487855770504,0.11311387763379305,-0.1645099249286649,-0.13417374762531048,0.18629015615712458,-0.29520052321370693,-0.1454555523056295,0.012518170422297201,-0.11876213025459918,0.15117669417339447
