,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
PO4,-0.1411883620837354,0.052246179976363605,-0.052739044758167986,-0.035736877035629375,-0.11083074883710758,0.15219228759434544,0.10273424888145181,0.06668024443491076,-0.02279250694289285,0.06728280165163483,0.012234455142671252,-0.013399112064746758,-0.08146261493093475,-0.09126526193176296,-0.07113312348056713,-0.06665482898050692,0.0336655617851786,0.10239993238163572,-0.10036600737550466,-0.08591405686636451,-0.02275558354882828,-0.14110635396202065,-0.025814896545184075,-0.025351949611491946,-0.006611350336760129,0.16634886621605435,0.0028931292465831484,-0.007776173223414534,0.12475908022778356,-0.07409655060340128,-0.0429857632004859
NOx,-0.08854935913001072,-0.04289705326439596,-0.029929700326632357,-0.051738425685051104,-0.09174458139601702,-0.04354593019576676,-0.07913585887047514,0.06837923640177893,-0.04760027852030878,0.11191645925673917,0.3551631097013556,-0.023385781701818948,-0.06638971227396065,-0.03674676245302487,-0.042067235454977286,0.12076055585329099,0.2149084312901352,-0.053661831922275936,-0.07636944849253025,-0.0440538787811459,-0.08368747484040051,-0.10638219346713987,-0.06904476033002777,0.007450513211703751,-0.03628977905238283,-0.039328089779614904,-0.01445057681774305,-0.04368389172813224,-0.03122408609542854,-0.02241199249856124,-0.03676004274472203
NH4,-0.1482125921992406,-0.050831168519726015,-0.04837128907611449,-0.03838034389545487,-0.13248491897079134,-0.017442569536712783,0.08006482946629251,0.2412907059940816,-0.08261826120162097,0.2678860178735395,0.10543077357543666,-0.06731830583468701,-0.09801021905743287,-0.07279157481102472,-0.07452939390878373,-0.0012018239506614435,0.3081875739802877,-0.008274912358782697,-0.12127569872639413,-0.05737093406820449,-0.09648126803184127,-0.15780409118500427,-0.1035760450206831,0.056310130767833845,-0.03241448684666918,-0.04589630421211607,0.047412268783636774,0.03969687155554215,0.014512426746319796,-0.06095999874068633,-0.021110756352833968
NO2,-0.0993879246465908,-0.04812032153572703,-0.043555174317675686,-0.027264438561857937,-0.1224229970908273,-0.06513281964032323,-0.09554681288711503,0.1069030058612194,-0.06847418974066857,0.14101505000266853,0.25988803585624876,0.025768082485037785,-0.09045076964888574,-0.06640282922251177,-0.06980577121075959,0.12434253171476996,0.21428218669525742,-0.03787691451119335,-0.08329068165336834,-0.06434749511441562,-0.10338842092969083,-0.14695616803843387,-0.03782646804515254,0.026212390237059492,-0.06683498572449814,-0.0552766085168561,0.021846159159761836,-0.02840699513268117,0.03120798919131552,-0.024955349044772663,-0.03925647614339282
NO3,-0.08813299792637402,-0.04269581393795884,-0.02962034478472881,-0.05201661154964244,-0.09098399112682382,-0.04306600052317143,-0.07864993399132685,0.0675473040225146,-0.04712175369969214,0.1111295550927586,0.35584167565631997,-0.024156290835579367,-0.06580782005531155,-0.036148130353562506,-0.04148706731739927,0.12038230486154786,0.21435378799330704,-0.053787880800016605,-0.07605143029568706,-0.043594504093959,-0.08313388945352229,-0.10541560381505977,-0.06939158724649933,0.007113338681942329,-0.03567729860174425,-0.03895469326028222,-0.015026956971333747,-0.04382758502220444,-0.03219873681808155,-0.022309994486629656,-0.03662110132005588
temperature,-0.11515235366841355,0.2509837128162196,-0.003315213197972647,-0.14327511344052193,0.1955685961061055,0.21444592126905307,0.07135170453969081,-0.1923579111380555,0.25144310861549457,-0.2701378223811384,-0.2679652976197781,-0.1976640556792433,0.2900773394392543,-0.03769920747283316,-0.06081769505190772,-0.06786732669218414,-0.11140114145413385,0.23048001365435067,0.015378990305376499,-0.14083562402319977,0.3051560304955378,0.24210938677860713,-0.09179955834500714,-0.049036733958473626,0.0887136006260347,0.24880249618698463,-0.16839163928075698,0.03127909195514961,0.10701273575075802,-0.15662373773756344,0.11989390892986866
salinity,0.09622199838571863,0.1415586243189339,0.001039372960389032,0.07099699196705593,0.2189877528580584,0.08836938200539815,0.22918667667420972,-0.05366208346120356,0.08294606982138988,-0.35126444624650544,-0.4689209802489744,0.012714424931187617,0.199514009912508,-0.003974706755078481,0.06724901902246817,-0.1863269164079271,-0.5447585623305711,0.1569172780129904,0.11243236393751398,0.01851168950498092,0.2544022220275626,0.22691524767032387,0.16888324939708332,-0.043933221758278795,0.11652705439976846,0.13362084962213724,0.006947575047659506,0.042296117720250735,0.07323271246081767,0.0012352378523017172,0.04841009694896818
Chl_a,-0.146659625290265,0.07848492671969634,-0.042133323695472354,-0.13578373061241542,-0.11350314893785785,0.5687684623872509,-0.034964746282254114,-0.07522806179476707,0.16509001711658594,0.10577888217497027,0.14332884992353984,-0.07982488916887209,-0.08361212793711445,-0.06399315153098019,-0.09139554870739072,0.09459687716027552,0.13227381982837066,0.04474839048054885,-0.11209875073617359,-0.0872219326517763,-0.07756089103569061,-0.14484363886140397,-0.10290147659139491,-0.01731543966501913,-0.044267631497248244,0.08901886416357677,-0.04756224761249274,0.22195266310323647,0.0888588616315795,-0.05982460365260485,-0.012545119695070488
Phaeo,-0.08606218549719688,0.010206127403311619,-0.024507624152387587,-0.08656666106234913,-0.06342565278485135,-0.0018512686088151663,-0.03350442883648437,-0.05110829629153678,0.02801483226441675,-0.0015959569522432208,0.0165186791924541,-0.05178028179270574,-0.06517365115203297,-0.04124532746174947,-0.04404846121914964,0.08456909406643065,0.06196515815222646,0.07512392519044651,-0.051854987628058506,-0.05813409754250236,-0.04956751169853699,-0.08827091077379394,-0.04139166235835314,-0.009116287821727253,-0.035722269454858055,-0.019243919863910764,0.013706952458216286,0.5256368313435474,0.03671484211375803,-0.021081555106435352,0.013173182403567124
Chl_a_conc,-0.14645842708923923,0.06864367870022042,-0.04201663864493001,-0.13746722516377857,-0.11248409946411711,0.4768664426300617,-0.03844273370323227,-0.07701544435738007,0.14616679500713542,0.08834721820058672,0.12478128567341329,-0.0810560247373521,-0.08787107124370588,-0.06490807647239881,-0.08866806359721743,0.10235662027894502,0.12784184401431503,0.057954197863790954,-0.10816385679169432,-0.08898949672135661,-0.07855505974146058,-0.145533950603005,-0.09760368149508683,-0.01700804465626629,-0.04685283442975634,0.06948892338001363,-0.03619759116271655,0.32900009049632417,0.08454787897016598,-0.05593477815692255,-0.006952533445133715
f0,-0.2229874498193274,0.16267449991271068,-0.06213470390471925,-0.2151494964261873,-0.17735707759116973,0.15455115103279424,-0.03855215475974648,-0.1120783949876437,0.2389907203207815,0.08719681109294991,0.262517367948278,-0.11631225532809245,-0.13715233065782248,-0.10083326273482973,-0.12678050482609393,0.13089240930586166,0.21044487747162266,0.14866204705386007,-0.16060635412719104,-0.1288918003819435,-0.08988465963749755,-0.22591911331629297,-0.13485012848374273,-0.0020531537800210897,-0.06964707253379379,0.1977963460673589,-0.0447566522047359,0.15844605248410273,0.14157166737711535,-0.06807258725294318,0.03287258749160516
