,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
PO4,0.10617222287148037,0.09852603093038487,-0.08996615046396664,-0.026904101124797512,-0.17617337520065368,0.17016075141967407,-0.04849690757992714,-0.06276929497465127,-0.015050026774940162,0.08529535792882971,-0.021589044588518767,0.19979997075563155,-0.04895853699927013,-0.12914911896596507,-0.08449994780854925,-0.03955575371026725,0.07163309494469344,0.19748698976759704,-0.12223995282560945,-0.08206093853233083
NOx,0.09990611679410788,-0.0629326274701408,-0.05017324113479879,-0.03991286179660329,-0.14591465295538975,-0.07650848306574472,-0.09840122654397027,0.02046442249397068,-0.05758209743828879,0.16082928233957516,0.4059955090243111,-0.051855954300742566,-0.09320816294788925,-0.05299862662305134,-0.05694948239431395,0.004414168027080621,0.1768322381716801,-0.06942025574425559,-0.10143138899021242,-0.04819204358127128
NH4,0.2994291253059693,-0.04915419351370726,-0.07886012175796461,-0.08387395646734272,-0.20215610980947096,0.030239655512654527,-0.13948319757544228,-0.003187704571799472,-0.09780429284257237,0.2643990472321337,0.08435150414526281,-0.0406292263206986,-0.10019415326321979,-0.10794014537007343,-0.09089163679043608,0.06146539998574105,0.21211862143443605,0.08252310610379181,-0.149502551125671,-0.05021791128096989
NO2,0.1704197054248104,-0.06800932245416864,-0.06654702257271959,0.016993998266177618,-0.1971683006735691,-0.13052368674326334,-0.07507346348903329,0.03513040035441363,-0.08077186697987321,0.1671491130279883,0.31134589619395875,-0.06534330095698897,-0.1215688010317305,-0.0866776288039936,-0.07804377709783406,0.03708672361304969,0.20392779297083968,0.0052114936092920935,-0.10798726760129038,-0.05960900851833106
NO3,0.09844977848820677,-0.0626811723892643,-0.04976412179407391,-0.04077113544966479,-0.1446633139392918,-0.07539294910088852,-0.09853727986261344,0.02016234975161271,-0.05703811877041669,0.1602993010631914,0.4065297905717721,-0.051491267250714505,-0.09248295577608939,-0.05228915410499952,-0.05644263728284727,0.0038495163378261094,0.1759085000899095,-0.07050094582796806,-0.10105363815618265,-0.047872038134888995
temperature,-0.3630714448076852,0.31411077731255665,-0.03601291603226936,-0.2794147004025288,0.30610897227288286,0.26532306372635717,-0.09315042373199134,0.004877298003523517,0.296413973725875,-0.27091193853487167,-0.2666787637284217,0.292016756563971,0.3397340924306641,-0.10688364729319091,-0.09312428312333537,-0.09271100409976646,0.01561498885950214,0.16234979854537832,-0.007280089275962664,-0.1669599644739193
salinity,-0.010466644104632257,0.18789543762255606,0.014060708928893065,0.058104220345468194,0.3093472253878034,0.1662274374327779,0.2529372668143872,-0.11381573965671463,0.10940448584166027,-0.3972854550889734,-0.5693243761934563,0.18073524267868413,0.2672216570446334,0.006058627769547339,0.0784496441059787,-0.053459460042254735,-0.6371520539214828,0.14564554049556755,0.15744117170099112,0.02411631200337269
Chl_a,-0.1643589808719515,0.06192695128376154,-0.07452046237887282,-0.13457697857842096,-0.19134525952129522,0.433773925018153,-0.15426492455886795,0.1133693281788665,0.12991519957367798,0.13541823197077496,0.19227479887582827,0.06807884665991451,-0.10151600612686762,-0.10494190728009309,-0.11905083271490251,-0.03881371269403674,0.17520858784967303,0.0498615225811648,-0.15453422300047395,-0.09615627078156563
Phaeo,-0.09059410591561037,0.019039087238390606,-0.04454914744950246,-0.07876251484686837,-0.11307211395873729,0.04456014203815381,-0.07435872148006618,0.2678312801043787,0.030494020779298563,0.01868740840285315,0.037684416762836376,-0.021087293619570676,-0.07255383589191097,-0.06400115727466212,-0.061669636907363753,-0.012536283459016929,0.11560722909254585,0.09631966442030103,-0.07723082743489679,-0.06305805469099854
Chl_a_conc,-0.1625440015395488,0.05714473865985921,-0.07464069328844398,-0.13433550717729748,-0.19129662302221484,0.3761661872987164,-0.14966399459091947,0.1678695268129416,0.11731758440308485,0.11873070741819043,0.17160843251061308,0.051413413327337384,-0.1049016284094881,-0.10545487767646286,-0.11666351490937754,-0.035980165549097345,0.178441369878243,0.06800047571406337,-0.1506698170497101,-0.09782500680174201
f0,-0.237826040381325,0.17535415389478173,-0.1126227405249855,-0.19903833294365234,-0.3004350585616471,0.19532261688507996,-0.21729143705071918,0.20323273300891337,0.2520929448346939,0.15578091728003413,0.3519146387845554,0.16793124116094138,-0.14473100265175615,-0.15946902791339812,-0.1724754133146963,-0.014186450011396902,0.30451570707243214,0.10535223471958433,-0.22701216263376034,-0.1401693167621041
fa,-0.23391737626391867,0.17415426836523618,-0.11164982366378437,-0.19672753618683397,-0.29816790154825523,0.17088070360625823,-0.20710883280713613,0.23811389946395062,0.2338310051978331,0.1384915174273224,0.3268413044337638,0.14260368913365584,-0.14881698845577207,-0.15845969997488887,-0.1675039130952824,-0.00891844471656059,0.3088846333422862,0.11516463876445979,-0.21852013530560438,-0.14108745843103468
