,0,1,2,3,4,5,6,7,8,9,10
PO4,-0.09403184264117251,0.13742822150214898,-0.09963154060222489,-0.03277506926922442,-0.19833564784265617,0.16901430568881268,0.2518283031278728,-0.15334834069084421,-0.01581356948224402,0.11521158139954682,0.032689419636922616
NOx,-0.04607981001846623,-0.09495961069351157,-0.05674704992431094,-0.09191482250484372,-0.20784413801750815,-0.09494043261335827,-0.07348996224957255,-0.06711603390802581,-0.0672165817276072,0.2466594427996019,0.36746591047893495
NH4,-0.05446445155886047,-0.032504795853163446,-0.08468178515490049,-0.1306312931968198,-0.24739933222055405,0.05676345347470557,-0.01035003034832829,-0.14527412232292278,-0.0971582285554216,0.3793154894396883,0.23272923949776084
NO2,-0.034962399503535954,-0.06639920582249517,-0.06590860528502945,-0.05760869634942463,-0.24257062040019298,-0.14314746137466977,-0.06619185880591585,-0.07446818060627408,-0.08337957741038651,0.2861888591833286,0.3582302338626657
NO3,-0.04614679488646933,-0.09519328787979423,-0.05644272030069514,-0.09225376463049612,-0.20670966650658684,-0.0938747334660667,-0.0734202053889425,-0.06681505968831547,-0.06676620359774794,0.24534158252774524,0.36665574667464806
temperature,-0.2876528122890192,0.3421277546120192,-0.08947329973024726,-0.1352717314284209,0.33168751563043264,0.2617521578205194,0.3397251798883061,-0.2346465538311578,0.30767438103998834,-0.4201163984692349,-0.16633163360642805
salinity,0.010935908984508382,0.24773095306529394,0.02332981555692929,0.24218765101764744,0.4535238172613679,0.2013216424137465,0.24253612029045735,0.02122450512767384,0.1179736844061238,-0.4319144548867374,-0.7852981625825386
Chl_a,-0.1334333819081006,0.0379150155619358,-0.09774431238755521,-0.1551354827033739,-0.2768412693116054,0.4115816318505406,0.0575547268320232,-0.16195616217475056,0.13857519325806394,0.09281692787038115,0.22643422729463586
Phaeo,-0.06497968429741299,0.04144464470153646,-0.05157931056769262,-0.07407972626768042,-0.12694330085783595,0.19161501179930723,-0.003558621346269399,-0.08701032482065427,0.08496780484654443,0.03522601370299317,0.11791807129815395
Chl_a_conc,-0.1296335356226452,0.04307473492967681,-0.09604128512388013,-0.1503189072476881,-0.266819817398723,0.39746668858507667,0.0473396610603843,-0.15955428370415672,0.13937600603565647,0.08746566715615774,0.22206261465717805
f0,-0.18401677779518386,0.16369890150344818,-0.14517156348780846,-0.21797642690259023,-0.4158384698384403,0.2109305938072072,0.15889063098187994,-0.23649702522360466,0.2684956832170924,0.13612615158965347,0.41638260071644795
fa,-0.17815626690382685,0.17208323160116704,-0.1418847256138906,-0.2074668603130358,-0.4041664687130736,0.20366884662644885,0.14053831661389207,-0.23035251901237208,0.2595065377688421,0.12578503184014156,0.41029609581944254
