,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PO4,-0.07797306103396523,0.10226743508499972,-0.09028790218116609,-0.01654639778412985,-0.190029761813782,0.16913132203997572,-0.04762783293896237,0.19984776078869645,-0.015490048119617962,0.09580607196932475,0.054763995424435566,0.20291895463447293,-0.04683098972105663,-0.13831116459448134,-0.0793937060587781,-0.04905662456300047
NOx,-0.05009151173291212,-0.06503365758011186,-0.0511740442536117,-0.04197989742901805,-0.15657320311348033,-0.08184502935627663,-0.10271941509806409,-0.07620926532102584,-0.06099714215479689,0.2592645809778897,0.3238238100190703,-0.05362039880690557,-0.10206758897990711,-0.060506784107781,-0.059308082444349965,0.12327630587513247
NH4,-0.045509477328086606,-0.044955089040132505,-0.07752188547042835,-0.07143032101073715,-0.21596605574632186,0.03790556133892531,-0.13943522935419794,0.09033838277991997,-0.0983751793951913,0.3371740804025378,0.22006553221246167,-0.03784659072668449,-0.10243923601002985,-0.11819863173836126,-0.08666726202975507,0.129502280808346
NO2,-0.05473547316494158,-0.0687934332193918,-0.06610620256925531,0.02366198305538529,-0.2035821808255705,-0.1380037111081167,-0.07682918095763497,0.00017765369322566334,-0.08370909462207976,0.2576358024870707,0.30740444388523175,-0.06701323188749461,-0.12956695613142738,-0.08830232595940107,-0.07385689649338617,0.16405392676202668
NO3,-0.04988115563717811,-0.06479896767994928,-0.0507866947024352,-0.04298059036570723,-0.15536567907056087,-0.08067917720101925,-0.10288748531705302,-0.07730180862242361,-0.06045226928476082,0.25861024358745355,0.32325002878745096,-0.05325267079720583,-0.1013336586563171,-0.05987715207180353,-0.058905827859932994,0.12226183492037283
temperature,-0.20838576940788278,0.3149578977685915,-0.04024777038799346,-0.30626095064999814,0.2804337576567062,0.2657254820733332,-0.09378380130894737,0.16104604656986632,0.3016368711454684,-0.3583067322822462,-0.11053215529887163,0.29474776878294395,0.3585261778065735,-0.11652295886345185,-0.10440310744877787,-0.22021531586159554
salinity,0.02276796212784502,0.1892025106499704,0.01704316067220774,0.0740280598813832,0.3211054281807793,0.1750999466557096,0.2651484516504671,0.15660401746386965,0.1129029817320891,-0.4724608583208531,-0.7494471767288149,0.18668233033505321,0.2865978159509891,0.013695880176869655,0.08607153522288127,-0.21179396572720513
Chl_a,-0.11228247533666202,0.05768692704288636,-0.07782849429690568,-0.15347346580098026,-0.20905675181783412,0.42043172518749716,-0.16094901881480272,0.05935581253339037,0.12852478840579315,0.1269133920338286,0.21600561679509667,0.06573852803901335,-0.1087594851284289,-0.12078838630503547,-0.12491808419925393,0.042679465760609575
Phaeo,-0.06860574846154101,0.02431315635179765,-0.04587326775886917,-0.08700173339641878,-0.11868147332982228,0.07261329089812221,-0.07848458069941044,0.14196403704198768,0.03994443580493384,0.003660345558023838,0.10539362196008217,-0.02056385933496617,-0.07200658085082154,-0.07004084436097993,-0.05535876199105725,0.1553562536819063
Chl_a_conc,-0.1128660213703915,0.05501802504758022,-0.0777766435311022,-0.15243239855141266,-0.20768491704582576,0.3725846906142324,-0.1563941783414096,0.08836186970864796,0.1187164705178412,0.10751260340432257,0.20990936358778822,0.04959129343394064,-0.11083251799534825,-0.12039469784265118,-0.11987446425773621,0.07800145451070725
f0,-0.15821009991828067,0.17604623301411965,-0.11734803931436494,-0.22843790810219894,-0.324110441248463,0.20238493409793004,-0.22842371652732912,0.11063450893570569,0.25499251291949804,0.16844099024246584,0.3834171424474363,0.16474639754100423,-0.1467096501026902,-0.18147695096409183,-0.18185031483416964,0.11024807760565772
fa,-0.15723814303329703,0.17744724928134342,-0.11612646461054096,-0.2247560866902895,-0.31960587418909614,0.1815497161127248,-0.21829847284675166,0.12650904676858843,0.239025444877925,0.14788312610195475,0.37628704615687725,0.14001919779140615,-0.14882324179710893,-0.17879192147885506,-0.17470550550773675,0.13470781122655023
