,0,1,2,3,4,5,6,7,8,9,10,11,12,13
PO4,-0.0813495775631632,0.09662482004841917,-0.09452246224207995,-0.042208179824515274,-0.19355496693050322,0.16602275152365858,-0.04937478331531192,0.17558316363896065,-0.017073007894645633,0.09683380920933438,0.04027535164991541,0.20334657636935374,-0.07910735109918468,-0.14625806596800664
NOx,-0.042056843107613595,-0.0739188299091415,-0.051729632698632746,0.0027608852091956728,-0.17414910919027837,-0.08493764265876771,-0.10347945205219611,-0.07652869313062802,-0.06220793843750412,0.2731965630218686,0.3582630688385955,-0.055483156627706524,-0.06612991558932721,-0.061491554140349666
NH4,-0.040753819279892196,-0.05116990709447338,-0.07912854508077397,0.0041250659565795905,-0.2278642787371289,0.040529484420939815,-0.14177605835304175,0.08847267467562996,-0.09873027558875219,0.3620737457474519,0.2238525968523225,-0.03777653778536601,-0.08901669853894069,-0.12494560915148792
NO2,-0.04474760048182086,-0.07884696522096132,-0.06652419198819091,0.08556371928844662,-0.22587252738497593,-0.1411348212288151,-0.0771829160247384,0.0015736830971848949,-0.08438448211434159,0.2799045699868259,0.34204039552635834,-0.06920564167235341,-0.08429024471437824,-0.08908351758696202
NO3,-0.04190068096670292,-0.07364099399481219,-0.05134315097161554,0.0013520368647417184,-0.1728155573203341,-0.08376300480712084,-0.1036524006418183,-0.07764943348193293,-0.06166894373519741,0.2723644672100478,0.35759537745811554,-0.055104949314524795,-0.06564858710757232,-0.06086277793174408
temperature,-0.2158065969451828,0.34659094507734856,-0.04699012856896775,-0.3752595657185712,0.3757009890189049,0.26927005333177045,-0.09898483041400295,0.1769977979952732,0.30437218283409595,-0.38278257580426756,-0.14641648816953678,0.3007395063601346,-0.008284817754101507,-0.12800118667502375
salinity,0.007348918134539759,0.21620273625791336,0.015814917439790084,-0.003354520494528578,0.38811865250444,0.18260896200961352,0.26618769921288854,0.1557349344703961,0.11427335294754518,-0.47736555748504583,-0.7808271609938424,0.1928794427205305,0.13240296071817828,0.011102435766153574
Chl_a,-0.10831081810992964,0.045434661420860945,-0.08117878099257125,-0.13751473835360883,-0.2261271776871509,0.417353509024967,-0.16389139080176288,0.07798693663519504,0.1303713534804664,0.11760782350769106,0.2275277963053669,0.06291582136433525,-0.1251246976682902,-0.1263583385584082
Phaeo,-0.061374096889166924,0.020308775490003067,-0.04695535336274993,-0.026444046301323403,-0.1300702413720637,0.09108086198190268,-0.07958490155910493,0.21188658696625404,0.04867425014412459,0.013355099279769729,0.11363866876990371,-0.021378340581478306,-0.05603741975401533,-0.07220262326903931
Chl_a_conc,-0.10756914698220756,0.04364744070024501,-0.08088234399971542,-0.12259630001517327,-0.2251043172307347,0.37501522607850485,-0.15916246578742294,0.12298355305507354,0.12263651172109752,0.10233461409150456,0.22181855879604018,0.047001049157859895,-0.1202321365091033,-0.1256565155388389
f0,-0.14839167857348418,0.16153606858405217,-0.1217795990413306,-0.19006044119488436,-0.344913472263678,0.2027886535140708,-0.23264713153162908,0.1395480121896063,0.25792800073463795,0.1651836530851242,0.41462318862694386,0.16053023788625959,-0.1817089786144953,-0.1873195832003528
fa,-0.1458516145097872,0.1638709169558789,-0.120217670751616,-0.17532650954123613,-0.34110263571490806,0.1843471277201526,-0.22220795090087075,0.16563205028133357,0.2433756592680526,0.14777233218960578,0.4072933558841215,0.13607989963232003,-0.1757758753890884,-0.18405110747975517
