,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
PO4,-0.14289975767936902,0.08855614561624389,-0.07388234179857067,0.14487665237970426,-0.10575798640178688,0.170595417132602,0.06711161922027262,-0.047448830595200706,-0.020126285892083613,0.07628483390799307,-0.012513331152111125,-0.009703288217698268,-0.04635406769691474,-0.10838368645618193,-0.06116382410971462,-0.051211248157683756,0.06881926254181613,0.18191688702254077,-0.08226965011098111,-0.07158727256904332,0.017978091283755132,-0.1726645562285717,-0.01754941968147145,-0.04492086876900239,0.01221576041135036,0.1793890315120987,0.09300534489542761,-0.00357273993654565
NOx,-0.07712643134733677,-0.05703164875542431,-0.03833715159592973,-0.07579270078203315,-0.1117720828406761,-0.06630400373642975,-0.07671102090499701,-0.04552400511284825,-0.05284176684692847,0.1944548323851159,0.4191519866351684,-0.01590110397350113,-0.07453022564422315,-0.03533290542603205,-0.040291148479410996,0.1419638798608568,0.1748618063751609,-0.04697215898197182,-0.07863566823932507,-0.044237038395955,-0.00825752718048635,-0.14343756861796925,-0.07017552937497334,0.01732433359045465,-0.05689185478705709,-0.04335107923936416,0.11969396682613043,-0.04505527419627072
NH4,-0.14791945101706844,-0.051857720127566474,-0.06386963735763124,0.0338909426984054,-0.14761995562682922,0.01653456330098452,0.07000284518785255,-0.022661092361493263,-0.0945723962786498,0.2835937036494307,0.08773652827853042,-0.06086872554252848,-0.08905624997369435,-0.08476395511473625,-0.06874068965707728,0.0016526660678485843,0.20972634140040586,0.06375826857164886,-0.1152096271677256,-0.04181465260038782,0.07075071428461296,-0.20063427669893952,-0.10242946381715234,0.06948316541553644,-0.025842683839057877,-0.044794384453441555,0.30432570379484947,0.03388225403519771
NO2,-0.06110099059870678,-0.06208214062805059,-0.05516763383070737,-0.05786536599923047,-0.14006995869474426,-0.11226761974615845,-0.035898470790917666,-0.03755343244404417,-0.0757337974147386,0.19357913549180367,0.3192460872334387,0.03773202909580861,-0.09687167415677717,-0.07279411751265386,-0.06688670971833809,0.1371948837958996,0.20165677698104972,0.0324091904717568,-0.07260454641603462,-0.05992687958998729,0.029484975861481254,-0.19297969143227395,-0.035520453861549284,0.05047817383094735,-0.08908654075003686,-0.056381126916397524,0.17161512220325326,-0.029490686949494707
NO3,-0.0771948358582717,-0.05679615772891354,-0.037951432585616264,-0.07589680619254896,-0.11099911194833573,-0.06535159677841122,-0.07720008438353768,-0.04553918595100679,-0.05231529577532594,0.19395820775941866,0.41974063663469985,-0.016767118684707503,-0.07395603004129331,-0.03460587588578836,-0.03973499863295294,0.14167121593687845,0.1739483387724236,-0.0481922866746641,-0.07853093140652381,-0.043855109137427795,-0.008874668252812834,-0.14222171536544057,-0.0705775559201346,0.016717579489287347,-0.056197267174560944,-0.04301650198064823,0.11850029364953168,-0.045200230215986285
temperature,-0.29537703415844,0.30273652436290266,-0.012657872793672014,0.2531144730746157,0.2047256780796745,0.26764858920311246,-0.227854463008423,0.15057435527745633,0.2837631915295414,-0.28484189615291233,-0.2664248797202838,-0.21457283028926388,0.3028444349865501,-0.06556092027328896,-0.04819643564352242,-0.07592840477432149,0.01802134128280686,0.1411539959060575,-0.010064019021507027,-0.15260018881180043,-0.19022095996660987,0.32298058700519605,-0.11730571252663342,-0.08341965185912312,0.12324964635023714,0.26444051258624035,-0.2434995667497654,0.03944400925893178
salinity,0.054618678927892565,0.17599023243215203,0.003137413347559025,0.19538050514082075,0.26575399723367865,0.144251814737818,0.18509633779106188,0.04883209791458919,0.09955309504849738,-0.4544688082167997,-0.5567936810425235,0.02474080562470048,0.22593335703381362,-0.006792459717306401,0.06956410564633826,-0.22492344514025156,-0.6315492253991151,0.09462497868205527,0.12777411583209253,0.020100668791429015,0.008563413085725375,0.3089233887665818,0.18693707009102264,-0.07709409158152086,0.1852275201884597,0.1482474120352843,-0.0646641841007756,0.07947551264302004
Chl_a,-0.17207279128462627,0.06592172450877844,-0.05392212790018244,0.025643386403855845,-0.13838287878542016,0.4617602731027568,-0.1991804485711535,0.002168210877463517,0.12998239575625226,0.14283219660406024,0.18664794337808072,-0.08866459371173563,-0.08199458160518737,-0.07590665597062296,-0.09176815849561325,0.10751617582696668,0.17361564974553223,0.06145263466307634,-0.11701250923894563,-0.08977395456182474,-0.05868324765629346,-0.18915006229745895,-0.11231703073954641,-0.025999103180641782,-0.06416946922412162,0.07785885448536384,-0.09555642486461263,0.22882905079204413
Phaeo,-0.08508747284158297,0.013297542335041976,-0.031591539692836956,0.09147203649793556,-0.07209663436481722,0.01140835849207992,-0.11753327105952398,0.050853647471297225,0.025781452508605904,0.016166595126087785,0.0347277156186908,-0.05639744427937689,-0.06335253466270538,-0.050274114172680066,-0.050311166975659405,0.09418572773761155,0.11461533556299809,0.058738810291096656,-0.055227639438904935,-0.060219608123806945,0.014442397823221442,-0.11412383350944086,-0.04805837865973425,-0.002985638093803174,-0.04894367621178251,-0.020145654169571182,-0.061605936984607916,0.544930332326871
Chl_a_conc,-0.16752313135300978,0.05893868898675006,-0.053834356441418,0.04635795207182341,-0.13571997139767855,0.3906542419239669,-0.19908396011146143,0.015626953147805704,0.11609448282535889,0.12426884944548008,0.1660830280802712,-0.08972881138864448,-0.08601901223333898,-0.07735850344589637,-0.0906811702258233,0.11581081846067917,0.17683510521533624,0.0675254319070332,-0.11320369066881719,-0.09169764897354717,-0.04533180063076557,-0.18973973757821802,-0.10731625050865706,-0.022631749634439816,-0.06714622297734338,0.05987746578733399,-0.09692729288885865,0.34000980133132075
f0,-0.24256221386671173,0.17238550016107917,-0.07970188502955078,0.13826893563777848,-0.2126127279531967,0.19824242348541543,-0.3052217595317312,0.08961799124974623,0.2495176506816292,0.1694909480905895,0.33794086104770044,-0.1297976407662484,-0.11963717040507905,-0.11801332505451105,-0.13279077825347652,0.18510845590968514,0.30480446520920673,0.11978559019855081,-0.1692256298725887,-0.1319837491070499,-0.05848345312791797,-0.2913265701442973,-0.1509591826920994,0.013994877884505156,-0.10192635303595449,0.17964264348302394,-0.13914983173030004,0.15605229167919404
fa,-0.2324464044481585,0.16772763655887885,-0.07872262430086358,0.15780410537996603,-0.20727116087003222,0.1696454041696917,-0.3036053890804282,0.10451169761362047,0.22982870643766248,0.15020170994665535,0.31260376889461283,-0.12987430922167714,-0.12479291598562206,-0.11895770199874153,-0.12941581419157375,0.19002232142087747,0.30925611634645833,0.12093315097694113,-0.16122303672978483,-0.1334297151933565,-0.04015830525399363,-0.28941525409101215,-0.14064032514504438,0.02011942334953755,-0.10622148641691234,0.15253684164307682,-0.13971574720897129,0.1991228577941962
