,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
PO4,-0.08500131305389055,0.05691245323829666,-0.052709068450028124,-0.037164006487108686,-0.11065973547079713,0.08237099354024835,0.11894182456023054,0.06664109348281336,-0.025430736479375108,0.06204865017533555,0.010882582247057439,-0.013298609827636192,-0.08011453630434201,-0.013689120550637476,-0.06940053851350916,-0.06361887942328968,0.03372012062708756,0.09608930416335923,-0.10127960077292465,-0.1582546176931997,-0.01975200969634125,-0.14147325546916428,-0.025473906939708597,-0.026174560756187057,-0.027396603164409464,0.16590405703267724,0.07057594744964091,0.004221945831380804,0.0391019094275816,-0.11233141132303007,-0.04456871341960089,0.12421924385921423,-0.033203919042566296,0.022467194813430576,-0.028320520538619744,0.018833369878817566,-0.005184286001214025,0.050653848740525156,-0.030312157978297283,-0.04187116806093504,-0.06421173842075413,-0.018151171955993122,-0.09112302553950845,0.04637530179514843,0.15096932046590805,-0.029240038644001664
NOx,-0.043532842532052425,0.052421204066522877,-0.02991066066041292,-0.0313626915037758,-0.09115157066541449,-0.04216674884129993,-0.09050447648264906,0.06848444158031686,-0.024401228868809396,0.11950593377364875,0.35625641330338653,-0.02322989403908035,-0.0641481632244394,-0.011855116517779738,-0.040870487339282335,0.12254844518401828,0.21485422175107155,-0.050332983981426896,-0.07667578318876317,-0.08416209404929628,-0.04594972957699116,-0.10619405336887733,-0.06856331284699002,0.00678014131685627,-0.024373646305935547,-0.039110206842080435,-0.00022731254330501374,-0.0404391404507905,-0.021772937040028466,-0.07326249285599636,-0.03445781905377464,-0.030684787176232506,-0.04703578828790836,-0.019548697922649953,-0.08194666632121281,-0.017638183954358302,-0.032038308699999414,-0.04231051401844388,-0.02081842144166373,-0.014663485204186158,-0.017569608958179724,-0.03903286748968106,-0.0366625800476986,-0.034864968934918694,-0.043276789387528436,0.039166619885012466
NH4,-0.05672274043719511,0.1729827687458719,-0.04830942514153611,-0.052207057461039805,-0.13199236068597484,-0.049174234817093716,0.0909622773116188,0.23843136364351009,-0.04440150633585986,0.2683896041287587,0.1020169086050503,-0.06803324270889169,-0.09468545249312105,-0.03738179910407016,-0.0728304342377394,0.002294447428870425,0.3082385424470514,-0.004170275874736727,-0.12185320011459783,-0.13485850021435442,-0.07931400267610872,-0.1578406628196091,-0.10294579136789411,0.05274345622631151,-0.0358655572197025,-0.04625183345860322,0.09366656156213364,0.0436998925418601,-0.035015419357222986,-0.12577363514752948,-0.01847358456138019,0.014474307040704761,-0.04453049380318026,-0.0038278872449085395,-0.09491725019253772,0.025021305338756808,-0.029084700990455445,-0.050014418229326216,0.006649428864939851,0.023058999616286414,-0.055119971564133494,-0.055435719170686175,-0.0727337591040513,0.030645484774565357,-0.017106314937680497,-0.01869344487614555
NO2,-0.0639121820029473,0.11454518221687685,-0.0434973855894567,-0.036233987772817514,-0.12161887962695482,-0.0357675277695169,-0.13756823237549548,0.10525150242961909,-0.04079931706272582,0.1442536463351527,0.25863568542891113,0.025173492084553013,-0.087424564543753,0.013006827874124285,-0.06988497552076203,0.12676491621554803,0.21426808764071786,-0.034874939528572825,-0.08435948794594503,-0.0890697631408385,-0.06546125278258212,-0.146696758563934,-0.037340059182995836,0.023941359575834452,-0.03122930550639296,-0.054903790029168065,0.05100164162889052,-0.033219573832849965,-0.022130846719641356,-0.08580358563612808,-0.037312298348416914,0.030495448560571042,-0.025301095535638477,0.017750003413746992,-0.10244942699245571,0.008946994402437371,-0.06017273004119647,-0.04790695606863949,0.009595969359112827,0.0008783329220323943,-0.021997141166829236,-0.05076629891539166,-0.06641614337819224,-0.0390851080637005,-0.06507923583392906,0.027882382999199852
NO3,-0.04307338723553386,0.051231767924827504,-0.029602011093393797,-0.03119774715575596,-0.09039611347031505,-0.04216416185173534,-0.08946979655872017,0.06768196794482828,-0.02405948261462177,0.11877271450787127,0.35697180810456597,-0.02398810999244993,-0.06358544835285213,-0.012244768750515216,-0.040271869053167514,0.1221547517858161,0.21429904209198358,-0.050462255350429225,-0.07634405308055478,-0.08385766313641735,-0.045498606830118915,-0.10522916491767682,-0.06891149002774881,0.006471823998808086,-0.024193495357972244,-0.03874000595241295,-0.001093856789154038,-0.040454983170764736,-0.02170961246209866,-0.0728575202266938,-0.034318872276089755,-0.03163966670736584,-0.047279975362336954,-0.02012862926514995,-0.08138408738693224,-0.01804179462475967,-0.0314778171718708,-0.0421045007473652,-0.021278483880052768,-0.0148879910907623,-0.01744845413173298,-0.038731595380070205,-0.03606251905694327,-0.03470183504084721,-0.042793918908747564,0.039254611386997644
temperature,-0.13974005177606857,-0.22192000157719327,-0.003365239683987033,0.041389881114383915,0.19496234794150974,0.18132871643488885,0.051532807372606244,-0.1848621946280714,0.13487258535390936,-0.2743618927440218,-0.2636903425591869,-0.19437750898258707,0.2844334005903054,-0.10678978149069958,-0.05440161993368167,-0.05921330833129623,-0.11130940949409493,0.22683452180985744,0.018760410524720387,-0.20575035823568572,0.2414297018056314,0.24171171160141064,-0.09163387976461873,-0.04434494150560064,0.07170907388701792,0.24852317533856633,-0.0705910889830616,0.03424466088681623,0.1737958534915936,-0.040706621903465544,0.11623811680731663,0.10475791118733305,-0.12945800922316647,0.07056361046407549,0.30611446249029023,-0.062074709958450644,0.07998114210641477,0.25051110946977934,0.12592513465193406,-0.2148791012434268,-0.14043196912574163,0.12756515363631812,-0.03726689169960093,0.09808199294470309,0.21450568233021833,-0.08145278827931471
salinity,0.01853429746882788,-0.048321032879419024,0.000977333042563078,0.058532352492432896,0.21778903157567608,0.08957538977968828,0.2188545648304116,-0.056391596112679646,0.05518645478025194,-0.36752644162436,-0.47267534749654116,0.012559380375221514,0.1900338718522609,0.02149581315348848,0.06678455600049732,-0.18603019719417763,-0.5446483915002702,0.1552634205110591,0.11204592185046974,0.024837107610859062,0.07851400488829166,0.22601946336822526,0.16762261066851175,-0.04348289059703781,0.05627424881335291,0.1327491647035638,0.01948180532735349,0.045453178765496184,0.09601572526236696,0.09988528174384739,0.04523453415944199,0.0717851250048341,0.06271593825480312,0.04148860208828495,0.25366048909785605,0.08023196676772237,0.09835007802443242,0.14142479749734654,-0.05138112571113757,-0.03412979062671485,0.00259023762005763,0.19162754550226632,-0.0038909408872889735,0.10449706974321857,0.08847310980121316,-0.06367158084379793
Chl_a,-0.08615184453143046,-0.06430551636201282,-0.04214709811701334,-0.04375388626138785,-0.11277491533337919,0.08676986862073217,-0.10037678584480687,-0.07130760499648064,0.020063811263393013,0.10976601153291483,0.14743149331259214,-0.07819894681534868,-0.07984747261687766,-0.03496249389272458,-0.08842489328964508,0.10193691234450261,0.13223795206615757,0.04029977385520368,-0.11198148057664228,-0.1549836266533332,0.1696232313774822,-0.1444567160054272,-0.10215062232508232,-0.015534833452659992,-0.034932247097507405,0.08927519616816637,-0.003362850117833358,0.2162610553261931,0.021375911409397194,-0.11369886996180262,-0.012753653366931898,0.08924947353241965,-0.11775958745510146,0.003350058077646831,-0.08065498595611054,-0.03185086193488244,-0.038903535211429176,0.07775241322115284,0.12101547894819151,-0.06378253288307945,-0.047637519820981994,-0.06149035784893456,-0.06374876407319538,0.02107767624125181,0.5687991282855116,-0.03008051172620552
Phaeo,-0.057587470540560494,-0.040116171869821894,-0.024514514882309518,-0.020165720865145814,-0.06316425918966183,0.03016173562427009,-0.0658877811403622,-0.048835177483527364,-0.0032479604468785266,-0.0005409046516763535,0.01785289582941328,-0.050972716992843975,-0.06222505875456803,0.0011378726888105276,-0.04316850984596253,0.08677680228208307,0.061985969273811475,0.07285954486797759,-0.05200240037008232,-0.08201080756840183,0.028777506616034565,-0.08802771137361769,-0.04108716611093052,-0.00843194943062338,-0.027036793296012683,-0.01909347305040293,0.008120694639715417,0.4898353552129279,0.04179288427553242,-0.06867216763477936,0.013400536823594173,0.03627281449333198,-0.07728538560391407,0.018491762171379537,-0.05287393663569485,-0.022466475727498672,-0.03187749850605065,0.009016948161683202,0.3044923263372591,0.019392003580601093,-0.014505753323306236,-0.047795565001073265,-0.041126571821853704,-0.004942625110151944,-0.002259988282066555,-0.012392611515805283
Chl_a_conc,-0.08794295500010285,-0.0648636705436633,-0.042030070445890896,-0.04219792060545481,-0.1118019203880575,0.08101536065951656,-0.10213559085333306,-0.07310782348194536,0.01595777004701147,0.09198008287053973,0.128586896940144,-0.079472106216042,-0.08391081859745136,-0.029035184576540668,-0.08593586984036722,0.10911654405900038,0.12781739047790133,0.053605663429012435,-0.10810545531967218,-0.15234480527262853,0.15017860745009703,-0.14514317452979686,-0.0968908141189116,-0.015327773238273966,-0.03665944286821288,0.06974491109947159,-0.0006176174082857186,0.31450272325791057,0.029287964996897804,-0.11407283895875087,-0.0070658278593636725,0.08475570671741861,-0.11981956809295091,0.007832373389282722,-0.08204966339554587,-0.032832349712294186,-0.041306846622628304,0.06770600635967164,0.18424072792519114,-0.04826778893199378,-0.043920739976222846,-0.06458591549447557,-0.06467071825103987,0.016348595113029767,0.4767812099885086,-0.02861135571045927
