,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
PO4,-0.08506022533231496,0.07031608007829479,-0.052742828493200306,-0.037600070093250344,-0.10986666918440426,0.15176245660409932,0.043560314855378576,0.06692821333070231,-0.027127760891961665,0.06723223117806545,0.012421923745048054,-0.01276974223341351,-0.08040410527890203,-0.09119384025362903,-0.06854439119888618,-0.0648550273636682,0.03373045669524939,0.10113201274831071,-0.10043585480341313,-0.14826608704022326,-0.022889267765659735,-0.14088129918586112,-0.02535412936844801,-0.025077825128058617,0.07797390843213936,0.16649915647372363,0.005226832660464388,-0.0025495580415077768,0.02364161728683073,-0.11252867222620985,-0.04327035080150879,0.12540701619564554,-0.019853308631231484,-0.06476223102178805,-0.0262067698801988,0.05125279048825653,-0.004225989768953137
NOx,-0.043559672836204016,-0.03644815313105884,-0.029904847723353993,-0.033367537925940806,-0.09136510212804716,-0.04350901281449245,-0.028311286938750305,0.06942445172606332,-0.02485354496778084,0.1122984868222114,0.3551640484514582,-0.023009604173030773,-0.06564524403888897,-0.036659211453409446,-0.04071413652901003,0.12154110186960006,0.21493596431882278,-0.05172157413088412,-0.07640403035125017,-0.08645773168924573,-0.047451522153485054,-0.10643363812072858,-0.06886301571542489,0.007519446655398286,-0.0579972626725734,-0.03939142248202878,-0.013172205771593296,-0.04259804093273717,-0.020828083872241006,-0.07337705266621639,-0.03527359390578885,-0.031016544277517218,-0.04717922017082066,-0.01758913363218969,-0.08364687315300723,-0.04243963490069478,-0.03740612487804975
NH4,-0.05677398193372657,-0.052918558298261406,-0.04833768945660413,-0.052792203980018285,-0.1312465568364797,-0.016977394443441526,0.045929683764898296,0.24190864644598342,-0.035016465714568804,0.2680203068511873,0.105460649020807,-0.06676895640130309,-0.09684811010572893,-0.07280428778171237,-0.07276741063119688,-1.785346451503968e-05,0.3082262553002093,-0.0012092342221434182,-0.12136737042576652,-0.12151436911990329,-0.08238706940861051,-0.1573812259706327,-0.10299398893843494,0.056457313005057935,0.05867351448204892,-0.04572717098355515,0.04898916260750111,0.04400577715062881,-0.0034927802493235744,-0.1257472284812377,-0.01876383928244495,0.0156896825462461,-0.02481944801329359,-0.054921469337925743,-0.09451650762654776,-0.04990456174676733,-0.030214656066577087
NO2,-0.06396304691561369,-0.03379388907535384,-0.04351718661168377,-0.03963388368661239,-0.12205560429450946,-0.06530126976461617,-0.009268843721802159,0.1067753610993052,-0.03220220221138924,0.14144576403705833,0.25986292802793337,0.025798092235160597,-0.08958816022488533,-0.06645183512524011,-0.06891733782594721,0.12511579113852103,0.21429801636892723,-0.03666891956079042,-0.08374103466078403,-0.08384940187746777,-0.0683243385159828,-0.14714631656350052,-0.037691027896309875,0.026156665732684107,-0.07829051009491747,-0.055401872246551354,0.022565997744652802,-0.0283160422814479,0.01583380834565801,-0.08610633284721955,-0.03777894901453402,0.030075458363668362,-0.024155793492399154,-0.021827074528229212,-0.10476357769360181,-0.04793120937504931,-0.06895765690434291
NO3,-0.043099740142743814,-0.03639721683692397,-0.029595779882998375,-0.03317370679084054,-0.09060530536488429,-0.043025704026422584,-0.028559151290514794,0.06860962302774345,-0.024663786931576046,0.11150975375853389,0.35584305282250817,-0.023775243202210916,-0.06506730964293175,-0.0360584981561234,-0.04012966195908632,0.12116092125543029,0.2143814467060332,-0.05184033133297791,-0.07607888352469208,-0.08627448467014973,-0.04697340711838735,-0.10546456534867268,-0.06920953686305835,0.007184200879430945,-0.0575012208958916,-0.039016811093605455,-0.013742494080226243,-0.04272774975273997,-0.021393871085922937,-0.07296859331629918,-0.03513841106378687,-0.0319690577306028,-0.04744484413413082,-0.01747113662640705,-0.083069430298988,-0.04223505709318637,-0.036773674393889
temperature,-0.13973597697937531,0.17535886107658533,-0.0033248167844129595,0.041685611001286656,0.19490063614701353,0.21460854941262936,-0.05754614546336341,-0.19054584523943935,0.07096463944318124,-0.270603686329164,-0.26763263771591594,-0.19571162765581235,0.2887437626355611,-0.037228535017654524,-0.0563688515897411,-0.06604027750970554,-0.1113376472580249,0.22830414633298055,0.017347157715838293,-0.23335648725527314,0.25107947626952787,0.24164811139672626,-0.09187229470712105,-0.0485604735778664,0.10960472231399722,0.24882270536684742,-0.16273196823753772,0.03672932187658847,0.0716276327314502,-0.04084270793481162,0.11915688765007613,0.1048453667739064,-0.14121778568416654,-0.1415948545572506,0.30698593146130215,0.2506994346994314,0.08919512103980663
salinity,0.018540863067205624,0.08745578012349062,0.000938440896798289,0.06224515870634028,0.21846736955968854,0.08881370508526021,0.10886749647979943,-0.057002009437263405,0.057051253027530266,-0.3518045896829757,-0.46879623111844526,0.012599087838727992,0.19836133532169165,-0.003942117395035125,0.06718082426589826,-0.18600075936394878,-0.5447457857494904,0.1591467217899178,0.11256305914508656,0.045617471696178934,0.08271700122635348,0.2269201549413884,0.16862515882705198,-0.043876363534940836,0.17961709016194077,0.13374900455929561,0.005669898812048926,0.04523450378534815,0.043888277309662056,0.09970909685563431,0.04751225389893788,0.07314459400461876,0.06915794014406716,0.0023595339886465783,0.25768698038829446,0.14163629043961554,0.11977280565781101
Chl_a,-0.08619386137408928,0.05306458803066591,-0.04212957967179327,-0.04583181859378325,-0.11295522138630834,0.5685298663188572,-0.0423622813400224,-0.07436381269776317,-0.035879069052699435,0.10570961771532668,0.14352364258377642,-0.07868129840716868,-0.0822579135814337,-0.06373646918573472,-0.08832952874735678,0.0960038007933937,0.13233361127056753,0.03989334361152336,-0.11180196228285622,-0.16687834180329725,0.16538502314033982,-0.1448365377862541,-0.10257311717218527,-0.01700208367107557,-0.004907730777022408,0.08894172166467743,-0.04415064119322456,0.2251295467848831,0.0030620689258451022,-0.11392769191729232,-0.012174105253911133,0.08862835787480702,-0.12521168601252144,-0.04843825833618127,-0.08170530168661802,0.0778598367268504,-0.04495249048101892
Phaeo,-0.05760258010558003,0.04873735167421864,-0.02451093880917177,-0.021621818025801338,-0.06326760425737482,-0.002324965621737207,-0.030820752849577367,-0.050376298772939754,-0.027479948205957637,-0.0015249355104189205,0.016614531387657207,-0.05125291733646768,-0.06412559218457659,-0.0411188458858068,-0.04254144150507522,0.08519933809221933,0.06200297635314954,0.07177270673541189,-0.0517278133299735,-0.08372000222070082,0.0279220225066853,-0.0882660436788481,-0.04127143044045746,-0.008979812732437571,-0.01894897057867651,-0.019256817960171188,0.015603209898722426,0.527603978807956,0.017970563659627334,-0.06877860781444245,0.013748080082483752,0.035867971658170676,-0.0817027440578735,-0.014915512422163333,-0.05349522139601763,0.00916000491205831,-0.036329750328198976
Chl_a_conc,-0.08798232222852406,0.05776984413610515,-0.04201439623014188,-0.04433727733411528,-0.1119813108019293,0.4765375757508303,-0.04392286782537533,-0.07609133438539181,-0.03757443343641749,0.08830836721466066,0.12497080036614275,-0.07995302196212814,-0.08644991877866809,-0.06465830146240628,-0.08568557608282125,0.10370857173943157,0.12790229509159437,0.05296946016251641,-0.10788023252534837,-0.1627921352383117,0.14638919586501403,-0.14552666919458068,-0.09729544453345636,-0.016707989965044055,-0.00926386845514409,0.0694206755141871,-0.032819370776982354,0.33220055458607395,0.007449153714574617,-0.11429378926254063,-0.006485050647663225,0.08412448445297221,-0.1272734845038736,-0.044704055048333094,-0.08309988026221685,0.067835008268755,-0.04759257448815642
