,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
PO4,-0.01369292605193733,0.056879619693689445,-0.05275541252806989,-0.03716439137828438,-0.11066010956632516,0.0823429767986591,0.11900664633407526,0.06638932661424497,-0.02451426218192649,0.06196269540154542,0.010862312349995663,-0.01329954516723305,-0.08011251072062689,-0.15821845656229677,-0.06939563913518534,-0.06462689253418145,0.033719434798216555,0.09608049423734243,-0.10124138850659406,-0.0850045272847485,-0.019282347366849677,-0.1413752171092966,-0.025502501466275064,-0.02617852392371806,-0.027394699090021724,0.16590380392164908,0.07055723783955992,0.004222131108373781,0.039099707868947814,-0.11233328075197135,-0.044575768439726896,0.12421956585850782,-0.03330530829897091,0.022467800960564027,-0.028321885905993667,0.046350187873711673,-0.005183458441397641,0.050653426083909985,-0.03037069235606742,-0.04203218735365095,-0.06422736037304158,-0.018170774750007217,-0.09113755549641757,0.018789405011555467,0.15096097206632947
NOx,-0.01185886103637403,0.052663529835734496,-0.02992937661930296,-0.031365222445571744,-0.09115029049297532,-0.04215715077569982,-0.09047416471463174,0.06884927962502858,-0.023979501456463274,0.12100604545629423,0.3561845999854068,-0.023229959037144872,-0.06414763407719935,-0.0840760018934438,-0.040870121061118134,0.12238965126221808,0.21486719508247495,-0.050327943426616936,-0.07664930812854742,-0.04353128533373103,-0.04539097747313671,-0.10611567372821262,-0.06858936114703854,0.006811386630017412,-0.024370009887369065,-0.03911023137230424,-0.0002413827060972415,-0.04044256638840045,-0.0217723749833252,-0.07326380331822605,-0.034440483497579055,-0.030681380556678076,-0.04689715086035424,-0.019547236968169797,-0.08194713024190264,-0.03483948778056864,-0.03203707517513425,-0.04231040018786153,-0.020778948425846232,-0.013986597549275321,-0.01754291591056535,-0.03897259771374844,-0.036673502982967746,-0.01748886210733379,-0.04328158737947689
NH4,-0.037385843091655505,0.17317317189920273,-0.04834636155813586,-0.052207788489153646,-0.13199146417547875,-0.049180394079624476,0.09105268935386356,0.23830649634644685,-0.04373966680592559,0.2687630233185314,0.10195503900429966,-0.06803609974200278,-0.09468580840608179,-0.13482597471886804,-0.07282721594325789,-0.001475855576708793,0.30823912119474817,-0.00419995119946364,-0.12181089075328749,-0.05672508475521503,-0.07828975536198793,-0.15772352034483425,-0.10300726201231666,0.0527940334636138,-0.03587013380362157,-0.046252001083889493,0.09361780427710062,0.043676594813917925,-0.035018579455135077,-0.12577651021787614,-0.018471098404579892,0.014474547493217409,-0.044608526061004725,-0.003827932776740752,-0.09491915742277536,0.03064842892166584,-0.02908178303082551,-0.05001592547373379,0.006649592319574432,0.023729977369065063,-0.055107845600596894,-0.05537663952407464,-0.07274984545385016,0.025109656265349816,-0.017118063564197768
NO2,0.013002860038948186,0.11475801655931517,-0.04353164787068817,-0.036236812667817905,-0.12161816645837992,-0.035755310931399595,-0.13753417412675292,0.10547550108641458,-0.04013697098269445,0.1453595520998032,0.2585469318741366,0.025173066982795745,-0.08742401858725357,-0.08900260325896256,-0.06988309691066613,0.1251589904836124,0.21427722266456253,-0.03487366369896195,-0.08432035198302845,-0.06391056167997544,-0.06448993131638459,-0.14659086830155568,-0.037344525718827314,0.023974146724530312,-0.031226949575369606,-0.054903733788014594,0.05099114825069738,-0.0332246472469544,-0.022130378982973396,-0.085806114916058,-0.037290709492822836,0.03049998748669058,-0.025215766950548526,0.017752080972438296,-0.10245029073051613,-0.03904642904024069,-0.06017057911093316,-0.047906819080540564,0.009666175464552675,0.001552769889668887,-0.021976956440891666,-0.05072449903730233,-0.06643013495454923,0.009062871051814176,-0.06508588883317432
NO3,-0.012248499640391085,0.05147395553383282,-0.029620414676868528,-0.031200266465083164,-0.09039482706737519,-0.04215463335801692,-0.08943962793142918,0.06804823036676601,-0.023642937316322027,0.12027555330000764,0.35690047041107165,-0.023988168724156957,-0.063584920881881,-0.08377147695396976,-0.04027152933730937,0.12202087082404109,0.2143120462716999,-0.050457164328346474,-0.07631786196252137,-0.04307183520139177,-0.044948307811731064,-0.10515145709473943,-0.06893783512673862,0.006502961033451448,-0.02418984682921644,-0.03874003178531905,-0.001107950488670731,-0.0404583722111094,-0.02170905028715848,-0.07285880661151788,-0.03430165430992093,-0.031636288214090244,-0.04714080022547166,-0.020127182590348576,-0.08138454331980878,-0.0346766443036692,-0.031476602420108774,-0.0421043876081581,-0.021239634897365266,-0.014212842276564613,-0.017421721126070572,-0.038671171487092426,-0.036073361320877184,-0.017892299398045295,-0.04279867288187615
temperature,-0.10679773574632177,-0.2221680005996349,-0.003385399169486387,0.041392644957248675,0.19496391976980426,0.18131968487561034,0.051539333572401674,-0.18545694903993057,0.13482160491616735,-0.2754918706290175,-0.26379757775051416,-0.19437904027713643,0.2844340309707628,-0.2057012116967919,-0.054389777110514945,-0.0641035140097018,-0.11131611882701895,0.2268485052876104,0.018686439974580527,-0.13974301039057152,0.23783307964475223,0.24153203860193326,-0.09171465950751936,-0.04437389758696791,0.07171067849048784,0.2485230533126405,-0.07053380385786354,0.03425678878964222,0.17381231802868252,-0.04070941954339554,0.1162370348829872,0.10475971940781015,-0.12967833212010782,0.07056114018355253,0.30611577130104684,0.09807632266588577,0.07996804971196197,0.2505114147235836,0.12589887197136024,-0.21578799149635028,-0.1404930178744977,0.1275370173429815,-0.03725917635217037,-0.06224022063185013,0.21453430814559074
salinity,0.021497354076737814,-0.04855150261611149,0.0009768273228460854,0.05853390561016776,0.21778839460069005,0.08955631406064618,0.21881652769011967,-0.05689912798377009,0.055034701916454806,-0.3694356004415268,-0.47260847509434256,0.012558731936376596,0.19003289434980752,0.024786390131218698,0.0667855569222642,-0.1861020983986375,-0.5446644018308892,0.15525594944531743,0.1119855615137479,0.018528269550724386,0.07699691364573916,0.2258136539240276,0.16766874191206294,-0.043519608982641886,0.05627303218176359,0.1327489706541008,0.019487676252734065,0.045468060006700964,0.09596981960330776,0.09988708960655654,0.045190245468873375,0.07178043433989989,0.06253260219961995,0.04148609729694027,0.253662345510121,0.10442122494223488,0.09833511088214425,0.14142451174142248,-0.05211555930584259,-0.03573771020899256,0.0025504577825572754,0.19160748058129595,-0.0038913576878022195,0.08010318637871788,0.08847926166875554
Chl_a,-0.034968064964642435,-0.06437713976282121,-0.04217530454061906,-0.04375374005357205,-0.11277487225485226,0.086761037280686,-0.10034855355948481,-0.0715384081082604,0.020682702351403903,0.11014112472799453,0.14729386058182797,-0.07819949979040658,-0.07984586177656058,-0.15497300673873612,-0.0884233359748773,0.09618907364623606,0.132246771284559,0.04030696629072385,-0.11194792750736018,-0.08615068867936335,0.16909606111997866,-0.14436679759846666,-0.10220743005026248,-0.015541997144606457,-0.034927673715032206,0.08927528851620539,-0.003332443334871895,0.2162623453001874,0.021381165781654613,-0.11370016139331177,-0.012741666136351276,0.08925377855457045,-0.11786561992360399,0.00335092124360382,-0.08065627274513756,0.021107966545927663,-0.03890208047886959,0.07775375173689805,0.12111270085999981,-0.06380884146888402,-0.04767035371105888,-0.06150362007433699,-0.06376096770485598,-0.03192901266931966,0.5688118788916344
Phaeo,0.0011358583299744558,-0.04016184136204079,-0.024532845024880748,-0.020166572664478105,-0.06316420818721726,0.03017261161602588,-0.0658645604713113,-0.04893629925803332,-0.003050507383144883,-0.0005424058597678673,0.017791884648790352,-0.050972715639685,-0.062223442810678764,-0.08202479132032943,-0.04316963921362299,0.08197728194253984,0.06198945640219303,0.07286658581413699,-0.05197964643931928,-0.05758546385799683,0.028957576268562463,-0.08798195690497301,-0.041091793424370526,-0.008434619374535914,-0.027034261322893764,-0.019093434913822573,0.00815159414536757,0.4898531583912215,0.04179587271887039,-0.06866744205670874,0.013411923535382068,0.036276729747608864,-0.07734468757888147,0.018493496761430535,-0.052874896874373606,-0.004925236715410221,-0.031875867139837116,0.009017233597982854,0.30459316159541017,0.019363805781366497,-0.014522065191964056,-0.04780894123158883,-0.04113217040188885,-0.022511023307903243,-0.0022542702726034425
Chl_a_conc,-0.029040407308259845,-0.06493618390694544,-0.042058720960433824,-0.04219802916304807,-0.1118018703845538,0.08101090140705279,-0.10210559081637828,-0.07332899258711373,0.01653081726129136,0.09229450891058315,0.12845481635854522,-0.07947256996227359,-0.08390902787280202,-0.1523396886456303,-0.08593486941365766,0.10298925808767377,0.12782573925728097,0.05361361173425709,-0.10807111625591279,-0.087941440059818,0.14978504220555006,-0.14505528304119808,-0.09693974936524376,-0.01533451065729095,-0.036654916963866656,0.06974499896184078,-0.0005837074441055502,0.3145086396405833,0.029293186393283682,-0.1140726398292917,-0.007052675358522608,0.0847603829579078,-0.1199246624167924,0.007833568801969433,-0.08205100411382776,0.01637873894322652,-0.041305182732405216,0.06770720727816344,0.18434970413704732,-0.04829752573235867,-0.04395272635993598,-0.06460067827235583,-0.06468248085443423,-0.0329100368783463,0.47679346409524337
