,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
PO4,0.10463620618429723,0.09733063973353173,-0.09073495869469922,-0.027057205511806025,-0.17577870302618015,0.16916032144252566,-0.0489353876702395,-0.02845907427347667,-0.016032353753271188,0.08735782974012937,-0.019502316035711606,0.199400371808122,-0.05159043980516414,-0.12924040256924002,-0.08469968924834563,-0.038436979868260404,0.07176264279872023,0.1971835250423123,-0.12124309911465607,-0.08235468207373749,-0.05871699398813729
NOx,0.098386012573075,-0.062446263782484725,-0.0503873594039624,-0.039464859992003415,-0.14503372700990125,-0.0757244964772304,-0.09859724996367947,-0.08028177573608944,-0.0568782426080118,0.16364739148566937,0.40473066410965836,-0.0515621251140123,-0.09219820858935653,-0.05259595348797867,-0.05680609971280271,0.0034079599902875147,0.17529438685741128,-0.06878929501046982,-0.10038209056617636,-0.04838650415727624,0.11698503563750413
NH4,0.2978468033152552,-0.04834156983143707,-0.07935213432112098,-0.08399882127420528,-0.20150177360108476,0.03086468382136938,-0.13998438571669664,-0.011635288503514148,-0.097105394070407,0.2657759438586166,0.08405544857476785,-0.04081764055940609,-0.09983020374711087,-0.10779620800497988,-0.09086238400101879,0.06230372304577742,0.21075326395154415,0.08289321533055519,-0.14833157946410488,-0.04945067629536502,-0.0004718417930823403
NO2,0.16800869202079208,-0.0675580439003672,-0.06695717004865846,0.017324587433764152,-0.19607337860051333,-0.1298686153431542,-0.07540888826595205,-0.06232423840048299,-0.07998594319323764,0.1697203707216054,0.30994082115203936,-0.0650674055923312,-0.12088794669426367,-0.0864050399229928,-0.07782486053875784,0.03562863848312632,0.202698225084758,0.005412502143382528,-0.10675045888779935,-0.05982390570749932,0.11811038529458934
NO3,0.09694875262386082,-0.0621954940371006,-0.049974358751264616,-0.040322324541713764,-0.14378832723924,-0.07460884240149036,-0.09873042809082463,-0.08037458539261369,-0.05633750435570638,0.16311417653510324,0.40527064604884366,-0.051197907319661715,-0.09147008715006771,-0.05188533815502,-0.056300910267386296,0.002853603621289791,0.17436947531998212,-0.06986436690836148,-0.10001027350377403,-0.048065641322013006,0.11665829768230906
temperature,-0.3586175437528478,0.312906543097121,-0.036579668151632674,-0.27929485642562335,0.3039597527332779,0.2628792375330395,-0.09263577065708589,0.16670250484421595,0.2938142953626342,-0.2720284306119866,-0.26411853226669446,0.29108504524371337,0.3364839450389324,-0.10700926255023585,-0.09406556100563394,-0.09080888939899218,0.017783408028754655,0.16001231045079214,-0.00768194146971083,-0.16803761049493648,-0.09646583514758285
salinity,-0.008602234675573427,0.18729043454639369,0.013832316781320322,0.05711053497568373,0.30747430520586116,0.1643386078039712,0.25350628349559917,0.11242328522736195,0.10783695748899874,-0.40192486176497844,-0.5712180863546352,0.17983162175345535,0.2650777023684172,0.005241933383462901,0.07773190518412995,-0.05008051635346494,-0.6353071789415784,0.1440149705557054,0.15520607977455037,0.024471746693786912,-0.21002906897223672
Chl_a,-0.16352273462320088,0.062684786823885,-0.0751102241628871,-0.13405301889128893,-0.19035649569048524,0.43796800481859777,-0.15462622215284588,0.05494628376381801,0.13126145384000887,0.13741584077231317,0.19526346197330502,0.0681892312715591,-0.10211702667071265,-0.10466378731985532,-0.1187087255449752,-0.03983762734710514,0.17465861362787666,0.0502457840737809,-0.15309005315215587,-0.0967513078918664,0.10195094976905847
Phaeo,-0.08886669427395136,0.01775633115428494,-0.044765433604918345,-0.07858100645818755,-0.11227262218621013,0.04467781715284789,-0.07453145516632495,0.22654827724841972,0.03077927840281548,0.020747367180860475,0.03987431229784902,-0.02116132454201449,-0.07363485583702568,-0.0638470853384105,-0.06079174055707915,-0.011512565062045977,0.11569685919133327,0.09689936362698104,-0.0764991692450358,-0.06309519423403472,0.12963960028855273
Chl_a_conc,-0.16137313163957856,0.057432513885859945,-0.07519440552375185,-0.13384646527786265,-0.19024968223717909,0.3797182407805435,-0.1500141313065453,0.10762622878499216,0.11852494934691496,0.12096660156869725,0.1747114003612899,0.051485959482415106,-0.10569957221476828,-0.10517961901098999,-0.11613802753708145,-0.03656159255236957,0.17800411014434958,0.06848038045430119,-0.14925906998191407,-0.0983345069129265,0.12076591417336005
f0,-0.235302753310863,0.1741356631267607,-0.11362159865062935,-0.19844633964539557,-0.29880915927869917,0.19261822211835095,-0.2178577162965243,0.11993308972658474,0.2513801190301958,0.1601702271186457,0.35551246047136387,0.16761936625278367,-0.1482068529497545,-0.15890568978633918,-0.1724241035372281,-0.014912813415277894,0.3050585763562089,0.10350215583903571,-0.22499702848527772,-0.14054649364210559,0.16987281698951728
fa,-0.2310123891537424,0.17223684390711758,-0.11260201206877145,-0.1962003360951987,-0.2964701705621277,0.1680189628063122,-0.20765221478663515,0.1538675457861157,0.2327513188872054,0.14291098705798488,0.33031594328753966,0.14222144390582664,-0.15266942400941214,-0.15790388118114979,-0.1673891002480008,-0.009040017757648396,0.30953907774731526,0.11300323318387892,-0.21657356034631423,-0.14134558415293205,0.1823220033595296
