,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
PO4,-0.0769454257803814,0.027029196371684692,-0.03371249995638864,-0.012236483606363206,-0.1104978138776925,0.09278335438541785,0.07627152210116003,0.06440646654266269,-0.02385691910903917,0.06654673023465543,0.05326584984621513,-0.0073877017914760305,-0.08036396539803503,0.0065827487438920446,-0.06954655220436999,-0.06208615318938626,0.03452937817232118,0.09457161159211253,-0.10168771322415165,-0.08489568068851606,-0.01950592499725974,-0.14035139010074232,-0.025233486749076512,-0.02438610662995668,-0.012599174511178039,0.16558922984533245,-0.03279210958225903,0.0044782687141307585,-0.023015381491401043,-0.10911402083038241,-0.043575417577829005,0.12346933990017514,-0.03464795140405252,0.02158786924271492,-0.028108218993307968,0.06329218276292686,-0.003428558861604012,0.04973200522892368,-0.023053124193914108,0.07029919794340964,-0.06291812371070407,-0.025390464643784423,-0.09066255797342686,-0.02905952677911644,0.15092274991594695,-0.14950283986462182,0.011065354686777665,-0.05715493422234484,-0.04238316023273698,-0.0925055156172444,-0.026830729128514565,-0.0364554518130277,-0.10004646602398909,0.04148845965535171,-0.00041181682429792567,0.19543213567227063,-0.013873006596515615,0.04317022332699835,0.03544264187777411,0.015589862386600633,-0.0873111230671915
NOx,-0.009296989433634703,-0.027198940500680252,-0.021522153685140696,-0.021357116763436934,-0.09101973341561981,-0.041318271176302546,0.03361183007559209,0.06906530084110238,-0.0220045592619385,0.12724541605581147,0.051822145792543316,-0.02186689001285998,-0.06334258664486878,-0.011890774438906578,-0.04083743904749787,0.12378421683925457,0.21576297285512464,-0.048332952083106916,-0.07676945248917601,-0.043469168822585294,-0.045426660598984335,-0.10522722489891677,-0.06839179765511813,0.00724271683718582,-0.011105689385673802,-0.039083608232746994,0.03681988550892121,-0.04000793299095047,-0.019255211322430958,-0.07143642342016274,-0.03400082055877228,-0.030501014721674484,-0.04673117826405519,-0.01818142395576364,-0.08189695255700678,-0.053038570882256074,-0.030452507740192716,-0.04164937774883565,-0.007699944349936363,-0.0005778199999934303,-0.017284972548722733,-0.03746130236899522,-0.03653102964302693,-0.08805145046965321,-0.043222271374318305,-0.07623704843902664,0.35540304506249476,-0.030669799341871827,-0.014065112306488787,-0.054965736223525574,-0.023936128899876105,-0.030545323566485157,-0.05741650478268216,0.10050113365197452,-0.02428191362113374,-0.06081210049070983,-0.012879451628731385,-0.030660307327257427,-0.01997854143634962,-0.018066636594293507,-0.03048263444128399
NH4,0.006911468946752692,-0.02720720894604905,-0.03601845666961246,-0.05593070428311413,-0.13190976838174198,-0.04990128681291105,0.2673550569119199,0.23046336263286382,-0.04107628896528053,0.2684553950519995,0.16404919508265403,-0.07233153962363374,-0.09476093796943877,-0.009567861099078166,-0.07304583795521233,0.0006570647661312281,0.3091883282366138,-0.005032041623922652,-0.12220540897957645,-0.05667975229942275,-0.0783486885459263,-0.15690840706489104,-0.10263337387597794,0.05259644042245471,-0.035488334256336324,-0.04644602958992433,-0.0377886889441038,0.04441170896308563,0.008662495676437176,-0.12345335372327912,-0.018451495908646028,0.01404354028480331,-0.046722111801661956,-0.00455509147365966,-0.09464620521814981,0.0215090375122351,-0.02717055880326518,-0.04988051502328956,-0.013120288858937179,0.09416669528094257,-0.05421399007498542,-0.06057003664744641,-0.07236940393890719,-0.043836321208834836,-0.01704619750659256,-0.12963613178420608,0.09938800736888902,-0.04789536630244499,0.013686180964923174,-0.07326776357511683,-0.03560830981781942,-0.051463608873211664,-0.09005330397933359,0.23051168739441147,-0.025004529164892896,0.13333929105782605,-0.034954029557362154,0.029651074379993855,-0.03426974254971764,0.01796563205363515,-0.07429999485623187
NO2,0.034066403568663264,-0.02516293816781129,-0.030821360305541418,0.02334132439024504,-0.12142048619975286,-0.03380303748088473,0.06523143990015579,0.10476333764918402,-0.03780732675639698,0.15556309534245466,0.11236536216051357,0.026306312625850578,-0.08654065646482169,-0.003292243399533631,-0.06998644525594025,0.12652390418447662,0.2138665351561181,-0.03316819985586052,-0.08451737845255525,-0.063873618687997,-0.06461196910630729,-0.14534796769183056,-0.037098790201071735,0.023210965447879005,0.013334853825808096,-0.05487794956962032,0.0236596996767983,-0.032903841754125196,0.006741836678974575,-0.08193597381857257,-0.037333059340157355,0.030540473343767985,-0.026982609657226868,0.018851304855161472,-0.10269004576213994,-0.05318805328378305,-0.0576168239104201,-0.047393102326505315,0.030658890554825048,0.05044691968812648,-0.021455636478626916,-0.05806526111201009,-0.06609310997736789,-0.12930624009277428,-0.06504405911588258,-0.07524016172780773,0.25697581955663035,-0.044382586398938786,0.000904165171191227,-0.0752440509451402,-0.03083338574423514,-0.034994627556876406,-0.0836601276934901,0.09517770255315273,-0.018037936515696042,-0.09475828160386938,0.0009196988098750642,-0.03647707248182684,-0.02103758715677847,0.008221924260122039,-0.057866575981613814
NO3,-0.010006540217695595,-0.027161865927138918,-0.021308141188258328,-0.022057545569272058,-0.09026574955652591,-0.041336806338230815,0.032988206855693855,0.06827939460574764,-0.021679193505573183,0.1264314126089239,0.05066104250409922,-0.02262479461608035,-0.06278331647017266,-0.012005045387196687,-0.04023663072433401,0.12341227038143186,0.2152275822780303,-0.048462519358492995,-0.07643638895636913,-0.043009455959572215,-0.04498243537735999,-0.10427134476161148,-0.06874160665656878,0.00695337602660862,-0.01149017975956799,-0.038713464468636716,0.03694580310559857,-0.04002295522729318,-0.019644613788526187,-0.07107081041981275,-0.033854988822453184,-0.03145402905012685,-0.046942547791180914,-0.018760449384913905,-0.0813295899779921,-0.052896540683448914,-0.029912607896123312,-0.04144261035062623,-0.00832898447886036,-0.0014399856579225207,-0.017168914318886567,-0.03701401411118236,-0.03593455584474507,-0.0871215495907817,-0.042739216900468946,-0.07605340688423616,0.356134335780684,-0.030357019290406854,-0.014281500730267072,-0.054477920609983896,-0.02375642457792096,-0.030389672004808112,-0.05682126969359533,0.1003269082040115,-0.024323738831008787,-0.06007755480074327,-0.013079152027084595,-0.030481206602160027,-0.01990806841887745,-0.01846409958130808,-0.0299389378050796
temperature,0.06881183589509568,0.11502039295770186,-0.013604101557765863,-0.18570078643385432,0.19494473903869664,0.21456554488148605,-0.2134993158750566,-0.17966146478364858,0.13270881151494107,-0.27700552581536364,-0.21230039082135493,-0.17339759300962548,0.28275044209362055,-0.02982714157428506,-0.054491630340176594,-0.06299546238373264,-0.11163014711134256,0.219563162263597,0.02190249359794081,-0.13960267538421756,0.23863181669791111,0.24111494742316855,-0.09168807155041284,-0.04650499508437125,-0.10299366645967836,0.24853084687982938,-0.07230420273408145,0.03157970833722006,0.13046861896002127,-0.03997964109195663,0.11520365969420936,0.10385746749403829,-0.12403767190818889,0.06628002103102873,0.30788554123578754,0.17123179746539194,0.07784181336449492,0.24864253843957246,0.14229800010295013,-0.07042855726802352,-0.13858038007230944,0.13309046570399155,-0.03670577906396598,0.02875346849254793,0.21438111538887372,-0.22462974040514044,-0.2616081931381117,0.00017655836621768774,-0.21138048947613697,0.027878321082095127,0.07223976618967723,0.041571612486080566,-0.00988838349197671,-0.23087719433509604,0.05073946915883683,0.06367001884031058,-0.08333162067204343,0.07186906230728617,0.12755176114579683,-0.059058093228378274,-0.08912479185995018
salinity,-0.09664494359194396,0.05796252823590785,-0.0033038744675905275,0.0032110040580547086,0.21765602383241195,0.1075744390737448,-0.035590178398170795,-0.05693170590261809,0.05369424173765858,-0.3651103839815062,-0.04714954294407081,0.03592324700568716,0.18903891228374786,0.03961198259401563,0.06659392746059763,-0.18395610411308821,-0.5447382634752216,0.15160828378732571,0.1124256177541707,0.018537492910593763,0.07738185108423239,0.22522081147268436,0.16722482327800448,-0.04177305145374679,0.021104971253246407,0.13259038320369118,-0.061038402556386914,0.04404771719678385,-0.018050967420123853,0.09820219801608439,0.04590218849035768,0.0711892664624788,0.06188157657564482,0.039421367926027545,0.25426015599822555,0.11977762254030737,0.0944601576695113,0.14040120968358996,-0.26912450751888706,0.019909075007845334,0.003051631923243204,0.18024957200965688,-0.003715300714918423,0.18026058124855782,0.08840002317318521,0.016319791433256757,-0.4678464838211299,0.003081022239024487,-0.03236265353764155,0.08397719612463453,0.055953900488521224,0.0573311668771011,0.12340185640618859,-0.3437940840401117,0.10832902049406803,0.18661416957984145,0.010329289910744287,0.09550114583270791,0.07411433114828359,0.07967391254618815,-0.0023907190526874294
Chl_a,0.046635222451236594,0.04557400730067261,-0.028939223320028636,-0.07153564492031614,-0.1125240999969404,0.08679007672959345,-0.09252368641958912,-0.06820840446885523,0.0215106624772028,0.11435619836324748,-0.05941737080700263,-0.07853357295863159,-0.07887125894470873,-0.020800759958146387,-0.08828394419028021,0.10119725020631967,0.1301970625453899,0.04319320018451085,-0.11160967984319434,-0.08604990253836323,0.1692821134333628,-0.14282356003913133,-0.10187118030670599,-0.01656395250631173,-0.03306567774581111,0.08930614131121394,-0.025796137994074833,0.21628719189491918,0.11844106768318792,-0.11091577545303928,-0.012387972758849931,0.0895271055633313,-0.11461116440667153,0.005027782809094947,-0.08048851298469178,-0.04547580661234578,-0.03711188804201297,0.07814666198250222,0.07577574174337312,-0.004297601141856016,-0.04674733837037917,-0.0461541457607302,-0.06344465193148476,-0.1113738652075459,0.568867277780118,-0.1475749927985976,0.1453674836169961,-0.04109542499617428,-0.0596792266662953,-0.0878916862210666,-0.03387688373525687,-0.04276675602614059,-0.09407812916908019,0.07464070439411831,-0.0538731135708022,-0.031161795631926177,-0.037192838119297585,0.02448173121535703,0.02010105058201636,-0.02981182667361268,-0.0648138993644943
Phaeo,0.06870492732598635,0.020084388463839992,-0.016146388865896786,-0.04745068893358431,-0.06299636622140459,0.03917464110837642,-0.061621344613497595,-0.046846181270227584,-0.0025121812178541944,-0.0006273737799827733,-0.03666807476360829,-0.04907236842626838,-0.06213526719282156,-0.008677700466865612,-0.04309103348010419,0.08639093862807452,0.058185027468874544,0.07284835154653488,-0.05179611271880859,-0.05755639936437967,0.02882532841195137,-0.08716958012921228,-0.04092870519529511,-0.010113735225167942,0.002110654481057352,-0.019087604364123767,-0.00952530983358866,0.4900261662132884,0.3007371905360806,-0.0671083932545018,0.013172565031798401,0.036350650461233605,-0.07533654820112864,0.01795770944776827,-0.0529797540605457,0.008739927622701755,-0.030495850426201343,0.008649757853580364,0.1229674816587835,0.008436370623844721,-0.014187038568788966,-0.038573615134034456,-0.0409913818472096,-0.07045254020031343,-0.0022149032134447504,-0.07264480494197198,0.01703758764790588,-0.024360462425424254,0.021886352548796787,-0.05791901177517648,-0.02625568209577268,-0.01955199629655583,-0.05038741085065654,0.0032796719953468653,-0.03824553985230644,-0.0383933739455157,-0.022374349602483995,-0.007355618225027711,0.03979472236830506,-0.02092824768861804,-0.03823101771287221
Chl_a_conc,0.057795012938682215,0.04370347126394534,-0.028672649149247692,-0.07292331848929362,-0.11154582605581237,0.08347939646610553,-0.09438608970728099,-0.06996662698837733,0.017371886487615406,0.09580916339520074,-0.05982484969639234,-0.07923699928505308,-0.08306710041516555,-0.01981420450005914,-0.08579653539271515,0.10839097837549344,0.12507248003673935,0.056031085751740026,-0.10773739312085723,-0.08784895870958193,0.14990529013189396,-0.14353947241225812,-0.09661325420348227,-0.016648134083848583,-0.027179063148495518,0.06977247684557462,-0.02423697291377639,0.3145764664532849,0.18106046777570484,-0.11131240228385086,-0.0068208071714648145,0.08500985719434065,-0.11664796242449685,0.009095493253470088,-0.08193867239850965,-0.03579502147632799,-0.039427983403974534,0.06793720545669654,0.09698545060939975,-0.0013164482219340332,-0.043087074439250486,-0.04921035440028356,-0.06437877087151099,-0.11260484071813506,0.47685064901626806,-0.1435837729083559,0.12663320479518145,-0.04110557158099914,-0.04414663625392293,-0.0894932254152643,-0.03556159536731439,-0.04120278816631545,-0.09264063635630485,0.0635366239778763,-0.05559983220665515,-0.036578293055298694,-0.03729087337775579,0.018550481960523953,0.027675453728104107,-0.03070334022948379,-0.06477852366815634
