,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,1.0,-0.023345707996130158,-0.02001185109484723,-0.00995429868775457,-0.013318455938295698,-0.009664466797052202,-0.015258838859733208,-0.020467540229635532,-0.016778734440816886,-0.05733782075608916,-0.07308877871011499,0.04900727731268361,-0.02070993269813205,-0.014419842386616647,0.09631832767477355,-0.047714710138335205,-0.040105507062786254,-0.0020441612643841444,-0.05150473346112495,0.03089523808192667,-0.03409467612431315,-0.05814026694887256,-0.05787930492369735,-0.016052636573382288,-0.020633531282704103,0.0007857481112049057,-0.018575718905411924,-0.019832148347798756,0.1082747862292698,-0.04857720187527212,-0.01964160231941612,0.026444783091204287,0.03574030750452505,-0.010043890264474668,0.01924670619805592,-0.011376423316230828,0.018413708666714802,-0.009831941750001998,-0.010853954579886572,-0.014128560625845596,0.020947105296403014,-0.002917155936296336,-0.03302728521395435,0.0847306592318458,-0.01711044504963167,-0.02834657541068608,0.004327559040262256,-0.02573459462072459,-0.01745723232965347,-0.015457013181229178,-0.003611338461283029,-0.023945476905452644,0.003924711570335409,-0.036235302483623215,-0.010087308031051706,0.19823340412943927,0.05141211334484936,-0.04676158867052978,-0.02385135550631131,-0.002174465565446893,-0.044569358072838156,-0.019870216580920474,0.01050348252345027,-0.01693375519674136,0.0129707061410031,-0.016554237130759993,-0.044967407271372196,0.05618962932546719,0.0036741537336487332,-0.0058816151570456245,-0.060523576187868175,-0.008425316008816398,-0.012524194716104897,0.013343356806826323
1,-0.023345707996130158,1.0,-0.011801634008914957,-0.007982793294093788,-0.009882599268554112,0.40058694411536244,-0.013690312234233212,-0.027274732910875423,0.021803423240462774,-0.04243736167138079,-0.0439197516534391,-0.03230387527823831,-0.026080202765030702,-0.03171827682755413,-0.03295063213939428,-0.033430987022751095,-0.027646548837320532,0.11618666064059888,-0.04194269844806081,-0.03544285744377183,0.08202928075009833,-0.05051281662773275,-0.04322655632085479,-0.014496062881015199,-0.012915652762845953,-0.01850146898616041,-0.014408083873097314,-0.012744832663581226,-0.02568751344824663,-0.04059572629005755,0.09221080176096133,-0.014835267222058812,-0.03690823097136019,-0.007453567427089452,0.07675620831552592,-0.024516697245521787,-0.01570542045101649,0.1625258808606989,-0.006064373539988809,0.0008986405918197892,-0.02312106039917932,-0.018405585519051606,-0.02310531932880507,-0.04741244449425401,0.1313070301743366,-0.059391594118430854,-0.019826174761339035,-0.016366976200508906,-0.034915865618400196,-0.028736932714114385,-0.01184119191401327,-0.014448321078843418,0.012365397110989162,-0.021405144497680748,-0.013747530181409973,-0.028479065490028037,-0.07104364478143313,-0.03741040383653954,-0.024549513617764977,-0.013664605576781669,-0.029622809326942896,-0.01604587732565988,-0.02418969409311745,0.09575908108356743,-0.014905857792322192,-0.010666468327397875,-0.04108752589249176,-0.00521518082435558,0.18084798848705047,-0.01977215808628836,-0.034894790562313274,-0.024657734189480626,-0.004913107883505608,-0.016977023640877654
2,-0.02001185109484723,-0.011801634008914957,1.0,0.001601888144278454,-0.0051794908750424406,-0.009046825588589002,-0.007128074380981323,-0.014483173274315954,-0.004632796596084267,-0.02305296806261825,-0.02361684012631241,-0.004857131918345491,-0.015981660182722967,-0.018107668295310096,0.004705996792909672,-0.017996112690802417,-0.014894185804648026,-0.00741372491500093,-0.006359290011692969,0.013129270505964822,-0.011906520086119926,-0.0067012057369773064,-0.019136649597648922,-0.007547750627079595,-0.005706923243357645,-0.010915103386536099,-0.0073532153224333905,-0.007617975839210297,-0.01394900998868976,0.11215843947313597,0.007257019413782312,-0.009436620599541125,0.007377031860519823,-0.006397253964158195,-0.023196071899524048,0.14629334706620437,-0.008570849663042258,-0.010992149989794203,-0.003472553246204088,-0.008675250684488737,-0.009706306903552502,-0.01037716408826823,0.07337405942756217,-0.02645695490991052,-0.012116428745879895,0.024972961359491883,-0.01483951153788389,0.5099809815693941,-0.015999185435824043,0.02996003587217438,-0.004124776440694106,-0.007639029728832534,-0.006922149199644291,-0.011488814008213171,-0.008729054896318101,-0.0219426134632587,-0.03556494452241389,-0.020112567849364833,-0.01347752174341101,-0.0073747709446709865,0.005455112857838368,-0.008512225023925705,-0.012748971040120419,-0.005532213590263893,-0.01096235717120105,-0.0139920050611278,-0.0209650199036275,-0.014198741923044302,-0.01691521821251895,-0.010225701506038845,-0.01940013514052272,-0.012271479067735819,-0.00703617075444659,-0.011655224581634434
3,-0.00995429868775457,-0.007982793294093788,0.001601888144278454,1.0,-0.002496478387567506,-0.006093856455404887,0.004036388172387727,-0.0058048352921086024,-0.0036971298060278343,-0.01543310642112908,-0.016149972667476652,-0.007198840958413048,-0.010421247645036593,0.0069332796066010095,-0.004956377530391888,-0.012671611952632684,-0.010078436119022274,-0.004972881056988551,0.11618668666670565,-0.008616344802713897,-0.008100060881697568,0.004197698639905942,0.0027696811211618474,-0.0027127285784992452,-0.0034927330522248764,-0.007467450408081564,-0.005279616616693213,-0.005284631310429116,-0.0075214828282107425,0.009191701585004475,-0.010339798306813051,-0.006345260359163378,0.007544581693273149,-0.004321943527565816,-0.007906136487515114,0.008062982484207535,-0.004921755329344639,-0.007487615191551193,-0.0022985959096387077,-0.0059661710484753185,-0.0009096524423499776,-0.00674966946453151,-0.0009470464170289886,0.012494694665793681,-0.007843506971832542,-0.00222131938600388,-0.008713739124900727,0.007379972982508816,-0.013656604140155447,-0.00437859693753327,0.0030666731382280724,-0.003164468900073123,-0.004474994598539708,-0.00791306046666741,-0.006740882344145512,-0.011835779575154644,-0.01350759986036106,-0.013383520267722972,-0.009895339506550955,-0.004177453964727555,-0.0003013598388013983,0.00238748311123369,-0.00793152871826339,-0.003776548093482915,-0.007423930671778878,-0.009637513048404807,0.0014874224357485763,-0.010701845167762623,-0.010802578136644638,0.003132699262835747,-0.013191068260444494,-0.0075982726091191055,-0.004699641891691182,-0.00770034532310642
4,-0.013318455938295698,-0.009882599268554112,-0.0051794908750424406,-0.002496478387567506,1.0,-0.007673824896703995,-0.004996889873939359,-0.01047245681242208,-0.004751961162079226,-0.019691632529025165,-0.02018191236319287,0.022111586787195298,-0.01218831910116219,0.02420980386638894,-0.002743384419010118,-0.014996942565367138,-0.012520160300488413,-0.005699492935443241,-0.010609128934199187,-0.010376558562892218,-0.010168534756812007,-0.019905230554989207,0.00924293662769601,-0.006118921501509206,0.02857726271117912,-0.008734320665852176,-0.006545936915971935,-0.006629318969029782,-0.010353677900598632,-0.0016744754327728522,-0.004732246614002592,-0.007445649913560883,0.03269860021381752,-0.0053820804190930225,-0.015845233201069817,-0.006747606036210025,-0.006739007368279145,-0.009081604048903251,-0.002973050955625056,-0.007353200256315987,-0.00608258726215124,-0.008318591719303157,-0.009528435349827176,-0.01849273270641883,-0.010099103860395187,0.03246372928357376,-0.012839219344879353,-0.006915731854159671,-0.004822747827860735,-0.012516675397907157,-0.005247050841150033,-0.00598375034296654,-0.00588475646015133,-0.008990380008935482,-0.0055405071378346596,-0.016414283051697596,0.006817538984046853,-0.016956818135625936,-0.012391050357390038,-0.004147715710123504,-0.007749406317426295,0.10739377754970651,-0.009642149487262741,-0.004679946153657827,-0.009193115809139996,-0.010301183830000952,-0.014467900758442896,-0.012925470713878945,-0.012170723371006852,0.013426792288586033,-0.01671253872993728,-0.0023062403945838727,-0.0058715989937456695,-0.009729903603058398
5,-0.009664466797052202,0.40058694411536244,-0.009046825588589002,-0.006093856455404887,-0.007673824896703995,1.0,-0.01037082557759789,-0.02102135046673325,-0.0064057258239593046,-0.03198877471157164,-0.03157796959537722,-0.023584180946923806,-0.016126677246107307,-0.0241684979541923,-0.012846477343703193,-0.01961394900013501,-0.02104077128618874,0.14274567266056593,-0.03078818888209838,-0.027144902338619492,0.0013013665960846556,-0.03450336684333086,-0.031062908980737977,-0.010348276838834028,-0.009791102724115862,-0.012622198216347193,-0.010839629516600661,0.0011312663919736355,-0.01550346722026639,-0.029842806690440492,0.06094047004413064,-0.007455395406462241,-0.02974991526936928,0.06208260442605458,0.0914622494772298,-0.018578924697627758,-0.011343045264794467,0.07683338148956978,-0.004834361502683232,0.0068050860333870936,-0.017672201581898063,-0.013427719091320272,-0.01737440783438241,-0.028351174916324627,0.09842063696431724,-0.04381500868600868,-0.01833912968270069,-0.01248007060922856,-0.018949262361434654,-0.022579362617689863,-0.009021969692782569,-0.010950317362960895,0.014061750274779187,-0.016457622897646657,0.01792411728373744,-0.007468425855154038,-0.053100953620707325,-0.02589240491040986,-0.013644263191314938,-0.010051207228585905,-0.023971545613052314,-0.009472886352805684,-0.01853815888066236,0.13125752073766775,-0.006004629808752049,0.014695163640414899,-0.029768828210150644,-0.004272970715983562,0.0317627948878602,-0.01464469192185358,-0.02611776936374067,-0.01920819270238988,-0.004287225158493962,-0.006818258911366836
6,-0.015258838859733208,-0.013690312234233212,-0.007128074380981323,0.004036388172387727,-0.004996889873939359,-0.01037082557759789,1.0,-0.014148101089110715,-0.006477569840834606,-0.023904037639171084,-0.027521380481692097,-0.009980639542128602,-0.01822962939592753,0.019422072998954758,-0.017988012114885932,-0.020974627198815578,-0.016668632570955254,-0.007903320188846569,-0.012080337326801974,-0.01934537728544217,-0.013664925164328209,-0.01499249489607898,0.13803901007370897,-0.008926980031263913,-0.006518090775129623,-0.012525658408689841,-0.008759770604468368,-0.008333321621682429,-0.006498416964707822,0.0021910225480219385,-0.017587784362907685,-0.009058346989776703,-0.013175363030490658,-0.007280101457266732,-0.006667217109263228,-0.012273721612292107,0.0024837720987074684,-0.012569603211267445,-0.004047215661435031,-0.0031992626282900706,-0.011765578591064887,-0.011167011071577786,-0.01287614625903647,0.029807026292566145,-0.011863288321156004,-0.021133450822589134,-0.01376520256468199,-0.010091291259730427,-0.02336728766710118,-0.01537311030003295,-0.004554219806448546,0.011516130972618374,-0.008036387459964897,-0.013513133130536217,-0.010698015387195215,0.014162494456958694,0.013479180679858826,-0.018769864281213813,-0.015367316176095632,0.041887781245326945,-0.004651485661418541,0.004003043060477804,-0.013921851391355947,-0.0063640500144958295,-0.01209488944995053,-0.01374960099218777,0.004823617604669162,-0.017138544952560755,-0.018561642334600625,0.004445426280047362,-0.022604429086489915,-0.013706192417717825,-0.008120413817171036,-0.01290131857776627
7,-0.020467540229635532,-0.027274732910875423,-0.014483173274315954,-0.0058048352921086024,-0.01047245681242208,-0.02102135046673325,-0.014148101089110715,1.0,-0.013048187160049268,0.08836896435678308,0.1280374387448665,-0.019228287472847088,-0.037950821738387486,-0.034369441557688764,-0.03227123203244607,-0.003090035995627337,0.03542222984166574,-0.01700290729529534,-0.04989838319782556,-0.014258491458339575,-0.027896235705449225,-0.06138619957131453,-0.04795929333740198,0.00895401982373004,-0.0136978981902113,-0.025348469014550713,0.00652440013330721,-0.017822438633953518,0.04775391696222114,-0.047702056506870885,-0.027624697347041722,-0.019273121435684288,-0.002873825030695115,-0.014624045537996372,-0.05270416943095581,-0.023107207855198625,-0.019755593039897393,-0.025065668392780186,-0.008146406091100497,0.011107073129572095,-0.019643590674979245,-0.0235303027463837,-0.02698694940908008,-0.057533453294041415,-0.028167687925451823,-0.049775253489196286,-0.035165414629910574,-0.019873368834699544,0.10746471013747819,-0.03582202749410362,-0.013757962548342552,-0.018124943604763244,-0.009641847900653212,-0.011567384468854722,0.029402953771845694,-0.02858723125153234,0.04697984802559175,0.06719151127755857,-0.023435223119139925,0.06574480004984308,-0.03280633715230224,-0.019758728171594325,0.25046196208833754,-0.01278227845517809,-0.023578216187288753,-0.03248089587422789,-0.05497925331146315,-0.03389738462668632,-0.02150337758565321,0.027949118247862087,-0.03662019345443219,0.0342133773380363,-0.016211420089428538,-0.026309478028897042
8,-0.016778734440816886,0.021803423240462774,-0.004632796596084267,-0.0036971298060278343,-0.004751961162079226,-0.0064057258239593046,-0.006477569840834606,-0.013048187160049268,1.0,-0.020264688670480577,-0.021215615906473976,-0.014649402707512483,-0.012839926144235767,-0.015967749127067415,-0.004065730499418942,-0.01636923972453684,-0.013096730640724944,0.002937685562099574,-0.018942423700134513,-0.016134665652822858,0.09305514204943621,-0.021875391844186083,-0.020406255721791788,-0.007000085686663611,-0.006062415811362118,-0.009353065984381223,-0.0067836432981554,-0.005488047438507818,-0.012344088867888231,-0.017451870049318835,0.023611022964245703,-0.008358159313396953,-0.01745210733864407,-0.005402301112863913,-0.00949760727962043,-0.01125664923545036,-0.007541715567740111,-0.007562591398012618,-0.0030168958443054484,-0.00620490526930822,-0.010848288239038925,-0.00892384203842372,-0.010285233225342187,-0.02271169168427367,-0.0011925041996448166,-0.02329913386343546,-0.011389246574240352,-0.005830321051024155,-0.013886460952230392,0.003132145670266236,-0.005139585927571468,-0.0068379395171538696,-0.005948857093326206,-0.01012643147273614,-0.006783646777247843,-0.01925693211836323,-0.03363074687808895,-0.018107995315977784,-0.012906431668222099,-0.00647366342181404,0.001162748144667912,-0.007600432761641967,-0.011433812256188398,-0.004560968527676187,-0.009158769662224274,-0.008488431554518236,-0.01998067708712492,-0.011513797228272045,-0.01079457493496579,-0.009508720069578275,-0.01712500711494855,-0.011857731987325624,-0.004764986782935819,-0.007585385169832533
9,-0.05733782075608916,-0.04243736167138079,-0.02305296806261825,-0.01543310642112908,-0.019691632529025165,-0.03198877471157164,-0.023904037639171084,0.08836896435678308,-0.020264688670480577,1.0,0.1064929758518201,-0.026944479402250785,-0.05972944712029229,-0.06732761526929262,-0.06981336448925993,-0.022879122191273395,0.7282781399238936,-0.02552660366228255,-0.08418336856431959,-0.0643357996945012,-0.04362274660919114,-0.10227469191116705,-0.08196161050285392,-0.018078084827267412,-0.02532537925370123,-0.03975402005963436,-0.0002564290225938212,-0.02658268294984302,-0.015954679142370788,-0.08017762996799589,-0.04904587904971407,-0.031755196233502,-0.055065613111835526,-0.022558573471636173,-0.08161306008696045,-0.04678398634515807,-0.030989599258588785,-0.03904363638077182,-0.009137163526065167,0.24820583373380048,-0.04438582552162602,-0.0377383202967114,-0.0448557849974172,-0.07876978058948839,-0.03965592932730347,-0.11368009124396927,-0.03965175116526226,-0.032331390999169984,-0.046189032413662,-0.05756840765784583,-0.02207630103510387,-0.028840306786981615,-0.014374542280770519,0.04329384689184282,-0.03978271038606625,-0.05393247421228316,-0.0590080584046951,0.23272397606068831,-0.0347947401183471,-0.02495584051466336,-0.0693514325829605,-0.03261066554226984,0.09475486186855252,-0.019839570953019144,0.0037278138995245885,-0.030040836442934593,-0.08597900830410667,-0.043144609586292015,-0.0445248492632971,-0.03530180555155177,0.1785975341615031,-0.028137255774575612,-0.02526600085931138,-0.029368788309206875
