,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0,-0.03416677922100679,-0.021658950401110995,-0.020916376702391503,-0.0695235786469288,-0.03662768140706573,-0.027646646578555922,-0.03304039295307053,-0.03839754478068151,0.06435838127783464,0.10660045670795094,-0.032155886763139734,-0.060306657593207566,-0.03648753167876481,-0.038600563011480044,0.00359931376679065,-0.049719616949156026,-0.03469697451830489,-0.06175706515642839,-0.01600262020492607,-0.030294034036907946,-0.0765695135646735,-0.0595755425309161,0.008964578544260075
1,-0.03416677922100679,1.0,-0.0181687083454875,-0.03988359508880765,-0.03923700323697541,0.10717392256042682,-0.024307579071648888,0.010447193093045157,0.06039709389157949,-0.03809837277778226,-0.04651480036539865,0.012827632173202881,0.010101196348080474,-0.026662591435309003,-0.01950387451939691,-0.039075683866771516,-0.034443191889098175,0.0003393899103454896,-0.04468452088150393,-0.03675645134549434,-0.02341358346206604,-0.05106123406015092,-0.043203583114032384,-0.017610328253707615
2,-0.021658950401110995,-0.0181687083454875,1.0,-0.011200605713352524,-0.030030436209300494,-0.01880338545886899,-0.013150177875116723,-0.007991499792638624,-0.01946386084611597,-0.03344911269700783,-0.0374336365142437,-0.017273849138571825,-0.03338736156965426,0.11033538494733613,-0.0023223530197903864,-0.02868263477872797,-0.029437496275036994,-0.020118296771874135,0.03434271080706643,0.006015892697013671,-0.03215747713747889,0.01677982799546804,-0.026194979020257338,-0.011022752856371727
3,-0.020916376702391503,-0.03988359508880765,-0.011200605713352524,1.0,-0.06205724714078155,-0.039865314838766125,-0.008261639041395243,-0.03451611102489893,-0.04186354865633699,-0.03903187329660638,-0.07424893883186369,-0.03730204988431794,-0.05970348969909994,-0.0028501043725895855,0.05136241462347936,-0.04610994117073493,-0.06322652797655409,-0.03955397090261195,-0.00863393005477477,0.06871635871747603,-0.058950016485205016,-0.062496067310936515,-0.021790702413128447,-0.020837044151404013
4,-0.0695235786469288,-0.03923700323697541,-0.030030436209300494,-0.06205724714078155,1.0,-0.035322816646585244,-0.029281718127579532,-0.024154776596107416,-0.046208920641138955,-0.08449778464200526,-0.09726747605458101,-0.040477728968996686,0.11957895713655174,-0.028142988677790248,-0.03790358654211569,-0.08172872393849245,-0.0759080578240811,-0.04767964620845905,0.15046210210255595,-0.07214209145200268,-0.08263037251643957,0.35064069928465336,0.17143914777456137,-0.035762924507969765
5,-0.03662768140706573,0.10717392256042682,-0.01880338545886899,-0.039865314838766125,-0.035322816646585244,1.0,-0.015899580942994426,0.002759338109797769,0.15878771671063324,-0.038824850491672905,-0.04889821412419674,-0.011128019679608678,-0.02150722070665334,-0.027192905796397014,-0.036991790254974746,-0.04161430026164859,-0.03670453086791496,-0.01542094858962112,-0.04569976354771754,-0.038096231191751144,0.029217705602689974,-0.04751506334265512,-0.04169196082363931,-0.018508538981944624
6,-0.027646646578555922,-0.024307579071648888,-0.013150177875116723,-0.008261639041395243,-0.029281718127579532,-0.015899580942994426,1.0,-0.03612695527390186,-0.029712114831774893,-0.046757126056112784,-0.05872088989162695,-0.004415895539612066,-0.006283755067428492,-0.027276890197814617,-0.03649191541914938,-0.04890497589585957,-0.046085937970513816,-0.005306903160624659,-0.02251542537088222,-0.040405275402501606,-0.027786275924604708,-0.03195806855952794,-0.007287108999409363,-0.01731899547916866
7,-0.03304039295307053,0.010447193093045157,-0.007991499792638624,-0.03451611102489893,-0.024154776596107416,0.002759338109797769,-0.03612695527390186,1.0,0.03071788808806086,-0.053116421921164676,-0.04355852551846247,-0.024816482639675237,0.012622072715883031,-0.033197470418605116,-0.026477675785595237,-0.0035007162037815546,-0.045490673015848415,-0.020007792040447198,-0.041533405977397096,-0.03613485549482705,0.055155371329464215,-0.0013662971811434742,-0.061936829553262115,-0.007653797314409786
8,-0.03839754478068151,0.06039709389157949,-0.01946386084611597,-0.04186354865633699,-0.046208920641138955,0.15878771671063324,-0.029712114831774893,0.03071788808806086,1.0,-0.044592442037411806,-0.050767804675584755,-0.007208040583140432,-0.032387286293076314,-0.028355946186926478,-0.03755717879813548,-0.038332627505324374,-0.03913881761393101,-0.016477644915316114,-0.047509243318856295,-0.03941516391227523,-0.0025319394866265715,-0.05527274513119421,-0.04783292056367027,-0.019276046751473687
9,0.06435838127783464,-0.03809837277778226,-0.03344911269700783,-0.03903187329660638,-0.08449778464200526,-0.038824850491672905,-0.046757126056112784,-0.053116421921164676,-0.044592442037411806,1.0,0.0733689596295153,-0.03897202850866239,-0.0768935642924309,-0.04890628130883268,-0.07421241951618039,-0.029173451851292727,0.14471522767275982,-0.029998441771108768,-0.08790071785701536,-0.0627756859633664,-0.04724334972279733,-0.10478609156988042,-0.0800092580993238,-0.024866014043707703
