,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,1.0,-0.0964595364106777,0.033014483477412836,-0.12340615774325457,-0.0729161368161938,-0.10772925963126315,0.024941766129904074,-0.07721700779358964,-0.07553359083141435,-0.1637787587733589,-0.1432946735298294,0.03096014871733446,-0.08616340399555739,0.07471273848046493,0.02201573671016943,-0.07083912247027997,-0.13032686547589814,-0.11071971137628198,0.02605253127334267,0.0564631854236854,-0.025350567341477573,-0.034555116171950395,-0.009127515024614256,-0.04274010120034619,-0.07306495318224457,-0.07352539920505657,-0.07082668172679515,-0.04908698409943196
1,-0.0964595364106777,1.0,-0.029341063191430018,0.09172019195615395,-0.056881426358096315,0.12561966392593304,-0.08431338085547989,0.04028343967292557,0.061612591674631165,-0.06418639318508423,-0.0701132645068429,-0.04890542306251851,0.03188237034147477,-0.03950406358658623,-0.02334198369117875,-0.054590400534707845,-0.051263251030884534,0.016986292619102304,-0.05296380957724081,-0.05249700090349301,-0.02837794445271726,-0.07660729746913816,-0.0599880960016903,-0.03942982841690261,-0.030256239557155132,0.003444448299925997,-0.04938533895944853,-0.026755743341208782
2,0.033014483477412836,-0.029341063191430018,1.0,-0.05181097603621725,-0.04888560821226022,-0.036143153293212195,-0.02848097301960876,-0.02749451684975715,-0.025198587858966774,-0.05203996381071263,-0.04964629471425834,-0.02050489529542006,-0.03653541439929578,0.15361781863003665,-0.01015658876337755,-0.036914227405969086,-0.03911136280663421,-0.0344913421427971,0.01971338429628417,0.006499235649351141,-0.028016818428417557,-0.0013151895954070097,-0.03501069117381679,-0.026326173087458344,-0.031333014827079175,-0.0229557670620491,-0.03591809274127036,-0.030647444385413426
3,-0.12340615774325457,0.09172019195615395,-0.05181097603621725,1.0,-0.09006763020927822,0.07550571462060873,0.015084674197634724,0.07785253268149052,0.06503227755090134,-0.07236198291352479,-0.10985424306050587,-0.0642731642609442,-0.007770907243121768,-0.06973350463399516,-0.05709221734826093,-0.07422581378367578,-0.09283647033294304,0.09089377213283253,-0.0840829707535526,-0.0790687722388975,-0.02254419998713035,-0.11423554912933104,-0.09601420468771305,-0.03642674971819554,-0.004805317692753074,0.08217743695578017,-0.03202696463607744,0.0321275648935649
4,-0.0729161368161938,-0.056881426358096315,-0.04888560821226022,-0.09006763020927822,1.0,-0.05933208507989039,-0.08446056846242979,-0.0765156623605123,-0.06241924194497357,-0.13233510009278737,-0.13702528039273598,-0.06830903662481125,0.03884123894564907,-0.060580286712222986,-0.044500793816295584,-0.10712518881849162,-0.1008874627156637,-0.07712609075693025,0.09657496710875407,-0.09626476153102032,-0.09786636950252045,0.33867762265861534,0.17782837565395782,-0.07870043089705137,-0.024087504159182302,-0.05328626377895639,-0.09627624858398984,-0.07002725291341176
5,-0.10772925963126315,0.12561966392593304,-0.036143153293212195,0.07550571462060873,-0.05933208507989039,1.0,-0.03284573624330959,0.007708220010752066,0.12197821831653696,-0.06610664440900627,-0.0904942146796324,-0.058792060541406704,-0.01655907256514801,-0.047894632602451595,-0.03672385152497469,-0.06752563048105932,-0.06076354253157369,-0.019690481685814713,-0.06683917629246074,-0.06471135520070645,-0.06056957501923469,-0.08182501720969651,-0.0660566663714523,-0.04878936528864122,-0.0006731562818847979,-0.014453319297694448,-0.06339154156887164,0.084957359194453
6,0.024941766129904074,-0.08431338085547989,-0.02848097301960876,0.015084674197634724,-0.08446056846242979,-0.03284573624330959,1.0,-0.10899392962069557,-0.10209922168588689,-0.09456511229170506,-0.16513647164312725,0.028868431636002164,-0.0538192197135736,-0.07089401460150749,-0.031941564656040686,-0.11462020418374279,-0.160277278760445,-0.01564727380035656,-0.07879862803345472,-0.05611225021233779,0.01958518504882094,-0.13053497587816584,-0.06555496909552963,-0.022530541275672472,0.08570422870078498,-0.056473088090969445,0.062437989933412645,-0.02093801134926098
7,-0.07721700779358964,0.04028343967292557,-0.02749451684975715,0.07785253268149052,-0.0765156623605123,0.007708220010752066,-0.10899392962069557,1.0,0.069140554113119,-0.09060006024001918,-0.05681077208712955,-0.05859524230811726,-0.003279910981809786,-0.05313231430605924,-0.04583728376964802,-0.00758364500812655,-0.07007634046658404,-0.03474946569959042,-0.07014145882648146,-0.05153585047922144,0.014624229185426134,-0.08505922686454548,-0.08834613212809575,0.015514285959051776,-0.05140330699813458,-0.03953606725438835,-0.06401337654482513,0.08782574749353904
8,-0.07553359083141435,0.061612591674631165,-0.025198587858966774,0.06503227755090134,-0.06241924194497357,0.12197821831653696,-0.10209922168588689,0.069140554113119,1.0,-0.06379830685227246,-0.06414054290952545,-0.04114457202666062,-0.024672743268653596,-0.035086557839449584,-0.03272553070172368,-0.04799105859714396,-0.047328081664414275,-0.02659894538182487,-0.04839563057847874,-0.046771899160711464,-0.03702805493042819,-0.0727434069952204,-0.05637023671763275,-0.037598949546318455,-0.034978213139123186,-0.011816829622787895,-0.04747349144707147,-0.015491876411963226
9,-0.1637787587733589,-0.06418639318508423,-0.05203996381071263,-0.07236198291352479,-0.13233510009278737,-0.06610664440900627,-0.09456511229170506,-0.09060006024001918,-0.06379830685227246,1.0,0.20169979033069413,-0.06639720446010244,-0.08718740206328474,-0.06527000136483603,-0.08886265123607207,-0.008852798678923022,0.1547664187538705,-0.054591025299578266,-0.10918232848098453,-0.08168618371839517,0.03912150969999331,-0.17011110034996918,-0.10975205199820282,-0.04128646654326425,-0.06559275854606707,-0.05509582817663412,0.07330849433203737,-0.03416908020981831
10,-0.1432946735298294,-0.0701132645068429,-0.04964629471425834,-0.10985424306050587,-0.13702528039273598,-0.0904942146796324,-0.16513647164312725,-0.05681077208712955,-0.06414054290952545,0.20169979033069413,1.0,-0.07856589099847736,-0.09165384245026158,-0.058683389685454106,-0.0833639700308572,0.11904061360437584,0.2046178048236208,-0.07802244004959977,-0.10961036285200187,-0.08185650863281317,0.009207431296883482,-0.17477382407506317,-0.11524606428539667,0.02595135755268286,-0.07720220628454746,-0.05619869093983078,0.06370952880468682,-0.057377464191600155
