,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,1.0,-0.012745521018434715,0.04945265916738345,-0.02455677592650207,-0.06920369574674184,-0.035488771165186665,-0.01680302671514894,-0.01443661926905234,-0.017121885073578015,-0.061066888842440104,-0.01190998258596022,0.06991925941823893,-0.049495190475214154,-0.022755820177137072,0.08914252495154182,0.03352683690091886,-0.05869985675146294,-0.046307054618839744,-0.03509868176492306,0.2971333738109544,-0.036758031273131916,-0.07467104539675054,-0.06145907250511465,-0.00019207928340933024,-0.0028201757702112293,-0.03326396224949695,-0.025300330829279027,-0.041053690506358015,-0.01804152316386644,0.02638272683883099,-0.034079980225718245,-0.03611439017631273,-0.01600835490003371,-0.020350409427769903,-0.06955212428922238,-0.035005289303072146,-0.026473073719284132,-0.034254334878522384,-0.01047573632241895,0.0441746918747606,0.020141250973327456,-0.03171108544328727,0.03927079939817604,-0.0833385470104668,-0.03630982947162565,-0.013178691908514102,-0.0677202234603849,0.005879687520128121,0.0259746483989109,-0.008299588637709706,-0.019519307029264462
1,-0.012745521018434715,1.0,-0.015185817293014317,-0.009388749979470198,-0.02590779685844121,-0.014723264796694752,-0.004418810752857368,0.07096020704507502,-0.00758406015217996,-0.02305803279343302,-0.010778004584025341,-0.015052091792549238,-0.015595045787640548,-0.011272967168596167,-0.019832109720723076,-0.023735549137677378,-0.02445804558509189,-0.019685704841656188,0.009427213762309901,-0.03172562023172357,-0.014725712884466814,-0.012262698394899475,0.021274656295074988,-0.009424798270949011,-0.008787856156992995,-0.011557629461474435,-0.009313366859374977,-0.015947995448644156,-0.007524306835162289,-0.013009710374472468,-0.019949011928881356,-0.01369906446120138,-0.0008488445872528315,-0.008458339137717905,-0.01988443974150588,-0.014632185010032515,-0.006026704795494971,-0.013546599031443902,-0.004472323318744813,0.019944786286061347,-0.014074410825346096,-0.009367772606484987,-0.015574884190591751,0.06101070989903097,-0.013088095277631056,-0.003503705840903982,-0.030570271289968573,-0.010998906337787398,0.006992396409972842,-0.011813494911860508,-0.005707501022013166
2,0.04945265916738345,-0.015185817293014317,1.0,-0.013759783402096971,-0.03703060003673019,-0.02643447622441832,-0.008779048611362259,-0.020019189454019343,-0.012988878428149227,-0.04536024119009889,-0.010964406381998493,0.03596210028543011,-0.0348916083166773,-0.020790808375939576,-0.0033415694455744783,-0.026812981548794714,-0.04280259392819137,-0.03548546300703451,0.08116183451364706,0.11315281184481349,-0.026885061890154393,0.017841685713435536,-0.02780971304524578,-0.009888325752108719,-0.011408551507523202,-0.024415499734641098,-0.01949727143927407,-0.03138767679439187,-0.013452419425129848,0.1079337991645157,-0.02650134123002987,-0.026126427294952015,-0.01374829348169916,-0.015238787374583038,-0.04735552892173096,-0.026816069274149475,-0.01816061451174463,-0.024998234175234328,-0.0077142693809034435,-0.010433926204510125,0.06512490363935787,-0.021404985322901166,0.15712951163287006,-0.05872668009221377,-0.025802812732862265,-0.009245609970168664,-0.05086164296824915,0.17033185746743165,-0.031137063341895626,-0.005487714529910166,-0.010601833300622166
3,-0.02455677592650207,-0.009388749979470198,-0.013759783402096971,1.0,0.06378240492749868,-0.01505922094963745,-0.005822207351167611,-0.019406007940274236,-0.007516641773999145,-0.02850448180379585,-0.0212257032785951,-0.020217105205386256,-0.008138426545591125,-0.011442456912418311,-0.019871120292712707,-0.025035616042554464,-0.02530330682287324,-0.02216729454355898,0.013381797312576986,-0.032237034315219903,-0.015400666189706019,0.09417295773107254,0.05088071352152377,-0.010777985181372643,-0.00717167376221673,-0.014027156976122578,-0.01136632576323868,-0.017414821791865834,-0.007743517131544356,0.0010176393650665949,-0.020232141257368143,-0.015289297115814934,0.03267092102451806,-0.00866421637404477,0.01099256088495764,-0.01482479342990402,-0.006165814574471107,-0.014375106437662575,-0.004427518684503729,-0.018357877434859643,-0.015792662515135156,-0.0018853241358167045,-0.014668608473446802,0.008795712481456781,-0.010803063363801303,-0.011008605562158578,-0.03170286749585981,-0.011151269380721982,-0.02893434190504706,-0.020356246873099462,0.03240287618339949
4,-0.06920369574674184,-0.02590779685844121,-0.03703060003673019,0.06378240492749868,1.0,-0.0395313216935954,-0.010658844208522197,-0.056601743775074015,-0.021522270127677795,-0.08256200767326836,-0.057360889912659606,-0.05278144665194082,0.09031902831552639,-0.03125098140701172,-0.030370049747567223,-0.0725035452105123,-0.0730475821021955,-0.0322129818253766,0.161192325831989,-0.04293734089479663,-0.04280370554249071,0.36617260295554277,0.17044594500306773,-0.03151048842544667,-0.003569024532946626,-0.040549658507154175,-0.03311439425419527,-0.04719145649155508,-0.021661443026799062,0.08424688326148744,-0.02312580531923092,-0.044046872129918854,-0.03599458465936792,-0.025082713161072773,0.1683783116657216,-0.042787632705629006,-0.020404547265400235,-0.038860200391163696,-0.01265976833968825,-0.022835183254598043,-0.024081501296088003,-0.011761139459113591,-0.026835735539598688,-0.015966374388188917,-0.034069494988491086,-0.03156670413789935,-0.09240419805780997,-0.029395155177600177,-0.07858601792691303,0.0009177492798563853,0.036915169594179995
5,-0.035488771165186665,-0.014723264796694752,-0.02643447622441832,-0.01505922094963745,-0.0395313216935954,1.0,-0.013319038438871958,-0.028456397034482682,0.016037353164301223,-0.04049911106085796,-0.03140827997971398,-0.03232011247732355,-0.022207400010239846,-0.01328027804624531,-0.024463225951620936,-0.0284201425538622,-0.03503006192589783,0.14304958864262535,-0.040477500894471524,-0.04893443959575136,0.027668685403824476,-0.044958599454613654,-0.04259667599207785,-0.013960428970522342,-0.013449699011980485,-0.01794804092803065,-0.0006927164504132604,0.023996081050181885,0.07834002469976378,-0.04002869631999215,0.10162823157639785,-0.013401476947548167,-0.039720495013135466,0.01863417699829758,0.0979497730581973,-0.012682645081128636,-0.016085532769850593,0.07476950463123908,-0.005557460720529765,-0.0012291521844968677,-0.023299821730847985,-0.018743258608291617,-0.023180375896599152,-0.04728079018518366,0.1345694062301274,-0.015585215026319743,-0.041912973820864854,-0.01629514929606052,-0.034853482159925384,-0.03131154615138977,-0.012174445396608322
6,-0.01680302671514894,-0.004418810752857368,-0.008779048611362259,-0.005822207351167611,-0.010658844208522197,-0.013319038438871958,1.0,-0.013400436895692574,-0.006855343430201315,-0.024875324922696063,-0.0020466986517550636,0.022231959600129823,-0.01267461662195009,-0.010807456083620375,-0.00037736003411628985,-0.021632332847984763,-0.02254686924641345,-0.017012583921742392,0.0002981460124272563,0.03382965208306215,-0.014063144314338333,-0.016170305199815306,0.012507841252181417,-0.008216381112356688,0.03568651791209593,-0.01200175865864837,-0.009733481944688326,-0.014115737758897504,-0.0068664712512779,-0.0004960126145702758,-0.008878839988666603,-0.013109855658840566,0.03597328785043539,-0.007868358444100531,-0.013680071357084581,-0.01396576354831902,-0.008455382845062542,-0.012430448771318915,-0.0040898003900301,-0.007902399070359034,-0.009011510762019835,-0.008417196663767324,-0.0125622647167884,-0.02085993039918227,-0.013443894868680663,-0.009581245269219262,-0.027780235878856085,-0.007956842655099387,-0.010315338721467822,-0.015083948814959265,-0.006530912374169785
7,-0.01443661926905234,0.07096020704507502,-0.020019189454019343,-0.019406007940274236,-0.056601743775074015,-0.028456397034482682,-0.013400436895692574,1.0,-0.014437797114778161,0.07679480655073281,0.04561659387928673,-0.018945817578375518,-0.03956900025088476,-0.022253913771525916,-0.032646337311452334,-0.005770548417494555,-0.038147684134574936,-0.025711208396807378,-0.051416878500296,-0.05277152091943725,-0.029631218155271324,-0.06412609082661865,-0.04980880761799424,0.008343411350391539,-0.014949381573356851,-0.02644663352634601,0.01085753388582578,-0.033788386929866326,-0.01444319915821679,-0.04962503525042888,-0.028959756613565018,-0.027316690184274302,-0.0021790083747906656,-0.016640577190249983,-0.05413250674718692,-0.027496709820085848,-0.021428162123018943,-0.026855628798909733,-0.008518278030471503,0.03429442805981908,-0.020415450484942338,-0.02392846312217516,-0.028053240261956363,-0.047663784994735295,-0.02929467316812067,0.025553896216422005,0.10935455555625892,-0.020522637090202054,0.11661773663374797,-0.040202356375972234,-0.013454522888294128
8,-0.017121885073578015,-0.00758406015217996,-0.012988878428149227,-0.007516641773999145,-0.021522270127677795,0.016037353164301223,-0.006855343430201315,-0.014437797114778161,1.0,-0.020617048962359462,-0.015803238324593766,-0.015929409018149262,-0.013896181035653238,-0.007215005983348448,-0.005216029493095646,-0.017961602448999213,-0.018168024281341115,-0.004777432625434984,-0.02044047293504362,-0.02575297222154921,0.09750357418625841,-0.02359776054429217,-0.021797210546232328,-0.007792721156466857,-0.006752187726631419,-0.010081876301289323,-0.006303742723098731,-0.008966229975898013,-0.0014512468391476793,-0.01883632243471168,0.026564420452533412,-0.00860871388798471,-0.0203803461966175,-0.006205090849422454,-0.007907944744457468,-0.010950641015384226,-0.008411333066818776,-0.0035786305414288854,-0.0032052827269806908,-0.009415622475062802,-0.01159887060894741,-0.009822389778273606,-0.01097219421318672,-0.02997227075073285,0.0017731218390742802,-0.007945568674741211,-0.022917735475983518,-0.00627558296756268,-0.015385610422829064,-0.0032976708457832142,-0.0058866737748373334
9,-0.061066888842440104,-0.02305803279343302,-0.04536024119009889,-0.02850448180379585,-0.08256200767326836,-0.04049911106085796,-0.024875324922696063,0.07679480655073281,-0.020617048962359462,1.0,-0.015508713578933736,-0.027534648253676776,-0.0577555634454167,-0.03012549761209897,-0.06690223749928015,-0.022825514457159777,0.16626633999995027,-0.046300323650071806,-0.0806997671622986,-0.1113978178847295,-0.04275096557096581,-0.09894893078591038,-0.07882721255658752,-0.02097101365108816,-0.025313955857854405,-0.03834538262647998,0.19167251940259744,-0.030811008464645497,-0.02058147680444386,-0.07819406643109603,-0.04855273080820646,-0.02824751814776967,-0.058526419773978634,-0.023550789496219672,-0.07907725535543017,-0.01663618481197466,-0.031106242551141444,-0.038621590460628956,-0.0084158932071767,-0.039503862287379427,-0.042974568961891106,-0.03727101016240944,-0.04308775799841129,-0.08265114047150897,-0.03892284338779026,0.001700538616394558,0.09935609425931896,-0.030544839521542248,-0.04341802574940523,-0.07114339207026842,-0.021676867615861566
