,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1.0,-0.01310552653119346,-0.033890076476736065,-0.041543485105934516,-0.06325848608366273,-0.024438552730582867,-0.011341133207186698,-0.0312900020205891,-0.014778948534464917,-0.04522796353356179,-0.024467708322650224,-0.039639140008149304,-0.04014950139092019,-0.02868082347257376,-0.018273851064478652,0.14494370437110388,-0.04979561424406007,-0.0055511314083723385,-0.058452370404275145,0.01563273745946373,-0.028716624185348972,-0.07001724549364718,-0.05907615607566266,0.16158386417724172,-0.01668855165389837,-0.02975909798719494,-0.016506964407346496,0.005924678402952879,0.09224136814162162,-0.05672179140732176,0.05937451444850726,-0.013054198103874256,-0.03699452280951537,-0.0030601152889118636,-0.05239700879294197,0.03238256868016362,-0.021521993347120995,-0.028765591895792274,-0.008133972836088297,-0.018520329132896883,-0.03356406687240271,-0.027581544028285283,-0.07244226094513909,-0.025442979236740573,-0.027906551431139813,0.01829784869375838,0.00828237764471782,-0.021377656713885633,0.058585943307369714,-0.025663068484884484,-0.017449332681519616,-0.02091969598814667,-0.03391565561167126,-0.021480189605122907,-0.00411065889029546,-0.04410415630302367,-0.01645144916528057,-0.00656371339547485,-0.01250479452368539,-0.01856366849801762
1,-0.01310552653119346,1.0,-0.016527222694363596,-0.019893406086198308,-0.022368529878691524,0.17491583529337995,-0.005486874607129472,-0.01843455903814918,0.002957403689580632,-0.026634654357020816,-0.017936997586068662,-0.019342050394613446,-0.00757179922322006,-0.015743389550015332,-0.009769856548906171,-0.014539549105350488,-0.023911362749041456,0.10673573623303037,-0.024049939897519777,-0.02356569007517735,-3.256350648351571e-05,-0.02216816817446937,-0.028518383228693683,-0.008466959261405147,-0.008972117944005563,-0.010126423485434709,-0.009435707486523854,0.05696682597512919,-0.0020418520994494446,-0.024630518277968354,0.07233614421485968,-0.005730597264252064,-0.020465005435706368,0.0011927816687013326,0.053798463817033335,-0.0009032052678101836,-0.010079154060014188,0.0053760272258448465,-0.002947963785646212,-0.005460328172870096,-0.015647444285244626,-0.011694129662797436,-0.03610597473939414,-0.026046108896900698,0.08573406877582813,-0.01795721949063454,-0.02707765641748127,-0.011147784959947827,-0.013829336009495695,-0.009277141716180087,-0.006631766114948927,-0.009775365143596518,-0.013051688699922383,-0.018602972663282646,-0.0004429731793526917,-0.02110857656895456,-0.006894875828060999,-0.006123498397928058,0.013446018275222406,-0.008909374907660986
2,-0.033890076476736065,-0.016527222694363596,1.0,0.03283070730240052,-0.03497877619445086,-0.023752942485424533,0.0077634606789359776,-0.02324472941886538,-0.011738331935591841,-0.04550754146544788,-0.011659062876929782,0.03376306831249603,-0.0326603862072929,0.1587978532766932,-0.002216760604272865,-0.02245767274072125,-0.04052525664720294,-0.033216445222244276,0.07955982922002182,0.05175076628828422,-0.02518893641160551,0.01919572698920445,-0.02619418467202175,-0.009162791214354867,-0.011065274648896095,-0.02302031600879729,-0.011344385633167666,-0.029465547002605914,-0.01744615154656451,0.10661344572002944,-0.024279838413846132,-0.02475591757142494,-0.011332407345077546,-0.013625498535281834,-0.0455654563317673,-0.031253043626538836,-0.016555929912780237,-0.023334933767178385,-0.007179860114141326,-0.018399676385048643,0.0659732501140666,-0.02038992029934368,-0.03735541217125839,-0.04715466729519517,-0.02416255906467823,0.12206781798129022,-0.04742888857969704,0.17613946014148815,-0.032866473850942234,-0.012932879170680627,-0.010052416755573612,-0.012110033164846368,0.031469603294833205,-0.01864475604805313,-0.009939586045269793,-0.043777132641178246,-0.00886588384999155,-0.022867862522901926,-0.011543224226527114,-0.01502404845384347
3,-0.041543485105934516,-0.019893406086198308,0.03283070730240052,1.0,-0.05107799003677803,-0.02921266806737948,-0.006876491076174447,-0.01704917374077973,-0.014233970834504901,-0.016999677597423414,0.0002001683767727429,0.6834455627289555,-0.030887686616653223,-0.003280916305905662,0.05147765740352602,-0.03743587984242664,-0.048832958541319124,-0.033718710216745135,-0.005312495605106314,0.06465058217579282,-0.030426935361588213,-0.05471752515365742,-0.009971279782064952,-0.017789654212562202,0.017550770578567187,-0.028869728999599182,-0.01802972751609285,-0.03471980164186977,-0.02132725108799366,-0.01303526870224051,-0.021883633986547375,-0.029954406131343536,0.038874324896231355,-0.017201984873580205,-0.048610869285551875,-0.04060048378291829,-0.0011775358193761177,-0.029120538274017765,-0.009191799313495695,-0.006262488149716276,0.0549395783677456,-0.02472040160490559,0.0417854556768391,-0.04189624409510519,-0.030345144979473646,0.0639262433894253,-0.05595866748125727,-0.01439584756480763,-0.005875183194078291,-0.03534410215103532,-0.015408434724118132,-0.01880474655323211,-0.017061179981102747,-0.023818422924380682,-0.015547253256113737,-0.015807271973407915,-0.0008691845956563362,-0.028399735353077278,-0.014428574270661186,-0.014582008496979352
4,-0.06325848608366273,-0.022368529878691524,-0.03497877619445086,-0.05107799003677803,1.0,-0.038812689217276305,0.0014255471999842905,-0.05548440548066199,-0.0206000228173086,-0.08232876868389591,-0.052220005011037574,-0.04531208681913898,0.09113495654865215,-0.026661578863595145,-0.030147505058904338,-0.070863400970918,-0.0727512610522553,-0.03105865758234578,0.16706733131030838,-0.06895873473092921,-0.042625540260096836,0.3691197928563079,0.17014864715798977,-0.029980081403632713,-0.003409221452062528,-0.040453189198979014,-0.02918054362015192,-0.04677132153338229,-0.02713292955479588,0.08451269047295194,-0.022294121444496176,-0.04360048480289153,-0.032922893299267134,-0.024244856650418607,0.16891605087548378,-0.015958495691185185,-0.021284590923598384,-0.03841935836187206,-0.012611275209929326,-0.03285492330246704,-0.02403797321237363,-0.011353618040540987,-0.0572308646214023,0.029343846774865262,-0.03388570486404524,-0.041238649719477286,-0.09156612981342874,-0.02923455077059129,-0.07771863511321027,-0.016809584905989265,0.03735818540784453,0.06465934555460445,0.07299653194645703,-0.05516243915342843,-0.019624544086649404,-0.027510721914553234,-0.009291842903494746,-0.04075587560889144,-0.02004808100034253,-0.0241734029402675
5,-0.024438552730582867,0.17491583529337995,-0.023752942485424533,-0.02921266806737948,-0.038812689217276305,1.0,-0.007801543697883134,-0.0265238672303283,0.012793355285050406,-0.03910968328188264,-0.02562384378325426,-0.028272412567121367,-0.02400388991955739,-0.022047100305023475,-0.026872608617722917,-0.030176300814650128,-0.033448646384168224,0.13974235381850786,-0.039780122011415814,-0.03409279979976389,0.043064747529828334,-0.0467643708419663,-0.04072278051823258,-0.013689266487767098,-0.012747403363178256,-0.018161807818662654,-0.013880260396299332,-0.005418064523694595,-0.012082418625467587,-0.03854157525613611,0.09025463832651386,-0.0153791809560944,-0.03576080335936459,0.020382156990599296,0.09689862821223391,-0.008417995906136733,-0.01505064300865662,0.1159386778899004,-0.005921097664417202,0.002699720172098666,-0.02219494689949867,-0.01782675445973895,-0.06994974163425707,-0.045507588636194245,0.12277840646209298,-0.05671506065413959,-0.04206455619145419,-0.015454789503496148,-0.034470218807106406,-0.029206176350939306,-0.011564448310538862,-0.013860686651097257,-0.02999306853752757,-0.028096054277903904,-0.00031373338973733557,-0.02341659704263746,-0.010585882002409903,-0.012691833924422486,0.08885544765412424,-0.013020040794252546
6,-0.011341133207186698,-0.005486874607129472,0.0077634606789359776,-0.006876491076174447,0.0014255471999842905,-0.007801543697883134,1.0,-0.0060667196766788865,-0.003870250732584434,-0.01505747137589614,-0.008478376690985891,-0.00585042904233936,-0.010484711901608136,-0.0011687020684685617,-0.005736590653480118,-0.013075706862041155,-0.013413219607070107,-0.011101447609783096,0.11534886467112154,-0.008869453821336163,-0.0084076212860233,0.004167928944049453,0.0034408808188245094,-0.002827910503617328,-0.003358636114739618,-0.007656520072697457,-0.005416904082225284,-0.009853423941776344,-0.005693784970422814,0.009022738904121063,-0.010477949973371514,-0.007967351068265871,0.007643500899111168,-0.004511944194252109,-0.007798588331540039,-0.010996913241663296,-0.004946288691988376,-0.007715051476600568,-0.0023424777452027068,-0.006124440209950864,-0.0010869819245988765,-0.007048047164621629,-0.008116480322053416,0.013644148711513305,-0.00800899976124328,-0.0023094172447905067,-0.016697620201749135,0.0052802151682685445,-0.013970099544173161,-0.004936287881665805,0.0028947596369043845,-0.003115297125140261,-0.0004307590932532807,-0.009677248332095299,-0.007142658232261439,-0.012478335574786234,-0.001963519704056979,-0.007653522888465272,-0.003822932126567615,-0.003844865469265258
7,-0.0312900020205891,-0.01843455903814918,-0.02324472941886538,-0.01704917374077973,-0.05548440548066199,-0.0265238672303283,-0.0060667196766788865,1.0,-0.01355232760187599,0.07480080189222868,0.042085925874817964,-0.018513526513512783,-0.03845405627590287,-0.027213312441460843,-0.03258824208845418,-0.001831514233943573,-0.036716833845713184,-0.022420778661929392,-0.050305835867770966,-0.014401551477200406,-0.028742831776995652,-0.061825623986256004,-0.048537113749206454,0.009432719214663252,-0.014315752897043683,-0.025840869536576706,0.008248117467135689,-0.03282857979591026,-0.019373429167004363,-0.04839257558102953,-0.027650811382247932,-0.026833864104112835,-0.0013789267522768493,-0.015137828466572177,-0.053215591466690235,-0.03444826730212819,-0.020087013926955975,-0.02571124837229824,-0.008222676701688565,0.011502392707205917,-0.019798450920784312,-0.023743694307241867,0.034862552659822674,-0.06032815574882491,-0.028525144501260806,-0.04999819235014394,0.11643522644019906,-0.020042966347099192,0.10906886339665023,-0.03559633613694601,-0.013695484725324983,-0.018347045411016324,-0.03330489777929849,0.26427238173875023,0.029463882042131878,-0.028931291964958035,-0.011931494245459615,-0.023695646349923973,-0.012881184863738411,0.06527817148874811
8,-0.014778948534464917,0.002957403689580632,-0.011738331935591841,-0.014233970834504901,-0.0206000228173086,0.012793355285050406,-0.003870250732584434,-0.01355232760187599,1.0,-0.01994751688860881,-0.013043610332920957,-0.014261746251320345,-0.013225761809164953,-0.01065099777205951,-0.004593781601999695,-0.017091086194769886,-0.017599830571729213,-0.008686517914617628,-0.019511222983959534,-0.016595082489977066,0.09386328487450792,-0.022690204563424334,-0.021024277044074873,-0.007192008845954232,-0.006412261041159449,-0.009688833875443607,-0.007054553909630392,-0.008563085016952552,-0.005978486276553899,-0.01814599045601729,0.024940825242476657,-0.008104539084060752,-0.017608278013816127,-0.005567466775906365,-0.008790082087150547,-0.011889987282423985,-0.007817340472954064,-0.005693751720341216,-0.0031012115766699097,-0.0064118111984479195,-0.011198538153018408,-0.009251454732727843,-0.035591507544347256,-0.024682851184483285,0.00018826554896493803,-0.024286847126441108,-0.022085220961277782,-0.0060739491696783655,-0.014345808592579262,0.002116448465011512,-0.0053880937302451005,-0.0070587056354205315,0.0005533175879894195,-0.014282161848888713,-0.00727115682297799,-0.020109865477779015,-0.005431189593205418,-0.009558660041285102,-0.0026323036519415415,-0.006690220373787244
9,-0.04522796353356179,-0.026634654357020816,-0.04550754146544788,-0.016999677597423414,-0.08232876868389591,-0.03910968328188264,-0.01505747137589614,0.07480080189222868,-0.01994751688860881,1.0,-0.013913033223535577,-0.03973896952919019,-0.05727569037251057,-0.04300603948690745,-0.06714157916013724,-0.021442392087309387,0.1696959438359192,-0.044821309291260894,-0.08050445831830481,-0.061696089811553306,-0.04264654952836006,-0.09809575068743014,-0.07870015328737592,-0.019449235744220823,-0.025030187934633078,-0.03838153539390739,-0.003527149574190945,-0.030626030557976892,-0.02743256708521241,-0.07718500686689331,-0.04814280430981556,-0.02801026976960069,-0.05515876877496067,-0.0223144361526168,-0.07881516481597664,-0.04493441599988807,-0.029957895679643246,-0.0380313421623778,-0.008364306931554658,0.19142788247228978,-0.04274034827861059,-0.03672439933366593,-0.07117064926720179,-0.08429582297191804,-0.038890695429691764,-0.10985037367944656,0.10821478620906655,-0.030569039787157453,-0.04588714754537825,-0.05652902594300835,-0.02140337792234532,-0.027673057678878062,-0.06629043788434394,0.11816983808704959,-0.040162611457144774,-0.05733456752925145,-0.021120318603954486,-0.012674988780054429,-0.0189433918717311,-0.024433184308033665
