,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1.0,-0.0318275538858071,0.014741405623038039,-0.016299064492016024,-0.06912395395249396,-0.03548297477515825,-0.0806348950266409,-0.014428442406062326,-0.017138181194298822,-0.06106458019645945,-0.011815990238082916,0.06998667027150314,-0.049141909497904285,0.04925117362013289,0.08936001001990224,0.033762490962514505,-0.0586878734703742,-0.04505486184278565,-0.03489398283903767,0.30031126663393826,-0.03684327504005908,-0.07398035917412873,-0.061264266433988794,-0.0001448415049051699,-0.0026209875699536077,-0.0332711685491692,-0.02530451782895704,-0.04097989066633982,-0.017695955198123958,0.025402777917999067,-0.034034805099988366,-0.03595676039095946,-0.01579360535796654,-0.01927972046405893,-0.0693987360380288,-0.012628419937105766,-0.02533071870942189,-0.03386101194805049,-0.02244371499977364,-0.04459318076760774,0.02015959033599795,-0.031315814733576613,0.039239186618372134,-0.0579054867348016,-0.03628031201361981,-0.013183013049964692,-0.06768853802793515,-0.006129284133285144,0.02608845689424856,-0.004594294765207595,-0.01938827725725297,-0.023702175231034347,-0.010453878538945909,0.04585798257334145
1,-0.0318275538858071,1.0,-0.012074194790735026,-0.012703697352394962,-0.04149723611041184,-0.01100736388679108,0.03631666689715311,-0.02472813212356858,-0.009975812434454182,-0.013411445804007266,-0.020736167220089564,-0.03080090566186534,-0.028807897166971866,-0.024375393441878383,-0.03297605577588632,-0.030072537465131832,-0.033933379383496935,0.002338665588759426,-0.03980384934035508,-0.054521549255276414,-0.01969795720666855,-0.04751038051004244,-0.03488834737273072,-0.011276213772588363,-0.01288000388193086,-0.019101220690638097,-0.01243425171643967,0.013701085859769488,-0.01013269502791955,-0.03834826493752384,-0.02505304950390438,0.042288332593493766,-0.028041138662494695,-0.0066925426563353325,-0.008585347646812225,-0.01390822263877126,-0.006761082100246045,-0.013818088592131676,-0.010237389479648232,0.07106752972494815,-0.021347749130442385,-0.01719094923557961,-0.020993862248752666,0.0602991803368656,0.02097034848453703,-0.014322654503098912,-0.03990003237113453,-0.013264010616907167,-0.03273542328182261,-0.03396693970951559,-0.011108292840319993,-0.013911845382279471,-0.006049133282782322,-0.022015628316988903
2,0.014741405623038039,-0.012074194790735026,1.0,-0.007472345289599032,-0.023241969473680502,-0.012594861887607691,-0.03275126652403103,-0.01619325126962591,-0.005314970470925854,-0.02359100402534678,-0.01741852995129257,-0.005478443557204473,-0.0171266785598517,0.15135218719406623,0.0008095790637992328,-0.02005610460371097,-0.020615303737331184,-0.018279784944123304,0.005439922763743351,0.02260488303310292,-0.012981841105989114,0.004221363247129758,-0.01891412870096308,-0.008350729007562228,-0.006583135709283166,-0.011699117444014152,-0.009397826352149951,-0.015177047462682365,-0.00627622994237209,0.13423094442806413,0.0065791546097705425,-0.012727717195043444,0.045793608443526215,-0.007073451369010735,-0.024834904829445087,-0.008662621288953972,-0.00917385873109625,-0.011905431318498912,-0.009743354851942585,-0.017199769380904107,-0.0098229094110175,-0.011284048516841179,0.0900567624627384,-0.025014156859498943,-0.012935851449737737,-0.008768888429486683,-0.025663819377135806,0.3442150738136364,-0.02364516598400477,0.01153712070759472,-0.006673104901993193,-0.00808832203786487,-0.0036914241064712238,-0.011914711930582307
3,-0.016299064492016024,-0.012703697352394962,-0.007472345289599032,1.0,-0.010552336932242185,-0.013016027762623028,-0.010202667221188266,-0.013229767279883863,-0.006705226131433961,-0.024449322982504074,-0.002198285403576381,0.022166790426014747,-0.012532862045416433,-0.008580622625595275,-0.00047264130046796755,-0.021093409375656333,-0.02207844153748252,-0.016322889312951082,-0.0001450831879747337,0.0336865082697619,-0.013815257243423786,-0.016010318448418118,0.012585039286870717,-0.008061691840816674,0.03562291532176944,-0.01180769207021731,-0.009549258115991215,-0.01381367297979606,-0.006599813952607875,-0.00016836690356098263,-0.008519072674408965,-0.012839324869888747,0.03612306041143608,-0.0074336686073244035,-0.013998352080394707,-0.004349069245396298,-0.008231008755420422,-0.012037025115984333,-0.010465953313562353,-0.01536251475688324,-0.00875592205708198,-0.008847854547258187,-0.012359004104965947,-0.01997983968474884,-0.013139363084454111,-0.00940229713309853,-0.02719207945681012,-0.007437131453347403,-0.009887399432426955,-0.015200973701111066,-0.006415303349786297,-0.005621086952984669,-0.003996598396404694,-0.007190921755550818
4,-0.06912395395249396,-0.04149723611041184,-0.023241969473680502,-0.010552336932242185,1.0,-0.03947182907516246,0.022767474834488217,-0.056545945998920474,-0.0215286607733794,-0.08248657339182887,-0.057162432408886174,-0.05271426802342145,0.09084013579667669,-0.03683347817778884,-0.030326017948041187,-0.0722829756786943,-0.07297082229425406,-0.031570440478453546,0.1616085558357514,-0.04335755836208956,-0.042881696707733334,0.36920938981702134,0.16998387527621495,-0.03144308750387039,-0.003553173627659306,-0.040581507511089285,-0.033091991173249485,-0.047191581732260235,-0.02157581155842587,0.08581380535177481,-0.023048405965740437,-0.04383683726016327,-0.03576053217131513,-0.024530874300655522,0.1686312554807477,-0.02578441316099941,-0.021275805797403662,-0.03869940636640261,-0.030933602824471038,-0.02133200044205785,-0.024025923261731977,-0.011657810634137736,-0.026795706730010832,-0.030131279431487253,-0.0340466344585088,-0.031566963548497556,-0.09231135654119452,-0.02489357203605174,-0.07835578444765876,0.0015494965660597607,0.036989061737683335,0.06382815161416804,-0.012665364788211952,-0.021513275047678904
5,-0.03548297477515825,-0.01100736388679108,-0.012594861887607691,-0.013016027762623028,-0.03947182907516246,1.0,-0.04883923951595527,-0.02845642615033781,0.015992699721363184,-0.040495594680420535,-0.03136814051531994,-0.03227733166896237,-0.022037373933280084,-0.026235382684205943,-0.024434062369653606,-0.02830797333909922,-0.03501920347757467,0.14625730441636914,-0.040378630398309634,-0.04847876767109749,0.027684267275665208,-0.04487385273241486,-0.042507336034347074,-0.01391723181361449,-0.013343521871265737,-0.017844688698095516,-0.0007212060930644887,0.024047735918951735,0.0788614767879543,-0.040078526026625205,0.10214709424790182,-0.01342590512582083,-0.0395704219423465,0.019375190155284144,0.09872618003563319,-0.014782568282414196,-0.015528222608146226,0.07500753342725755,-0.01284512237774569,-0.010392587669183299,-0.02329407689656535,-0.01846583913364136,-0.023182544580547502,-0.02753607281434979,0.13453395349140718,-0.015592159009013716,-0.04189281437467712,-0.01484565662713692,-0.03478632144026499,-0.029456923003846815,-0.012104164521588514,-0.014602669375228822,-0.005544323562101446,-0.0005190893602367856
6,-0.0806348950266409,0.03631666689715311,-0.03275126652403103,-0.010202667221188266,0.022767474834488217,-0.04883923951595527,1.0,-0.0566660114756749,-0.02769087040355306,-0.08574537435330193,-0.051713885726148066,-0.04209408907460355,-0.04154458982850362,-0.05070034690311845,-0.03812056844085231,-0.08367185527787502,-0.08958059390108826,-0.0436317955782097,0.010758969494698383,-0.06633111014479401,-0.05373909590489169,0.060061088937246335,0.05432148250603712,-0.031553556150166584,-0.010318583418600582,-0.04246965797455227,-0.03402988344105934,-0.01879801689656504,-0.028006128655296718,-0.043165032855723345,-0.05627925538844916,-0.03739173001177288,-0.014743446115103654,-0.016182022676422644,0.04508938072657862,0.008949533201770377,0.10191379767728694,-0.04775792255551692,-0.013313349869678175,-0.01671655950098324,-0.05620165013566569,0.005930575716109998,-0.05938387697674363,0.22648733387718303,-0.012374281791953688,-0.03644838819244636,-0.1106385049466116,-0.037623454529021015,-0.0817035249843977,-0.035829622669163924,-0.0016651782320738504,0.0440065941522307,-0.015775827308780032,-0.036857503474299225
7,-0.014428442406062326,-0.02472813212356858,-0.01619325126962591,-0.013229767279883863,-0.056545945998920474,-0.02845642615033781,-0.0566660114756749,1.0,-0.014452621600476251,0.07680119841204827,0.04570825883349044,-0.01891212688828021,-0.039290890939130976,-0.019576836413476344,-0.03259624247392051,-0.005556674952896207,-0.03813643243429654,-0.023122510205627438,-0.05137115550904854,-0.05222742918855434,-0.02969839558627404,-0.06402841736246838,-0.04970677569489054,0.008405357216433009,-0.014826707075797056,-0.02653160747136572,0.010860497196447685,-0.0337473166755013,-0.014146040210736337,-0.0496151124730516,-0.028871143197587688,-0.027203962926962658,-0.0019364613364533446,-0.015754306469050947,-0.05401771569813897,0.07150717564262263,-0.02056820666054926,-0.02651759823724078,-0.02189178985918175,-0.036190389944493806,-0.020409270636918914,-0.023774897580419403,-0.028065967903632708,-0.025668159265099397,-0.029270539282024145,0.02554889288697229,0.1093772464851313,-0.01816165496924671,0.11731669756899236,-0.03829780502411376,-0.013320431915845948,-0.018807861062404452,-0.008500507983943102,0.03588113293180383
8,-0.017138181194298822,-0.009975812434454182,-0.005314970470925854,-0.006705226131433961,-0.0215286607733794,0.015992699721363184,-0.02769087040355306,-0.014452621600476251,1.0,-0.020639585111052183,-0.0157878690974026,-0.015931267424425157,-0.013834470875179253,-0.012893474072689249,-0.005211286490636581,-0.01793617684853946,-0.01818580050921836,-0.004286858232672042,-0.020422464468250093,-0.02554414793292304,0.10492535790696758,-0.023594177274656875,-0.021779214396157615,-0.00778177532622613,-0.006706379389857517,-0.010087733023067657,-0.006318832343171738,-0.00882598590064266,-0.0013274548135969156,-0.01886205158806159,0.026597661324328482,-0.008555788610309345,-0.020289884333637292,-0.00586018630540361,-0.007864616414660965,-0.007556285194853642,-0.008075867094007084,-0.003469113098137827,-0.006990613612291649,-0.013600687434557477,-0.011613274639331213,-0.009692073125733445,-0.010969927581847647,-0.021397808425978063,0.0017449991941818881,-0.00796338952222156,-0.02293651469884169,-0.005433997101207191,-0.015280510598088836,-0.002146845556300672,-0.005857717121680589,-0.00727068899835851,-0.003201599387705555,-0.008977275790306495
9,-0.06106458019645945,-0.013411445804007266,-0.02359100402534678,-0.024449322982504074,-0.08248657339182887,-0.040495594680420535,-0.08574537435330193,0.07680119841204827,-0.020639585111052183,1.0,-0.01539466159192248,-0.027479192744928552,-0.057450703380246146,-0.04484013326258256,-0.0668696798898394,-0.022658222037316426,0.1662679500669517,-0.044771939611291126,-0.08062479190395469,-0.1107192111243873,-0.04285344394608932,-0.09884606020383263,-0.07870020977194854,-0.020913453359546547,-0.025128919397353008,-0.038359647581943906,0.19167235892469747,-0.030792144503583085,-0.020257425066468132,-0.07843359392164082,-0.048482050903073365,-0.028044531546290934,-0.05820219875057674,-0.022484777505864917,-0.07890657208616454,-0.022868089227269378,-0.029926077086152553,-0.038247062565379575,-0.029586676679914787,-0.046749228791001796,-0.04296526730684902,-0.03686393090074988,-0.04310014551752592,-0.05617187527206999,-0.038909223797302016,0.0016935718948482051,0.09937040079266643,-0.0278070167364086,-0.043194009917148016,-0.06760924175949451,-0.02154417941082038,-0.0276416445475026,-0.008392560050483966,-0.03790237561665159
