,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,1.0,-0.013079856481134619,-0.016714126156592984,-0.04133130425323417,-0.01643513329279077,-0.02436040225816291,-0.011325656012897463,-0.031246422980670027,-0.014755049059553693,-0.04233851450388773,-0.02425836939055314,-0.039771380011445166,-0.04008294293143168,-0.07213002901764282,-0.018209453999044972,0.14553215469989078,-0.049795566618193565,-0.005529329536282148,-0.0583866270016888,0.015760698414045357,-0.028667822423764085,-0.06988983642544772,-0.058960446173529635,0.1616057256431769,-0.016662228001117475,-0.02970370475118217,-0.016398897522746432,0.005859122517776363,0.09207143979174182,-0.05644355335835221,0.05939702052127821,-0.013038138561849023,-0.03702771370297553,-0.0030976726883174483,-0.05233522531589217,0.03239620789779557,-0.021482131832039203,-0.028684111591141502,-0.008128526890274221,-0.018475655391450147,-0.033507388900602536,-0.02753296861562528,-0.02863065934495267,-0.025428680380823125,-0.027836402915854958,0.018592963897100787,0.009257778989215606,-0.020958009111402096,0.05884193653887387,-0.025627047487560776,-0.017414394862659756,-0.020883730406260126,-0.033851960666130484,-0.03744117292335934,-0.004032873010806667,-0.04413884116284793,-0.02047016566485027,-0.006534978705190927,-0.0124754687379257,-0.01854680929593579,-0.03360494777676802,-0.06314032832016978
1,-0.013079856481134619,1.0,-0.008239370323956132,-0.019825027338939483,-0.006904611113129584,0.17492032417400147,-0.005486853859095447,-0.018407800098864217,0.0029555280084478763,-0.027414974103304686,-0.017820561802930932,-0.01942694022853003,-0.007576108245885208,-0.03616368441394293,-0.009772189601512226,-0.014534247191028436,-0.02391020109105436,0.10673736734692113,-0.024060208575548893,-0.023566588833596018,-3.471986208580661e-05,-0.022164981816049305,-0.028521006945628844,-0.008465987124583818,-0.008974341176617532,-0.010126556150691812,-0.009387182213419878,0.05696647849349967,-0.002045715571589083,-0.024549115826207352,0.07239416886889521,-0.005708598326114013,-0.02044714827733869,0.0012068400650992453,0.05379729834166652,-0.0008931364210826983,-0.010080749917794965,0.005376757071702002,-0.0029487102759450648,-0.00537365989994292,-0.015651026749907867,-0.011695844755908544,-0.01575229240805443,-0.02605296537415567,0.08572001642475129,-0.017901728067093926,-0.026740155026745285,-0.01128861791686895,-0.013813194319888896,-0.009258899114667478,-0.006630938914851125,-0.009776653866497112,-0.012884492938769887,-0.021194828043389603,-0.00042962654697128923,-0.02111326649548296,-0.01794363295749244,-0.006095180711792119,0.013445882450467506,-0.008908070176472887,-0.016424035743113498,-0.0223740220676797
2,-0.016714126156592984,-0.008239370323956132,1.0,-0.005630381895267512,-0.005961839605376305,-0.01160435584325789,0.0036424081467820125,-0.014963706054663437,-0.00487389515275413,-0.023577971181958778,-0.013409872943710367,-0.0025521403536540245,-0.01637388783308718,-0.04004273025086967,0.0076672156789496715,-0.01848653133427991,-0.019878843561436172,-0.01743090598561725,-0.0054870159008448445,0.01295498293444966,-0.012472856066430008,-0.0024572344600498853,-0.019164374432512045,-0.007737513385734327,-0.005963019610158933,-0.011291125703331743,-0.007510467864031123,-0.014432942855393226,-0.008400040131177684,0.11083866216181883,0.007205320010482102,-0.012141894791049608,0.01856614650977953,-0.00675374397102267,-0.023787084538608092,-0.015074650451235329,-0.00885153006792191,-0.011431952097548131,-0.0035642073387015974,-0.009054670703797021,-0.009313295807169676,-0.010803803338346242,0.07180753448005658,-0.028627669332291925,-0.01248215379591627,0.03082927872836572,-0.02424344486239743,0.5611486747434106,-0.017873102103784597,0.03644303985646028,-0.0047241484604682495,-0.007828015358324631,0.0002174310035619638,-0.017248599462969593,-0.0088236769657726,-0.023008742314580277,-0.015282463599308824,-0.01141604778681168,-0.005653264215549005,-0.007606836018109433,0.14869330417211293,-0.02128463289314026
3,-0.04133130425323417,-0.019825027338939483,-0.005630381895267512,1.0,-0.0016337198473555538,-0.02911792736234072,-0.00685072560146955,-0.0169040455585762,-0.014178943038246728,-0.016088418202461957,8.483217426582135e-05,0.6840087114208229,-0.03069717846315187,0.040100931245575275,0.05146783292879562,-0.03735354933253207,-0.048695530471446834,-0.03375749172713928,-0.0051323711836508724,0.06435845229971339,-0.03032079726280671,-0.05450674600442884,-0.009837886056378486,-0.017734433062611417,0.017373769259719698,-0.02877629437858105,-0.017896959287649693,-0.034594866922877096,-0.021262452044201574,-0.012912005497569585,-0.021762642974493398,-0.029895839711933214,0.03822757100662794,-0.017147222153727337,-0.04840683843461212,-0.04047265546747463,-0.0011028932778468867,-0.02902598450754664,-0.00916426132488174,-0.006495663766934623,0.055026305300999126,-0.02463467533442113,-0.0032638221835559764,-0.041662258032264976,-0.03024607357111899,0.06356785611378128,-0.055508355879136766,-0.01790464859903269,-0.005711157040408482,-0.03516426699489893,-0.01535612312060344,-0.01874120584797662,-0.01692525782456844,-0.024001233431353464,-0.015473917826241924,-0.015333878947741917,-0.022058584399459263,-0.02828538603061459,-0.014382415436895456,-0.014535431789617711,0.03289181943947762,-0.05094431479874184
4,-0.01643513329279077,-0.006904611113129584,-0.005961839605376305,-0.0016337198473555538,1.0,-0.010601257033953678,-0.0019591300283347884,-0.011927135720577436,-0.00543944341733045,-0.022025780045864647,-0.005342779812492543,0.05356709699341495,-0.011752304568954455,0.012398529874128891,-0.0006440165709404935,-0.017542500452731508,-0.01869155501197704,-0.014492545956001595,-0.000679998385096265,-0.014211893439484957,-0.011601364568104098,-0.014374174883196995,0.013347762665436821,-0.007023828728090604,0.03594251788977275,-0.010061365897517762,-0.00737329805299217,-0.01168084137587494,-0.007895665921391841,-0.0034459677209640618,-0.00608857649016749,-0.011189792647233878,0.03401068167886839,-0.006247803176951656,-0.012898874146636149,-0.013444991606924299,-0.0072492879124388555,-0.010291322720960512,-0.0033414561366281862,-0.00840165371310733,-0.007959531144500171,-0.008257998200930592,-0.011564145693840958,-0.015079250579144329,-0.011180878272744103,0.032521661997512254,-0.02255635734722919,-0.008283512421528475,-0.007488054199190132,-0.014770422011647369,-0.005908401384659715,-0.0035187870174124263,-0.008789886462960932,-0.01592478524220224,-0.00726006942946711,-0.019198917072196214,-0.012775771549726493,-0.010553478933450714,-0.005211802444865242,-0.005085938209798168,-0.008788978912940662,-0.009284065359453503
5,-0.02436040225816291,0.17492032417400147,-0.01160435584325789,-0.02911792736234072,-0.010601257033953678,1.0,-0.007799317712053056,-0.02647007417172477,0.012793075265682033,-0.040611096435872365,-0.025461892707567307,-0.02838704156717326,-0.024002067910928692,-0.07000024226801373,-0.026869668980509867,-0.030164103325404215,-0.03343074945799528,0.13974733471510292,-0.0397858479692858,-0.03408780537498006,0.0430688563479653,-0.0467490519842452,-0.04072131184753359,-0.013683562292923586,-0.012748121478652927,-0.018161207918401576,-0.013804512316411076,-0.005413620423185345,-0.012087131718044014,-0.0384461969660533,0.09027100032189889,-0.015383549605137076,-0.03572269008910313,0.020373205649037232,0.0968978374170212,-0.008412867463568289,-0.01504932957986906,0.11594493879251871,-0.005921420527248159,0.002987248233359885,-0.022195668777989244,-0.01782490889310013,-0.022056630906742154,-0.04550673622678619,0.12277746131395728,-0.05668697904316915,-0.04152238382585442,-0.015572336846725335,-0.03444597930881772,-0.029167800449368772,-0.011558529662751792,-0.013859966884166356,-0.02986560301336236,-0.029974378792263286,-0.0002884792378563526,-0.02340625006853453,-0.027291777155523257,-0.012622581440558762,0.08886296831533268,-0.01301629595144818,-0.023592031548156603,-0.03881013124425081
6,-0.011325656012897463,-0.005486853859095447,0.0036424081467820125,-0.00685072560146955,-0.0019591300283347884,-0.007799317712053056,1.0,-0.006047457140066001,-0.0038699754818246994,-0.015643897733482272,-0.008416238285467014,-0.00591642901345483,-0.010482230780810363,-0.00831231369079509,-0.005731004481589393,-0.013064951263719786,-0.013409692277738706,-0.011097781747453305,0.1140124719837389,-0.008863520302609165,-0.008406425366986162,0.004156826739722359,0.00344348916800199,-0.0028255324640164502,-0.003362320488562966,-0.007654861369678221,-0.005388993620153322,-0.009849319335908864,-0.005693169889671093,0.00886778387822186,-0.01048290337343313,-0.007963642291525175,0.007643973687400493,-0.004511225823925287,-0.007797659775043769,-0.01100332417239163,-0.004944025460011022,-0.0077129951129700424,-0.0023418909703133593,-0.006160384289319024,-0.0010940512239401073,-0.007044740048498439,-0.0011580182901863674,0.013643011792915641,-0.008006754554456375,-0.0023688069853330233,-0.01649693180532845,0.005334229991725354,-0.013957826863851209,-0.004939277397908725,0.0028969107065960208,-0.0031147296436897865,-0.00045316356170753,-0.011713835104340892,-0.007135602008581141,-0.012470800272630148,-0.009310501078122523,-0.007642228022975894,-0.0038217745376190365,-0.003839446790852047,0.007724045484346726,0.0014208820408528242
7,-0.031246422980670027,-0.018407800098864217,-0.014963706054663437,-0.0169040455585762,-0.011927135720577436,-0.02647007417172477,-0.006047457140066001,1.0,-0.013527901356542374,0.0877467663034514,0.0415451328041682,-0.0185301159839863,-0.038386527871176315,0.03754371250080533,-0.032507312383761526,-0.0018280106530103426,-0.03681444842299457,-0.022388548376590545,-0.05022205477057405,-0.014326828495814103,-0.02869241041560476,-0.06171853728382883,-0.04843758196235297,0.0093325991941432,-0.01428862619847844,-0.02579487503182915,0.007806365552606204,-0.03280713541990159,-0.01934658491848378,-0.048105287355223375,-0.02763203163800953,-0.026779721553403753,-0.0014348706541390244,-0.015115185130578343,-0.05312047916763983,-0.03442348147642607,-0.020049304713144894,-0.025665821658981375,-0.008209974303693014,0.0114357998820717,-0.019816398151788796,-0.023700730941970314,-0.02718103995558843,-0.0601594425755458,-0.028478525976353093,-0.04990216133418344,0.11562694301386583,-0.019959691442525365,0.10874884253139276,-0.035495499336749906,-0.013682609617737929,-0.018313998175006875,-0.03324147518011472,0.02700113644562071,0.029373865297688012,-0.02878691326148903,0.26355434238585795,-0.023710175402544036,-0.012859097561378444,0.06535687728550721,-0.023070974315016694,-0.05538726866872912
8,-0.014755049059553693,0.0029555280084478763,-0.00487389515275413,-0.014178943038246728,-0.00543944341733045,0.012793075265682033,-0.0038699754818246994,-0.013527901356542374,1.0,-0.020781389409418077,-0.01296047902749448,-0.014313034114538159,-0.013226394106079047,-0.035670285855836696,-0.0045937130602880846,-0.017083654429892764,-0.017598062752441836,-0.00868550058535309,-0.019506493021731873,-0.01659103543590469,0.09385869786515921,-0.022668055489673003,-0.021021035304386832,-0.00718909404519966,-0.006409547354657288,-0.009688777520162773,-0.0070160517155717726,-0.008561957450497105,-0.0059793324770322795,-0.018071070262336855,0.02493360652924826,-0.008101135650237982,-0.017641999799427648,-0.0055675552985073335,-0.008787008840829622,-0.01188973160267898,-0.007817083984931014,-0.005696601350132083,-0.003101265657095181,-0.006399219142062562,-0.011198976569896817,-0.009251475653953296,-0.010601593481366512,-0.024677486741652405,0.00018896673253271346,-0.024252614328524214,-0.021830728386083468,-0.006090653295921184,-0.014345036186362944,0.0021473678889267203,-0.005388908939242452,-0.00705757275754363,0.0005977442424165268,-0.015264778785365387,-0.00725946820193628,-0.020108260554781973,-0.013852215459896856,-0.009541737743872987,-0.002632450082837966,-0.006688377564386286,-0.011663998198550407,-0.020592253629874872
9,-0.04233851450388773,-0.027414974103304686,-0.023577971181958778,-0.016088418202461957,-0.022025780045864647,-0.040611096435872365,-0.015643897733482272,0.0877467663034514,-0.020781389409418077,1.0,-0.018012741595131006,-0.040699928694895145,-0.05971978678891079,-0.06452746208325347,-0.06968379438785022,-0.020941433752293327,0.17870500005312906,-0.04487067066588507,-0.08385152204603663,-0.06422986155148994,-0.04444361220517795,-0.10199968176542709,-0.0818421615031821,-0.01834019249153854,-0.026055370898351873,-0.03998903135552143,1.5367362972089522e-05,-0.030276318361865076,-0.027779579772874728,-0.0800924370692315,-0.048962302570292236,-0.030082871311632682,-0.05549051599409925,-0.022998382412549513,-0.08152500787021977,-0.04376303807690596,-0.031151208415840997,-0.03952462348896213,-0.009143653721171645,0.24782821208414188,-0.04439727960510628,-0.03823769339742174,-0.04479010383066098,-0.08535261816261791,-0.03982038437710965,-0.11359189429742633,0.09987379771293661,-0.03214803850999999,-0.04570378202042892,-0.05858014761045222,-0.02216879226500605,-0.028879610055811245,-0.06948917008055414,0.6646842565822333,-0.0401851853719291,-0.05610692405715183,0.09893858961416457,0.001785116552421933,-0.019722019015158097,-0.025090216133304352,-0.046934356998944146,-0.08580876468733571
10,-0.02425836939055314,-0.017820561802930932,-0.013409872943710367,8.483217426582135e-05,-0.005342779812492543,-0.025461892707567307,-0.008416238285467014,0.0415451328041682,-0.01296047902749448,-0.018012741595131006,1.0,0.01082281929256817,-0.037114590937478875,0.08931817844957307,-0.014521933324500167,-0.019019836512562026,-0.013018172590071155,-0.02846756362960056,-0.04703896518703943,-0.00801782533528881,-0.027597513541034412,-0.03649000650411075,-0.045263267256612894,0.05551790182971866,-0.009512914531654744,-0.025064154987904756,-0.007845671619108166,-0.023129139597549843,-0.01834996373221253,-0.04209096200251426,-0.008649071778612842,-0.023299522620799352,0.009674617115553895,-0.013933305154064504,-0.05016764104369972,-0.03441111898278225,-0.0184620259595867,-0.024539257108836237,-0.007876624031830873,-0.011859212307457949,0.003931409904234619,-0.0226035931610251,-0.02162839289564793,-0.053438244583036115,-0.024808725014084952,-0.004486312345237598,0.11678161891629223,-0.018129766535101108,0.04347909188888455,-0.031358969767358205,-0.013371767116027975,-0.017858786135678425,-0.00362034684806063,0.0058009032488797185,0.005006000850705137,-0.03400824272770364,0.024962695817282998,-0.016541002330084417,-0.012384731455249513,-0.01517786727990586,-0.011211104497772904,-0.05189624932355398
