,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.0,-0.03487451152686505,0.0059904201622822985,-0.07240899578970537,-0.07010574543128181,-0.037179321398642,-0.024946184865659637,-0.01507449257829092,-0.03852139530691265,-0.06220733268162242,-0.0681266224927168,0.06998283446475975,-0.050197704597376366,0.03993662210875457,0.09019114756257277,0.0314405692641947,-0.059547979324173855,-0.050226860242933144,-0.035172651163832364,0.06395820737367416,-0.030601147807928313,-0.07579471175879154,-0.06239369581228174,-0.00049101397373737,-0.034351163157834354,-0.034021551460149825,0.0014740425997559082,-0.044683600291124184,-0.03113810743531571,0.038600420504569626,-0.03334786028489978,-0.038037990754421366
1,-0.03487451152686505,1.0,-0.015911319035905407,0.04479507629130611,-0.03965828665166532,0.10671435458850283,-0.04811507700842853,-0.028856147306724214,0.06007414562123049,-0.038029474163445307,-0.04410749150876683,-0.03248218002386033,-0.014187260049500041,-0.022608670248358546,-0.014989260750305438,-0.03565808070924839,-0.032831937232269195,0.023250605483468904,-0.040381642191906854,-0.05411246680306388,0.054131087173927304,-0.04655386764535946,-0.04154557146315645,-0.015691583508032358,-0.019401185898731757,0.012683785185943116,-0.014513334806281785,-0.02382789772967188,0.004723870375630558,-0.027411774099312416,0.004769054794209783,-3.813613356692426e-05
2,0.0059904201622822985,-0.015911319035905407,1.0,-0.03416233347208259,-0.0300076605504525,-0.017036696937302084,0.04796524603460943,-0.022189312442951546,-0.01758392153029112,-0.0306913230486556,-0.03397465169438664,-0.014338705218837549,-0.02335373579644311,0.10804444184956222,-0.0022776592954270127,-0.026066979841938596,-0.026810671815845906,-0.026429111196512697,0.028400875691916287,0.11544029103771085,-0.013947230242771553,0.005177932250536653,-0.027397971811101023,-0.011117916360349686,-0.01673110550330912,-0.015572372063129725,-0.015036356993029394,-0.023644748715830437,-0.01531597117580365,-0.007226786798209012,-0.005333779351389546,-0.017579678707360567
3,-0.07240899578970537,0.04479507629130611,-0.03416233347208259,1.0,0.16301411747082253,-0.010410807995563537,-0.040258480097469344,-0.05727153035320926,-0.02819041159916516,-0.0800117317235769,-0.09522453136897513,-0.05541388258622858,0.31850891564147316,-0.04821332526122281,0.014480951281153703,-0.07685467429989362,-0.07571791190749375,0.01590785851364613,0.036512676396455626,-0.07304126188113058,0.05957842799346206,0.11170249172503606,0.00398667069354721,-0.03289723726578518,0.012082640879742486,0.009594887752591737,-0.056597995744597215,-0.04675313086234228,0.0027179259140388107,-0.055372175358460896,0.04593862350901096,-0.014183374119550883
4,-0.07010574543128181,-0.03965828665166532,-0.0300076605504525,0.16301411747082253,1.0,-0.034662260774550736,-0.04313799609405922,-0.06088368784829901,-0.045107938003139655,-0.08243289055936548,-0.09369063645333728,-0.054652502021155534,0.08603737412335853,-0.02785098590930537,-0.033417074642571154,-0.07557488087232586,-0.07381549996045461,-0.037498646001441295,0.15264592452372316,0.04900439918138605,-0.036482423785298056,0.3638318056474169,0.17034551676212883,-0.033208307254705874,-0.023892298650538643,-0.04071818185394658,-0.06486201832753324,-0.05610755586477824,-0.03251772991853003,-0.030579793849663764,-0.025242908234074064,-0.04574102637089194
5,-0.037179321398642,0.10671435458850283,-0.017036696937302084,-0.010410807995563537,-0.034662260774550736,1.0,-0.04059134347147822,-0.031467450640536854,0.1550955922207513,-0.0380414822189132,-0.04777914090354603,-0.033468872186698924,-0.022327505795539992,-0.023777143764133094,-0.03330771773568943,-0.03797332436442279,-0.03616545511054768,0.023701798806192845,-0.041433312311455923,-0.05384808424652226,0.05219791907797417,-0.043783552714114715,-0.04080347394661988,-0.016908512948221613,-0.012598280980184258,-0.011106428759384702,-0.03206607653536097,0.04120244966133052,0.00265349321011728,-0.029258042537962953,-0.000136751277570615,-0.014946353575090136
6,-0.024946184865659637,-0.04811507700842853,0.04796524603460943,-0.040258480097469344,-0.04313799609405922,-0.04059134347147822,1.0,-0.008701842942590621,-0.05917697970438737,-0.07825106601351253,-0.09829823829578413,0.047375037012905005,-0.04769225621343412,-0.000607333606871025,-0.012796099449941995,-0.07187257043104006,-0.08888606276182441,-0.04032802427973212,-0.031066609039752335,-0.0027145572862130075,-0.046851733823235805,-0.029227848229297707,-0.04772277273591802,-0.004638433961176037,0.007095767304054152,-0.03505089832641886,-0.019112797138786053,-0.04261399415918768,-0.0179673856946203,0.0226060523444692,-0.05092507923762743,-0.032469542249560515
7,-0.01507449257829092,-0.028856147306724214,-0.022189312442951546,-0.05727153035320926,-0.06088368784829901,-0.031467450640536854,-0.008701842942590621,1.0,-0.033092364195771475,0.0666023228207409,0.10953377967732363,-0.021163423864526923,-0.040600157711141616,-0.030516598067810985,-0.03461513916307808,-0.0056982788852470555,-0.04166573044366962,-0.029034582855579243,-0.05237891141396697,-0.06230687377819696,-0.025879354171646177,-0.06715786960189576,-0.052120183628226804,0.008850742374020558,-0.027070984225453704,-0.027989612668332352,0.03619624913787021,-0.042217027466805626,-0.021814301764182243,-0.024869662896875436,-0.03026490725594181,-0.02992440917999588
8,-0.03852139530691265,0.06007414562123049,-0.01758392153029112,-0.02819041159916516,-0.045107938003139655,0.1550955922207513,-0.05917697970438737,-0.033092364195771475,1.0,-0.04423846035354989,-0.04965622597551895,-0.03475825721162411,-0.02749806313388582,-0.024953722612030462,-0.03380357605403418,-0.034487066943767616,-0.038642800277497114,0.07009103424400087,-0.04319734194741277,-0.05390947645397188,0.019206248762557727,-0.05137715899261924,-0.046814898897691824,-0.017685528021203677,-0.02313067598353859,-0.008726071593652645,-0.029940926843914334,0.002085173972592014,-0.02082036641599747,-0.0295140866076447,0.030387403528540906,-0.015533855755349818
9,-0.06220733268162242,-0.038029474163445307,-0.0306913230486556,-0.0800117317235769,-0.08243289055936548,-0.0380414822189132,-0.07825106601351253,0.0666023228207409,-0.04423846035354989,1.0,0.07364243892548097,-0.02794565860530682,-0.05976860958914603,-0.04326437512429466,-0.06923396865785081,-0.031896729456460285,0.15523621285790315,-0.04929314724763011,-0.0805166117640499,-0.1033389491981461,-0.03448317770825783,-0.0987432724908043,-0.07895663480443968,-0.02383104567807718,-0.038591861993858625,-0.03842751728406045,0.0795010458838717,-0.040533021853093994,-0.029034528780032737,-0.05242855411272472,-0.051520071185711884,-0.027673726049704483
