,0,1,2,3,4,5,6,7,8,9,10
0,1.0,-0.12803136901364903,-0.018182823062753165,-0.13862402220364445,-0.2369429071722974,-0.15017995213672714,-0.12666310158864377,0.029372823677879984,-0.09936972187731408,-0.14350633174311622,-0.15385332060862766
1,-0.12803136901364903,1.0,-0.07278128681646256,-0.1445870818673684,-0.0528128851974342,0.11626972106583558,0.09569680520930535,-0.1375426558466935,0.06783955888621149,-0.11182115302331369,-0.17554296893438537
2,-0.018182823062753165,-0.07278128681646256,1.0,-0.05565714305108015,-0.026906921456557487,-0.07616496801457666,-0.06683329327887941,0.21599150617683482,-0.052950717462666275,-0.10559296597146806,-0.10668796484892662
3,-0.13862402220364445,-0.1445870818673684,-0.05565714305108015,1.0,0.03566325020944104,-0.11393067212777916,-0.09426279510202258,-0.04748298768746658,-0.10515411816297252,-0.22464577888689746,-0.20594234797818134
4,-0.2369429071722974,-0.0528128851974342,-0.026906921456557487,0.03566325020944104,1.0,-0.10600656733733158,-0.1087862919791885,-0.022945334184353565,-0.12685025702091252,-0.38461129665652005,-0.3687031831914413
5,-0.15017995213672714,0.11626972106583558,-0.07616496801457666,-0.11393067212777916,-0.10600656733733158,1.0,0.003177188502254156,-0.13888008748952202,0.12459747012230207,-0.11644619052837503,-0.16935515360481185
6,-0.12666310158864377,0.09569680520930535,-0.06683329327887941,-0.09426279510202258,-0.1087862919791885,0.003177188502254156,1.0,-0.11661537056304427,-0.010538334992214335,-0.11209667190096112,-0.1361092511299568
7,0.029372823677879984,-0.1375426558466935,0.21599150617683482,-0.04748298768746658,-0.022945334184353565,-0.13888008748952202,-0.11661537056304427,1.0,-0.09642683593500292,-0.15855108086007397,-0.16846311908574466
8,-0.09936972187731408,0.06783955888621149,-0.052950717462666275,-0.10515411816297252,-0.12685025702091252,0.12459747012230207,-0.010538334992214335,-0.09642683593500292,1.0,-0.12130485537942212,-0.10430969514206345
9,-0.14350633174311622,-0.11182115302331369,-0.10559296597146806,-0.22464577888689746,-0.38461129665652005,-0.11644619052837503,-0.11209667190096112,-0.15855108086007397,-0.12130485537942212,1.0,0.21747918226379925
10,-0.15385332060862766,-0.17554296893438537,-0.10668796484892662,-0.20594234797818134,-0.3687031831914413,-0.16935515360481185,-0.1361092511299568,-0.16846311908574466,-0.10430969514206345,0.21747918226379925,1.0
