,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,-0.10577615593269822,-0.020056052038239347,-0.07541844662396766,-0.1937377141241606,-0.12181572943828285,-0.13227930716859942,0.002125585626826051,-0.07807808480386585,-0.13969659870427814,-0.1319532663831512,-0.0793986073855438,-0.023963339653336295
1,-0.10577615593269822,1.0,-0.06032547240383151,-0.04225928017822691,-0.05488146493746095,0.12701034617605172,-0.1175945113756356,-0.0993626785059258,0.07840780955636015,-0.11009195820810569,-0.12426937008400732,0.022601983348761193,-0.016137436353453022
2,-0.020056052038239347,-0.06032547240383151,1.0,-0.05538158449272673,-0.01826863933696024,-0.06643001858489755,-0.051498306035207345,0.20254820754920708,-0.04398870788560007,-0.09202334028908497,-0.08703549844100206,-0.04483616166419715,-0.014465449729665982
3,-0.07541844662396766,-0.04225928017822691,-0.05538158449272673,1.0,-0.2724749116916234,-0.044423661281826836,-0.21152933489765732,-0.07710217855350586,-0.0803230910174616,-0.07989140566698266,-0.17638925268402553,-0.0692036741842047,-0.05634650616175454
4,-0.1937377141241606,-0.05488146493746095,-0.01826863933696024,-0.2724749116916234,1.0,-0.09524156205115572,0.09346597574322787,0.005313701192677842,-0.0998761292837867,-0.2879125323400009,-0.2735891654320424,-0.08169727707670732,-0.005270098210015366
5,-0.12181572943828285,0.12701034617605172,-0.06643001858489755,-0.044423661281826836,-0.09524156205115572,1.0,-0.10745178037045758,-0.10905025407472874,0.11643646831681886,-0.10915796701115342,-0.14579693162785018,-0.014623752270666285,-0.05522941781706876
6,-0.13227930716859942,-0.1175945113756356,-0.051498306035207345,-0.21152933489765732,0.09346597574322787,-0.10745178037045758,1.0,-0.05393809548498755,-0.0996754001757065,-0.20605229474140946,-0.20006531700666683,-0.08171181674264238,-0.0925456442433922
7,0.002125585626826051,-0.0993626785059258,0.20254820754920708,-0.07710217855350586,0.005313701192677842,-0.10905025407472874,-0.05393809548498755,1.0,-0.07220233538452162,-0.14474302057303712,-0.13414698759220883,-0.07406752017058096,-0.02010891883235165
8,-0.07807808480386585,0.07840780955636015,-0.04398870788560007,-0.0803230910174616,-0.0998761292837867,0.11643646831681886,-0.0996754001757065,-0.07220233538452162,1.0,-0.10461182149874662,-0.09420382649122727,-0.009858091497426419,-0.05617717057553814
9,-0.13969659870427814,-0.11009195820810569,-0.09202334028908497,-0.07989140566698266,-0.2879125323400009,-0.10915796701115342,-0.20605229474140946,-0.14474302057303712,-0.10461182149874662,1.0,0.25126857678840947,-0.0966298648650542,-0.15515547443971883
10,-0.1319532663831512,-0.12426937008400732,-0.08703549844100206,-0.17638925268402553,-0.2735891654320424,-0.14579693162785018,-0.20006531700666683,-0.13414698759220883,-0.09420382649122727,0.25126857678840947,1.0,-0.09518920348370617,-0.15703769322105327
11,-0.0793986073855438,0.022601983348761193,-0.04483616166419715,-0.0692036741842047,-0.08169727707670732,-0.014623752270666285,-0.08171181674264238,-0.07406752017058096,-0.009858091497426419,-0.0966298648650542,-0.09518920348370617,1.0,-0.04619771522930084
12,-0.023963339653336295,-0.016137436353453022,-0.014465449729665982,-0.05634650616175454,-0.005270098210015366,-0.05522941781706876,-0.0925456442433922,-0.02010891883235165,-0.05617717057553814,-0.15515547443971883,-0.15703769322105327,-0.04619771522930084,1.0
