,0,1,2,3,4,5,6,7
s02T1622,0.5480056034642106,0.003146195854093406,0.12210659789277332,0.009819398750984898,0.004285354366216811,0.01698494384125605,0.0,0.2956519058304648
s03T1622,0.0005897026861585949,4.74713956525096e-05,0.06862282490999508,0.06277854077134835,0.042142226136922235,0.01406990647071056,0.0,0.8117493276292126
s04T1622,0.01622278539061164,0.018667823265120884,0.16498897853898278,0.005989038160072064,0.20328137126275608,0.01510736964811548,0.00047309856203137075,0.5752695351723098
s05T1622,0.010770870789930937,0.01129282465303751,0.18413431989282386,0.0,0.2554162072258494,0.015009749064039844,0.0,0.5233760283743184
s06T1622,0.01458008598003596,0.03330796228009118,0.06228752370826035,0.12178820351764845,0.6487492160478326,0.0,0.0,0.11928700846613141
s07T1622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s08T1622,0.04597444716510019,0.9540255528348999,0.0,0.0,0.0,0.0,0.0,0.0
s09T1622,0.005794338270164879,0.9942056617298352,0.0,0.0,0.0,0.0,0.0,0.0
s10T1622,0.0,0.9922684201588488,0.002396913941778729,0.0,0.0,0.0,0.0,0.0053346658993724694
s11T1622,0.017733771226340588,0.9454912274918019,0.002747018148276764,0.0037084934066864087,0.013050541091955766,0.0027506051877253137,0.0021119049047368618,0.012406438542476422
s12T1622,0.11771638333252067,0.5373084889511378,0.026744916227058175,0.010490568566074606,0.1410017993947538,0.031670970948491375,0.024750020009461315,0.11031685257050244
s13T1622,0.03968974910587786,0.292497732769177,0.030185385718123504,0.0,0.41051872614890395,0.2183552322258332,0.0012603196008658434,0.007492854431218677
s14T1622,0.6476136063362877,0.16263008613630428,0.045818430226604256,0.0030348551731803467,0.08267593248888448,0.012966797148562394,0.006195514941554621,0.03906477754862203
s15T1622,0.957880163061829,0.031313710677529395,0.001985018737703989,0.0,0.004444363806310028,0.002970169739249081,0.0014065739773784821,0.0
s02M1722,0.0,0.007606269612729293,0.5782195747808891,0.05218682282067636,0.0,0.0,0.00010347353702246213,0.3618838592486826
s03M1722,0.016856046823805027,0.0013657882247737664,0.08787655120921704,0.012710685459698468,0.18746468395894395,0.0,0.0,0.6937262443235617
s04M1722,0.03301708408856393,0.009526847123251386,0.10201212810847383,0.33455434236462817,0.14929430232140287,0.001092556643752659,0.0,0.3705027393499271
s05M1722,0.004406791314428708,0.007875806111050878,0.29067590162126666,0.25323374052027486,0.21270841848530406,0.0,0.0,0.23109934194767487
s06M1722,0.2787096496115893,0.0022767684300508744,0.20937631111581617,0.0,0.24109004458482394,0.0,0.0,0.2685472262577198
s07M1722,0.9974337471150467,0.0014198165808915885,0.0,0.0011464363040616548,0.0,0.0,0.0,0.0
s08M1722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
s09M1722,0.31098725196878924,0.6202975349272588,0.0,0.0012030556409062469,0.027928571443830118,0.02852120791165385,0.0,0.011062378107561771
s10M1722,0.055235924786871095,0.8790514048456795,0.010891413483504383,0.004664080785754934,0.020589892782259554,0.0073885704989351975,0.0008655502777901918,0.021313162539205312
s11M1722,0.224338843280106,0.6587712612412845,0.00269094274645989,0.0,0.047303354925543585,0.04543802774255929,0.0,0.02145757006404679
s12M1722,0.21602625954823212,0.6136861596677533,0.012774809420360514,0.00023648864585933268,0.06459793473114825,0.04744839408024547,0.00467177552843337,0.040558178377967706
s13M1722,0.07328265819867835,0.6569084727978788,0.006583102848395146,0.004032481390989607,0.03281328016112519,0.019177706100704708,0.007637881975590284,0.1995644165266379
s14M1722,0.7824983262928965,0.0774433185681138,0.003944755330488027,0.0,0.10264461485429723,0.018416288175089068,0.0150526967791153,0.0
s15M1722,0.9924355924744862,0.006617874333877562,0.0,0.0,0.0,0.0006677168926568685,0.0002788162989794367,0.0
s01X1722,0.9742785735120152,0.0,0.0,0.0,0.025481558027998827,0.00023986845998589027,0.0,0.0
s02T1722,0.03758564556010302,0.003674896075258256,0.8317023265499403,0.0,0.0,0.0,0.00018818379562994008,0.12684894801906843
s03T1722,0.008803201816459254,0.0006087148358767018,0.005060274417179335,0.0,0.0,0.0,0.0,0.9855278089304847
s04T1722,0.3576973334687242,0.0,0.06633043892163958,0.0,0.18626145606522843,0.0,0.0,0.3897107715444077
s05T1722,0.021061425757971014,0.0,0.035353775570792736,0.0,0.16903791903411647,0.0,0.0,0.7745468796371198
s06T1722,0.0,0.0,0.22738102539024566,0.0,0.38016818442260436,0.0,0.0,0.39245079018715007
s07T1722,0.6898082459010916,0.004639564720889493,0.012795897995928762,0.0,0.2869997907104073,0.005756500671682931,0.0,0.0
s08T1722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
s09T1722,0.017616894507965143,0.9804427798129283,0.0,0.0,0.0,0.0019403256791066738,0.0,0.0
s10T1722,0.24738280553518308,0.6443783497800021,0.0032766339810295073,0.0,0.034547338169779666,0.04379475620852445,0.0,0.026620116325481162
s11T1722,0.24224344177785245,0.665291731884046,0.002766688555360971,0.0,0.03019414860382144,0.03928711268620984,0.00033664698290732613,0.019880229509802044
s12T1722,0.8204026179773031,0.1640366947740462,0.000863121292608749,0.0,0.0,0.012955532953534632,0.0017420330025074062,0.0
s13T1722,0.17977630561238006,0.39768490688368274,0.010416631395765562,0.001727530027438648,0.040056228161118236,0.031214049785997643,0.0026358123240394623,0.3364885358095777
s14T1722,0.9840625749531222,0.011003592005955626,0.0,0.0,0.004784485282564351,0.00014934775835790542,0.0,0.0
s15T1722,0.7225074892826062,0.020323597092812878,0.012918901549271975,0.0,0.2336609001825091,0.006980814092331431,0.0,0.003608297800468514
s02M1822,0.09393221751489647,0.01382927349791661,0.7656593715956856,0.003040631448929422,0.041634741353313576,0.0013387246113093535,0.002344967972563192,0.07822007200538582
s03M1822,0.0,0.0,0.0018858279368079967,0.0,0.0,0.0,0.0,0.998114172063192
s04M1822,0.020249131763826984,0.0018088901211761495,0.0562859969988979,0.0,0.08875419274634597,0.0008726648621997636,0.0,0.8320291235075533
