,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
s02T1622,0.899771009048951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05460174721353952,0.06445542601700051,0.0,0.05308157336422801,0.05414151038590419,0.0,0.07934809062642806,0.0,0.0,0.37659557987666265,9.543948863763395,0.0,0.08580863923519624,0.2609582861353238,0.19447140879292896,0.0,0.0,0.005892631097840995,0.0,0.06789961704544405,8.7953887397429,0.01065440237685896,0.0,1.2338210424392801,0.0,0.0,0.0,1.2939472271079029,0.0,0.0,0.0,0.6098270841357661,0.0816315125176851,7.263141735880976,0.0,2.0047614910639844,0.16584685542477867,0.0,4.875188377436962,0.17289190657927536,0.3424177461863137,0.0,0.020173600506098805,0.5310178004453523,0.014231407946174179,0.0,0.2718978465811268,6.785068841908507,0.0,0.5086607934234447,0.0,0.35494064885983545,0.0,0.18568532745814031,0.0,3.035015136000059,0.34938536130804787,0.029618119936909677,0.0,0.0,0.9443664360112665,0.12795403267834168,0.047442885948141465,0.0,0.0,0.25698563934917407
s03T1622,0.0,0.009864432967550721,0.0,1.6211740554304779,0.18923487222113433,0.0,0.0,0.0429320538197544,0.0,0.002489215838055014,0.0021196866137829125,0.0,0.038382443077199464,2.0507697364823403,0.004276218706229467,0.0,0.0,0.0,1.47625600386614,0.010667266496847311,0.0,2.0048671124162785,2.423742084683952,0.0,0.14255722746301883,0.0,0.0,0.0,0.2241878022050671,16.563384136619593,0.0,0.0,0.5596309328498854,0.0,0.0,0.0,1.1133033957059661,0.0,0.0,0.0,2.2016296875438583,0.0,23.556995287759474,0.0,2.0485232157437268,0.9699263620035214,0.0,2.722390363844232,0.07753754768737539,21.9002376340272,0.0,0.0,0.0,0.0,0.0023384217380612395,0.015055559046747194,4.493992617225067,0.0,0.006232886861506243,0.0,0.9642355028421035,0.0,0.03908655241231108,0.0,0.11322343438894024,0.005652367551783107,0.2046936153287519,0.1752353582695999,0.0,0.0,0.021041917596403628,0.0019611023012609265,0.0,0.0,0.0
s04T1622,0.0,0.09500231830664255,0.0,0.0,0.5528354562926316,0.0,0.0,0.0,0.0,0.005618695134068303,0.013600709583639283,0.0,0.0,2.2863492886004164,0.022233612109239763,0.08496144695109395,0.0,0.0,5.494589581224765,0.011185298037818307,0.0,3.648928560573022,0.0,0.0,0.015834822381333605,0.0,0.0,0.0,1.2358211523034393,0.579630853045873,0.0,0.0,0.23078945243003532,0.0,0.0,0.0,2.427545687722821,0.0,0.0,0.0,3.512246749957433,0.0,7.060513602198233,0.0,0.8308251230636929,2.259039110798344,0.0,3.8000556851773135,2.0110864858208335,9.59138368076991,0.0,0.03972084063556674,0.0,0.0,0.0,0.07307396215919253,20.60565922469211,0.0,0.03429745288038519,0.0,0.959318238716421,0.0,0.19399019095837272,0.0,3.098922593174709,0.5319404256762595,0.0,0.5846957622903869,0.0,0.09653566794102679,0.030235420791859573,0.0,0.0,0.0,0.2588755390291291
s05T1622,0.0,0.05342690751115903,0.0,0.0,0.22594100286537142,0.0,0.0,1.2164214256149242,0.0,0.0,0.006367937275430849,0.0,0.014891974113755532,0.915297408024742,0.014033617407566699,0.25330826755154345,0.0,0.0,8.118046079053903,0.008885499187386339,0.0,10.264263594396786,0.0,0.06473823824840691,0.0,0.0,0.019534178446217316,0.0,0.4107494066802658,0.15346983399129496,0.0,0.0,0.10415149174361611,0.0,0.0,0.0,3.054248224862401,0.0,0.0,0.0,1.348791139051487,0.0,9.203826950971205,0.0,1.4824466055223235,3.2040918333066464,0.0,5.936832569667559,4.944422500563103,5.142792072970851,0.0,0.06285140478948495,0.04384429225184478,0.0,0.0,0.06114834592357312,13.745194796706993,0.0,0.021298812986277747,0.0,0.4764713305977111,0.0,0.007758698077010892,0.0,0.02100053939401919,0.004592115938514365,0.0,1.0791683958974372,0.0,0.5786223742502287,0.0016477254093846803,0.04683764329609666,0.0,0.0,0.0
s06T1622,0.0,0.05575635460212383,0.0,3.2083789341322926,0.0,0.033666351374839365,0.8312154009183851,21.476523637716905,0.0,0.0,0.005202299250946566,3.349608428524095,0.04652717624773116,0.3327858899296866,0.004974210782931053,0.286032240983449,0.0,0.006170601158301137,5.328012526939548,0.01668891752074025,0.0,41.79055065750876,3.4119265946153687,0.07707984147281194,0.0,0.0,0.03297935789694783,0.029312564705657858,1.2627487943865179,0.07656658019688879,0.013052474508185512,0.3688580049544186,1.4180060733032127,0.0,0.0,0.7054026925589884,1.3872640823571583,0.021932129265531463,0.0002877865088538466,0.02231215422639246,0.9537589945095106,0.058989084564237536,1.981223320953581,0.22656424850111814,0.004050497279018592,3.5134945880026467,0.23929717240962073,1.9907643698073831,0.6115691386430164,1.5000309216489969,0.0,0.012503888174151297,0.0,0.0,1.3561745930897475,0.0,13.480596200570666,0.40465239790306456,0.2641696942423099,0.08657367635005794,1.4398909852099933,0.009693580647694567,0.0,0.006220048384899862,0.2508419860187105,0.0,0.0,0.0,0.0,0.48711466116545415,0.0005134781006281017,0.04259711100903505,0.0,0.0,0.0
s07T1622,0.0,0.08517478776588608,0.0,0.0,0.0,0.0,0.1512533143568392,0.3816029692328255,0.0,0.0,0.0,0.0,0.17127264785221605,0.5532915435052725,0.03974506548671235,0.3115387013876518,0.0,0.06582630089994668,0.04506867242152973,38.79099966085127,0.0,0.016281190185075303,0.0,0.048873909367144454,0.0,0.0,0.10429412469090793,0.0010626790169952574,0.08900472985392101,0.04329370528954779,0.005688039823145872,0.0,0.9704014057064378,0.011043943054990037,0.0,0.045738234160988656,0.6343590898957309,0.0,0.00013609945630343312,0.0,0.06052026601064256,0.0,0.08026853429264717,0.07311567887200324,0.4768598657978673,0.018872844274830367,0.05088722143493668,0.08428788349529669,0.18889713903692018,0.7437043729963781,0.0,0.0027294263744457683,0.0,0.0,0.6719931046128077,0.0,2.544614828442903,0.0,0.24197454363017015,0.0,0.057574962593909415,0.0,0.012075022830492145,0.0,0.02486185675692996,0.08160383005728256,0.0,0.920358063498787,0.0,0.6864101983818329,0.0005156539406204808,0.07425818141176689,0.0,0.0,0.009530079904795725
s08T1622,0.0,0.0,0.024439978307097987,0.0008711693562462542,0.0,0.0,0.0,0.0,0.0,10.968515921513067,8.19630245926512,0.0,0.0,0.0,0.0,0.10952385065613933,0.0,0.0,0.0010493678578093058,0.4420158804743562,0.0,0.006727062295069275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011883859229767908,1.817742950178704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009352572498517711,0.0,0.0,0.0,0.16549829855263903,0.0016875861624035,0.0,0.0,0.0,0.0,0.0,0.3814538021298939,0.0,0.0,0.0,0.02445631622392544,0.03556594843660334,0.0,0.0,0.0,4.895018706145763,0.0,0.0,0.0,0.0019130382509160346,0.0,0.0,0.0,22.116954819656318,0.01294325367908249,0.0,0.0,0.0
s09T1622,0.0,0.0,0.03880416059679945,0.003022335516811152,0.0,0.0,0.359645714000728,0.10216164110764883,0.0,11.69974061478119,9.95704451168063,0.0,0.0,0.0063090266287856136,0.0,6.376882287566524,0.0,0.0,0.0028428938132150578,0.0,0.0,0.09133180067955854,0.0,0.0037943636048859346,0.0,0.00021598638515756582,0.010281383578155303,0.006815725607114674,0.44950145457537966,0.0,0.006736396074061755,0.174026637426616,0.0,0.0,0.0,0.0,0.0,0.010673009440529315,0.003541283448539522,0.006671065728249707,0.0,0.0,0.0019424638889428399,0.0,0.0,0.008073895520386227,0.44638499014204397,0.0,0.0,0.0,0.0,0.0008582462765894607,0.0,0.46440284243924673,0.0,0.0,2.3521457127612324,0.6122626210490165,0.18230212691065642,0.05177915586240166,0.0,0.030644922020580882,4.030031255947716,0.004711918370198324,0.0,0.0,0.0,0.0,0.011613760672604535,0.04086072046373818,5.418418319252936,0.028838534792364857,0.00502076211105779,0.0,0.0
s10T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.18045582183244482,8.487042671560793,0.0,6.94197831333463,11.80795386487785,0.0,0.0,0.0,0.0008693022359841174,0.9403214854354808,0.0,0.0,0.0,0.0007886707013785901,0.00027416535437342274,0.041632380531209,0.0,0.0,0.0,3.1971995549954164e-05,0.023090541652403596,0.011426900955335646,0.24267671755772816,0.0,0.009262265621334108,0.09278146965172686,0.0,0.0,0.0,0.0,0.1025346655912542,0.008320637598798619,0.005202947233759469,0.0,0.0,0.0,0.06516775915902993,0.1394307755870709,0.0,0.18380806748833986,1.1990858372643602,0.0448220901194418,0.0,0.23534911127731448,0.0,0.0029434807287703874,0.0,0.0,0.0,0.0,1.2668848813578526,3.2328150028730938,0.37671998056188893,0.019886181454833264,0.04993744388072275,0.0141189922697209,7.477159576891977,0.005709387320410459,0.0,0.0,0.0,0.051925466038617654,0.001060046316885154,0.0,1.2994716926397296,0.12960946554527344,0.0,0.0,0.0
s11T1622,0.0,0.0,0.021430859842325817,0.0,0.0,0.0,0.8781641600822343,3.5567719387012295,0.0,5.62368348048772,8.437036977160217,0.0,0.0,0.0,0.0,6.232847356282753,0.00526698340234434,0.0,0.0,0.0,0.0027480545652164095,0.0,0.0,0.024090970370300495,0.0,0.0006246351095429059,0.13101989274003215,0.016742746250456284,1.0373828624262855,0.0,0.014378106448378856,0.44205973452409136,0.0,0.0,0.0005812171008088947,0.0,0.013271672641981995,0.03114337969687501,0.006925018016434761,0.027366956942255594,0.0,0.0,0.014283138282185704,0.2341751275074922,0.015238595073288428,0.2671824328080995,1.3380791865237072,0.0,0.2130863403575349,1.6651651676181805,0.0,0.005979158241640303,0.0,0.0,0.0,0.0,6.8395037236160166,2.327033416094805,2.6568905446539706,0.1310081732024677,0.0,0.07348832602412851,5.941038527621417,0.03632798684920768,0.08331909777703674,0.0,0.0,0.2720775631395228,0.1485072641117234,0.39048672222355524,0.5601837656260801,0.7651830136671617,0.0,0.024127259497526983,0.0
