,0,1,2,3
s02T1622,0.8835526625751876,0.0,0.02292735665613841,0.09351998076867415
s03T1622,0.17834383307966067,0.0,0.047024184138609634,0.7746319827817296
s04T1622,0.20863388011610243,0.004259695381665166,0.06316384468345976,0.7239425798187726
s05T1622,0.1813423261007305,0.00027713727505113237,0.06309099705258521,0.7552895395716331
s06T1622,0.06031887620009128,0.0006593157596315217,0.005110747783267633,0.9339110602570097
s07T1622,1.0,0.0,0.0,0.0
s08T1622,0.6075049202624432,0.0003049770059879293,0.1821794984687104,0.21001060426285853
s09T1622,0.36184043529981197,0.01214528612628194,0.27056818777137376,0.3554460908025322
s10T1622,0.2935321155016107,0.01149033552652933,0.2741226857692208,0.4208548632026391
s11T1622,0.35908868810703665,0.026127169281831654,0.23689141372292363,0.377892728888208
s12T1622,0.43790181603417005,0.05518896962188601,0.15759876205253978,0.3493104522914042
s13T1622,0.14800096826242914,0.014055773375533247,0.5147214890205355,0.32322176934150204
s14T1622,0.8922012714923596,0.007053763876811929,0.02787523736488738,0.07286972726594107
s15T1622,0.9952828871296775,0.0010577344271985043,0.0036593784431239815,0.0
s02M1722,0.19334375116503297,0.0,0.0,0.806656248834967
s03M1722,0.2282042624565342,0.0,0.002092863334761964,0.7697028742087039
s04M1722,0.08806615054484832,0.0,0.0020287833150295876,0.909905066140122
s05M1722,0.05460892743177477,0.0,0.0,0.9453910725682252
s06M1722,0.6316768000130684,0.0,0.0008489077462052394,0.36747429224072636
s07M1722,1.0,0.0,0.0,0.0
s08M1722,0.20190426279093027,0.0,0.35546642336079176,0.4426293138482779
s09M1722,0.8089026726784462,0.0017678524579055456,0.11859725015982878,0.07073222470381937
s10M1722,0.4779212581288713,0.016770763367054953,0.19660507015584064,0.3087029083482331
s11M1722,0.696152861908477,0.004080781053622354,0.18818966784964317,0.11157668918825749
s12M1722,0.6560392542438093,0.013675307899415711,0.1858341020624425,0.14445133579433247
s13M1722,0.47619345714640127,0.03049703408192317,0.17908917473672525,0.31422033403495037
s14M1722,0.9178980244408866,0.012414045464217462,0.025378141318193253,0.04430978877670264
s15M1722,0.9999069459094942,9.305409050568722e-05,0.0,0.0
s01X1722,0.9989149523828635,0.0,0.0010850476171364394,0.0
s02T1722,0.41210262831029076,0.0,7.861479526626906e-05,0.5878187568944429
s03T1722,0.3803037112564772,0.0,0.0,0.6196962887435228
s04T1722,0.725168093161644,0.0,0.0,0.27483190683835607
s05T1722,0.27009105977132364,0.0,0.0,0.7299089402286764
s06T1722,0.10874267173630321,0.00015929900751121927,0.0,0.8910980292561855
s07T1722,0.839806109529509,0.0007773046914491972,0.02437567921615382,0.13504090656288803
s08T1722,0.20615448451958446,0.0,0.35509395944659466,0.4387515560338208
s09T1722,0.4308498633948563,0.010264028099414447,0.2857234728556097,0.2731626356501196
s10T1722,0.7347204402915685,0.0033904793780391825,0.17605494950381353,0.0858341308265787
