,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
s02T1622,0.9885172885229888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456074288612041,0.0591712466283322,0.0,0.06202178210464558,0.21993154480548202,0.0,0.08148327683395638,0.0,0.0,0.3812559534338254,9.441831028896866,0.0,0.07854750807086704,0.26024931804793083,0.19364424637262884,0.0,0.0,0.006391795169040299,0.0,8.693859278703817,8.908526969962839,0.01034926859101313,0.0,1.2197447291079964,0.0,0.0,0.0,1.6227919493093514,0.0,0.0,0.0,0.6046073460980687,0.08211531146317014,7.273842203367938,0.0,1.9896501497660302,0.4090412238667761,0.0,5.029717203529966,0.17129124146415373,1.4862671464554362,0.0,0.019819129085138425,0.09929876188793067,0.015075248898529897,0.0,0.2789976251376057,0.13516087604640142,0.0,0.08333599982374944,0.0,0.0,0.02725500769499107,0.1851074530062856,0.0,2.8835530802475757,0.34571567353622906,0.03306275687505809,5.85052360872325,0.0,0.9649827365824843,0.1335015992825451,0.0,0.0,0.0,0.2594419446471743,0.02086340218993984
s03T1622,0.0,0.008292138745359463,0.0,1.5294159621917915,0.0,0.0,0.0,0.0443288652675778,0.0,0.0027523438421006184,0.0024342748331386823,0.0,0.04613551417208431,1.6249577531407329,0.004041299628161107,0.0,0.0,0.0,1.4975473261231516,0.011033046310494482,0.0,1.928092453965442,2.4047847074669857,0.0,0.1458318761780475,0.0,0.0,0.0,5.814754616482397,16.760931831735366,0.0,0.0,0.5564590540431288,0.0,0.0,0.00822207386391669,1.442262547403365,0.0,0.0,0.0,2.18897322009644,0.0,23.59623000736999,0.051681409746008315,2.0328818750642936,1.1250459439430907,0.0,2.811911480977122,0.07646470246132558,6.696128008862305,0.0,0.0,0.2763111930195627,0.0,0.007170647676365947,0.024041351577671413,0.008896447067008355,0.0,0.0,0.0,0.0,0.6577725802175853,0.03897181730302494,0.0,0.10772772416688242,0.005844312061726904,0.1787765656866802,0.1098352171224529,0.0,0.0,0.02211752094033945,0.0,0.0,0.0,0.0,3.0640172329980655
s04T1622,0.0,0.09351112467909933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00737176244742953,0.014003307878314932,0.0,0.017714937822555947,0.6968812119554967,0.020061638834095823,0.089641084803582,0.0,0.0,5.604432356840401,0.01097515079033477,0.0,3.6065673421201967,0.0,0.0,0.02014053426262222,0.0,0.0,0.0,26.502288657538354,0.5670989292040726,0.0,0.0,0.21319934967749882,0.0,0.0,0.028776837713314095,3.0236943378306975,0.0,0.0,0.0,3.4910774575060675,0.0,7.070142367287313,0.14686636270459125,0.8245031929866169,1.1115878018075016,0.0,3.937817828692386,2.0046700836059284,15.023211107998138,0.0,0.040668782170242154,1.5750943880214894,0.0,0.0,0.10967076738021825,0.0,0.0,0.027469403441394216,0.0,0.0,0.7489432314556249,0.19326815762739205,0.0,2.9443864538414246,0.5273525197278975,0.0,0.58165934929469,0.0,0.11291199356184829,0.032446545052360595,0.0,0.0,0.0,0.2623684593834166,1.2700606145489592
s05T1622,0.0,0.0523456409628922,0.0,0.0,0.0,0.0,0.0,1.2275308388691648,0.0,0.0,0.00786591293942257,0.0,0.03431826381641122,0.19744902622472033,0.014086062837009729,0.2599254306699585,0.0,0.0,8.288389742143417,0.008807774120141734,0.0,10.19077694337012,0.0,0.06539440355533266,0.0,0.0,0.02206857993176092,0.0,17.69713370845884,0.15604116523852954,0.0,0.0,0.0968506896068022,0.0,0.0,0.04966591554065027,3.504106168893814,0.0,0.0,0.0,1.3395161122251193,0.0,9.216499141165063,0.058778718441729126,1.4710669126747045,0.5534629798195879,0.0,6.130778239690849,4.928781408453725,21.41240675853412,0.0,0.06261928854652868,0.5203845169921162,0.0,0.0,0.08645515334109986,0.13995613095811318,0.0,0.244888301963393,0.0,0.0,0.2821139054883382,0.007083763378645454,0.0,0.017597454076035853,0.00866703662807258,0.0,0.48178854591781645,0.0,0.5983212411761314,0.0034045080469339586,0.0,0.0,0.0,0.0,0.660292791225324
s06T1622,0.0,0.054902533970885056,0.0,3.181379227772436,0.038464612080845235,0.023619783383758673,0.817306298084848,21.580150252070872,0.0,0.0,0.005750401545727767,3.376778970950961,0.057676322053537656,0.0,0.0065403295379219935,0.29117892204281925,0.3711619755776019,0.018232445281368363,5.441714436810522,0.016441763045008776,0.0,41.49721328689493,3.388409649233697,0.0768408209226304,0.0,0.0,0.03417221340394264,0.032631844238461355,17.417253153681543,0.0919976188946423,0.013683734878511043,0.3671637357479385,1.4066120205595656,0.0,0.0,0.0,1.6301146142155158,0.02151251893616741,0.0019461602458305687,0.020761611093389157,0.9471055971366599,0.05867726684444614,1.9834638459962146,0.0,0.003836176927775684,1.6732429346673965,0.3206200913749328,2.0534471802252945,0.6087786363420652,23.349047925838597,0.0,0.013265051077526058,1.5512549044096238,0.0,1.457808068366791,0.0,0.12915965489522263,0.9525640717434223,0.44196212012488445,0.09079203264689789,0.0,0.08816866990606945,0.0,0.006239526290992391,0.23708367961884722,0.0,0.0,3.1734734376882674,0.0,0.4990759570759983,0.0012398002241740876,0.0,0.0,0.0,0.0,0.19213966482664127
s07T1622,0.0,0.08578215748287457,0.0,0.0,0.0,0.0,0.15953912168175394,0.38135139636419857,0.0,0.0,0.0,0.0,0.17367569130460378,0.04052803656390801,0.037187366124066805,0.3142581684509246,0.07482385161650805,0.042422620984446824,0.04514526866170247,38.37816986301269,0.0,0.016209633584387446,0.0,0.048020084443596,0.0,0.0,0.10137608010242197,0.0,3.2100498714567856,0.04316813024361871,0.004603312215318164,0.0,0.9644525566791714,0.011421184745379993,0.0,0.03905556992244456,0.5687968148745794,0.0,0.0,0.0,0.06115095273386309,0.0,0.07954557954677713,0.0,0.47365599693678234,0.0670069268833935,0.0,0.08954018910001456,0.18886502908110894,1.0234072521696265,0.0,0.002180352733346758,0.1090086914138946,0.0,0.7047330876381935,0.0,0.21135736213016226,0.06066496978129546,0.01565245491103793,0.0,0.49247010329640944,0.19069806729469416,0.011929302927034936,0.0,0.025448878502242877,0.07170841870876721,0.0,2.561636395591269,0.0,0.6981614123313146,0.0,0.00011862492657105507,0.0,0.0,0.00944659399185703,0.09799707025718424
s08T1622,0.0,0.0,0.02703924498759416,0.0007363971098931294,0.0,0.0,0.0,0.0,0.0,10.981267887045261,7.465038815492974,0.0,0.0,0.0,0.0,0.11092983396098144,0.2556971659472277,0.0,0.0010228002479599832,0.43732277876369974,0.0,0.006710650109608796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008372567753295189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00938358624933991,0.0,0.0,0.0,0.01817310010979506,0.0,0.0,0.0,0.0,0.0,0.0,0.38841728713475404,0.0,0.0,0.03615905758262511,0.0,0.0,0.0,0.0,0.0,4.899045122109089,0.0,0.0,0.0,0.0020914979124562628,0.4159033457852109,0.0,0.0,23.020537408462218,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,0.0,0.036007424460746666,0.0,0.130002263632144,0.0,0.35568727894089147,0.10247280181541951,0.0,11.722358486368472,9.068415637945762,0.0,0.0,0.0,0.0,6.450587212474905,0.6906495591478226,0.0,0.0030103763717124043,0.0,0.0,0.0908866159218805,0.0,0.0036775387494378227,0.0,0.0002113864909495294,0.01018170458356539,0.007146941791510825,3.0448175228251912,0.0,0.006536647174233495,0.1733041319440224,0.0,0.0,0.0,0.0,0.0,0.01064446690500463,0.0035467664950813577,0.006056144787313222,0.0,0.0,0.0020541093132806984,0.0,0.0,0.0,0.4700410710257007,0.0,0.0,0.05752119548560525,0.0,0.0008753094167631294,0.55876362573737,0.47342934350382615,0.0,0.0,0.08319105244303285,0.0,0.0,0.05248753399175665,0.0,4.081541517560119e-05,4.036350459587179,0.00468436141675832,0.0,0.0,0.0,2.0876399075589323,0.015116845455898417,0.04142902951546609,5.6396518852208715,0.0,0.004254172368631448,0.0,0.0,0.0
s10T1622,0.0,0.0,0.0,0.0,0.05927030710747272,0.0,0.18285263563671592,8.526034671097449,0.0,6.941346717801971,10.7542281103729,0.0,0.0,0.0,0.0013083151494362112,0.9504753784093128,1.8538323321676102,0.0,0.0,0.0008685144221410039,0.00010540361388348676,0.0412189456572194,0.0,0.0,0.0,2.2581670765493618e-05,0.022479870589756822,0.010713985385176905,1.6185146019945005,0.0,0.008553352676704715,0.0926992300187411,0.0,0.0,0.0,0.001865848685507497,0.025489057942174338,0.00845687948982362,0.0045793039714693935,0.0,0.0,0.0,0.06552455242353498,0.0,0.0,0.05713190623311278,2.47495487950767,0.04675164964440561,0.0,1.1910370853178998,0.0,0.0028945220998284043,0.3005087163626401,0.0,0.0,0.0,0.3739349842198379,0.0,0.16365573315214352,0.01949470561229441,0.22608930155944065,0.0,7.483786085137912,0.00568329478161953,0.0,0.0,0.0,4.243938986802298,0.004332283831670923,0.0,1.3521774918928968,0.0,0.0,0.0,0.0,0.037391245994723696
s11T1622,0.0,0.0,0.019203789843022793,0.0,0.3120035315219164,0.0,0.8708205808261409,3.573034909118787,0.0,5.621591515500287,7.683741087381244,0.0,0.0,0.0,0.0,6.303942424017875,2.068289485535516,0.0,0.0,0.0,0.002565831461122714,0.0,0.0,0.023867242211304217,0.0,0.0005892568737810277,0.12917689511287023,0.015727850877989363,8.824344478984882,0.0,0.013654048784786203,0.44077941493957234,0.0,0.0,0.0,0.011590128484547301,0.0,0.031160349871124746,0.0062613651626508985,0.02712841374414451,0.0,0.0,0.014782332337724774,0.0,0.015215442673434023,0.0,1.7820418312107509,0.0,0.21108678528209637,1.6480481088928933,0.0,0.0058324726774433575,1.2827166765291727,0.0,0.0,0.0,2.20567706527546,0.0,0.2969400235578996,0.13137550750616078,0.18868117553247385,0.0,5.945335748562352,0.03607834252249063,0.07925029742957013,0.0,0.0,30.318681990742984,0.15601226276692076,0.39749051648373784,0.5824450685172881,0.0021433842233900494,0.0,0.0236502178343176,0.0,0.2439490667090932
