,0,1,2,3,4,5,6
s02T1622,0.6914051939693862,0.004440524794574325,0.21494784840928177,0.012639469941744233,0.055282849683599956,0.021284113201413553,0.0
s03T1622,0.04705979227607852,0.00123129715426608,0.44211324619490056,0.12488736309814182,0.36056622373798863,0.02414207753862457,0.0
s04T1622,0.04650896261160046,0.030621279167026193,0.4061136846151234,0.005948824571849883,0.48898398983086133,0.021823259203538604,0.0
s05T1622,0.033313354607028056,0.017796823059033563,0.3988144275591292,0.0,0.529006049490198,0.02106934528461102,0.0
s06T1622,0.014858303084780766,0.036440840265594666,0.06967627839446965,0.13080634737356303,0.7482182308815919,0.0,0.0
s07T1622,1.0,0.0,0.0,0.0,0.0,0.0,0.0
s08T1622,0.04373839258802648,0.9562616074119735,0.0,0.0,0.0,0.0,0.0
s09T1622,0.005527165743333106,0.9944728342566669,0.0,0.0,0.0,0.0,0.0
s10T1622,0.0,0.9962170335407291,0.0037829664592708427,0.0,0.0,0.0,0.0
s11T1622,0.017325201279548303,0.9543665640273598,0.003843937767073305,0.003609523518362226,0.01610470515889327,0.002687779192412028,0.002062289056350835
s12T1622,0.12458844085844756,0.5865493576988503,0.03841517349986338,0.010589435950376981,0.17981909974384763,0.033823369593225176,0.026215122655389004
s13T1622,0.03667026363425125,0.3034683641482324,0.00253496173232317,0.0,0.43090485183457494,0.2247620627794551,0.0016594958711630956
s14T1622,0.6672757456397073,0.17596375282124183,0.042255625588180634,0.003113151991483932,0.09087436306500325,0.01393931995766756,0.006578040936715646
s15T1622,0.9622851101679409,0.03299512698827255,0.0,0.0,0.0,0.003211461392484661,0.0015083014513018432
s02M1722,0.002771308763054592,0.012059413782676703,0.8886018872587504,0.07722945446388182,0.01905498632436768,0.0002603037565764943,2.26456506921761e-05
s03M1722,0.06054062600461043,0.0031242884259713366,0.365228665792541,0.019040853168059892,0.5520655666088174,0.0,0.0
s04M1722,0.0534636348129818,0.012948639417130781,0.20802687704551978,0.43849213559890005,0.28677659141765083,0.0002921217078168061,0.0
s05M1722,0.007280250429048681,0.009934737709164225,0.37204444996601405,0.30686393803058226,0.30387662386519065,0.0,0.0
s06M1722,0.34297172598984343,0.0031107377514060512,0.29887872050775666,0.0,0.35503881575099383,0.0,0.0
s07M1722,0.9977632349715924,0.001403921473875437,0.0,0.0008328435545323313,0.0,0.0,0.0
s08M1722,0.0,1.0,0.0,0.0,0.0,0.0,0.0
s09M1722,0.3035807140467039,0.6353939352541382,0.0,0.0009381729311538949,0.03137804613281629,0.02870913163518758,0.0
s10M1722,0.05390967585954524,0.8952667215372393,0.012784888102432106,0.00448928409646509,0.025346063484336507,0.007368734007360525,0.0008346329126212855
s11M1722,0.22030945381566575,0.6780355515856546,0.0,0.0,0.05571271411774641,0.04594228048093317,0.0
s12M1722,0.21547883806838355,0.6405958015574533,0.012553059560442104,1.5132804470981579e-05,0.0780252660319368,0.04862870258881551,0.00470319938849755
s13M1722,0.08649048061449667,0.754164872820601,0.04788802914598064,0.004297811825845389,0.07783723156699181,0.021092897838079085,0.008228676188005579
s14M1722,0.7820575105127473,0.08128199785937923,0.0,0.0,0.10181344938916066,0.019286364317912936,0.01556067792079984
s15M1722,0.992114868138505,0.006863575356166342,0.0,0.0,0.0,0.0007251621437012355,0.00029639436162739893
s01X1722,0.9813329454595798,0.0,0.0,0.0,0.0181770445413305,0.000490009999089603,0.0
s02T1722,0.033332051345889784,0.0047160241159867776,0.9613174623068513,0.0,0.0,0.00040268685753502734,0.00023177537373709906
s03T1722,0.10052354715510631,0.0038090440178953013,0.5237541945587679,0.0,0.3719132142682305,0.0,0.0
s04T1722,0.47950806814968866,0.0,0.17223618903678412,0.0,0.3482557428135273,0.0,0.0
s05T1722,0.07902730890839281,0.0,0.33354235617985706,0.0,0.5874303349117502,0.0,0.0
s06T1722,0.0010739394576773185,0.0,0.3805120918997439,0.0,0.6184139686425787,0.0,0.0
s07T1722,0.6866812274297213,0.004527179286296223,0.0,0.0,0.30211881232191806,0.006672780962064394,0.0
s08T1722,0.0,1.0,0.0,0.0,0.0,0.0,0.0
s09T1722,0.01681410599595531,0.9812702534301393,0.0,0.0,0.0,0.0019156405739052707,0.0
s10T1722,0.2442010786019774,0.6661117000830719,0.0019625429554355803,0.0,0.04330254907198688,0.04442212928752828,0.0
s11T1722,0.23785264332531203,0.6845515714000171,0.0008453846799462304,0.0,0.03674950040628061,0.03968987905644884,0.0003110211319950761
s12T1722,0.8140292790830955,0.17089364969478157,0.0,0.0,0.0,0.013299667948422298,0.0017774032737006703
s13T1722,0.23178868226830107,0.510228137428474,0.08901956284671549,0.001964954903491157,0.12606486118590465,0.03826816730172646,0.0026656340653871628
s14T1722,0.9881394084929023,0.011562779124150288,0.0,0.0,0.0,0.0002978123829475558,0.0
s15T1722,0.7231016772367388,0.021131355282718988,0.0,0.0,0.24798882271200828,0.007778144768534079,0.0
s02M1822,0.09817867472282076,0.017251625328211805,0.8676231841912901,0.003994162976756012,0.00685114268916593,0.002896346717076139,0.003204863374679174
s03M1822,0.07270794169493601,0.0004711353757597819,0.611065213890445,0.0,0.31575570903885913,0.0,0.0
s04M1822,0.08812205322056069,0.004807365205887914,0.4319585058990769,0.0,0.4751120756744744,0.0,0.0
s05M1822,0.014458967380839469,0.0,0.7670042162955233,0.0,0.21853681632363728,0.0,0.0
s06M1822,0.0,0.00910264948234136,0.4029255700350548,0.0,0.5879717804826038,0.0,0.0
s07M1822,0.11385727108981954,0.053269036050211556,0.26761769444731326,0.012729673820877283,0.5413788101196105,0.00876928777196134,0.0023782267002064768
s08M1822,0.0,0.9986398767129163,0.001360123287083643,0.0,0.0,0.0,0.0
s09M1822,0.011555700657753076,0.9873519001542373,0.0,0.0,0.0,0.0010923991880095216,0.0
s10M1822,0.012035944163839934,0.9815076028565081,0.005197067121711748,0.0,0.0,0.00125938585794041,0.0
s11M1822,0.003519511481628673,0.9913394474774835,0.002082086768514525,0.0,0.0,0.0030589542723732208,0.0
s12M1822,0.04935448592156186,0.89254531495071,0.008398296475723451,0.0005376606764299761,0.025613509630582645,0.01869213233997203,0.004858600005020137
s13M1822,0.06231644836600462,0.6412131511215018,0.014725222445331086,0.0,0.17259092292464076,0.10016847614242733,0.008985779000094497
