,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
s02T1622,0.0,0.0,1.9856439732338353,0.0,0.5857531029460437,0.0,0.0,0.0,0.0,0.06213888713038955,0.0,0.0,0.07529582207240704,9.080544128641552,0.0,0.06351013050949098,0.0,0.0,0.7877824556996281,9.770966817820177,0.0,0.0,0.272779482017063,0.10495032234663049,0.0,0.0,0.0,0.0,0.675589309387246,9.068861492380172,0.011301913868275969,0.0,0.0,0.008288503905217869,0.0013662048343790086,0.0,1.2326879680710188,0.0,0.0,0.0,0.5239508302761339,0.09088717948731331,5.513555849729122,0.0,1.8644182275622785,0.0,0.054587838781480394,4.355027451289617,0.10265882790522267,0.19594761848053202,0.0,0.009995319278604066,0.22883843709745622,0.024810891996895713,0.0,0.27815689132883303,9.43297740237472,0.0,0.48932868707027455,0.0,0.3315379324261998,0.5656229862217391,0.17886028254913294,0.0,2.896103274780985,0.33947100892136406,0.046828601339019275,0.30538614545934273,0.0,0.0,0.13071128175620794,0.0,0.0,0.0,0.2563869106099607,0.0,0.35572125357772544,0.0,0.0,0.040523134027904195,0.0,0.08583335065053407,0.0,1.1532294981717228,0.0,0.30883668640124357,0.0
s03T1622,0.2731688949604607,0.0,0.0,0.0,0.0,0.0,0.0,0.036590256634531484,0.0,0.006544711602807588,0.15113313284858523,0.0,0.05272717532371797,29.590284296060535,0.0,0.0,0.0,0.0,0.0,0.011254335878951551,0.0,1.053788557964561,2.4903260302675143,0.0,0.0,0.0,0.0,0.0,0.0,17.19950358714213,0.0,0.0,0.0,0.0,0.0,0.0,0.9515404152502671,0.0,0.0,0.0,2.109993777841658,0.0,7.252329333666106,0.0,1.9075298724957976,0.0,0.46280502057283995,3.0088122068682344,0.07287679216074092,6.4408866500564335,0.007728055081515722,0.0,3.072219868175704,0.0,0.03938586515143826,0.0,0.6379408662131886,0.0,0.0,0.0,0.974419240892909,0.0,0.03552390949064606,0.0,0.11190866668944235,0.01205606167802269,0.22245389078403183,0.0,0.0,0.0,0.0236329706191506,0.0,0.0,0.0,0.0,2.8233961967550956,1.4321305007389822,0.0,0.23839143425844353,0.05941501892059171,0.017012544394270687,0.004419367622025488,0.0,0.6168874542197207,0.06210897641825272,0.0,0.6363623387985285
s04T1622,0.0,0.0,0.1503300850901912,0.0,0.0,0.05585790052245784,0.0,0.0,0.0,0.01566675771288376,0.0,0.0,0.06052298301294901,8.625121960489494,0.0,0.11136880286900674,0.09415024325000854,0.0,0.23111571151735746,0.014798449467929239,0.0,0.6595952163878867,0.0005143557481173383,0.0,0.0,0.0,0.0,0.0,0.0014966125658914897,0.36617608842811467,0.0001684762031053824,0.0,0.0,0.0,0.0,0.0,1.8678666176604712,0.008607398894006746,0.0,0.0,3.359632124072984,0.0,21.57867945424645,0.0,0.7763645516439148,0.0,0.0,3.8811130068292776,2.035339647447911,16.0559819061137,0.0,0.008961956507658374,5.375020745663452,0.0,0.0,0.0,2.933798040310766,0.0,0.06354832905223792,0.0,0.8099687963297659,0.0,0.19284161283621304,0.0,3.0539061820294533,0.5571311773460809,0.0,0.0,0.0,0.0,0.03278421856622317,0.0,0.0,0.0,0.2724099465394089,0.283932136100089,5.348717279660939,0.0,0.0,0.14505862603684438,0.0,0.022050232791947764,0.01050259240747025,0.29959710911224724,0.0,0.09253710991176062,0.0
s05T1622,0.0,0.0,0.0,0.0,0.1524687950559934,0.0,0.0,1.3092864430477802,0.0,0.004787580183376321,0.0,0.0,0.0547906198874703,11.439400527066361,0.0,0.2580103532547734,0.0,0.0,0.09882633176682991,0.004200335172412931,0.0,0.7232346199176639,0.0,0.0,0.0,0.0,0.0018792502435086471,0.0,0.0,0.05458508780344185,0.0,0.0,0.0,0.0,0.0,0.0,2.764069459742133,0.0,0.0,0.0,1.22525833519131,0.0,12.729117813011971,0.0,1.3781457409977187,0.0,0.0,6.530684100454099,4.906974608783485,22.20108455308388,0.0,0.04388878331907739,14.394583290804318,0.0,0.0,0.0,10.58816078124693,0.0,0.01891812188278272,0.0,0.41622607788484484,0.0,0.0036165565349738408,0.0,0.0,0.0,0.019326673081230244,0.03061263621208301,0.0,0.0,0.006666791478103907,0.0,0.0,0.0,0.0,0.12112887852675425,7.984032718884165,0.10078961904392601,0.0,0.1154948977988422,0.0,0.01608313851200402,0.0003717804145035989,0.07295195184218897,0.0,0.10627543813339241,0.0
s06T1622,0.0,2.5294825242966437,0.0,0.5761703739717222,0.0,0.08438331159275247,0.0,22.57435780763341,0.0,0.0,0.0,0.0,0.06960627387741197,2.4510274767590823,0.0023061010579587585,0.288933932990007,0.26425376896641106,0.028525452111972997,1.3344145491119765,0.013817963073779081,0.35108787600448876,0.35119640551220854,3.511307571555929,0.012400100241509983,0.026777633667076438,0.0,0.014600452502275084,0.15704542996684157,0.0,0.06434173037646954,0.011417574234550464,0.42668215220887507,0.8804847998499816,0.0,0.0,0.0,1.2878598473499026,0.02590861637842352,0.0,0.036171250827566205,0.8778667369180208,0.08428518917717452,6.866876599276965,0.0,0.0015157681407125697,0.0,0.0,2.2066201129810215,0.5488182318950778,25.06498975904551,0.0,0.00527133058255773,57.50858252911836,0.0,1.4826604100025884,0.009108323154399224,10.374796860682947,0.15559598918304868,0.25688834962843227,0.13513261902162182,1.4850536844317201,0.0,0.002723368178723603,0.007450413409100976,0.19588144881263747,0.0,0.0,0.2321184706162864,0.0,3.134811504999028,0.0,0.03240649326858472,0.0,0.0,0.0,0.017216736726086902,5.255255864616299,0.5226988804228373,0.46336636503820217,0.06373180381263004,3.9183325689587556,0.0087230048304178,0.06339693234012363,1.328557338784841,0.0,0.11344537509629178,0.0
s07T1622,4.830387329951118,0.06551762043963255,0.13615637585098153,0.023242349884114805,0.0,0.0017862728523964214,0.0,0.3855859701049658,0.0,0.0,0.0,0.1214968180990142,0.18686574353197843,0.09314738942158375,0.04264950967635141,0.30991307532835766,0.03278911109868636,0.10080411136440763,0.3637159323020571,39.73288221849297,0.0,3.1464258948245765,0.0,0.016459877982922436,0.0,0.0,0.09985663528060282,0.0314971111283393,0.07612647268148112,0.022678206731213072,0.005896745381069203,0.0,0.0,0.008245410868815403,0.0,0.023566717547005792,0.5912029294956991,0.0,0.0,0.0,0.04389888061499105,0.008364534808343031,1.8247190735232237,0.0,0.4437306919610333,0.006693815290933694,0.0,0.0,0.15056685352112886,0.0,0.00819737197412155,3.996309408735245e-05,0.02893541072575303,0.0,0.7091910102218356,0.0,5.414634333458015,0.0,0.21670654355845234,0.0,0.029829317653620357,0.0,0.008372911669679342,0.0,0.0,0.07108192835634633,0.0,1.020768878113297,0.0,0.0,0.0,0.0,0.0,0.0,0.011850514555708352,0.03147456497537827,0.03859112250327424,0.1531959809354404,0.0,0.14348215095702138,0.0,0.001499521772807212,0.0026862535697599,0.9170985772951794,0.0,0.29174377409176644,0.08844229609032597
s08T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59637264721526,0.0,0.0,0.0,0.011171413211351058,0.0,0.06867540803544926,4.932127416491261,0.0,0.0,0.45284947387742563,0.0,0.0,0.0,0.00037144991843270677,0.0,0.0,0.0,0.08290347300685229,0.0,0.0022148226384283414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40854658063587e-06,0.0,0.0,0.0,0.0,0.0,0.014256949286460437,0.0,0.0,0.0,0.0,0.010307934603175431,0.6406171285070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.020833781342002,0.0,0.0,0.0,0.002149017546244044,0.0,0.0,0.0,21.777471313284074,0.0,0.0,0.0,0.0,0.0,0.0013234477370184464,0.0,0.0,0.0,0.0,10.093792747303594,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,0.0,0.0,0.21310917892799544,0.0,0.0,0.0,0.11913644646371162,0.0,12.38848435482169,0.0,0.0,0.0,0.008915428159982518,0.0,6.577138944598304,3.3743485647355236,0.0,0.16267789789250217,0.0005664721142673248,0.15661902953884466,0.0,0.0,0.011774597016103562,0.050422267599965535,0.0001797015947618304,0.014185466398654312,0.25313296383870804,0.0,0.0040734866379950945,0.004328797659233348,0.18762757665231863,0.40578484780553403,0.0,0.0,0.0,0.0,0.011228113543690075,0.0,0.018834369809925408,0.0,0.0,0.5907405084766956,0.0,0.0,0.0,0.0,0.017983601542857976,0.0,0.028287350574444866,0.0,4.021480941167413e-05,0.11984649354939415,0.8060830341715273,0.0,0.0,0.7812104966872269,0.5020910254725108,0.14444626413966682,0.06362020909912076,0.0,0.0,4.196716644210385,0.004338069520134785,0.0,0.0,0.0,0.42109662482353494,0.0031582458037835853,1.0861124521779626,5.242210008302713,0.018793845589055405,0.007987467260450461,0.0,0.0,0.010754591595212937,0.005321245610828994,0.0,0.0,0.0,0.0,12.313788568321279,0.010098944420110674,0.0,0.0,0.04532200920022909,0.019164436766601615
s10T1622,0.0,0.0,0.10616298228424019,0.10944612497115422,0.0,0.0,0.0,8.913568894899068,0.0,7.337548411400079,0.0,0.0,0.0,0.08304203286119524,0.0011603514599290334,0.9373547080518643,4.428618347093491,0.0,0.08649442679712648,0.001295162784982499,0.07682056715118045,0.0,0.0,0.0026333676251637426,0.023515365791108564,3.248625201375179e-05,0.027936790426712425,0.6780128851169824,0.0,0.0,0.0062718684263843374,0.09711421829326314,0.20904194119943914,0.0,0.0,0.005629833776502072,0.06395566087856132,0.008779670635855384,0.0,0.0,0.0,0.0,0.3580132237532173,0.0,0.0,0.0,0.0,0.0,0.0,1.3313806656090577,0.0,0.002099596094938801,0.0596492925602751,0.0,0.0,0.0,0.5255589735889351,2.95657649573214,0.3236654071338203,0.03303751117181176,0.05238389411381386,0.0,7.639100343956614,0.0050278024484972355,0.0,0.0,0.0,2.643045322527551,0.0,0.601640508302695,1.0899019501183866,0.00034119632144079726,0.0,0.0,0.0,0.042465951769984876,0.0,0.22420905028703228,0.0,0.00019659982138938743,0.0,14.596997921527779,0.02219999034505607,0.0,0.0,0.01368316544047104,0.0
s11T1622,0.0,0.0,0.03219868683646699,0.5329982030696078,0.0,0.0,0.0,3.7571530727974753,0.0015000936693408617,5.943675019024747,0.0,0.0,0.0,0.032978154703416036,0.0,6.4180009585911115,4.037709922993525,0.0,0.4103668633175765,0.0,0.409260219749068,0.0,0.0,0.025799103132271867,0.12048143950597974,0.0004587810219514398,0.13963466460802815,0.7706800826380142,0.0,0.0,0.010364617719417128,0.4786061777558057,0.9733553874828087,0.0,0.0023344716586118264,0.02102288281096074,0.0,0.033400086103555875,0.0,0.04997499253945409,0.0,0.0,1.7360714129581412,0.0,0.013023275131327509,0.0,0.0,0.0,0.20941972552164692,1.9313038440090824,0.0,0.004565235689789674,0.0,0.0,0.0,0.038992903952661126,3.864315405358751,2.050182550999357,2.6091434286862576,0.16304087096527295,0.0,0.014305292990042478,6.056100327224449,0.036582307316589534,0.06828038425332049,0.0,0.0,18.08782147795944,0.11745421002465858,2.911576382612023,0.36404014297873455,0.03630342088910952,0.015563408814187513,0.04033081656094548,0.0,0.28567098899362037,0.004262164059780371,0.4036023478655802,0.0,0.0,0.0,10.40573990908683,0.034337965152565667,0.0,0.0,0.2120219399027062,0.0
