,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
s02T1622,0.0,2.2672410214550927,6.16551402759571,0.022428942793837295,0.058328441382812644,0.0,1.3348507137525694,0.0966066508235725,0.0,0.099163869823411,0.07032263062383232,0.0,0.06760108029713224,0.22727542796926561,0.0013959866677825284,0.05888102732624729,0.07586886104362715,0.0,0.30215532763130004,8.959060318200734,0.0,0.03044126161719128,0.23091958529400292,0.2998201330968876,0.0006292229120735654,0.0,0.0,0.18154258983027766,0.0,8.173246729122988,0.014751580958442133,0.0,1.7843228641891844,0.0,0.010286872700863245,3.511173365826484,0.21938327022938828,0.0,0.0,0.4997001301675652,0.676384811673907,0.0,6.114493577532697,0.007486507496308039,1.9869301985355952
s03T1622,0.0037900127728533626,0.4643922622059302,3.3633524248785927,0.0,0.2863452831797614,0.0,0.6953841108202785,0.11649521284902124,0.0,0.03769825726321354,0.0,0.0,0.05496605939358483,2.271238777401523,0.018882196645739695,0.0,0.014491776762559104,0.0,1.4283095377767403,0.0,0.0,2.788884387423033,2.2003337101906517,0.04235722386415918,0.04223522616070198,0.0,0.0,0.008037296621030275,0.0,15.799982451289063,0.012849903404363998,0.0,0.8115806533809641,0.0,0.0,0.13941721290198242,0.0,0.006009178761239774,0.0,0.19298427889588354,2.5761268640114814,0.0,19.83758712710526,0.0,2.0301937676506894
s04T1622,0.0,2.99962107772273,4.693887225452847,0.0,0.0,0.0,3.5392462334899912,0.407388682289643,0.0,0.124417213231633,0.0,0.11436398530792227,0.07519358903283146,6.62317762278899,0.10456997759427131,0.08632469499828148,0.02269100178458226,0.0,5.328105440594702,0.0,0.0,4.408301541140621,0.018201136969693152,0.2597003379972936,0.08104354873484178,0.0,0.0,0.2821887728367316,0.0,0.9896829569765823,0.002014052600943501,0.0,2.489260425689774,0.0,0.05215649634526019,3.596586752129847,0.2021010495774414,0.03490759124401794,0.0,5.620693569359295,4.12146899018061,0.0,5.987036896464399,0.19631328512208038,0.8256551923706512
s05T1622,0.0,2.677877475502433,7.460556674025317,0.07332231161497185,0.008869336831769766,0.0,2.065439195946108,1.2713902619050457,0.0,0.01370604748220121,0.0,0.046286226280781655,0.0653296345168679,7.941463284027849,0.059561510032247134,0.21669286777118685,0.004386881306927299,0.014509920442561584,7.689795944458229,0.0,0.0,11.93287430124729,0.0,0.2239070843206994,0.03787665796667027,0.0,0.0,0.0094603633119369,0.009225961385975348,0.19950143512726615,0.0,0.018479570769825576,1.4836204780311528,0.0,0.02175859927838203,0.040389334739549976,0.0,0.004761558800594841,0.0,12.194365629394442,1.5328620731711793,0.0,7.764951119537238,0.09767789669910942,1.4718854446114895
s06T1622,0.0,2.605919283137993,2.5821115395204384,0.0,0.0,0.0,0.5405357537475135,17.837665759078117,0.0,0.0,0.0,3.3915743236578475,0.05036296714489236,7.444205429782205,0.05483183474936071,0.2677613395703199,0.0005730258578346638,0.0,5.0693909635139685,0.01890668087893409,0.0,48.34195936558317,3.1283765667837464,0.2620465136902329,0.0,0.0050270348403504694,0.017830401839639545,0.026505271718416885,0.042062064648737095,0.1338354420954216,0.02069480333026553,0.07140325445513683,2.59013175318818,0.0,0.031763170739258544,0.2635263858653646,0.0,0.022269549508946225,0.11790174983002262,1.9420109226441975,1.20349009748967,1.010819001174611,1.7157888469709939,0.2396709524304351,0.008914022653475628
s07T1622,0.0,1.4088882403596412,0.06345817223309354,0.00014231719502361804,0.0,0.026843372765135196,0.7654805314245536,0.32285408101009033,0.019905458394595864,0.0,0.0,0.0,0.16249640452035827,0.0,0.0,0.21496953989199008,0.0014194322363132435,0.022111257448488388,0.0037630775967788066,36.40248110622725,0.0,0.0,0.0,0.0576971150339541,0.024641338120066435,0.0,0.0,0.051737819771122136,0.0037106779069584835,0.0,0.012193537072588407,0.0010059376176503332,1.1385459507831297,0.009591721202393363,0.004639439065186944,0.027365634778292378,0.011000262092416363,0.0020743519827943003,0.0,0.5551568016192437,0.0,0.05531948090510294,0.015176974076292107,0.012469053162605456,0.4739809696794034
s08T1622,0.0,0.0,0.014639216507689182,0.0,0.0,0.0,0.0,0.0,0.0,7.1215714615799905,8.535805852019312,0.0,0.0,0.0,0.0,0.046181551545453135,12.551130250740448,0.0,0.0,0.414003968531744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068829666492756375,0.0,0.0
s09T1622,0.0,0.24658166395782358,0.02020679644415929,0.0,0.0,0.0,0.32650719840541803,0.0,0.001607868008562319,6.532267483129918,10.384800457047389,0.0,0.0,0.0,0.008163135354584078,5.3841505311670455,3.0672025809097034,0.00590693174388487,0.005618809938868969,0.0005130513541220941,0.0,0.09998028976176927,0.00468959875125211,0.0,0.0,0.0022056341672318813,0.0,0.007457786134189704,0.01840836403038332,0.01956812975498692,0.0,0.015459205326110134,0.20994426438746094,0.0,0.012501906203882961,0.0,0.0,0.012221702919905753,0.0,0.0,0.0,0.030157216481554745,0.010197599908976871,0.06663567879727489,0.0
s10T1622,0.0,0.8434165793663241,0.06244863817594506,0.014307153093869695,0.0,0.0,0.6230667414167961,6.716896742545956,0.0095854928951302,9.14005385430888,12.274548088119738,0.0,0.0,0.5238280719058606,0.005721232075933069,0.9008207063414222,0.721075370934104,0.0,0.0,0.0,0.0,0.06079094680770397,0.0027720281324416372,0.0,0.002387223758115397,0.0004436995581980031,0.007599042091128142,0.02672936348993699,0.037543998171137155,0.0,0.026811417378795346,0.01417342886044123,0.09529200647617168,0.004352985752730279,0.0041473231631982055,0.0,0.0032088529929178928,0.018165464575610246,0.10635352134644253,0.11848287817172672,0.0,0.0,0.056989429604069976,0.0051002080455211166,0.0
s11T1622,0.0,1.9714393734153062,0.021163160485249185,0.001564896626954296,0.0,0.0,2.2891815903817445,2.989653221312174,0.005759817143649347,7.345341046773924,8.76013243444287,0.009858359343941428,0.0,0.9827295660758242,0.020330060851433678,5.531265794525706,0.30683866313224606,0.11776484564736332,0.017665173422553537,0.0,0.0019070012679467572,0.013137638681220611,0.010754335827938992,0.17688100249050476,0.02240343334884521,0.0025893177507518668,0.02638060249178524,0.03425665004722164,0.14158071307846934,0.0646733132155586,0.05438319068533932,0.1266417782402198,0.6616679148072072,0.0,0.03560632586767517,0.16934542892079046,0.0,0.03992748315257087,0.42220638441737435,1.0937075769253741,0.0,0.030644081668188747,0.029291059685487723,0.1813329602151446,0.018419638145422388
s12T1622,0.0,3.1242353052150067,0.08562217284769345,0.0,0.011054299114737915,0.563555742759204,3.571989591142664,7.184298213050805,0.0,2.1145207890530493,1.315671204885506,0.16416822323640257,0.0,0.9888825696827399,0.6800264563405383,8.97674968847081,0.00637800145201883,0.6809266520864445,0.09533165495300122,0.016148946016075853,0.0,0.04567123293484561,0.014491983474364738,2.839085059544625,0.06703873529479784,0.021666671421011148,0.0,0.009229500278093912,0.0,0.2768902843777946,0.595250838162063,0.10758036142033138,1.8540146425638535,0.018978282582729097,0.04140151366344965,0.0,0.0,0.02317583606753117,0.07656745021471319,12.625206765266306,0.0,0.09314394065396028,0.25564289949931285,0.40923858185981127,0.019427704246647515
s13T1622,0.0,0.37524118368748743,0.03159456031041721,0.0,0.0,0.0,0.0,12.481796244718671,0.0,2.334469980985863,1.5156693657900107,0.0,0.0,0.09404382078314685,0.6309203028792935,2.745970233334745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65288077433279,0.0,1.0237247932300517,0.0,0.0,0.0,0.0,0.0,0.0,15.027502750974657,0.003976029996580332,0.0,0.25201663716992145,0.050031821119223316,0.0
s14T1622,0.0,2.1901211199115886,0.38694201061559924,0.0,0.007799084221780499,0.0,1.0135675695486688,11.962682407026906,0.0,0.3305927522128308,0.15569425413293694,0.0,0.03165128312379466,0.259566267601166,0.007194977923097882,7.3285090378916875,0.17081018515510257,0.16898543529590818,0.02926993416279115,3.2627452988911294,0.0,0.5427846020566331,0.0,0.2836530841978735,0.02643707168107934,0.004995283835164158,0.0,0.0,0.023459638885517994,0.13824668612624694,0.0031604826669076594,0.04765149046151051,13.128140656832835,0.0,0.024226502572420143,0.020576148864442714,0.0,0.0,0.0,35.7556071972271,0.0328580755869323,0.0,0.08103023727749124,0.15490454354309063,0.011278454560733323
