,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
s02T1622,0.47546601938262,0.0,5.045565736459805,0.2698088302611335,0.045343786795851375,2.0467755581263685,0.7722645283359798,0.04589084279116546,0.0,0.22980293693981485,0.07515078810096441,0.0,0.06361102235494934,9.863502699872054,0.024090217184152836,0.09761505993946752,0.07798473466148088,0.413971357160264,0.7647207992297714,8.651644080646545,0.11682422088836023,2.5302785993083683
s03T1622,1.019939527052365,0.0,3.295296112199322,0.030733498693212638,0.20036803817984838,1.9660046891512146,5.236141861382181,0.1279414690261329,0.0,0.03510239973538889,0.007715829937165442,0.0,0.0,31.236899384297548,0.2361588004258183,0.010429900334760068,0.018181105556243412,0.0,2.546395928462279,0.052577898264820164,0.056394510521897,7.584190432150785
s04T1622,2.1935104194194506,0.04830858747914257,3.588038528992278,0.4484730887280521,0.0,0.9455699648954919,0.17920012186750664,0.7074046235014627,0.0,0.25356842872729224,0.03637925368262651,0.00294483220476617,0.041427169502088516,9.222399955251952,0.5762588163540144,0.802398417705596,0.03931245010140709,0.5622216398165997,5.87901091992099,0.0717238571476095,0.6839525554494182,4.555744605594324
s05T1622,1.0798430518739508,0.012705495300516857,5.544966407506325,0.42543460381327813,0.0,1.4338073454034066,0.0,0.6776447523035849,0.0,0.0016338663260171361,0.06021757033430376,0.0,0.0,11.5911986818209,0.3867105373742737,1.2543739613731977,0.01558543981883155,0.13333217538304157,8.082562370403547,0.08142040863894005,1.1931504641186341,10.670801901596684
s06T1622,7.784551462859045,0.0,1.755370523265455,0.17576283316674726,0.0,0.0,6.7008937625708915,0.07336895674181008,0.0,0.0,0.0,0.0,0.0,2.355549631918227,0.19793900216184918,0.24649010621515688,0.007092834813840657,0.04217263899978421,5.174166436032339,0.0741735070843871,6.10484682004822,42.79988172484001
s07T1622,0.0,0.0,0.0,0.0,0.0,0.46106765882999834,0.0,0.0,0.0,0.00014630107248637844,0.0,0.0,0.09653499066166385,0.0,0.0,0.0,0.0,0.025516352170662684,0.0,35.02483341002209,0.0,0.0
s08T1622,0.0,0.0,0.004775597591068202,0.0,0.0,0.0,0.0,0.0,0.0,5.115418746710954,7.848975843507561,0.0,0.0,0.0,0.0,0.0,13.049336735563248,0.0,0.0,0.39458213541844667,0.0,0.0
s09T1622,0.0,0.0,0.004476780965961909,0.0,0.0,0.0,0.010392636620398587,0.0,0.0,4.719901650893529,9.599103884753118,0.004275595353232709,0.002783155507698414,0.0,0.0,5.699126295765346,3.190856456234457,0.0,0.0,0.0,0.0,0.0
s10T1622,0.0,0.0,0.0395495779014172,0.0,0.0,0.0,0.010040684841634307,0.0,0.0,6.820013624885499,11.361344617022267,0.0,0.0,0.08814131131702822,0.0,0.7592424761775028,0.7628418445087792,0.0,0.009627181439252229,0.0,2.168542303980402,0.020612026583158596
s11T1622,0.12845377443003136,0.0021953307984974454,0.01983913348933943,0.07844926589439073,0.0,0.01035696718889023,0.07372665143913372,0.0,0.00047401142179498223,5.50266936195814,8.150158595118734,0.014052793853734273,0.02683329601338285,0.0627133344817423,0.020416922019733018,5.988352704815197,0.32991258412388,0.23373567112462845,0.07662743935104828,0.0,0.9319942038618025,0.06984995696477414
s12T1622,0.6695070186115558,0.033249469296754014,0.08845019795715622,1.7279183777812122,0.016205493027609773,0.0,0.07065006822348681,1.208821140612427,0.0,1.5604275272588914,1.3241882646409153,0.05887470543819997,0.01801430579094397,0.3839222070081819,0.689916793952226,10.438699419084552,0.008557406181080833,0.27531668465671955,0.13841265276937564,0.011667604328153301,2.9024109893305168,0.18902036659177873
s13T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.64100475883207,0.0,1.5364918465872013,1.4245815853446553,0.0,0.0,0.019262231361169634,0.10306934636371691,1.9196216215290105,0.0,0.0,0.0,0.0,3.9205306396384456,0.0
s14T1622,2.515715768086411,0.03884905720697996,0.5365684052605195,0.8885254360818398,0.005937857858301968,0.0,0.005472516494151027,0.8081167894364931,0.0,0.1674138153254986,0.2914290966582924,0.0011588432964707877,0.11588493598428855,0.25804498328806186,0.2155400471984847,10.20327778946432,0.17772535159707026,0.4678240319287551,0.05627028541221908,3.1521900176254594,6.178195014060352,0.9681463624909074
s15T1622,0.9850668276021504,0.0419980118018114,0.05223001809152358,0.6774116071002301,0.0,0.0009789635675337234,0.004642170971244314,0.8589193293346751,0.0,0.17824921945164063,0.25213017545457833,0.0,0.2133944076999636,0.0,0.8854316937912386,6.3406035458859,0.028483678216612348,0.35669938930935957,0.0,12.289682235042244,2.33425020527989,0.04407977232751215
s02M1722,0.6788717527903825,0.021475943188927028,32.17851836324169,0.08608283217933203,0.0,0.0007681397096810675,4.942189049611779,0.13185589937761855,0.00574542615416458,0.23714938042533404,0.18786752556375474,0.0,0.0,16.130375559729977,0.2604304248791712,0.3923816420537075,0.13678049770879197,0.009100027512968636,1.4658050428323042,0.0,0.32893416388988006,0.937063000432334
s03M1722,6.538299604861659,0.0,4.329110071993479,0.0,0.0,0.0,1.2734827275686313,0.0,0.0,0.0,0.0024217801803960047,0.0,0.0,27.86670089118925,3.384814119951079,0.0,0.0,0.0,5.4020264813517835,0.1533121162747316,0.292899650060325,20.902268769494153
s04M1722,1.7020693465446195,0.005431021121732516,2.7999248473886396,0.17532326202076856,0.0,0.03620812606285907,16.210015632671745,0.3686032274106617,0.0,0.0,0.03915073082060362,0.0,0.0,7.6867381201133,4.316021627428689,1.541395610008837,0.010361824665987486,0.0,4.6009360966772,0.0965563173148255,0.47593046545503404,4.258146566725901
s05M1722,0.6037576324018628,0.002883341401152313,7.859559083120835,0.24955452248770188,0.0,0.0,11.60565021696198,0.23488692109313047,0.0,0.0,0.02858639030219356,0.0,0.0,3.7835404032003432,0.24182014547157868,1.2937594653850677,0.009075349487487392,0.028725706857460183,7.646131893154251,0.009991150261678827,0.5852210313864474,6.486863040578283
s06M1722,0.49061168535319405,0.004339226438823727,7.293411144124662,0.280747623923169,0.0,0.012838675156667362,0.0,0.13010725478804666,0.0,0.03039622551348228,0.03009644669199426,0.0,0.0,6.882754680528747,0.1115157769047305,0.7180867511352389,0.00441711190343055,0.12178228788969939,5.531334899844828,3.75772066716781,0.3872431848153094,15.871575638582067
s07M1722,18.737314461861235,0.0021335039442818967,0.008036884812739911,0.0,0.0,0.012921058957597088,0.0,0.0,0.0,0.0,0.035864241603558056,0.0,0.03127646343688527,0.0,0.0,2.0947898006599543,0.0,0.0,0.0,21.009019769326066,0.271344674605151,0.0
s08M1722,0.0,0.0,0.011671789633788593,0.0,0.0,0.0,0.0,0.0,0.0,0.5395848187041308,9.537471579493422,0.0,0.0,0.010620746528964966,0.0,0.0036463663860552115,14.450710134812146,0.0,0.0,0.0,0.0,0.0
s09M1722,2.642148920118844,0.0,0.0,0.0,0.0,0.0,0.0,0.002287750429625263,0.0,1.0363849925958237,3.9820174604480396,0.0,0.0,0.0,0.0,38.02071701058383,0.06312566102511519,0.0,0.0,0.5784536049770908,0.0,0.0
s10M1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.287333866238114,2.9207966970424457,0.0,0.0,0.0,0.0,4.916018565611175,0.06972077324109381,0.0,0.0,0.0,11.996199978389075,0.0
s11M1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7187393222609308,1.4292419061835535,0.0,0.0,0.0,0.0,45.40689560608208,0.011282532197490433,0.0,0.0,0.0,0.0,0.0
s12M1722,0.0,0.0,0.0,0.0,0.001289854061470109,0.0,0.0,0.0,0.0,0.7155803634987303,0.7130151510488804,0.005382365898180049,0.0,0.0,0.0,29.81507841511513,0.0,0.0,0.0,0.0,0.2293806730551411,0.0
s13M1722,0.0,0.0,0.0,0.045147373158901605,0.0,0.0,0.0,0.0,0.005117493942118059,1.262791253102797,1.61874144289908,0.0,0.0,0.7747679076134516,0.0,6.501547317193354,0.014873510389332878,0.024251032635390475,0.0,0.0,6.429430350126702,0.0
s14M1722,0.1862912817996783,0.05819001757590085,0.03929513952790046,1.2642385589873837,0.08201382836886742,0.012490238961398378,0.0,0.9933919428444095,0.07034855691004839,0.0126893932950076,0.18827535118241678,0.14388979026966045,0.0,0.0,0.044561253222171485,14.42033393469507,0.019655358312311518,0.5255923077107143,0.0,5.457079862450789,1.2380109948016025,4.293529090687815
s15M1722,3.319645198309671,0.0328244891721922,0.0,0.2963129667045103,0.0,0.0,0.0,0.11796648023774918,0.0,0.0,0.09455769631061055,0.00570848785895815,0.013665540172932217,0.0,2.0158026996174043,6.084822909631333,0.0,0.13456762948821493,0.0,23.043938348415537,0.950786498792944,0.0
s01X1722,5.158024695489046,0.0,0.0,0.0,0.0,0.0048889238790845325,0.0,0.0,0.0,0.0,0.023129220164493168,0.0,0.0,0.0,12.656215048927805,0.0,0.07386222941060304,0.0,0.0,29.429698713955244,0.0,0.0
s02T1722,0.04038511283258165,0.016222929742404444,57.41892965827537,0.16080677515720848,0.01223239781523963,0.029703810499005626,0.0,0.1881602926025395,0.008114157809366968,0.15252917708430697,0.08314370482242524,0.0040600927239707535,0.039976422644378964,7.351243689333893,0.3607551545056121,0.13777323454653395,0.17960390131175774,0.10881014548584121,0.029637514657454678,1.039953044208366,0.16631290086358094,0.0
s03T1722,17.88571471622325,0.0,0.6830721198871639,0.26113573045827687,0.0,0.0,0.0,0.0,0.0,0.015669827540576522,0.0,0.0,0.0,83.84995978105508,0.0,0.0,0.003924631694494217,0.0,2.008327158753514,0.35099155775781665,0.0,4.645397581831154
s04T1722,0.31512831386730056,0.0,4.942058328420809,0.3971452689772406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.111014615682368,0.0,0.04344210945551342,0.011534267037558672,0.0,17.40016115749663,10.448077613760228,0.0,18.725892451608335
s05T1722,0.0,0.0,2.7412418447210376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.03845968901378,0.0,0.0,0.012925255547713213,0.0,21.2341104640432,0.7525293675584224,0.0,16.132283959095925
s06T1722,0.0,0.0,17.085844288375466,0.0,0.2959621987721344,0.0,0.0,0.0,0.0,0.0,0.0,0.025097540224648465,0.0,21.54695045546694,0.0,0.0,0.00137411297451797,0.0,18.71843336431149,0.0,0.0,52.791918000973965
s07T1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.04920606895688,0.0,0.0,0.0,0.0,11.41548840270482,0.0,0.0
s08T1722,0.0,0.0,0.010380540666493358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03614004190351,0.0,0.0,0.0,0.0,0.15580028217167732,19.129499800774795,0.0,0.0,0.0009411609358091644,0.0,0.0
s09T1722,0.0,0.006917399476462169,0.0,0.0,0.0,0.058813659365119106,0.0,0.0,0.0,0.0,11.758121347211677,0.005045204000491681,0.007740115584524434,0.0,0.0,9.37994471412888,5.134726482078637,0.0,0.0,0.0,0.0,0.0
s10T1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761115822934935,0.0,0.0,0.0,0.0,50.61675253236801,0.014004611828905968,0.0,0.0,0.0,0.0,0.0
s11T1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037890534302902644,2.338069216917183,0.0,0.0,0.0,0.0,38.292702681640854,0.04725019422250155,0.0,0.0,0.0,0.0,0.0
s12T1722,0.0,0.0,0.0,30.544028599678974,0.0,0.0,0.0,0.0,0.0,0.0,0.12388421040266742,0.0,0.0,0.0,0.0,25.97130904909414,0.0017105394399127886,0.0,0.0,4.891890552069666,0.0,0.0
s13T1722,0.0,0.0,0.002856568678618713,0.7660500219820399,0.0,0.0,0.0,0.0,0.0,0.0,0.5411530815638372,0.0,0.0,1.3976309310568014,0.0,22.006322395951887,0.01038592847482288,0.0,0.0,0.0,0.9951120141287189,0.0
s14T1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5074075467331873,18.713289311808538,0.0,0.0,0.0,27.01144075695149,0.0,3.5569379001823105
s15T1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.74135416329416,6.559868204891636,0.0059019404909471445,0.0,0.0,8.317721288022243,0.0,0.0
s02M1822,12.312587268827217,0.0,35.25048842572015,1.9236191202258155,0.08724652204503996,0.13456479110574218,0.0674518933572214,0.522712547710224,0.00048604074406462066,0.04594486508365911,0.0,0.0,0.600928757659931,2.5722569537528264,0.9992322080935095,0.3507541433182777,0.05802905076934632,1.3932786713308447,0.3991185544536122,1.4486059942632479,2.792939376609643,2.3925289623078125
