,0,1,2,3,4,5,6,7,8,9,10,11,12
s02T1622,0.5567627309896336,0.0,0.10539915653879725,0.002973615925204983,0.012784496909859938,0.045506339133012386,0.015054650089371494,0.25415358850359077,0.0,0.005278402060316031,0.0020870198502135288,0.0,0.0
s03T1622,0.0032272652810389378,0.0,0.0638956135654949,0.008437154210570577,0.039292986061087366,0.040037117457395216,0.09685273069163332,0.7459109478836067,0.0,0.0009292768993998408,9.07979338885806e-05,0.0,0.0013261100158845063
s04T1622,0.010765435195609315,0.0,0.14741973953437523,0.0939841805697479,0.15851031504250368,0.03982383336105049,0.00757518484671387,0.5079579119699473,0.0,0.013888575625933815,0.00011585170919862258,0.0,0.019958972144919825
s05T1622,0.010202701540247768,0.0,0.16941073509906804,0.06194709897402009,0.22130637439659054,0.04480597679727098,0.0,0.47662575788154227,0.0,0.006916251770802816,0.0010425668030530956,0.0,0.007742536737404564
s06T1622,0.008898214732276732,0.0,0.05134737575956629,0.14306245948024152,0.5172475965567059,0.0,0.16118752730355734,0.08944767676016305,0.0,0.02880914940748899,0.0,0.0,0.0
s07T1622,0.9954983595322872,9.266833143715747e-06,0.0,0.0,0.0,0.004492373634569167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s08T1622,0.04514835357966512,0.0,3.641195318202521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2549034156515827,0.6999118188155701,0.0,0.0
s09T1622,0.004685689219723575,0.0,0.00012546089098662626,0.06803482900662267,0.0,0.0,0.0,0.0,0.0,0.3895759910008095,0.5375780298818577,0.0,0.0
s10T1622,0.0007644341980945613,0.0,0.00243202139681468,0.02080978282070917,0.0009195281292528771,0.0,0.0003812484706007281,0.006359551193653805,0.0,0.530209284038388,0.4376827040926523,0.0,0.00044144565983402693
s11T1622,0.007359140363215918,0.0,0.001010546380770752,0.1297516786401903,0.0016615771948741572,0.0005440224151074005,0.002923139872932994,0.004656806938119531,0.0,0.4816869551037531,0.36776003785686784,0.0,0.002646095234168106
s12T1622,0.027705091459711093,0.0,0.007808348200703319,0.49879230827868715,0.002047772838039859,0.0003089051073626659,0.0035481111168204128,0.040658537829936205,0.0,0.2397206832034504,0.1145179810665759,0.003057649763459995,0.061834611135252945
s13T1622,0.0,0.0492846210255206,0.002473374188646798,0.6403169007240331,0.09538877666780195,0.014832252840253211,0.0,0.0,0.047071009209155516,0.10614000045324061,0.03446305175666659,0.0,0.010030013134681708
s14T1622,0.48118250300086424,0.0,0.025837285224389547,0.3563183662988908,0.013040382622782419,0.0,0.0,0.011176802533201734,0.0,0.07099277052863685,0.030315471937081145,0.0,0.01113641785415307
s15T1622,0.8704080713977466,0.0002863843455924455,0.0009381991722457511,0.0847663173113751,0.0,0.0,0.0,0.0,0.0,0.016841047056524835,0.007982539327553178,0.0,0.01877744138896197
s02M1722,0.0,0.00012395987825951352,0.5513408297010843,0.008526550951937977,0.0,1.8816369309457314e-05,0.0826629829412002,0.3426680657514295,0.0,0.006127992805244893,0.004234641352765809,0.0,0.004296160248768406
s03M1722,0.010269889531508135,0.0,0.08136206617483666,0.05340452225902745,0.1486093310020032,0.0,0.018768451950831308,0.6384093130917461,0.0,0.0,0.0,0.0,0.04917642599004705
s04M1722,0.009985634257626802,0.0,0.0752569373172885,0.04917656274717503,0.062262503273631746,0.00018805246588905243,0.4195646419614753,0.2753034173019273,0.0,0.0018092741572871733,0.0011825947116076356,0.0,0.10527038180609156
s05M1722,0.0038830257135198097,0.0,0.2409915736628982,0.04210761416304696,0.16818993872175278,0.0,0.3460860018578617,0.18898862063264663,0.0,0.0036306334888016696,0.0012518551330453099,0.0,0.004870736626427011
s06M1722,0.3085113299384443,0.0,0.19494007909727148,0.020220365533517585,0.22447435660819584,0.0,0.0,0.24838245444037707,0.0,0.00282519063014021,0.0006462237520533441,0.0,0.0
s07M1722,0.8914377481841359,0.0,0.0,0.10856225181586412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s08M1722,0.0,0.0,0.000429561490503427,0.0,0.0,0.0,0.0,0.0005246438444832265,0.0,0.09659988446794021,0.9024459101970731,0.0,0.0
s09M1722,0.1225622813255501,0.0,0.0,0.5631560897111384,0.0,0.0,0.0,0.0,0.0,0.11230941808851129,0.20197221087480027,0.0,0.0
s10M1722,0.010968413764924677,0.0,0.002854516282741488,0.3411498530377786,0.0,0.0,0.0,0.0006211993844090886,0.0,0.46194439115805846,0.1824616263720877,0.0,0.0
s11M1722,0.04547276117989983,0.0,0.0,0.7005230737735447,0.0,0.0,0.0,0.0,0.0,0.09562752647775855,0.15837663856879694,0.0,0.0
s12M1722,0.04588582448847613,0.0,0.0,0.7098580739404732,0.0,0.0,0.0,0.0,0.0,0.11079608548873046,0.13346001608232028,0.0,0.0
s13M1722,0.018245803204047853,0.0,0.0,0.4000453573228196,0.0,0.0,0.0,0.10106489208939731,0.0,0.33476269208825826,0.14588125529547713,0.0,0.0
s14M1722,0.6556483930040516,0.0005173047719224451,0.0009502461937677204,0.22846605311083443,0.060065316539612716,0.0016720235852373305,0.0,0.0,0.0030689208017613385,0.018130734375638075,0.026850057784061646,0.004630949833112758,0.0
s15M1722,0.9292773600562455,0.0,0.0,0.04185138842639956,0.0,0.0,0.0,0.0,0.0,0.0029989014851247065,0.002810850203744882,0.0,0.023061499828485377
s01X1722,0.879033419227724,0.0,0.0,0.007842312210268654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11312426856200744
s02T1722,0.04505477897574788,4.586425590206052e-05,0.8186341430470224,0.0,0.0,0.000433919037707982,0.0,0.12471365899233801,3.0113439498360324e-05,0.0028051606080519466,0.0031363961790377096,9.679209473952447e-05,0.005049173369954057
s03T1722,0.008033757208667619,0.0,0.004766329106451917,0.060513420559120006,0.0,0.0,0.0,0.9266864931257606,0.0,0.0,0.0,0.0,0.0
s04T1722,0.39530127966392226,0.0,0.06242687043750347,0.0035538466770137045,0.1789386522932308,0.0,0.0,0.3597793509283297,0.0,0.0,0.0,0.0,0.0
s05T1722,0.030340187098953277,0.0,0.03588343381943939,0.00039868048926535067,0.17016720974407298,0.0,0.0,0.7630448578711524,0.0,0.0,0.00016563097711681498,0.0,0.0
s06T1722,0.001442216954004725,0.0,0.22783081618134365,0.0,0.3804965571629284,0.0,0.0,0.3902304097017231,0.0,0.0,0.0,0.0,0.0
s07T1722,0.39823297457462825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6017670254253717
s08T1722,0.0,0.0,0.00032586513665970173,0.0,0.0,0.0,0.0,0.0,0.0,0.04383100416600774,0.9558431306973325,0.0,0.0
s09T1722,0.008319766243573825,0.0,0.0,0.12309837118493634,0.0,0.0036679515579392573,0.0,0.0,0.0,0.13339903256670085,0.7315148784468497,0.0,0.0
s10T1722,0.050464829608802386,0.0,0.0,0.7237182886070674,0.0,0.0,0.0,0.0,0.0,0.043609830520326125,0.18220705126380415,0.0,0.0
s11T1722,0.06267106816434213,0.0,0.0,0.660292658636136,0.0,0.0,0.0,0.0,0.0,0.0683608006007775,0.2086754725987444,0.0,0.0
s12T1722,0.48571050200417976,0.0,0.0,0.4646298778331261,0.0,0.0,0.0,0.0,0.0,0.007569617258465762,0.0420900029042284,0.0,0.0
