,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
s02T1622,0.37382320748338854,0.0,4.973339362636936,0.2363283805476321,0.8715454815414391,1.9843573882011303,0.7123286052913197,0.0648769792257927,0.0,0.22861714029538352,0.0740988771994833,0.0,0.036591548828238764,9.766712465396402,0.029808911437646798,0.2412777829256967,0.0752435528598448,0.4211668107184106,0.7967770735310611,8.679107344332088,0.07255074807574133
s03T1622,0.1849661786466122,0.0,3.2616292162237177,0.5077921900802155,2.6594880198205693,1.9059002086705268,4.996770952294071,0.16829276871945215,0.0,0.034937261555125575,0.008061652399340443,0.0,0.0,30.929991923897074,0.2602910997488373,0.028566218978721313,0.01765981913483514,0.0,2.6302659648854103,0.05441966559848265,0.009642750502710943
s04T1622,2.1772693756377617,0.05050597278848681,3.5363956877819094,1.0460425548584076,1.4912356363363357,0.9166599987837035,0.12023742776924413,0.7187767820913888,0.0,0.2522028131511764,0.036215651892259434,0.002616973221450056,0.0,9.132184301889373,0.6114319987044818,0.4005880911237936,0.03788927317175487,0.5706448878252812,5.937892393034867,0.07152133915485963,0.5912113760473571
s05T1622,3.7981013598268283,0.0129902164202121,5.471375661607291,0.5192284901383339,4.0753794884975445,1.3894225659768773,0.0,0.691830844074489,0.0,0.0013542264680265976,0.06050372784002457,0.0,0.0,11.497916153184129,0.41382997340778105,0.3811376406826856,0.015103104495332299,0.1330906338721908,8.173369474479088,0.08262495204968776,0.9270902628672057
s06T1622,19.470927343688064,0.0,1.8127174726061337,3.7749747856797393,18.581656818204447,0.0,5.884613058830496,0.18194584945938141,0.0,0.0,0.0,0.0,0.0,2.5244407506092457,0.25285572394669037,0.1704698467551679,0.007992463473056096,0.039923303255795684,5.448514238100281,0.08801113482651295,0.20461838276160535
s07T1622,0.0,0.0,0.0,0.0,0.0,0.4469059670561583,0.0,0.0,0.0,0.00017206033040626168,0.0,0.0,0.09183342466273135,0.0,0.0,0.0,0.0,0.02612573351341751,0.0,35.13415904751013,0.0
s08T1622,0.0,0.0,0.00448788529565116,0.0,0.0,0.0,0.0,0.0,0.0,5.086751174137562,7.724530360574903,0.0,0.0,0.0,0.0,0.0,12.585283736507284,0.0,0.0,0.39582527547017604,0.0
s09T1622,0.0,0.0,0.004240553543913583,0.0,0.0001810844143210387,0.0,0.009896441209458033,0.0,0.0,4.694162768825443,9.446878534301447,0.004213013210805928,0.002515407891364522,0.0,0.0,0.0,3.076541353296215,0.0,0.0,0.0,4.198830518959494
s10T1622,6.894230481777808,0.0,0.03904115739510864,0.0,0.006484318155660473,0.0,0.008764541527233384,0.0,0.0,6.784200334884695,11.179710415801626,0.0,0.0,0.08703519596895228,0.0,0.0,0.7345405768813247,0.0,0.009518178784185793,0.0,0.5591196251583629
s11T1622,2.9635568287338048,0.0021320318045017703,0.019664151552690093,0.061450348269794196,0.02440671803034688,0.00987607551044408,0.06958077445658001,0.0,0.00044672164495227563,5.473390483061404,8.020917555765044,0.013919166903333906,0.024021465899546228,0.06223392973262654,0.021671294925054287,0.06998790972288985,0.31732906068818106,0.23646386022641958,0.0776672695915186,0.0,4.412052933450543
s12T1622,9.225958603204287,0.03289224172889452,0.08688113461272308,0.318911055130635,0.06595942945042506,0.0,0.06498247194543672,1.1964347068435481,0.0,1.5516219510206675,1.3049362399131557,0.058352135726287,0.015443202192159533,0.3798526467192633,0.7295070033484796,1.541825454762817,0.00808808824554904,0.2782407675778951,0.13920773398090222,0.01156527456179226,7.69151933337666
s13T1622,12.42752460298381,0.0,0.0,0.0,0.0,0.0,0.0,85.71423068611816,0.0,1.5297025236760706,1.3999594027913604,0.0,0.0,0.0,0.0908540894989635,0.0,0.0,0.0,0.0,0.0,1.404562644050513
s14T1622,19.642965949485294,0.03919381767071994,0.5304076193859528,1.201599374535347,0.3907170267662236,0.0,0.0,0.8093145368163784,0.0,0.16588738491800145,0.28860479954333645,0.0013276717880345444,0.09438132710108264,0.2591201676960427,0.2308228059387485,0.7930218654920741,0.1713684850099306,0.4747197025911852,0.07257004708407523,3.1619843141659802,7.519518802740443
s15T1622,7.419704808711882,0.04223487634005646,0.05115997770598798,0.46949485145628783,0.0,0.0007982171978937435,0.00046455365206220624,0.8515677230748352,0.0,0.1768963705140248,0.2491372093887732,0.0,0.19961241566916718,0.0,0.9372860744202269,0.6043363894252582,0.027441063241191676,0.3612376516483654,0.0,12.327841726655649,4.673194768338316
s02M1722,1.0417390252369134,0.021592857702914837,31.66583884632756,0.3117138380998558,0.0,0.000911738857519295,4.847258552742786,0.11239384267585904,0.005615498504053769,0.2361179043700656,0.18463133880706942,0.0,0.0,15.939853762527202,0.269851845895,0.0759026582396676,0.13181107582703858,0.008974051984262328,1.445273894123991,0.0,0.2872843639620105
s03M1722,0.9481056077065554,0.0,4.327205484619217,3.1868666251563766,8.278157016185753,0.0,0.8218359091184183,0.10994531319788975,0.0,0.0,0.004631490427461738,0.0,0.0,27.671530291676575,3.612088805759008,0.0,0.0,0.0,5.645231103806507,0.15997417524909138,0.0
s04M1722,1.5159209797114035,0.004777696559390749,2.7671903396616826,0.8155075473977316,0.9937387595577004,0.03503917790749431,15.831486934125298,0.381208135770759,0.0,0.0,0.039318352977485,0.0,0.0,7.6285496642438435,4.568413003024585,0.15720490814864735,0.010052898271720536,0.0,4.6642197568084995,0.09750892707612491,1.136954708412777
s05M1722,1.861680020879806,0.002842029133065615,7.747204878515019,0.2903398432228638,2.0023184901540922,0.0,11.292556978033994,0.2434974509287465,0.0,0.0,0.029176218713805085,0.0,0.0,3.7686339737740755,0.2581958451120658,0.22356329932611765,0.008802976389169565,0.02732145793673899,7.719636916002668,0.010453875000218821,0.9546984132875761
s06M1722,1.2477634864949336,0.003639019371265869,7.205118879748483,0.24998103842050126,6.598612880686947,0.012242274361759942,0.0,0.1611177583239159,0.0,0.02975602408594291,0.03169613244828989,0.0,0.0,6.8692490934336226,0.1297029371599164,0.25455525752248104,0.004533478723850122,0.12156623616863482,5.637504420802192,3.7730373975378333,0.535681182930551
