,0,1,2,3,4,5,6,7,8,9,10,11,12,13
s02T1622,0.5629824419648628,0.0,0.10731605652356248,0.0035045454947944077,0.012988338027816359,0.04525426228029838,0.015690626228273948,0.008147122498279999,0.0,0.005162362421426807,0.0017604413037528857,0.0,0.0,0.2371938032569318
s03T1622,0.0034960127846019244,0.0,0.06806003929019203,0.010477335929942705,0.04144989803391315,0.0417975722833086,0.10505741786085808,0.0,0.0,0.0010152780969960495,0.00012502217628377498,0.0,0.001165733146653211,0.7273556903972506
s04T1622,0.011836799575464782,0.0,0.15202465254763486,0.0855476053456181,0.16005796548532095,0.040949423035225564,0.007976920152743195,0.02517159424556361,0.0,0.016071337664263996,0.0017754257857786893,0.0,0.0200229272139344,0.4785653489484521
s05T1622,0.011470341088778773,0.0,0.17737756420104944,0.0562295390139229,0.22671193019232766,0.046601417903241626,0.0,0.005532425929509029,0.0,0.008850379299101993,0.0024119939238450125,0.0,0.00850546519877758,0.4563089432494458
s06T1622,0.009652969475351167,0.0,0.05177357893303577,0.14914311605813843,0.5101074309966517,0.0,0.1659814870127098,0.0,0.0,0.03144367142853567,0.0,0.0,0.0,0.08189774609557741
s07T1622,0.9955781070221348,0.0,0.0,0.0,0.0,0.004421892977865184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s08T1622,0.045958840606604504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646481891322358,0.6893929702611598,0.0,0.0,0.0
s09T1622,0.007645104976028889,0.0,0.0004397563396432981,0.027002564022360967,0.0,0.0,0.000520805784792976,0.008126607626078645,0.0,0.41571161767134324,0.5401985424997343,0.0,0.0,0.0003550010800177493
s10T1622,0.000648991706306494,0.0,0.00254687681780554,0.004238562101210667,0.0007403346436693261,0.0,0.000580118024998354,0.0,0.0,0.5527970955379293,0.4317422448443019,0.0,0.00023814160255018996,0.006467634721228179
s11T1622,0.012088566890059096,0.0,0.0016223834028505336,0.06746701774639198,0.0035776971921637007,0.0015436428372607453,0.004228716155551819,0.032987785809041735,0.0008679530362367683,0.5022135930025492,0.36285799673003843,0.0006460425448000783,0.003837139578173629,0.006061465074882197
s12T1622,0.04339285306690058,0.007239371657432936,0.010274228495911353,0.30597762913418264,0.01046452654546054,0.0047804897195268285,0.007365940190239114,0.10840605451275809,0.00435517873786362,0.26031185375059845,0.12400988637473202,0.00615146190350743,0.06520570142774636,0.0420648244831401
s13T1622,0.0022042269160252544,0.060090034650344404,0.009601585754059318,0.27522351371193815,0.1100294220448871,0.020242616460284784,0.0,0.27658468337072123,0.04785913343112266,0.10718628857835401,0.06088091299374868,0.0,0.03009758208851439,0.0
s14T1622,0.48391604717612263,0.004360272443556454,0.027223080032168907,0.24385960912272797,0.018618309761911016,0.0014897789030259919,0.0006639647991776112,0.06845037445475367,0.0015921033605590586,0.08462998445773073,0.037034261828382466,0.0006908182815653928,0.015521471829493202,0.011949923548824688
s15T1622,0.867319755799512,0.001934354038375572,0.0014649903706164804,0.05634210026965352,0.0,0.0007789825552373071,0.00017237804969430886,0.02245628541966266,0.0003417098643320095,0.020112775847421833,0.009676164270320524,0.00010399280045859528,0.019296510714715196,0.0
s02M1722,0.0,0.00020251649837611715,0.567246460800079,0.0076158779859213845,0.0,3.484191183830945e-05,0.0867484455615084,0.0003611636302030098,3.942866420166255e-06,0.006385119460447208,0.004187334769044406,1.6779901198280873e-05,0.0041784099179420315,0.3230191066970217
s03M1722,0.010371028303750935,0.0,0.08558502630155916,0.06844167821952493,0.1528817973953624,0.0,0.019740022827761734,0.0,0.0,2.3060199195169358e-05,0.0,0.0,0.04770835056430601,0.6152490361885397
s04M1722,0.010683910883086007,0.0,0.07717885743619962,0.04724602010619591,0.06270753275156846,0.0005304739062674816,0.4379197519515504,0.0,0.0,0.002758508219926719,0.0020105379982759673,0.0,0.10110610534684453,0.257858301400085
s05M1722,0.00435659539464855,0.0,0.24410648172044347,0.040122059186515034,0.1664937405477683,0.0,0.357126891789787,0.0011714146921505803,0.0,0.004773825649252823,0.002014036250464746,0.0,0.0049933747110591465,0.17484158005791017
s06M1722,0.3153819236805364,0.0,0.2004888897304047,0.0206093716279583,0.22548885064991483,0.0,0.0,0.0,0.0,0.0032982037522439876,0.0008396312564475907,0.0,0.0,0.23389312930249415
s07M1722,0.8731290483784978,0.0,0.0,0.12687095162150208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s08M1722,0.0,0.0,0.0001944681950444166,0.0,0.0,0.0,0.0,0.0,0.0,0.10091686891108467,0.8988107571911185,0.0,0.0,7.790570275247035e-05
s09M1722,0.156111144433467,0.0,0.0,0.3718199763660052,0.0,0.0,0.0,0.08736295378294322,0.004835140270725229,0.15201328079098939,0.22785750435586985,0.0,0.0,0.0
s10M1722,0.022314586171430215,0.0,0.004415011549405834,0.22874762946957575,0.0,0.0003309559455406938,0.0,0.046639853010527185,0.001222893827988692,0.5029918836410078,0.1893123658316541,0.0,0.0,0.004024820552869617
s11M1722,0.08540463424527099,0.0,0.0,0.41577840928420906,0.0,0.0008610449147737078,0.0,0.14319011363528536,0.006371878386051732,0.1518872973552329,0.1965066221791762,0.0,0.0,0.0
s12M1722,0.08363758470126811,0.0003945266768385047,0.001449795577670908,0.42000139447096835,0.0,0.004646176217972651,0.0,0.15239299519380262,0.0059818444680445676,0.16496722676581074,0.16652845592762347,0.0,0.0,0.0
s13M1722,0.03294111668653318,0.001706195807719373,0.0013113397080662867,0.2548085454659082,0.0,0.0032358817837062947,0.0,0.06912650549521962,0.003670993348904596,0.36995264561704694,0.15530700246932075,0.0014623869742762098,0.004653269101805129,0.10182411754149347
s14M1722,0.6582366220013597,0.003592417042329372,0.0021888626119754367,0.12777541268715242,0.06312171686242495,0.003438738815939808,0.0,0.06520211395367091,0.005408066970220994,0.029141113606629507,0.03263087702494929,0.005697125586964864,0.003566932836382648,0.0
s15M1722,0.9273562141668364,0.00019977394963860854,0.0,0.03601359193627887,0.0,0.000124793802508276,0.0,0.006589057280526155,0.00011466276681719074,0.0041307829996671255,0.003293609659242554,0.0,0.02217751343848466,0.0
s01X1722,0.8760780840255814,0.0,0.0,0.01803524704627253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10588666892814612,0.0
s02T1722,0.04530461916216801,0.0,0.8273401116761917,0.0,0.0,0.00038647628003499114,0.0,0.0007394988089788322,0.0,0.002803660106990528,0.0028784436894692725,8.482848472980762e-05,0.004802585462781176,0.11565977632865562
s03T1722,0.008526763172739584,0.0,0.005079442563397738,0.07632948440298862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910064309860874
s04T1722,0.4046008873745665,0.0,0.06428875190124071,0.011727532006483358,0.17981287000380594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3395699587139036
s05T1722,0.03186277097249861,0.0,0.038264671353666846,0.006404294429024889,0.17726037240282577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746207890841984
s06T1722,0.00126685994038738,0.0,0.23791218881018922,0.0,0.38754941009860566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37327154115081773
s07T1722,0.41272867090609433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5872713290939056,0.0
s08T1722,0.0,0.0,8.019457768790195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.045594450386630694,0.9543253550356814,0.0,0.0,0.0
s09T1722,0.014334131627887816,0.0006546886364413217,0.00014833679774490933,0.05742901390097602,0.0,0.0050731477181011585,0.0,0.021567934259502215,0.00025593475422672646,0.15167113243745964,0.7488433220514751,2.235781618517117e-05,0.0,0.0
s10T1722,0.09423724851033005,0.0,0.0,0.4356005063662472,0.0,0.0,0.0,0.13957892794410184,0.005706435453946304,0.09776716720307335,0.22710971452230125,0.0,0.0,0.0
s11T1722,0.10345301697570815,0.0,0.0,0.39259113502135273,0.0,0.003351123174569871,0.0,0.1259475490198242,0.004970628638748359,0.11995890820909007,0.24972763896070682,0.0,0.0,0.0
s12T1722,0.546502524088652,0.0,0.0,0.3131319692975533,0.0,0.002166823705091403,0.0,0.04397685910111372,0.0009915039822261543,0.025329906942270962,0.06790041288309266,0.0,0.0,0.0
s13T1722,0.0848039761534665,0.000620931049528996,0.001462347519325006,0.38567731546847644,0.0,0.001147105330438654,0.0,0.11916285430222442,0.004503152866399912,0.09586826409919419,0.14993015658194486,0.0,0.0044293893673124805,0.15239450726168874
s14T1722,0.9329693871555351,0.0,0.0,0.019519165934483315,0.01164486577180281,0.0,0.0,0.00904924831575163,0.00021533521294490141,0.0029511664800545025,0.009300472687681607,0.0,0.014350358441746265,0.0
s15T1722,0.4941516920657611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012142857903783464,0.006039582206399724,0.0,0.4985944399374608,0.0
s02M1822,0.08294487145748314,0.0,0.6678535037918403,0.1499042412019771,0.005983307527714502,0.002165003312969304,0.0006528524643894303,0.018168042541324595,0.0,0.004585635303313295,0.0,0.00032124490749409966,0.01771305529994539,0.04970824219154906
s03M1822,0.0,0.0,0.0020457005014731,0.0,0.0,0.0,0.0,0.0,0.0,6.603114991889658e-05,0.0,0.0,0.020599254472676774,0.9772890138759311
s04M1822,0.0,0.0,0.0538396984300335,0.0,0.015821757395102585,0.0,0.0,0.0,0.0,0.0,0.00023542663135148786,0.0,0.1678189315325878,0.7622841860109246
s05M1822,0.0,0.0,0.2955370727226932,0.0,0.015955885330507957,0.0,0.0,0.0,0.0,4.844203870138325e-05,0.0,0.0,0.0,0.6884585999080974
s06M1822,0.0,0.0,0.3300908202299794,0.13623907566136395,0.41466348392563745,0.0,0.0,0.0008283437065027872,0.0,0.0015604879848204207,0.0,0.0,0.0,0.1166177884916959
s07M1822,0.04255362476161061,0.0,0.11624473253871676,0.30797402265263807,0.17661790617259804,0.005199207062710498,0.00840812079988854,0.04150308358239668,0.0013647081981844208,0.008470951482048107,0.0032885689992914967,0.0,0.055474163788610246,0.23290090996130652
s08M1822,0.0,0.0,0.001812173133164371,0.0,0.0,0.0,0.0,0.0,0.0,0.18617535650177885,0.8101077431305853,0.0,0.0,0.001904727234471365
s09M1822,0.011580965851190785,0.0005887702131841969,7.330083223724015e-05,0.04611874654059161,0.0,0.0057684435253416485,0.0,0.016951048968599954,1.7769967674806098e-05,0.18168008356772475,0.7372208705334551,0.0,0.0,0.0
s10M1822,0.009716538383744934,0.0010348274631073765,0.0026369269208730995,0.06392343238421165,0.0,0.005827180559053022,0.0,0.014229015059780107,0.0,0.22939978634752506,0.6682160553795259,2.2374574326560268e-05,0.00026199155778393443,0.004731871370068322
s11M1822,0.0066717867234214025,0.003013422389616045,0.0016345053043611084,0.022817056124394525,0.0,0.011464477768439698,0.0,0.016346165045061502,0.0,0.258121590285219,0.6760888369551132,0.0003356562614295885,0.0006334697816363837,0.0028730333613074237
