,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
s02T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05638376962172772,0.0,0.6064914169957037,0.0814009926165564,8.92485635585077,0.0,0.06296144526239204,0.6286650548904101,0.0,0.3432603452605135,9.66286741665963,0.0,0.11528786538298506,0.27152190062003534,0.10335789669348439,0.0,0.0,0.0,0.0,0.0,8.928244433520073,0.010418227976395283,0.0,1.226045246379519,0.0037670348451266265,0.0005576532207363605,0.0,1.5171109308840758,0.0,0.0,0.0,0.5123386583105745,0.09435730930831127,4.845833587030701,0.0,1.8820385107876922,0.3532613565970271,0.0,5.107659626466152,0.09818019716057506,1.0225191133999654,0.0,0.01033742903524563,2.216085954409307,0.031156277932512976,0.0,0.2496986010597081,9.03507417685764,0.0,0.4540271816759631,0.0,0.0,0.1279976035705742,0.1775836112470314,0.0,2.952865440259981,0.33537341006743077,0.05008612567205735,0.1322891128651807,0.0,0.5695131556317052,0.13055678702370724,0.0,0.0,0.0,0.26068383982327326,0.0,0.0,0.0,0.0,0.0,0.0,0.09051285562521215,0.0
s03T1622,0.0,0.0,1.8881841645375523,0.0,0.0,0.0,0.0,0.0339589872761077,0.0,0.0073118836327313984,0.1450391006358967,0.0,0.05750032889396081,29.115962292793817,0.0,0.0,0.0,0.0,1.4338763329471664,0.011239369728301394,0.10301697207141425,2.2696329272001123,2.4806992823896765,0.0,0.0,0.0,0.0,0.0,0.0,16.87689026032464,0.0,0.0,0.6765905670627379,0.0,0.0,0.0,1.2076248187364813,0.0,0.0,0.0,2.0691581736333813,0.0,6.513797478544538,0.07172524542246551,1.9266773781772746,1.034012289870536,0.0,1.918872566434234,0.07018055255722604,5.98740197675732,0.008646881477609511,0.0,0.0,0.0,0.03614210188679857,0.0,0.5644706521867953,0.0,0.0,0.0,0.07409394047588427,0.0,0.03460924078356172,0.0,0.11479472887224937,0.006072135869002858,0.24425012675793473,0.0,0.0,0.0,0.021479341830984183,0.0,0.0,0.0,0.0,2.966035231137218,0.6066202121378883,0.0,0.2647363243248557,0.02004192496737139,0.01707154928508428,0.002749033733057522,0.0
s04T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015989884133931497,0.0,0.0,0.07037449729001574,8.477440267211998,0.0,0.10364664530242457,0.1353066624274737,0.0,5.318155196926622,0.015985739440092555,0.02611515986469413,3.907314701985796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35051226250669953,0.0,0.0,0.36236556649940393,0.0,0.0,0.0,2.3335914072213524,0.0020088267512685712,0.0,0.0,3.291871477732009,0.0,19.572742544122377,0.0,0.7820190960984162,0.9017886363412564,0.0,3.7417489142782836,1.9908203712741286,13.680549494698036,0.0,0.006967275388815044,0.0,0.0,0.0,0.0,2.6540254021745593,0.0,0.019164621109786992,0.0,0.05409324807885816,0.0,0.18897559460375896,0.0,3.114681636795881,0.5483536022679317,0.0,0.0,0.0,0.16740323939182655,0.03463636693807262,0.0,0.0,0.0,0.2773350025622992,0.2824250593856531,0.0,0.0,0.0,0.1478603990296297,0.0,0.021101405600925473,0.0
s05T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2607453065902656,0.0,0.0015676652128848076,0.0,0.0,0.06816202427027497,11.234223558513861,0.0,0.2511867484074816,0.06724149737284914,0.0,7.937195864098869,0.005084123123632326,0.02529785913877218,10.509241990058449,0.0,0.0,0.0,0.0,0.003335751543633227,0.0,0.0,0.044980834153239196,0.0,0.0,0.0894876743258393,0.0,0.0,0.0,3.1563637012479986,0.0,0.0,0.0,1.2002868565069262,0.0,11.364250048550065,0.0,1.3907014496171672,0.42474190559682523,0.0,6.136286534595544,4.812549267356382,19.530459060342675,0.0,0.04416670895361041,0.0,0.0,0.004444667195198689,0.0,10.136485732715135,0.0,0.0029399397368042087,0.0,0.16745371474900697,0.03143084873169856,0.0027323544885630075,0.0,0.0,0.0,0.02285788892907382,0.0,0.0,0.19621545708724386,0.004775121730329147,0.0,0.0,0.0,0.0,0.11831455894523708,0.0,0.10110167315033068,0.0,0.08763183645676999,0.0,0.015913080650185447,0.0
s06T1622,0.0,2.6951847072521358,0.9033266045222922,0.5696128822800666,1.7877067308178038,0.0712997644843097,0.0,21.82089147027506,0.0,0.0,0.0,0.0,0.07688203553301895,2.4023845921733846,0.002327095066113015,0.2884900806538349,1.0358726053429501,0.021017424875279585,5.237454509648183,0.013711104498635936,0.0,42.22738721829219,3.4905072655332283,0.010964167512623925,0.023103294440680912,0.0,0.014781851626856362,0.0,6.158256800894681,0.027701613573484676,0.011964630110257552,0.4221926555113024,1.4312319806459295,0.0,0.0,0.0,1.5123647983410016,0.02593183751121166,0.0008061893741923266,0.032781303990048284,0.8591630647211101,0.08790411930817117,6.371441450469181,0.0,0.0004450843104321523,1.6386800143659417,0.37710580501809104,1.6387807700770642,0.5338564321162588,21.647344337598426,0.0,0.005016486417026515,0.0,0.0,1.422886045731135,0.0,9.96884398318776,0.15185200590054573,0.24708494760318403,0.12526194881957997,0.12547243699872207,0.0,0.002141921584069261,0.006901658181904867,0.20076083994678187,0.0,0.0,0.26304185286098947,0.0,0.207326321671829,0.0029330734594259257,0.0,0.0,0.0,0.0,0.009701533083175102,0.0,0.5694566987754454,0.5170952139792181,0.08128335390058143,3.8630523919389512,0.011516211473925047,0.06265295949281792
s07T1622,0.1977117169211054,0.07870980658324422,0.0,0.033331994626804515,0.0,0.0,0.0,0.3819160615315404,0.0,0.0,0.0,0.1019820235761334,0.1862986537890857,0.09210150089797385,0.03816072689259575,0.3028044857716598,0.28457797417355796,0.04374033053247817,0.037529959263647286,39.29439584801393,0.3506844308692112,0.025989143715063057,0.0,0.014419003980368795,0.0,0.0,0.0986943918481857,0.0,0.0,0.02555151654630062,0.0044148823995138605,0.0,0.9823625243772992,0.006685335407617019,0.0,0.026367999801164468,0.5231035053295902,0.0,0.0,0.0,0.04394040144267129,0.006443122695968554,1.6848745737524347,0.0,0.4475077507070596,0.05089311342029101,0.06979751541265031,0.06897411487871033,0.14888261333657848,1.0534854201781203,0.006397474868108139,0.0,0.0,0.0,0.6684375350271355,0.0,5.177796256582026,0.0,0.18754398237948947,0.0,0.5591831263771894,0.0,0.007890434745176016,0.0,0.000632304668425176,0.062331490052532766,0.0,0.8804757884030184,0.0,0.5456577494520557,0.0,0.00527268683369741,0.0,0.0,0.011143782014346215,0.02640028338201169,0.09938588814652961,0.0,0.0,0.12669486150683748,0.0,0.0,0.0
s08T1622,0.0,0.0,0.028158231207319386,0.0,0.0,0.0,0.0,0.0,0.0,11.353602971464221,0.0,0.0,0.0,0.011945191851418182,0.0,0.11237018539141061,0.0,0.0,0.001135887142808171,0.448047208416815,0.0,0.00762650332380605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013077487317909857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747234829808202e-05,0.0,0.0,0.0,0.0,0.23059449069098348,0.0,0.0,0.0,0.0,0.0,0.0,0.6016687011470307,0.0,0.0,0.0,0.03268582785785675,0.03383033357824611,0.0,0.0,0.0,5.265275379140056,0.0,0.0,0.0,0.002346898188228041,0.2717168131316232,0.0,0.0,22.40394283536469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002235254738570773,0.0,0.0,11.148154872547552,0.0
s09T1622,0.0,0.0,0.03810947969926829,0.22190595089098739,0.8455860144454242,0.0,0.0,0.10523791132246775,0.0,12.123826748251247,0.0,0.0,0.0,0.00861709589807659,0.0,6.521463492469778,0.12243699112606626,0.0,0.004844975879179546,0.0006279718198916139,0.006467147257778657,0.08712910102698032,0.0,0.010423392813698234,0.048688473894223976,0.00013703247971490372,0.011846206268096834,0.0,2.1687750757336572,0.0021051191566581785,0.005865642029554694,0.1907548080475444,0.0,0.0,0.00026113122499271316,0.0,0.0,0.012411282707846772,0.0029352400565400777,0.017248896883126065,0.0,0.0,0.6026038795094851,0.0,0.0,0.0,0.6389632319483445,0.0,0.0,0.09064039761120528,0.0,0.0002100811809565954,0.0,0.7328902044533102,0.0,0.0,0.7476248512734128,0.5816657541625977,0.1726511636463919,0.0635184067157774,0.0,0.0,4.5224974543560945,0.0051159100470064,0.0,0.0,0.0,0.6800501462827698,0.026662678428379424,0.07911051181982717,5.48776403315837,0.0,0.009313708490579694,0.0,0.0,0.014777781932648386,0.011440765569931127,0.0,0.0,0.0,0.0,13.54143690959212,0.013989286339409024
s10T1622,0.0,0.0,0.0,0.11053852991533149,0.43243463936624466,0.0,0.0,8.60416858323364,0.0,7.19654188439448,0.0,0.0,0.0,0.08254259819734508,0.0012595374048001858,0.9632047440177068,0.05692202600078464,0.0,0.0,0.0014642272810558156,0.0,0.04236004200063532,6.424283283513057e-05,0.000857900883593821,0.021638588946025307,0.0,0.024861198161592366,0.0,1.159250437673806,0.00045476713967570765,0.007908050373182469,0.09992464299375566,0.0,0.0,0.0,0.005937511972212864,0.01985912001235131,0.009733681086031756,0.004325720089212506,0.0,0.0,0.0,0.38650772659392507,0.0,0.0,0.06069204868699293,1.6814759926149772,0.04973270253236179,0.0,1.1754627937628739,0.0,0.0021784933409420794,0.0,0.0,0.0,0.0,0.4862607963372888,3.0517842022257606,0.3534706660761496,0.02377293878006829,0.2559242210400259,0.0,7.9839329598875475,0.005899746243670161,0.0,0.0,0.0,2.7052038636225757,0.012797006737517,0.0183930244630183,1.314644856823134,0.0,0.0013402543201159395,0.0,0.0004228053374301889,0.046413768923486164,0.0,0.21911893566734425,0.0,0.0,0.0,16.060429450950682,0.020538157278052215
s11T1622,0.0,0.0,0.023250095978505355,0.5385772194937933,2.008837304188981,0.0,0.0,3.617486122892314,0.001870841435803673,5.825400591944431,0.0,0.0,0.0,0.03180132042552056,0.0,6.3721952330239375,0.2840686538437698,0.0,0.0031846321135974034,0.0,0.0005228672620087731,0.0,0.0,0.023309105447818494,0.11472588206789194,0.00041039115325985025,0.13459953297892477,0.0,5.727783265986485,0.0,0.012037246188651901,0.4839368139145117,0.0,0.0,0.003930949121647868,0.022583969486818407,0.0,0.03621053748745357,0.0053881488961267906,0.0473816574788098,0.0,0.0,1.7809304326293338,0.0,0.013655479801224375,0.0,1.9053451942897495,0.0,0.20085240868419882,1.5809516050594556,0.0,0.003983116022802211,0.0,0.0,0.0,0.03131566536937219,3.693292229622367,2.1494821130941135,2.525706008108192,0.16054593907885975,0.3068254323436022,0.0,6.293444940969703,0.03739383977332874,0.07252446256941245,0.0,0.0,15.351393130814424,0.17573195598991798,0.3810778112310997,0.5662732924438076,0.005144349268685657,0.011456727031928378,0.03853465341618684,0.0,0.2955271679696327,0.0,0.3754606612999201,0.0,0.0,0.0,11.474335929887173,0.03018540942374595
