,0,1,2,3,4,5,6,7,8,9,10
s02T1622,0.5541881592411905,0.0,0.11072662221439815,0.008202460876387598,0.004481756842145414,0.048906405889806874,0.0,0.2694808249042844,0.0,0.0021883586106363926,0.0018254114211506882
s03T1622,0.0004990360697578429,0.0,0.06649845267809305,0.056685713090891016,0.042081210690939785,0.04258786381460898,0.0,0.7915020819123928,0.0,0.0,0.00014564174331660066
s04T1622,0.01716167766140255,0.0004821150509913834,0.15685036334888683,0.0052672926726929255,0.19784252932260568,0.04475376396333976,0.0006001165426251661,0.549952437108647,0.0002923634017284855,0.024194562394545188,0.002602778532534947
s05T1622,0.011521975577965866,0.0,0.17502089676207014,0.0,0.2501103526137038,0.04775951101146154,0.0,0.5000999551040235,0.0,0.012828547762717673,0.002658761168057563
s06T1622,0.01591462217258892,0.0,0.06018818222492711,0.10994178196448463,0.6482822111695098,0.0,0.0,0.11542924157039389,0.0,0.050243960898095644,0.0
s07T1622,0.9956667706283923,0.0,0.0,0.0,0.0,0.004333229371607813,0.0,0.0,0.0,0.0,0.0
s08T1622,0.035308700671882444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2440217956472375,0.7206695036808801
s09T1622,0.005017358244801367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138700531093659,0.5811125886458327
s10T1622,0.0,0.0,0.0015285929800277827,0.0,0.0,0.0,0.0,0.0027345168290283904,0.0,0.5384265852344909,0.4573103049564529
s11T1622,0.012824328892292201,0.0,0.0017953537297681346,0.0018232415849091864,0.00819657690055744,0.0018132579160213204,0.0010262270910923593,0.0077794776941402626,0.001347817302851823,0.5455523542878681,0.4178413646004992
s12T1622,0.0995160319623313,0.031564500140629226,0.020668133083416303,0.007272244698413925,0.10166903673642873,0.011813227921234218,0.018896618264081556,0.08608540284709021,0.010440525643110453,0.42991781613252633,0.1821564625707378
s13T1622,0.034728221454943316,0.1271815175406015,0.02544111533801517,0.0,0.3172198781593076,0.05101722034060516,0.0,0.007497436637898132,0.08782340938278856,0.22582775563554763,0.123263445510293
s14T1622,0.620807152740297,0.012371877625951131,0.03942339556692865,0.0023749449020994506,0.06866676167682871,0.0057389456242995796,0.004877976279094138,0.03380367760796818,0.004822345592330548,0.15724203039160892,0.04987089199259387
s15T1622,0.9481957097696622,0.0023955488157891536,0.0017411368308196974,0.0,0.003534370784308216,0.0017057845950491104,0.0011196048515267612,0.0,0.0009073372486662837,0.0293746702722647,0.011025836831913905
s02M1722,0.0,0.0,0.5768925515382278,0.048610065969857216,0.0,2.0176735674987967e-05,8.819257816016632e-05,0.3632108616931822,0.0,0.006383243330099589,0.004794908154798054
s03M1722,0.01860802844225201,0.0006480798547459475,0.0868409592573962,0.011629287256393003,0.1901058801701719,0.0,0.0,0.6894671941364822,0.0,0.0027005708825587455,0.0
s04M1722,0.036542138303762094,0.013844366476457745,0.10175064561347538,0.31098684199570237,0.14871164813376608,0.0016752428266189948,0.0,0.3722940077173267,0.0002790395344585933,0.010538591923915137,0.0033774774745168523
s05M1722,0.005101906560247075,0.0,0.29206150233931594,0.23726340075294064,0.22117263523785663,0.0,0.0,0.23314076611499898,0.0,0.00854739948106086,0.002712389513579983
s06M1722,0.29817848008193354,0.0,0.20073693785978194,0.0,0.23964613274002947,0.0,0.0,0.25855414155478085,0.0,0.0022315914666692772,0.0006527162968050299
s07M1722,0.9954760966731225,0.0,0.0,0.0009905517875433414,0.0,0.0003890242453625674,0.0,0.0,0.0,0.00308053630371402,6.379099025754496e-05
s08M1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08698450095311852,0.9130154990468815
s09M1722,0.2612876880905905,0.0068958197229208856,0.0,0.0006981078882903817,0.020455823388451193,0.0005909138616706084,0.0,0.008585813210521383,0.01374703796663949,0.3164267294694075,0.3713120664015081
s10M1722,0.04056522689901973,0.0001735541845966099,0.007401540793737709,0.0018520831373543482,0.009924997688229336,0.0019270870273928923,0.0,0.013046746977565919,0.0031433840241055907,0.6733201463317793,0.24864523293621854
s11M1722,0.188031493518715,0.009278914285860123,0.0020420788363613176,0.0,0.03401210933553357,0.007941763076802994,0.0,0.016361295637905747,0.020407654318825567,0.38065040244263687,0.3412742885473587
s12M1722,0.18231642551564076,0.014993711972906441,0.009678203700840063,0.0,0.04599075534625111,0.014507000515029365,0.003176267834299567,0.030970662679484715,0.019266539827093056,0.3969663787675803,0.2821340538408747
s13M1722,0.0597509150210373,0.006684504438445718,0.0047755519523523735,0.001997298359032889,0.020445016493229995,0.006733942802134065,0.005050496299989259,0.1514937327467276,0.007433402979887156,0.5274598581845492,0.2081752807226144
s14M1722,0.7702652639935573,0.005150809926695256,0.0034546553347420527,0.0,0.09261279655017,0.0063878912423490225,0.013979684671285415,0.0,0.008738870372266602,0.05863276563751189,0.04077726227142219
s15M1722,0.990807610664194,0.0,0.0,0.0,0.0,0.0003626335496744517,0.000245841332514279,0.0,0.000226178918732363,0.004909876141758151,0.0034478593931268225
s01X1722,0.9694653338922943,0.01026877701968746,0.0,0.0,0.02026588908801831,0.0,0.0,0.0,0.0,0.0,0.0
s02T1722,0.04148884537653634,0.0,0.825765770132886,0.0,0.0,0.00035312207954273295,0.00019600899474929296,0.1266842742216682,0.0,0.0023864141358149425,0.0031255650588025664
s03T1722,0.009370749388551695,0.0,0.004980610797527865,0.0,0.0,0.0,0.0,0.9834927925102402,0.0,0.0021558473036801624,0.0
s04T1722,0.3798677719914371,0.0,0.06310800649066677,0.0,0.18442402217454368,0.0,0.0,0.3726001993433525,0.0,0.0,0.0
s05T1722,0.023231965987503638,0.0,0.03487432896796512,0.0,0.17311312987291133,0.0,0.0,0.7687805751716198,0.0,0.0,0.0
s06T1722,0.0,0.0,0.22388456202710513,0.0,0.3880258127109758,0.0,0.0,0.38808962526191904,0.0,0.0,0.0
s07T1722,0.657138124442701,0.09843180258669944,0.012047543278979578,0.0,0.22248861745948903,0.0,0.0,0.0,0.0,0.009893912232130972,0.0
s08T1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036097011273104385,0.9639029887268956
s09T1722,0.016028353761659227,0.001011343610643339,0.0003970229053530316,0.0,0.0,0.005282158201755045,0.0002916832300138966,0.0012177686479843746,0.0009212934449276764,0.1611245083258299,0.8137258678718335
s10T1722,0.20887800623535116,0.008458382659588726,0.0025736032762721066,0.0,0.025891616348428972,0.005796738728091533,0.0,0.020761512642022816,0.020368195383465605,0.30096757716618194,0.40630436756059723
s11T1722,0.20142511630395732,0.009103997547213997,0.002163742491271518,0.0,0.02206650277400597,0.010914549023470268,0.00034962459632273434,0.015349776808505008,0.016556382367895472,0.30282876782433826,0.41924154026301935
s12T1722,0.7804038487189345,0.0036723588489929785,0.000747213469786859,0.0,0.0,0.006566546849716782,0.0014157104989086582,0.0,0.005408792750362813,0.09434374989225161,0.10744177897104579
s13T1722,0.1653237921573315,0.013639191284306323,0.008641507641346496,0.0012390678633546798,0.030485123667946205,0.007281888696655125,0.0019595785519161027,0.27977223188107997,0.014219769900712028,0.24383868630142683,0.23359916205392486
s14T1722,0.9809588394518177,0.0,0.0,0.0,0.005330613209692952,0.0,0.0,0.0,0.0003662793193479576,0.003617059864930228,0.00972720815421132
s15T1722,0.6919004947686674,0.07790151613528815,0.011907639637531685,0.0,0.18244431502280942,0.0,0.0,0.009113306475123269,0.0,0.019534728383780127,0.007197999576799928
s02M1822,0.10166406164460055,0.0022097199159195986,0.7456581442884533,0.0029445476840280465,0.03977055736208495,0.005028493322586754,0.002282125818960392,0.07694839305518796,0.00011895092748896975,0.023375005980689364,0.0
s03M1822,0.0,0.002213607004715738,0.0018562255529237057,0.0,0.0,0.0,0.0,0.9959301674423606,0.0,0.0,0.0
s04M1822,0.0216917353722717,0.019473065801337792,0.05511184337485414,0.0,0.0828791163556149,0.0,0.0,0.8181629204059594,0.0,0.0024127328077251644,0.0002685858822368425
s05M1822,0.0,0.0,0.2769621353869927,0.0,0.01021056178089017,0.0,0.0,0.7128273028321171,0.0,0.0,0.0
s06M1822,0.0,0.0,0.34843561244434057,0.0,0.4880437994835154,0.00065936790013691,0.0,0.14782086960475033,0.0,0.01504035056725668,0.0
s07M1822,0.08579200436113985,0.00520721085705879,0.1488159176965364,0.011028947911577285,0.3202584431364521,0.012107794177837635,0.0023949732128251116,0.3513562015366307,0.003919327307712512,0.0506578062608348,0.008461373541394852
s08M1822,0.0,0.0,0.0011865216937646799,0.0,0.0,0.0,0.0,0.0,0.0,0.16828890284312242,0.8305245754631129
s09M1822,0.011993761583953528,0.0004546326867584681,0.00013323378201770902,0.0,0.0,0.005773051327641887,0.0,0.00019407012045106895,0.0004803780463313946,0.18804563203785774,0.7929252404149882
s10M1822,0.011663524715981135,0.00139025313304296,0.0029517584136303163,0.0,0.0,0.006124202004286351,9.333942703188046e-05,0.006241836344448612,0.0002391946546232766,0.2396758268111079,0.7316200644958476
s11M1822,0.005086284218676871,0.0025670910339836467,0.001322466374192583,0.0,0.0,0.011195649867953973,0.0004716181648005322,0.002062989766646159,0.0,0.25766288272355553,0.7196310178501907
s12M1822,0.039814899819524505,0.01057929102577903,0.0045625218546019135,0.0004498960350700332,0.014333785560541022,0.022093598654969314,0.0036853854862113626,0.015948956927845058,0.003190623551702882,0.28633981619738275,0.5990012248863722
s13M1822,0.051498476167282675,0.05266165123521174,0.014272719290403846,0.0,0.10778132278442938,0.06395767797750196,0.005687835942808216,0.02596040348881792,0.02544782171093805,0.19949850994827836,0.45323358145432785
s14M1822,0.20952526128745458,0.16345683406525593,0.0,0.0,0.4043155702082055,0.028297556734512036,0.052452773584996164,0.0,0.011856581056152837,0.07036346703064442,0.0597319560327785
s15M1822,0.9857381808775288,0.0006511660421552241,0.0,0.0,0.003789750626619826,0.00012357317819271284,0.0,0.0,0.0005127217340867885,0.0020426663422886773,0.007141941199127809
s01X1822,0.2266960365510847,0.18201797127982836,0.04606774136831722,0.0,0.45509296057771587,0.0,0.0,0.048965235842846594,0.0,0.04116005438020718,0.0
s02T1822,0.0,0.0,0.9937020003550088,0.0,0.0,0.0,0.0,0.0062979996449912005,0.0,0.0,0.0
s03T1822,0.0,0.0,0.08003935785042925,0.0,0.0,0.0006074131663716482,0.0002987142606683691,0.9174503990470185,0.0,0.000607701037382938,0.0009964146381293013
s04T1822,0.0029004235200054147,0.0,0.09217971885506644,0.0031059851070173324,0.3094589316987753,0.0,0.0,0.5888454177400506,0.0010859480273120922,0.0004101656916521756,0.0020134093601207772
s05T1822,0.006179289382774156,0.0,0.22294017131038674,0.0,0.29926439343281575,0.0,0.0,0.4709307518552364,0.0,0.0,0.0006853940187870145
s06T1822,0.0,0.0,0.21445287976715313,0.06383146410453218,0.16510902325917887,0.0,0.0,0.5566066328691359,0.0,0.0,0.0
s07T1822,0.02580338961433836,0.0,0.20139216837813287,0.0035902684538703837,0.3334474690502903,0.004267686315254933,0.0,0.40743306858149997,4.8696295208243676e-05,0.024017253311404915,0.0
s08T1822,0.0,0.0,0.034539145387748306,0.0,0.0,0.0,0.0,0.0,0.0,0.16175541782692074,0.8037054367853309
s09T1822,0.021213594877842974,0.0,0.001571237720762045,0.0,0.0,0.0016936557275711197,0.0,0.0011519583641248102,0.002753517418729643,0.31791435252450523,0.6537016833664642
s10T1822,0.05275623526096251,0.008929644053450377,0.004890810896186054,8.419047491093125e-08,0.022479669146638244,0.0217237032604413,0.0,0.019637188091077167,0.00909418852271705,0.34530971131745897,0.5151787652605935
s11T1822,0.059174256986784565,0.009215669836111367,0.005648563822325282,0.0,0.026797784546108247,0.007100659103256944,0.0,0.010180954577684146,0.006081970160433317,0.2906614489645016,0.5851386920027947
s12T1822,0.05775515483073438,0.09801414591550288,0.022273653785756183,0.0,0.23794520590062337,0.043402462403965766,0.0,0.0,0.0680257856898208,0.18460978481619825,0.2879738066573985
s13T1822,0.19752546938969967,0.0343949755335429,0.01489739186307739,0.0,0.08770358209843158,0.0226994180222179,0.017405828647965485,0.03609436321170015,0.010798582040784127,0.22462729164749254,0.3538530975450882
s14T1822,0.12458627525388866,0.01679304689267508,0.26893415909133506,0.0,0.2767849707793879,0.009518693089741785,0.0043036299177415405,0.06946869988155158,0.011491737428226014,0.10194729336178815,0.11617149430366419
s15T1822,0.2414191020255228,0.17510312156478125,0.03406650400107088,0.0,0.44256396948483107,0.0,0.0,0.049630633124618045,0.0,0.04679664325676444,0.010420026542411743
s02M1922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s03M1922,0.0011915150149543886,0.0,0.477123126066254,0.0014443853450451876,0.049665130914762275,0.0012707558341014502,0.00048389876461721966,0.4619984011902563,0.0004899348857481422,0.00608847712061598,0.00024437486364504014
s04M1922,0.0,0.0,0.004080282527708615,0.0023571296917987232,0.04361467721233309,0.0,0.0,0.9499479105681595,0.0,0.0,0.0
s05M1922,0.0,0.0,0.44016801943527856,0.0015927699715698792,0.18808546156913333,0.0,0.0,0.3701537490240183,0.0,0.0,0.0
s06M1922,0.0,0.0,0.005561514901698755,0.0,0.0621124991758042,0.0,0.0,0.9320756712347097,0.00025031468778734256,0.0,0.0
s07M1922,0.0,0.0,0.290928993436946,0.010993434887587293,0.29303906589052076,0.0,0.0,0.4050385057849461,0.0,0.0,0.0
s08M1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203293320587751,0.7967066794122489
s09M1922,0.04887422938599602,0.03694557634319096,0.0068774781221582,0.000592853689311933,0.08028193216648409,0.043536202602674226,0.0026723682588538035,0.01812085189051412,0.02874071348741736,0.3079081871439767,0.4254496069094226
s10M1922,0.04693272930874386,0.16252021661969293,0.007025498172607602,0.00232628307438418,0.16311627889346758,0.057057720546205115,0.04596287143161358,0.006613410344308223,0.026919192362508653,0.2591807777237281,0.2223450215227402
s11M1922,0.07339795854786667,0.038664613822871036,0.007915932571259393,0.002289467090098687,0.07922454194327568,0.03376592663804413,0.0024874648568563914,0.025573570250850584,0.02529305024156484,0.34333112132622085,0.3680563527110917
s12M1922,0.1669682326482588,0.038577509719467475,0.017747345790046533,0.0,0.0677719320625713,0.006435125912520339,0.002079310907629236,0.014745931728729865,0.009154060995248141,0.29857588176215705,0.3779446684733712
s13M1922,0.04045431525234322,0.033794270848136874,0.005052045100073605,0.0009968674041256828,0.05177217772708871,0.01604807392862863,0.004971016156103851,0.019937508070876034,0.015204087566089786,0.37911449162286864,0.4326551463236649
s14M1922,0.10394479590732267,0.06788189652374287,0.027528198411732714,0.0,0.18434387727790452,0.04341442678150686,0.0993976606830382,0.07592536162017577,0.04475417035380264,0.1924823316156678,0.160327280825106
s15M1922,0.12465521476780936,0.07287590691622917,0.03362990974635156,0.00866975204662857,0.27171711047382113,0.03883187934939904,0.02427138207841608,0.11336755302759838,0.04140831309121957,0.1613519525090298,0.10922102599349746
s01X1922,0.907892985116575,0.0,0.011622158534642496,0.0019471417007391847,0.03891622528728285,0.0020049825733058965,0.001445205411240295,0.030028846275988223,0.0034220622018435666,0.00019299221648752014,0.002527400681894876
s02T1922,0.04971137035665119,0.036474176572150324,0.6092198817366367,0.0,0.26359236191311625,0.0,0.0,0.03649953890467877,0.0,0.004502670516766869,0.0
s03T1922,0.16055299849872348,0.10159484547105034,0.07385661255063018,0.0,0.5067956363576106,0.0,0.0,0.13595671095027495,0.0009580226548981398,0.019371862621211988,0.0009133108956004817
s04T1922,0.012789051685640996,0.0,0.026744391803676673,0.03615137489446302,0.7656093025907883,0.0,0.0,0.15645462136330548,0.0003435127289712424,0.0,0.0019077449331542644
s05T1922,0.05831836437863638,0.016006047894731354,0.03224531405160772,0.006035867912822018,0.6769115450828926,0.0,0.0,0.2064883416079537,0.0,0.0037101588934639906,0.0002843601778921781
s06T1922,0.03207030208455052,0.007897680616927867,0.07420409807905491,0.0,0.5492107889651282,0.0,0.0,0.3346731953790035,0.0,0.0016292639720122276,0.00031467090332278324
s07T1922,0.001735901686738281,0.0,0.055926046904716566,0.0,0.6444592225045271,0.0,0.0,0.29787882890401807,0.0,0.0,0.0
s08T1922,0.0,0.0,0.018432838000620393,0.0,0.0,0.0,0.0,0.0,0.0,0.057239924074286276,0.9243272379250932
