,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
s02T1622,2.1762466529380053,0.0,1.168509757091726,0.0,0.0741806529958359,0.0,0.0,0.04622273951555515,0.0,0.10053211683328929,1.093760463107951,0.3661034926040579,0.06010268206201884,0.6745348246904884,0.006362209492678207,0.08131816691936132,0.07187646673286628,0.0,0.3484944153461539,8.954261330492807,0.0,0.07567257071215822,0.2547408880687381,0.2766714265607703,0.0,0.0,0.0,0.1709828165428652,0.0,8.329036547375726,0.012940226640321231,0.0,1.7482287579836748,0.0,0.014419205683409786,0.06939437450124349,0.22829530679779234,0.0,0.0,0.0,0.6273611558956992,0.10915806911993782,7.035170214655375,0.2555427920570792,2.0745801246976923,0.09876030710684233,0.06375782969951772,3.962189849555053,0.24954908751931387,0.0,0.0,0.012324232753503856,6.611241008224132,0.08337337798121228,0.049274844633860136,0.009816660880128301,0.6186769624249155,3.35938457540594
s03T1622,1.1579058605131833,0.0,2.769280279140227,0.0,0.25066266673220783,0.0,0.0,0.0821411511994781,0.0,0.040155867954410306,0.1709848057469745,0.3254889723235439,0.05139031307362443,10.601018656288655,0.02321406582759376,0.0,0.011957177117061452,0.0,1.3228909407673237,0.009790437964273995,0.0,1.7663284686202863,2.3145313201859126,0.0493372816296189,0.12148559781491505,0.0,0.0,0.004137663641439942,0.0,15.667343899965502,0.0,0.0,0.7862406174481232,0.0,0.005588263451841188,0.06219991694841881,0.0,0.005403176188561363,0.0,0.0,2.208300733259164,0.0,22.80786897475443,0.11525430399976803,2.117783562464669,0.8663246543645949,0.0,2.1669649852683435,0.14054345525820525,0.0,0.008493929889793406,0.0,5.459084607068454,0.12827408679341398,0.028519669288899485,0.0,0.0,0.13611035419740092
s04T1622,9.28680735338218,0.0,3.3930276955616456,0.0,0.0,0.08420839507452232,0.41162859673949104,0.11733577215319836,0.0,0.1064364860113648,1.1022666049882281,1.699741365214603,0.049441437908413086,6.4455188711698606,0.11635822337467265,0.10981922502166715,0.01850128089553381,0.0,5.186225767325495,0.014090997632021774,0.0,3.1997861442211315,0.01977215792929216,0.28553230871565044,0.0,0.0016178575752468815,0.0,0.27647265328714554,0.01717987094751477,0.6951758025776392,0.002605873988452728,0.0,2.159307818698408,0.0,0.057705944422253144,0.2899319120414585,0.2305833371078654,0.04743058965272055,0.016879166384995974,0.0,3.5598547986458766,0.0,6.896623073469345,0.6270193347690252,0.8616908230782185,2.00472956106727,0.004931596171272466,2.987203344800232,2.4376125594357982,0.0,0.00978331306641119,0.0032275072778383965,14.31110712467856,0.6391470575013606,0.061174321419084576,0.3911002290174548,0.11569500326160954,3.4602637116308244
s05T1622,6.3691488742567595,0.0,1.7738423151991958,0.0,0.00682092619029899,0.015684569018844467,0.4434213318480551,1.246963251434937,0.0,0.0,1.1382753795202536,0.9377650152954088,0.04028236262805656,3.6016178112231,0.06494194669623599,0.2623494047788856,0.0019347548893897046,0.0,7.621261882449798,0.010073420186275604,0.0,9.096207060227394,0.0,0.26582809485852876,0.0,0.0,0.0,0.008126231983714906,0.014933700957685168,0.18580517499351315,0.0,0.011050393555167449,1.2997201634095605,0.0,0.02982092218938347,0.22274588149800986,0.0,0.003855990648681075,0.0020376802700182023,0.0,1.383997598107172,0.0,8.937973206924283,0.3916240263690813,1.5352038573423554,2.920240968007322,0.0,4.786161475252523,5.691655371049276,0.0,0.0,0.044657985842046805,14.749644376838846,0.2984775726065993,0.12232388416193714,0.2131310956034458,0.16759197363254572,0.05690283274315857
s06T1622,12.612880095439616,0.016557317203600458,4.140220697694451,5.689009746499142,0.0,0.0343897571024113,1.3975580150863125,19.47625067226388,0.0,0.0,1.0514919145593074,2.878112157999372,0.06242071624960302,1.4797220745752397,0.045790373377585486,0.32023118604276796,7.319213078089963e-05,0.016599849283448508,5.03770230898777,0.017342987287178417,0.0,37.070562818404575,3.266840644822981,0.25202292416049393,0.0,0.005359553666676082,0.0,0.02745740911428074,0.049567947842844566,0.15936728971174208,0.017813831387203233,0.05960232658699711,2.443207113998412,0.0,0.028353348921863943,0.11450886865124876,0.0,0.041816807991965674,0.1125971125030235,0.02951302823827411,0.9877276250116975,0.07369181892530928,1.9505221292065313,0.3311425239950101,0.007141384489426653,3.2657031617212304,0.0,1.6249450006424728,0.8144047357360353,0.0004874608940335438,0.0,0.0,7.511392158126872,0.09350288730999419,1.6031071442919327,0.5632004671151146,0.47563058868320657,0.29731905353494964
s07T1622,1.1788834625000826,0.03613992034186597,0.21745696504672027,0.029583129059126783,0.0,0.07627966902927229,0.6271156635933416,0.3821787822877749,0.0,0.0,0.683349106341731,0.035682423879374855,0.16158132882715298,0.5905288600575486,0.0024528484239108696,0.28064973578905017,0.00023442751597818138,0.0,0.032593171901998036,36.3914674152044,0.0,0.008320345140345473,0.0,0.0814413850213447,0.0,0.0,0.08770087063352432,0.04846631164668039,0.0,0.052405816505490956,0.007004307062375403,0.0009098400950809475,1.1407948097132627,0.011527945225294357,0.0020533561794867966,0.0721839385398538,0.008837625475108475,0.0016507994092306432,0.0,0.0,0.06752233731309516,0.004947924447808519,0.07953568792222548,0.0382267972435715,0.49402098495234575,0.0,0.0,0.052027541759061165,0.24412991337765658,0.00011562458378609267,0.0037080144147701574,0.0,2.8843777059079083,0.05675796270358462,0.699175123802049,0.0441266835576327,0.3537190725845195,0.03067305291303782
s08T1622,0.0,0.0,0.0,0.0,0.001171264874885432,0.0,0.0,0.0,0.00011677414832500464,7.664239242617531,0.0,0.0,0.0,0.0,0.0,0.07168720311245201,12.30091255792613,0.0,0.0009460414337228338,0.41485311858416296,0.0,0.005736981976987824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000752402205647468,0.001499701883616124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00908789567336442,0.0,0.0,0.0,8.079989654172778,0.009733668799307066,0.0,0.0009329096345794735,0.0,0.0,0.0,0.0,0.0,0.0,0.050385685416731926,0.0
s09T1622,0.7364354339303408,0.0,0.0,0.0,0.0,0.0,0.2959904659665335,0.12722720900004875,0.004550510161136673,7.014194817041159,0.12128162834951715,0.25944951523117554,0.0,0.057758114913487195,0.00806998745440311,6.06704330152011,3.0137581478743605,0.0227710750645081,0.008616794514915514,0.000865200789272913,0.0,0.08272880729894391,0.005228981423999475,0.041876594004638744,0.0,0.0027326326131684813,0.0,0.00859352910932116,0.02723851089261384,0.024398474909528556,0.012625256192638986,0.01859241849120945,0.18450008368916143,0.0007118593911460818,0.011835771738269526,0.0199002253638233,0.0,0.019024153499816687,0.04821343115446411,0.0,0.0,0.0,0.010532781379842473,0.06739076158822598,0.0,0.01982272513871699,9.859941449965326,0.012971125312678645,0.0,0.020946910644307374,0.0,0.0,0.09069344492416381,0.013890535205026701,0.05042514509327778,0.2130046330485941,0.0,0.0
s10T1622,1.8501035502003018,0.0,0.14292288106898254,0.0,0.0,0.0,1.0978450467715308,7.713672437751961,0.01089255996843324,9.804505577974144,0.4359393213304241,0.1265085753685595,0.0,0.11781629337721024,0.007565167843720033,1.0124149123547668,0.718219799247459,0.010824630767868559,0.0,0.0014436219835906711,0.0,0.0359467960373671,0.0016418360755078732,0.02138505908633573,0.0,0.0015305863076778494,0.0,0.028507424717842116,0.03734746395528291,0.01010635600630217,0.022705985238105315,0.015177281861061128,0.10206703780863445,0.0015114510829458332,0.0053020415347055875,0.027556413119774647,0.0,0.018155225931392766,0.08465865581029536,0.04192883276752663,0.0,0.0,0.06673625290330397,0.04153103126260552,0.0,0.18331155417613457,11.611940899082903,0.038489789538292386,0.10102972999491741,0.027343303013715844,0.0036114016783475537,0.002617273290379877,0.7658435974627612,0.0,0.02742240325385807,0.12835765994971915,0.8002850475247526,0.0
s11T1622,5.805617513403343,0.0,0.030978859038327124,0.0,0.0,0.0,1.9924463307877085,3.3295194617521133,0.0,7.822192254516703,0.8472536700304784,0.6415548432966879,0.0,1.0810417791995253,0.01283793907623982,6.0290870007548385,0.30889136192047567,0.08520296937842803,0.006373232492228376,0.0,0.0038363789581853268,0.0,0.010593613790821778,0.13081605151256012,0.0,0.0066309286318670165,0.05905353182690178,0.03693402564138809,0.1438609620679168,0.033925422811607965,0.02963887827875891,0.11089557009921004,0.5428184322574746,0.0,0.03146093107088721,0.09706164091041211,0.0,0.047637241395192986,0.05512287938321983,0.10566085143929055,0.0,0.0,0.03587396927504795,0.21035091325748825,0.017814776030335027,0.25223152547285105,8.275049318294146,0.011935621370090145,0.4046683929067826,0.032704466032217716,0.010361426779781935,0.0018973895847969882,1.294440134349591,0.024422880505676998,0.14023294697739824,0.5575995812906727,4.259741899176464,0.10291667214721353
s12T1622,39.824234112488654,0.5155063029361303,0.4296330697788237,0.11426100199428545,0.0,0.22046470291507853,0.0,6.655310294921075,0.0,2.00931276407027,0.7966073894134531,0.48362520805206677,0.0,4.606949345787535,0.6994742974552189,9.847674316721001,0.007309390581789985,0.5901383185101821,0.021627278517194707,0.015259232813887491,0.0,0.0,0.016473154043179058,2.8462617296127672,0.0,0.021733382243338505,0.8434364337143635,0.012612032320268803,0.012323607209194726,0.07999669041285054,0.5580109867712545,0.0649084457666601,1.4254617453599077,0.00015798573811627486,0.031510655872372846,0.32647335979602093,0.0022888625693573642,0.024392826825431493,0.06786750715017911,0.0,0.0,0.0,0.27905228561139006,0.616595069524171,0.018044024977846813,0.25847220120185554,1.3092223452308298,0.0436633167671439,5.141684900246105,0.0029683940299958236,0.010170706358876031,0.00012080338757154611,1.0951239108928492,0.00075899941160912,0.09272893869940976,0.4482614256016314,1.6731601175524309,0.0
s13T1622,4.994244857486476,0.0,0.0,0.0,0.0,0.0,0.11929308312919201,13.982531460573092,0.0,2.477977823708485,0.22705180262642266,0.33455068584879033,0.0,1.3568159064867036,0.677602840456817,3.2229808128909077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0930191367531459,0.0,0.0,0.1227730997085775,0.0,0.0,5.4791385642111714e-05,42.590315973700825,0.014182425514250056,1.0501961435822587,0.0,0.006039041705141314,0.0,0.0,0.0,0.031747474609051925,0.0,0.0,0.0,0.287402154414367,0.0,0.0,0.23576880776483777,1.4622548297548397,0.021441618729074526,7.192268122513404,0.0,0.0,0.0,0.5027908328182712,0.0,0.056792323686886685,0.25701851686597177,0.5002795558757971,0.0022784344378812826
s14T1622,17.38899964601161,0.016256757381143957,0.6047106856520894,0.0,0.0,0.0,0.0,13.02595038958253,0.0,0.2598231343900004,0.881264654998046,0.2698438534919256,0.03542716062104361,4.889756390074199,0.007835800085922384,8.05607064707147,0.1671600087580547,0.18483060682552102,0.0,3.261129311435717,0.0,0.22398835641050063,0.0,0.4167588921959816,0.0,0.005960833351264995,1.052688390049832,0.001249487631225753,0.0391905701403126,0.0,0.01760855083073218,0.043722899579538274,13.446251006675354,0.0,0.023515287054191987,0.14061335778720965,0.0,0.0,0.018744607186452926,0.0,0.039616104702018734,0.0,0.08243504408144207,0.18033513625144496,0.01164541120396685,0.15591798792729603,0.1853152457875055,0.24015393692533593,16.63517727394993,0.0,0.0044980436561729,0.0,0.4381623130949745,0.0,0.1717837877508299,0.33856946384787995,0.4418211952004507,0.05709255131565084
s15T1622,20.919183283280805,0.0,0.1739839432816967,0.0,0.0,0.0,1.148948675683553,2.0731493444145532,0.0,0.20196595367193737,1.4553958418258155,0.5975119168318488,0.29644332792206646,0.7613968787331883,0.7931598065172651,4.5885864366171125,0.027044247877449062,0.002639350003137096,0.01200355612750264,12.696142833542549,0.0,0.07163515777437977,0.0052361534373352725,0.41338460738610844,0.0,0.003524087800680486,0.502763317882615,0.019167328235952755,0.03915768818324504,0.03569971250705945,0.09361370932202503,0.057130327925630144,3.5526971797322484,0.0,0.017052852479738256,0.1459293782767681,0.0,0.010973735836880523,0.08216584772629411,0.0,0.19650562159657742,0.0,0.06697165567860004,0.2079545120281615,0.008206065146410398,1.2456328818565667,0.17442498827323494,0.026995384802540413,12.958797294351202,0.0,0.00739232174017779,0.0,3.854928007554803,0.060258390135696525,0.6034248651706061,0.40344940201430907,0.1129317970525514,0.13057957691851657
