,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
s02T1622,23.077055561062433,0.0,5.343960637665808,1.0603890733446157,0.057515418519858544,2.224185947926218,7.077477345769885,0.0018904046663445193,0.0,0.16554659771713,0.06618853032729688,0.0,0.00969197882799997,9.376322090759077,0.0,0.0,0.06879467193320443,0.0,0.22200901507324394,8.905064935567562,0.0,0.0,0.20992889383759297,0.3303381889397759,0.1321863845590838,0.0,0.0,0.04576180913285627,0.0,0.0,0.0
s03T1622,49.23438735587103,0.0017501057549594817,2.9584581332890183,0.0,0.29028625461290297,2.273423764002502,0.0,0.06422255860622282,0.0,0.03738036735174208,0.0,0.0,0.0,30.572393169770613,0.0,0.0,0.004931391427224084,0.0,1.2843019966313414,0.0,0.0,2.3230518227893246,2.2466546396268683,0.0,0.0,0.0,0.0,0.0,0.0,0.9045733597594188,0.0
s04T1622,8.106509533318285,0.009370709299740035,4.007730789744993,3.228383077569092,0.0,0.9172146251605001,8.998787509227009,0.5085551779677915,0.0,0.10906644121328096,0.03507676930646836,0.20670235915600946,0.06711156311771174,9.282621661881025,0.19564511055666212,0.2005353015343241,0.03202130501540487,0.10245876618953119,5.341032635473453,0.03511623562229161,0.042190958833290444,3.9691886811624144,0.007269161198258005,0.43579220626660675,0.15480358448480463,0.0,1.4498902705217394,0.31083847829617567,0.0,3.814762424762338,0.04023396788446666
s05T1622,7.109422680218111,0.0,6.385212019536271,2.5605409312471266,0.0,1.6448473696266601,1.2265380106329147,1.527541751374546,0.0,0.0,0.037876462658350846,0.17337262034376444,0.06873229620683481,12.049028420439338,0.2106002624537497,0.4120348384649618,0.013352208582626849,0.19909133975052204,7.717727251662341,0.08001963005560149,0.025715681334504182,11.223237628241366,0.0,0.4525252187261662,0.0,0.0,3.253705821267994,0.1017477802766974,0.04671063543551049,1.9796901070701838,0.09291159744682938
s06T1622,6.52015522283466,0.015423047677138427,2.1912459556044683,3.3219733298939707,0.0,0.001061810557004348,0.24765969587041814,16.09879422616928,0.0,0.0,0.0,3.451457539650009,0.06599243521137742,2.7039261541529043,0.19540400411147654,0.38055793782083874,0.007345657528499848,0.1253995147121853,5.053128035855597,0.10134808924951176,0.04696454748213844,46.192635165136416,3.217374686630969,0.397345693858695,0.0,0.006929602586356033,0.06280054959897202,0.13435641413381658,0.14140365901932941,1.6632390526153542,0.11530575347328152
s07T1622,0.0,0.005681173720217916,0.05262920015503967,0.3252161605956171,0.0,0.5322218285905341,0.1150355469417446,0.23879514703747573,0.0,0.0,0.006094092577532123,0.0,0.12711609554767506,0.0,0.0,0.13728177176808007,0.0,0.0,0.0,36.507804995269794,0.00021897124391753422,0.0,0.0,0.0,0.003550543244636137,0.0,0.0,0.0,0.01529608635329193,0.0,0.0
s08T1622,0.0,0.0,0.01222217244337894,0.0,0.0,0.0,0.0,0.0,0.0,5.826954588693527,7.866221971540259,0.0,0.0,0.007725179175329568,0.0,0.010546317240716297,12.521776707106053,0.0,0.0,0.4129490512134054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,0.00229421803104845,0.01704409005110015,0.06117796258723967,0.0,0.0,0.0,0.0,0.0,5.285804109008377,9.632821861589708,0.0,0.0,0.011658289744702052,0.0,5.296606176497959,3.061469716824155,0.0,0.004231488690003153,0.0,0.015513405355772895,0.08125711582724453,0.006763282815125585,0.0,0.0031162536734023706,0.0037311057469562973,0.0,0.0,0.023059004354530895,0.0,0.0
s10T1622,0.42387138627401794,0.006178891987059482,0.05252810243044003,0.015359305963726356,0.0,0.0,0.0,5.961824393852619,0.0010917319817733825,7.536684411783237,11.41602247033056,0.0,0.0,0.09396013913004404,0.011337074808993545,0.8652350087121162,0.7247689961223085,0.0,0.0002807382879393458,0.0014869207411087524,0.004524051340094662,0.0501459566523869,0.005801741013595145,0.0,0.016775425429008173,0.0019841650483150438,0.0,0.032794837332827224,0.02745739769287865,0.0,0.022484942787657516
s11T1622,0.8752518097626293,0.020497479307277675,0.015412767886487953,0.8487820030648595,0.0,0.012666374478832058,1.3473413240630718,2.7377238676061935,0.004719212136077804,6.040106710423783,8.171936632250127,0.02708360470854076,0.0,0.052649757834109905,0.03503283381809968,5.5103631089147,0.3099877311577174,0.12232521667602808,0.029309413120401036,0.0,0.04872510075364692,0.005644844804757113,0.01857582494894996,0.17868138872410572,0.020649539851865174,0.005879127227448921,0.0,0.07392136544679737,0.23582643861410174,0.0,0.07134292639543718
s12T1622,1.3094388141425757,0.012009211578773412,0.06844695133660654,2.349224531938426,0.0,0.02478434817482009,1.3920405629250157,6.880734591678348,0.0,1.5489170448397394,1.2948072549919623,0.19994884873643884,0.0,0.39027815448157854,0.6586924495897879,9.055377577134399,0.007214325102229638,0.7871783320515447,0.10683989790940067,0.014553085728878054,0.06390520494143288,0.02977782308721306,0.02062780698158643,2.9861394114050435,0.01602694968112572,0.027511319204679092,2.492014944364955,0.027903154536866835,0.2242054947215321,0.0,0.7151008295655027
s13T1622,0.0,0.0,0.02532907449015465,0.5684840715928989,0.0,0.0,0.0,11.319819358507281,0.0,1.7603688782623037,1.4076365767892713,0.0,0.0,0.3404019937234479,0.5167739510014898,2.7199779846886156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.679843911695239,0.0,0.0,0.0,51.2962665290783
s14T1622,0.0,0.0,0.3310441397908521,13.78750467997698,0.0,0.00045715265789732267,0.0,11.439664574248098,0.0,0.0,0.20384642539780692,0.0,0.0,0.08855627752420131,0.0,7.506067153352768,0.16818797539259478,0.26097996200171547,0.02403043315562687,3.2499723042805315,0.014970195071990986,0.31399891542128827,0.0,0.4118564806216198,0.0,0.0008490593093975763,8.667818423197382,0.0013449978561307255,0.10309269056965924,0.0,0.010780739477833066
s15T1622,0.0,0.0,0.03335890363864648,4.325611009387113,0.0,0.0038068743572843926,1.123961754967627,2.944302743467636,0.0,0.0,0.22042224153406187,0.0239970223512916,0.2584697241910361,0.06625527138350364,0.7488687168008139,4.354914102251534,0.030278878763698364,0.14810221280243674,0.007095159065028986,12.778575943140835,0.02031523881509731,0.029332252993572602,0.004679903831558564,0.5812074844998644,0.00754555322114129,0.0008728326698067469,6.999487750413765,0.04891239874576924,0.1520767264300843,0.0626207752265917,0.12132023762273668
