,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
s02T1622,4.661360411762921,0.0,6.00487894521175,0.022325017500170102,0.05847452963848842,2.48644033286351,1.3044411984420743,0.09338305858890318,0.0022248065407245014,0.09843567056889291,0.07003747453742046,0.0,0.06755605679861452,0.08939351652564288,0.0,0.05857257739683953,0.07600075139153809,0.0,0.29452367430534004,8.819374572286971,0.0,0.03482681245777581,0.23992334045061392,0.29861647242388634,2.886541732699483,0.0,0.0,0.17937910352269687,0.0,8.108287471024548,0.01530967378334869,0.0,1.7871344053428753,0.0,0.009618230051700842,0.008193183691479063,0.2366167976222652,0.0,0.0,0.4681245933132544,0.6308224944878355,0.0,6.185597530973315
s03T1622,0.9468213160747602,0.0,3.258508761774043,0.0,0.28443502213880056,2.540767894897757,0.6915120397504086,0.11349007066836403,0.07681570375642369,0.037392823910765295,1.614626563236114e-05,0.0,0.05528335437254806,2.0284927254850365,0.005747828421689286,0.0,0.014752461986999128,0.0,1.406982679782938,0.0,0.0,2.8318639434953004,2.285705650163851,0.04304978399046051,0.11465019677553362,0.0,0.0,0.00826842830609853,0.0,15.670555248382092,0.013530459401770811,0.0,0.8115335791121225,0.0,0.0,0.0,0.0,0.005531893745894226,0.0,0.17788551297405034,2.404026621417312,0.0,20.06632225794221
s04T1622,6.213402285753544,0.0,4.573033395889677,0.0,0.0,1.0328976285262073,3.492693768594969,0.40026806584183827,0.15597213587165557,0.12334678882042853,0.0,0.11157244931017865,0.07685549155295378,6.055653505393237,0.07058713438951346,0.08812814870211384,0.023043242844495753,0.002004581911757149,5.31594242720181,0.0,0.0,4.486912732807681,0.01466339840199225,0.26204373299626843,2.9565986199781493,0.0,0.0,0.279362046337618,0.0,0.9981325562252052,0.00392693306861344,0.0,2.4982602042637456,0.0,0.050020241626745336,0.23164271879670337,0.21795608083456,0.033338671529565704,0.0,5.304463431893223,3.8530059593399826,0.0,6.060062504821483
s05T1622,5.550365272603249,0.0,7.269028770884922,0.07045135353308872,0.010183365663302463,1.841657141974185,2.0690472159119477,1.2451562903922975,0.07738438656159258,0.013701640257040293,0.0,0.04422558743072599,0.06672054523394978,7.285467749709631,0.02041420173031832,0.21795784812697586,0.004728567532886629,0.02255511048564021,7.674633982655103,0.0005150220334323835,0.0,12.108481426163813,0.0,0.2266658771979011,0.03306811413610798,0.0,0.0,0.010331417369729111,0.009379671644271887,0.21236450358725523,0.0,0.01813329438060983,1.4920656406556927,0.0,0.020806342099709805,0.11575959441997738,0.0,0.0042129225381688255,0.0,11.478987838912248,1.442320075790131,0.0,7.858323133963405
s06T1622,5.396044605899773,0.0,2.517981556817969,0.0,0.0,0.010861929619913394,0.580093627037225,17.43021292421274,0.0,0.0,0.0,3.3112295587257785,0.050748994740411994,6.860091593243404,0.014055531988381111,0.2682526582267143,0.0007552024642696299,0.0,5.024024638035259,0.02052816578557753,0.0,49.00259409421853,3.2391900488222936,0.2641242738005404,0.21692260630438176,0.004783794788330811,0.017448543948345132,0.027000283064056975,0.04202227453765116,0.13917171366459838,0.02251210959839477,0.07015773730544404,2.5979148263890846,0.0,0.031089655272110543,0.28195727809219184,0.0,0.021438859929274273,0.11570475848043811,1.8314664565854932,1.1367499846086626,1.0575054014288499,1.7393072396561693
s07T1622,2.8723779526121365,0.021316350955482923,0.05669145768000244,0.0,0.0,0.5931368270725501,0.7235949488852568,0.313238423544152,0.04324824665693003,0.0,0.0,0.0,0.16107682291326517,0.0,0.0,0.21074995927131035,0.0013486481378479007,0.023291304695200517,0.0,35.83140746080337,0.0,0.0,0.0,0.05398123188511288,0.021256297882734473,0.0,0.0,0.050930515519481655,0.004407384935453715,0.0,0.012412739680805543,0.0009923920241335514,1.1387198784609387,0.009141519546295506,0.0024290935233929334,0.014230557434729035,0.011824608687042186,0.001477305484144957,0.0,0.5195391855493898,0.0,0.03642185024608297,0.01303226619063576
s08T1622,0.0,0.0,0.01419216070794132,0.0,0.0,0.0,0.0,0.0,0.0,7.089980683256256,8.462981690979786,0.0,0.0,0.0,0.0,0.04565567130500779,12.555841541145698,0.0,0.0,0.40749130822942004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00689917861479988
s09T1622,0.5051179833364381,0.0,0.019640220620198708,0.0,0.0,0.0,0.30946294496392013,0.0,0.0,6.513471270160328,10.296366524055088,0.0,0.0,0.0,0.008020174275796148,5.339466347861304,3.0683964734531104,0.005814513480813801,0.005452329147385385,0.00046611210206683553,0.0,0.1009960833203975,0.004768420821452393,0.0,0.0,0.002179634366855858,0.0,0.007338899451348809,0.018447455499476607,0.019313070005085413,0.0,0.01519141832301378,0.21007315752530187,0.0,0.012286946637274709,0.07823876790132785,0.0,0.011879527431208091,0.0,0.0,0.0,0.030963125636138105,0.010131848923391642
s10T1622,1.735932378899159,0.0,0.0608443409998637,0.013741042313442059,0.0,0.0,0.6040021575907263,6.5622686036312,0.004895650293436107,9.103249970830877,12.170245473769603,0.0,0.0,0.4841528890784254,0.0035191219579123194,0.8937153697103545,0.7213912239820253,0.0,0.0,0.0,0.0008480020375090331,0.0637728341598419,0.002493328254636181,0.0,0.0,0.0004204895169391645,0.007416227738148679,0.026567653411608102,0.03777638296896536,0.0,0.028338900178855212,0.013926018686391997,0.09579684616238378,0.004338048020810881,0.003993662273000895,0.005959415368824541,0.0034423850089833185,0.01761485044577425,0.10065020542518875,0.11101900053272888,0.0,0.0,0.05782412607812924
s11T1622,4.061119179850566,0.0,0.02051395108515962,0.001119539101455691,0.0,0.02320227827371235,2.215221836250815,2.920722442280774,0.04147453840650414,7.3108699661118255,8.685659751963282,0.010024525867233274,0.0,0.8902183877812063,0.016581888807301243,5.486272768839147,0.30700802690657436,0.11755813228182987,0.015732348523102464,0.0,0.0026790283650163903,0.017142374389046023,0.010527225210277791,0.17659948764782094,0.1390754921356427,0.002493002111040057,0.025900003090710028,0.03415278126651715,0.14193183667642878,0.06611526318341439,0.05745322189700988,0.12441282555139048,0.6635023403660452,0.0,0.03468319445438243,0.21299337352999698,0.0,0.03857182249488022,0.39893351064899624,1.0309875457165436,0.0,0.035727748666079376,0.03007840849766564
