,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
s02T1622,0.531001715940645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05236756270989593,0.0,0.0,0.04854782798039381,0.0,0.0,0.07659805211052775,0.0,0.0,0.36667476331668475,9.321085284615247,0.0,0.12483978271503808,0.250715972594313,0.21653993004047015,0.0,0.0,0.0,0.0,7.274867406652618,8.389573387393023,0.011008697328476548,0.0,1.1221290756351152,0.0,0.0,0.012760926502688634,0.23539336836940847,0.0,0.0,0.04131966918562723,0.5924479330477416,0.08346300299588383,7.123714262356002,0.0,2.019746834804995,0.1552538659800291,0.006360181260318024,5.096135222526466,0.20344135986307219,8.761202962455164,0.0,0.019762774116599133,0.2807774768822161,0.10156367064648338,0.0,0.3816658442276189,0.07270975646178206,0.0,0.561806263700985,0.0,0.3971709347662305,0.0,0.18997148976005027,0.0,3.0257702081649103,0.36168327694406815,0.0355524104909757,0.0710918957184534,0.0,0.8715252873881458,0.12332130287150594
s03T1622,0.0,0.01000259738541665,0.0,0.03089338310154297,0.18895365125166802,0.0,0.0,0.04167521271748286,0.0,0.0023274221008636516,0.0,0.0,0.04441369884383183,1.2061101890917454,0.007368549712314958,0.0,0.0,0.0,1.4460398509785921,0.010004783271611627,0.0,2.008061305110664,2.3559695909063416,0.0,0.1348771316144721,0.0,0.0,0.0,5.567405028816744,15.832136401681865,0.0,0.0,0.38096297320692574,0.0,0.0,0.017991783842502995,0.0,0.0,0.0,0.0,2.099027777183953,0.0,23.081183823592077,0.0,2.0627710807263893,0.9410205929398622,0.0,2.871274327716462,0.097000261798219,7.253171687078291,0.0,0.0,15.252948741605984,0.004164129198807427,0.0,0.07563748532860287,0.0,0.0,0.01758375832620818,0.0,0.9754563208410029,0.0,0.039842898823858455,0.0,0.11649413398095289,0.006361915257645074,0.19856574683540174,0.0,0.0,0.0,0.019160834843277026
s04T1622,0.0,0.09145570907635678,0.0,0.0,0.3993354853934926,0.0,0.0,0.0,0.0,0.0032286413889858604,0.0,0.0,0.0,0.0,0.027678020568531678,0.08900153534293619,0.0,0.0,5.450898720292683,0.013486727098951356,0.0,3.630834178527724,0.0,0.006857743394272656,0.0,0.0,0.0,0.0,24.580699389206735,0.43108323655999004,0.0,0.0,0.0,0.0,0.0,0.0653535029336023,0.23637850378630407,0.0,0.0,0.0,3.369533929655889,0.0,6.934174918807216,0.0,0.8357259428341193,2.1922936107896547,0.0,3.998568391622609,2.114715571863262,16.14915550937083,0.0,0.042187194029783576,6.811738099595746,0.022670634573276727,0.0,0.32851441630107625,0.0,0.0,0.06834841827258789,0.0,1.056084162112819,0.0,0.20263897490236188,0.0,3.0990955554042707,0.549232072469763,0.0,0.0,0.0,0.1642816831167103,0.027027352991679198
s05T1622,0.0,0.052673463838110515,0.0,0.0,0.1468475654023771,0.0,0.0,1.2033247348507594,0.0,0.0,0.0,0.0,0.006136206916309342,0.0,0.01630684650255548,0.24864217359692167,0.0,0.0,8.08663537521032,0.01033736149745321,0.0,10.173453682614653,0.0,0.10395183599968265,0.0,0.0,0.0,0.0,15.334090676738796,0.06406983554717395,0.0,0.0,0.0,0.0,0.0,0.07920803138311651,0.0,0.0,0.0,0.0,1.3046436875152296,0.0,9.028272792594828,0.0,1.4935067339498047,3.115490180071757,0.016797327111049313,6.23436471746041,5.09377377657956,19.88800187763171,0.0,0.062423249639506184,3.6077405616635203,0.010891626088384064,0.0,0.24652640899787168,0.0380860721703557,0.0,0.05627406394552349,0.0,0.5525522764191884,0.0,0.00961580241623468,0.0,0.03644825014477141,0.009016465733122628,0.0,0.7414827883565387,0.0,0.5750782081411875,0.0007630561974359283
s06T1622,0.0,0.05425659157261445,0.0,6.43799203782481,0.0,0.018969660375262407,0.7118686535883298,21.037271533361217,0.0,0.0,0.4735787766454912,2.4525163710416886,0.03597148564650103,2.5064439076457803,0.0018269401147505786,0.28021982626491565,0.0,0.02193396287982315,5.295371031730165,0.017637552452869385,0.0,41.264940177514234,3.3142772171879624,0.1138852454742207,0.0,0.0,0.0076478876116604895,0.03602981659707971,14.988445059401345,0.02795717640385908,0.011988323274876088,0.3608882985918566,1.2084171296674933,0.0,0.0,0.0019015209931669867,0.0,0.01686125979476149,0.0012371661233351386,0.0,0.9223597974204527,0.05746431363519757,1.9470604605806925,0.12897377636995794,0.004559180262667593,3.4345462166530516,0.024103471762382454,2.0807294124475524,0.6755265035069589,9.019078503103499,0.0,0.015686663139853885,1.075141887667922,0.007451678018072645,1.41519871556018,0.1532404088938869,1.0270045873734175,1.0337247848422668,0.2967836728284093,0.08106902008495624,1.4273379394328238,0.0,0.0,0.007394870943332133,0.26462249293297385,0.0,0.0,0.549994797655485,0.0,0.46377850150877575,0.0
s07T1622,0.0,0.0821079029673463,0.0,0.0781583396505169,0.012425551851924121,0.0,0.14540809735435237,0.37281871347526624,0.0,0.0,0.10762176289945738,0.0,0.16805488251106643,0.0,0.030926303897728068,0.303568921444086,0.0,0.062154650668202714,0.039240269673718235,37.881902495698135,0.0,0.016220848685308622,0.0,0.054897278678525625,0.0,0.0,0.0,0.0016065544316419798,2.937177757405497,0.030206740548388063,0.005336008935604474,0.0,0.9029036205555118,0.012542083708230943,0.0,0.047147366857535934,0.008622077745711658,0.0,0.0003713214504843967,0.0,0.06233824593642226,0.000494744636690376,0.0864396293764016,0.08214494400503532,0.480437541502731,0.037749573476846765,0.07031934633220419,0.07133875208188072,0.19932240282523805,4.032705157542256,0.0,0.00284227871218521,0.6027750989871583,0.0,0.6806320947626587,0.0,0.0,0.06979450820644813,0.28293270070028326,0.0,0.058517818845688456,0.0,0.01204953304885274,0.0,0.028365407932606043,0.08304036480786305,0.0,0.2849577851223534,0.0,0.6155926208651067,0.0002310368786025209
s08T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.797983486716927,0.2919413149450136,0.0,0.0,0.000838275288624301,0.0,0.10722718587411731,0.0,0.0,0.0009283507495595502,0.43168027140011694,0.0,0.0064979414477356985,0.0,1.023888117850166e-05,0.0,0.0,0.0,0.0,0.0,0.0021720863969854802,8.962970741882314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953601306305839,0.0,0.0,0.00931724173680607,0.0,0.0,0.0,0.0,0.013171832716432607,0.0,0.0,0.0,0.0,0.0,12.92366372098996,0.0,0.0,0.02142769092301686,0.0,0.0401531037367248,0.0,0.0,0.0,5.01057456375809,0.0,0.0,0.0,0.0012685688218408884,0.0,0.0,0.0,21.359859550356106
s09T1622,0.0,0.0,0.036651576249414355,0.0,0.0,0.0,0.2976077080357366,0.1019548632602513,0.0,11.530358162215661,0.797112046617478,0.0,0.0,0.0,0.0,6.241574428585621,0.0,0.0,0.0,0.00023618870584645108,0.0,0.08937797230692415,0.0,0.010472378159447755,0.0,0.0,0.0,0.007620613477430518,2.874479282024164,0.0,0.006171767387697989,0.15915122685563787,0.0,0.0,0.0,0.0,0.0,0.009941271391394245,0.0040178690058190955,1.2141116071410645,0.0,0.0,0.001509825776770371,0.0,0.0,0.012354808548996715,0.007001733253206244,0.0,0.0,0.0,0.0,0.0014140393718588414,0.0,15.698916760446714,0.0,0.0,1.1164641081837363,0.0,0.1969700908526413,0.04813910971611362,0.0,0.0,4.130895270261921,0.004848509227017041,0.0,0.0,0.0,0.02091940280480637,0.03847911488442541,0.03280172302229776,5.232420432085035
s10T1622,0.0,0.0,0.10464448195937277,0.0,0.0,0.0,0.15392019961769338,8.307226989662496,0.0,6.811898249840159,2.1255787893098947,0.0,0.0,0.0,0.0002944251897620029,0.9189930629659148,0.0,0.0,0.0,0.0008646452612586877,0.00017689399469887317,0.04050049086305477,0.0,0.0,0.0,0.0,0.0,0.011826214685649837,1.3607684804763562,0.0,0.008798321534958664,0.0839527407377468,0.0,0.0,0.0,0.003916267974110812,4.479432992243077e-05,0.007116165355119598,0.005760653147835857,0.0,0.0,0.0,0.06357947918278782,0.11647302028751777,0.0,0.18162887806043215,0.01510091284297449,0.0,0.0,0.589279281570128,0.0,0.0035179622471114644,0.18039404554524308,18.619183930427905,0.0,0.0,5.658905771610669,0.0,0.4019564304878212,0.018815918776142734,0.047621709547229454,0.0,7.666626254617688,0.005683627517805254,0.0,0.0,0.0,1.8465543336880514,0.010890494199496078,0.0,1.2546090497176408
s11T1622,0.0,0.0,0.04154521495807607,0.0,0.0,0.0,0.7604127146751841,3.4913456222249564,0.0,5.513467137867684,2.435848201534486,0.0,0.0,0.0,0.0,6.094229897306177,0.009085152357221368,0.0,0.0,0.0,0.003092769495766136,0.0,0.0,0.037470459397746486,0.0,0.0,0.0054741201164924405,0.02029483884471682,7.975063427238988,0.0,0.011836137430746128,0.40803880469675985,0.0,0.0,0.0,0.026594086268232668,0.0,0.029052493122484355,0.008886238989795634,0.0,0.0,0.0,0.014232130136375327,0.1682635996894421,0.014913822677426324,0.27778534382376324,0.08799481858542339,0.0,0.2391254018755992,0.03946976999356135,0.0,0.007738912543541664,1.167503714551541,13.303714317027472,0.0,0.07816276350920985,4.269719270225022,0.0,2.8608006543500144,0.12550624417038317,0.0,0.0,6.08943953859711,0.037088003358023536,0.08684782630180894,0.0,0.0,13.325504194777745,0.2126889037355345,0.34003322171872413,0.5400824004116958
