,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
s02T1622,1.0122108193662835,0.0,0.0,0.0,0.0,0.0,4.511929277772811,0.0,0.0,0.055185821240751394,0.06494335379628317,0.0,0.06405601548030133,1.7077912752227495,0.0,0.08203975435866934,0.0,0.0,0.20599973939049798,9.672437852032862,0.0,0.06538494375902809,0.2154909969810115,0.19730462827874112,0.0,0.0,0.006350706624159608,0.0,0.0875043122661915,8.897405739661037,0.011601330953426617,0.0,1.2356191999755382,0.0,0.0,0.0,1.6331818315693571,0.0,0.0,0.0,0.5997182543134734,0.07660200457651527,7.400065773352866,0.0,1.9840125020927748,0.4244470738741665,0.0,4.681081465102696,0.17547068885773634,1.9096347331271004,0.0,0.01824241987110201,0.40048434010831635,0.013332112158753795,0.0,0.27854970608338225,6.65130345086464,0.0,0.5126313142090868,0.0,0.0,0.0,0.18681567279131617,0.0,3.033239351221515,0.3425161174770445,0.022616448170487687,1.0277383288419508,0.0,0.9010549907298667,0.1310667268329564,0.0,0.0,0.0,0.2531572595118395,0.02516814472263389,0.37818820120024316,0.09942289803002892,0.0
s03T1622,0.0,0.010556125522758456,0.0,0.0,0.0,0.0,2.630181798907063,0.04851934338975118,0.0,0.0028458554252213638,0.002670846078470502,0.0,0.04617321806308103,0.0,0.00510959975423676,0.0,0.0,0.0,1.1589725732308647,0.011132772244937169,0.0,2.021846634863256,2.2805306266827063,0.0,0.1487909113030044,0.0,0.0,0.0,0.25108779121162245,16.82164758547961,0.0,0.0,0.5909482918469545,0.0,0.0,0.016889464423474273,1.4510676320119864,0.0,0.0,0.0,2.1718881818425446,0.0,23.99979777258268,0.1473217742459612,2.0271975790576806,1.1604406333472002,0.0,2.60955772308321,0.07758474938278583,8.67551768817822,0.0,0.0,0.0,0.0,0.0067983870647282335,0.03362191250550751,4.496502413205341,0.0,0.009427518900427782,0.0,0.0,0.8687222532308518,0.039338214013895506,0.0,0.11214338091308032,0.009235591003261732,0.20060281109753386,0.04440915415198654,0.0,0.0,0.021678357939094464,0.0,0.0,0.0,0.0,2.9669127573519565,1.4793376813595949,0.0,0.2576316230865247
s04T1622,0.0,0.08799600884366046,0.0,0.0,0.0,0.0,12.606375520024969,0.0,0.0,0.007103048902132985,0.015257523104965642,0.0,0.018624605340662313,0.0,0.02299652064822537,0.09077879398294969,0.0,0.0,0.5982289392010308,0.011256145167485672,0.0,3.6644217722109693,0.0,0.0,0.014956866507502772,0.0,0.0,0.0,1.343785731207396,0.5584748307941181,0.0,0.0,0.23910724989943205,0.0,0.0,0.030355061999443336,3.0405415569929337,0.0,0.0,0.0,3.465383809410933,0.0,7.196785518389597,0.05402681823884605,0.8223953031630405,1.1701189794335576,0.0,3.615093066597217,2.0611750623825977,19.19059106581922,0.0,0.03703907192397156,0.0,0.0,0.0,0.10321026324462561,20.08758375149806,0.0,0.05472791548935921,0.0,0.0,0.44218146640292677,0.19532524890559394,0.0,3.09683603073638,0.5181683240965748,0.0,0.0,0.0,0.11837813517839893,0.03182396068409059,0.0,0.0,0.0,0.25677436519879815,1.2482616757656304,5.570225948466821,0.12567249415834264,0.0
s05T1622,0.0,0.04933990440595901,0.0,0.0,0.0,0.0,6.810049049793889,1.2627899572748533,0.0,0.0,0.00856091942512831,0.0,0.035834080958040776,0.0,0.015857119357055315,0.26188229394493207,0.0,0.0,0.18743536760279733,0.0088607949450824,0.0,10.287541052526763,0.0,0.06769563378463286,0.0,0.0,0.022859810409474383,0.0,0.4603133632923687,0.15749320633579672,0.0,0.0,0.11993548630223912,0.0,0.0,0.0526710664794001,3.5142409344183783,0.0,0.0,0.0,1.3296294711551153,0.0,9.377696266308805,0.014037270535311789,1.4671036132478752,0.5864698042289468,0.0,5.684482394150673,5.076453287339613,27.51119176067112,0.0,0.06023126738658059,0.016848875056365273,0.0,0.0,0.08288483571815793,13.515044500424574,0.0,0.04452287772832823,0.0,0.0,0.1343776999483866,0.007495701782850214,0.0,0.016938238922272003,0.006762507968468888,0.0,1.0920133045176226,0.0,0.5633962457108042,0.0033897295182083523,0.0,0.0,0.0,0.0,0.6542271187643737,8.234441557783816,0.3953450711420682,0.0
s06T1622,0.0,0.05304495127865362,0.0,0.3885034600701519,0.10228089643379619,0.07364260820996833,4.7387793896294115,22.123158586332043,0.0,0.0,0.006286789477748102,3.4293594558092555,0.060825250277104885,0.0,0.0068625181800903426,0.29330932221372474,0.40245827449858745,0.008673978403079353,0.0,0.016833306519494308,0.0,41.827944659811884,3.283817104199292,0.07857054740048026,0.0,0.0,0.03540541729494139,0.036661139215711444,1.3025739598303248,0.08904271705478965,0.013624135323326285,0.38164069402012407,1.409527085903273,0.0,0.0,0.0,1.6329276347429456,0.02091436890488987,0.001858462095853933,0.020663291729031367,0.9404783615162685,0.06130893378885015,2.018650029904566,0.0,0.004526093108797201,1.721690015961915,0.7771381179540079,1.9089090919602607,0.6259438613305184,30.035760138747595,0.0,0.013438003323211815,0.0,0.0,1.3806630579128447,0.0,13.37565575402781,0.3904923465799553,0.278870158793739,0.0907713360499444,0.0,0.0,0.0,0.005756360717501132,0.247881731698081,0.0,0.0,0.9721546821705077,0.0,0.46886316814403417,0.0011362808941546637,0.0,0.0,0.0,0.0,0.18942584884567437,5.401050757159197,0.7095945439394589,0.5048003563807046
s07T1622,0.0,0.08513770347924846,0.0,0.06858554547592616,0.0,0.0,2.007239759449858,0.39199715653568695,0.0,0.0,0.0,0.0,0.1800923280320192,0.0,0.03833768125612572,0.31632626950866116,0.08388561577747204,0.04072212045532425,0.03472901650789036,39.315572865274284,0.0,0.01860068498365668,0.0,0.049115166831417915,0.0,0.0,0.10470620976146142,0.0,0.09871242633176101,0.04344410049344616,0.00459521245884642,0.0,0.9663908082981902,0.011235750952446968,0.0,0.039228812173972054,0.5701830652520328,0.0,0.0,0.0,0.0604804644356821,0.0,0.08110786853299298,0.0,0.472377075983374,0.07119994837722989,0.05027843827072657,0.07844243518187319,0.19240211455796208,1.3285022296250861,0.0,0.0016308541150697683,0.0,0.0,0.6670001171399376,0.0,2.43631694901935,0.0,0.22518287631973996,0.0,0.48742460424626843,0.1508895588159207,0.01214662683188502,0.0,0.026187882336927183,0.06931736959547916,0.0,1.6287203480841967,0.0,0.6523162697994724,0.0,0.00019844694927290864,0.0,0.0,0.008829433820445787,0.09403683408244203,0.0425526425038598,0.029726090477869553,0.0
s08T1622,0.0,0.0,0.021567508581868372,0.0,0.0,0.0,0.0,0.0,0.0,11.054312716472719,8.18297820027031,0.0,0.0,0.0,0.0,0.11166849157114092,0.27362555181623427,0.0,0.0,0.4480093598526336,0.0,0.006768627930479835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009467670809167422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009565148158453397,0.0,0.0,0.0,0.0,0.003995575837524982,0.0,0.0,0.0,0.0,0.0,0.35685092299574156,0.0,0.0,0.0,0.021601095448057973,0.03623370653049057,0.0,0.0,0.0,4.948817696789026,0.0,0.0,0.0,0.002179309970977513,0.28552203217374456,0.0,0.0,22.59695695528564,0.0,0.0,0.0,0.0,0.0,0.0009194000386846196,0.0,0.0001351448928493552
s09T1622,0.0,0.0,0.04236533296567052,0.1734409520956015,0.13515349254248768,0.0,0.01269829409668587,0.10559816046747389,0.0,11.803473184313269,9.940622103002235,0.0,0.0,0.0251072490231455,0.0,6.491788034408288,0.7410104346575448,0.0,0.0,0.0,0.0,0.09180043387954209,0.0,0.003966445252186322,0.0,0.0001809374959261895,0.010605566875871034,0.008133340204567513,0.458620730653947,0.0,0.006356131935706149,0.17574942898037477,0.0,0.0,0.0,0.0,0.0,0.010865793511593476,0.003649325251167111,0.0065346208054550175,0.0,0.0,0.002074174219027378,0.0,0.0,0.0,0.0,0.0,0.0,0.08170002839060846,0.0,0.0008802269013786774,0.0,0.434665694632808,0.0,0.0,2.353966648323732,0.5699348612170032,0.1830370027760785,0.05277469811815849,0.0,0.006554706699460391,4.077141960895719,0.004715772030325591,0.0,0.0,0.0,0.650091673039845,0.016299530374897037,0.039139876884461924,5.535859399793127,0.0,0.005216360183101023,0.0,0.0,0.0,0.0026279467746031767,0.0,0.0006037420877937186
s10T1622,0.0,0.0,0.0,0.0882612612749115,0.06313131299280801,0.0,0.024744102366822434,8.739934318858117,0.0,6.980963052953021,11.78880404438636,0.0,0.0,0.004495644344321557,0.0013336756290346352,0.956803130492011,1.9854280949415886,0.0,0.0,0.0008927781475423525,0.00010205044033892529,0.04255434188236176,0.0,0.0,0.0,2.0170825670435904e-05,0.023267661298055565,0.012112604945681955,0.2493140442478459,0.0,0.008361317395268833,0.09398831191053905,0.0,0.0,0.0,0.0021349544922607054,0.025992815341729626,0.00864077635136621,0.004724788518935131,0.0,0.0,0.0,0.06666029169652468,0.0,0.0,0.05837752297260813,0.0,0.044281299864015786,0.0,1.546072893666041,0.0,0.0027793405486849112,0.0,0.0,0.0,0.0,1.2534367739465746,3.015386978291353,0.3714994799804173,0.01960557414995154,0.2235990696224855,0.0,7.555887812191523,0.005728397197074114,0.0,0.0,0.0,2.9153294521169086,0.0040260020085169405,0.0,1.3273477915918368,0.0,3.5723799019357836e-05,0.0,0.0,0.03693016173940015,0.0,0.23268105229105773,0.0
s11T1622,0.0,0.0,0.016780151051301578,0.42368219075345004,0.32577828408556464,0.0,0.0,3.6631519731002586,0.0,5.6537963156289335,8.42304539303874,0.0,0.0,0.1318985004982649,0.0,6.344308722350815,2.2183330034860567,0.0,0.0,0.0,0.0026247727601629873,0.0,0.0,0.02478132677701698,0.0,0.000513371598156111,0.133592261806708,0.017972456911621134,1.0593159779372787,0.0,0.013325598127713261,0.4466212744985657,0.0,0.0,0.00020770695625351959,0.012011064757123198,0.0,0.031911201944052635,0.006444634747215198,0.027327368185528927,0.0,0.0,0.015157629348449626,0.0,0.015142581618754519,0.0,0.0,0.0,0.21897098985346036,2.1503461663428287,0.0,0.005650322154518698,0.0,0.0,0.0,0.0,6.831890603032416,2.168305726411449,2.65221320651469,0.13182033441584523,0.1868023763260955,0.0,6.003136104834222,0.036292816319612946,0.08375558821878981,0.0,0.0,17.198698652450336,0.16117156266185725,0.3716702482983837,0.5717546507808636,0.0022746180011727272,0.0003695233144466101,0.02386907213873549,0.0,0.23879147160889275,0.0,0.42860785870186846,0.0
