,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
s02T1622,0.2330348142002044,0.0,0.12521454021524278,0.0021170813702301224,0.00463004624749741,0.051840884007947056,0.07161836832566702,0.0,0.0,0.0052713153086856165,0.0014958318105105781,0.0,0.0008195190224193661,0.22277975773379236,0.0,0.0013167062050717475,0.0016938201002571803,0.001737465923779082,0.008755556365015895,0.19640089121821833,0.0,0.036750672028213034,0.006873150282862359,0.008843857480118122,0.006097044380895943,0.0,0.001224311489037901,0.005320074575373653,0.006164291708959992
s03T1622,0.35606399864705823,3.101431252279876e-05,0.04637476877568644,0.0,0.007036720276088629,0.031000003945548867,0.0025402779420459864,0.0,0.0,0.0005355884176152775,0.0,0.0,0.00011263069457851359,0.42718644800954336,0.0,0.0,0.00017357643179942287,0.0,0.021251946775711728,0.0,0.0,0.07478446709747429,0.03208274274576669,0.0002508764627041614,0.0,0.0,0.0005749394658556423,0.0,0.0
s04T1622,0.2753108016986955,0.000814645749746375,0.08176169068110192,0.005245419268283679,0.0,0.020801691923899714,0.13625294002458999,0.001338020318239049,0.0,0.0040746163136193,0.000562581583070672,0.004117356865051286,0.0014003862830794752,0.19355802817617704,0.0035749333652017826,0.00441759239044647,0.0006944619459023647,0.008163143451726244,0.11159015206110759,0.0004406612435912786,0.025330628268554187,0.08233627188344605,0.00038527220830854926,0.010116465150250005,0.005884345651712157,0.0,0.0058559828463856725,0.009588578282153794,0.006383332365659776
s05T1622,0.13552130987015085,0.0,0.11131722052886978,0.0007449899542207705,0.0,0.029668379926331947,0.07961044380379302,0.0031793196680804828,0.0,0.0,0.0006677290510425082,0.002641611314439799,0.0011813010237961045,0.2143285792300687,0.0032478596010302816,0.007249861998764319,0.00023979058324336382,0.003957207338196769,0.1370074029819186,0.0012830677284121955,0.04916902752183138,0.19595391601945067,0.0,0.008474599009955718,0.0,0.0,0.012125870473108006,0.001637217029271974,0.0007932953440227869
s06T1622,0.06864572482540497,0.0001383503112060591,0.025185891874100134,0.0006662934584209672,0.0,1.7565001472596668e-05,0.06721228446029497,0.0027619699763429917,0.0,0.0,0.0,0.04225314093891631,0.0007725662632781179,0.031454860504126214,0.0021727913547258423,0.0045327974301037095,7.927482519591671e-05,0.0010326086294188976,0.06191321940013417,0.001241035382750726,0.00045353500343309796,0.5545510543086221,0.03911881919355841,0.005117508958502218,0.0,2.1441393702401443e-05,0.08779431557774119,0.0013456568040370947,0.0015172941245108398
s07T1622,0.0,0.0001461075178857477,0.0008567150832483874,0.0,0.0,0.014230496304834037,0.021064986850853014,0.0,0.0,0.0,0.00021157224994988958,0.0,0.0029679235692012815,0.0,0.0,0.004080227865434547,0.0,0.0,0.0,0.95242477331308,0.0,0.0006122838684864409,0.0,0.00016333551431741805,0.0,0.0,0.00288129381779938,0.0,0.0003602840449099954
s08T1622,0.0,0.0,0.00037953272823070997,0.0,0.0,0.0,0.0,0.0,0.0,0.21700338304386688,0.28956099746315483,0.0,0.0,0.00023785521299474557,0.0,0.0003575010927867889,0.47754828103707825,0.0,0.0,0.014912449421887797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,4.8091838009932406e-05,0.0005894222296941511,0.0010447078211274395,0.0,0.0,0.004432411203373629,0.0,0.0,0.22543507922257186,0.40600877672492425,0.0,0.0,0.00040946411723791096,0.0,0.22460394833405328,0.13369069873089504,0.0,0.00016910512692759676,0.0,0.0,0.0030261461666441928,0.00025699948027811415,0.0,0.0,0.00012912669280090274,0.0,0.0,0.00015602231146168033
s10T1622,0.008207903509732677,0.00020589165708979825,0.0022009771187781824,4.1367268447181915e-05,0.0,0.0,0.0,0.001977504885378224,4.20206819362858e-05,0.3200549168515003,0.4788245187732681,0.0,0.0,0.004102264537550652,0.0004566810412584199,0.036492009128423555,0.03149798740303,0.0,0.00016457150035007379,0.00010629520182467747,0.0,0.002603442458724628,0.00022455977104393434,0.0,0.0004270171033664426,3.2521808565358035e-05,0.1106583715001539,0.001453017684677397,0.00022616011490035425
s11T1622,0.021261046056284143,0.0009256786200754851,0.0006178641614797328,0.00450402307090824,0.0,0.0006788662404270942,0.07051850496116462,0.005870049871890924,0.00016260500738791886,0.24558601531627894,0.3275450644797877,0.0009050675025551519,0.0,0.0020506202354357095,0.001455784302512779,0.222463728142174,0.012882172107481667,0.006550958550629716,0.0017634426358598976,0.0,0.0,0.0015671135081929063,0.0009174226738266434,0.007580425718938151,0.0012906537644695874,0.0002646790390900068,0.04880687501911312,0.003862955530690362,0.009968383483345547
