,0,1,2,3,4,5,6,7,8
s02T1622,0.5491218298483288,0.0029997507163786606,0.11395460166617984,0.008668193478402178,0.003027296968741475,0.04539112739038177,0.0,0.2768371999315874,0.0
s03T1622,0.0005816919287208443,0.0,0.06697694127668423,0.05818445424787766,0.040803923204483235,0.03862223317285729,0.0,0.7948307561693767,0.0
s04T1622,0.016861527768412668,0.019109813301969578,0.1597815196959906,0.0054937915372006456,0.19760471972543442,0.04182436105533791,0.00024040468429264192,0.5588265954185054,0.00025726681285610526
s05T1622,0.011182244749628329,0.011543013629238957,0.17817004603345557,0.0,0.24876007757275956,0.04236840289080141,0.0,0.5079762151241162,0.0
s06T1622,0.015644083740006403,0.035346849718520576,0.061982288254696975,0.11527245233481791,0.6527675882976722,0.0,0.0,0.11898673765428588,0.0
s07T1622,0.9975281988176324,0.0,0.0,0.0,0.0,0.0024718011823675543,0.0,0.0,0.0
s08T1622,0.04643290527534056,0.9535670947246594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s09T1622,0.005859671918201854,0.9941403280817981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s10T1622,0.0,0.9927206868208029,0.00225310012360848,0.0,0.0,0.0,0.0,0.005026213055588718,0.0
s11T1622,0.01789491344066278,0.9443344104604292,0.0025835026389078924,0.003338324567397943,0.01240507267214805,0.0036617940769858867,0.0021079301492468393,0.011711497972092077,0.001962554022129285
s12T1622,0.11947997648500934,0.5396020234562365,0.025338714212831927,0.009529231372304136,0.13306941685220977,0.029528435941552873,0.02391853958014239,0.10486025450578981,0.014673407593923287
s13T1622,0.04057749194631492,0.295839826022435,0.02893519140835158,0.0,0.3913040867854175,0.1230824390708077,0.00103740695648014,0.0073846567006032645,0.11183890110958988
s14T1622,0.6525469357080538,0.16214490201309584,0.04302090475398774,0.0027778612459720257,0.0775527610544039,0.013257695163050757,0.005899719073925288,0.03693685734012785,0.005862363647382921
s15T1622,0.9571985921810735,0.03095396405688006,0.0018515728757671848,0.0,0.003976993428418956,0.0036745070204851713,0.0013067330735300926,0.0,0.0010376373638450297
s02M1722,0.0,0.008083365673884884,0.5787622875859026,0.04965583158718883,0.0,0.0,0.00010402932139353198,0.36339448583163014,0.0
s03M1722,0.018022336906686243,0.0014667072540187323,0.08745346152217302,0.011986721683550285,0.1885668992881391,0.0,0.0,0.6925038733454326,0.0
s04M1722,0.03573715747192382,0.010206080074750849,0.10281430440931012,0.3203790648222117,0.1515732302343253,0.003914383355767441,0.0,0.3745648200148608,0.0008109596168500052
s05M1722,0.004786589651678583,0.008471568708075819,0.29323542121222745,0.24275654609791752,0.21702101483205205,0.0,0.0,0.2337288594980486,0.0
s06M1722,0.29224256760093903,0.0023947292412344686,0.2044292273619807,0.0,0.2379957963741611,0.0,0.0,0.2629376794216847,0.0
s07M1722,0.9975761616598803,0.0014051888919695795,0.0,0.0010186494481500335,0.0,0.0,0.0,0.0,0.0
s08M1722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s09M1722,0.3154726410654721,0.6228501717011364,0.0,0.00109040477871371,0.027143557708575516,0.004850585335033276,0.0,0.010405987196876,0.018186652214193057
