,otu_18s_2393,otu_18s_2401,otu_18s_2407,otu_18s_2410,otu_18s_2418,otu_18s_2420,otu_18s_2429,otu_18s_2449,otu_18s_313,otu_18s_2479,otu_18s_856,otu_18s_3137,otu_18s_784,otu_18s_314,otu_18s_0,otu_18s_1,otu_18s_2,otu_18s_398,otu_18s_3,otu_18s_4,otu_18s_5,otu_18s_402,otu_18s_404,otu_18s_405,otu_18s_6,otu_18s_315,otu_18s_409,otu_18s_7,otu_18s_8,otu_18s_11,otu_18s_10,otu_18s_9,otu_18s_12,otu_18s_949,otu_18s_13,otu_18s_14,otu_18s_316,otu_18s_410,otu_18s_15,otu_18s_16,otu_18s_17,otu_18s_428,otu_18s_23,otu_18s_20,otu_18s_19,otu_18s_21,otu_18s_24,otu_18s_25,otu_18s_27,otu_18s_31,otu_18s_28,otu_18s_29,otu_18s_32,otu_18s_33,otu_18s_35,otu_18s_36,otu_18s_37,otu_18s_318,otu_18s_38,otu_18s_320,otu_18s_321,otu_18s_39,otu_18s_322,otu_18s_40,otu_18s_41,otu_18s_43,otu_18s_44,otu_18s_45,otu_18s_429,otu_18s_48,otu_18s_431,otu_18s_49,otu_18s_324,otu_18s_50,otu_18s_51,otu_18s_52,otu_18s_54,otu_18s_53,otu_18s_56,otu_18s_57,otu_18s_59,otu_18s_62,otu_18s_61,otu_18s_63,otu_18s_432,otu_18s_64,otu_18s_65,otu_18s_67,otu_18s_68,otu_18s_509,otu_18s_69,otu_18s_70,otu_18s_71,otu_18s_72,otu_18s_73,otu_18s_74,otu_18s_75,otu_18s_443,otu_18s_76,otu_18s_78,otu_18s_77,otu_18s_444,otu_18s_80,otu_18s_79,otu_18s_2545,otu_18s_362,otu_18s_363,otu_18s_364,otu_18s_81,otu_18s_445,otu_18s_82,otu_18s_83,otu_18s_86,otu_18s_85,otu_18s_87,otu_18s_88,otu_18s_90,otu_18s_91,otu_18s_366,otu_18s_365,otu_18s_92,otu_18s_93,otu_18s_94,otu_18s_369,otu_18s_95,otu_18s_378,otu_18s_96,otu_18s_330,otu_18s_99,otu_18s_97,otu_18s_98,otu_18s_100,otu_18s_332,otu_18s_333,otu_18s_101,otu_18s_102,otu_18s_103,otu_18s_104,otu_18s_105,otu_18s_106,otu_18s_107,otu_18s_108,otu_18s_335,otu_18s_109,otu_18s_110,otu_18s_336,otu_18s_111,otu_18s_337,otu_18s_112,otu_18s_113,otu_18s_340,otu_18s_114,otu_18s_115,otu_18s_116,otu_18s_118,otu_18s_119,otu_18s_122,otu_18s_121,otu_18s_120,otu_18s_123,otu_18s_125,otu_18s_126,otu_18s_128,otu_18s_344,otu_18s_130,otu_18s_131,otu_18s_2565,otu_18s_133,otu_18s_134,otu_18s_136,otu_18s_137,otu_18s_138,otu_18s_139,otu_18s_141,otu_18s_142,otu_18s_140,otu_18s_389,otu_18s_143,otu_18s_144,otu_18s_390,otu_18s_392,otu_18s_145,otu_18s_391,otu_18s_146,otu_18s_147,otu_18s_148,otu_18s_149,otu_18s_152,otu_18s_151,otu_18s_150,otu_18s_153,otu_18s_156,otu_18s_155,otu_18s_154,otu_18s_158,otu_18s_397,otu_18s_396,otu_18s_160,otu_18s_166,otu_18s_163,otu_18s_164,otu_18s_162,otu_18s_165,otu_18s_167,otu_18s_168,otu_18s_169,otu_18s_346,otu_18s_347,otu_18s_170,otu_18s_1053,otu_18s_173,otu_18s_176,otu_18s_177,otu_18s_180,otu_18s_179,otu_18s_182,otu_18s_181,otu_18s_183,otu_18s_184,otu_18s_185,otu_18s_452,otu_18s_186,otu_18s_187,otu_18s_189,otu_18s_190,otu_18s_192,otu_18s_191,otu_18s_193,otu_18s_194,otu_18s_543,otu_18s_544,otu_18s_542,otu_18s_195,otu_18s_197,otu_18s_329,otu_18s_198,otu_18s_200,otu_18s_199,otu_18s_201,otu_18s_1073,otu_18s_203,otu_18s_1077,otu_18s_205,otu_18s_206,otu_18s_207,otu_18s_208,otu_18s_209,otu_18s_210,otu_18s_213,otu_18s_214,otu_18s_215,otu_18s_351,otu_18s_350,otu_18s_352,otu_18s_218,otu_18s_219,otu_18s_221,otu_18s_222,otu_18s_224,otu_18s_225,otu_18s_227,otu_18s_230,otu_18s_232,otu_18s_233,otu_18s_237,otu_18s_238,otu_18s_239,otu_18s_240,otu_18s_242,otu_18s_243,otu_18s_245,otu_18s_246,otu_18s_249,otu_18s_250,otu_18s_251,otu_18s_467,otu_18s_462,otu_18s_463,otu_18s_253,otu_18s_353,otu_18s_354,otu_18s_255,otu_18s_256,otu_18s_258,otu_18s_260,otu_18s_259,otu_18s_261,otu_18s_262,otu_18s_263,otu_18s_266,otu_18s_270,otu_18s_275,otu_18s_276,otu_18s_280,otu_18s_356,otu_18s_355,otu_18s_281,otu_18s_473,otu_18s_285,otu_18s_282,otu_18s_283,otu_18s_286,otu_18s_288,otu_18s_289,otu_18s_290,otu_18s_287,otu_18s_291,otu_18s_358,otu_18s_357,otu_18s_359,otu_18s_292,otu_18s_293,otu_18s_294,otu_18s_296,otu_18s_298,otu_18s_300,otu_18s_302,otu_18s_301,otu_18s_304,otu_18s_475,otu_18s_305,otu_18s_481,otu_18s_306,otu_18s_311,otu_18s_309,otu_18s_308,otu_18s_312,otu_18s_371,otu_18s_370,otu_18s_377,otu_18s_373,otu_18s_375,otu_18s_379,otu_18s_384,otu_18s_386,otu_18s_387,otu_18s_388,otu_18s_414,otu_18s_416,otu_18s_415,otu_18s_417,otu_18s_418,otu_18s_419,otu_18s_420,otu_18s_498,otu_18s_425,otu_18s_423,otu_18s_433,otu_18s_435,otu_18s_437,otu_18s_439,otu_18s_442,otu_18s_449,otu_18s_451,otu_18s_454,otu_18s_455,otu_18s_506,otu_18s_507,otu_18s_458,otu_18s_460,otu_18s_464,otu_18s_465,otu_18s_466,otu_18s_508,otu_18s_468,otu_18s_486,otu_18s_483,otu_18s_482,otu_18s_487,otu_18s_490,otu_18s_491,otu_18s_500,otu_18s_501,otu_18s_505,otu_18s_512,otu_18s_513,otu_18s_514,otu_18s_520,otu_18s_521,otu_18s_515,otu_18s_640,otu_18s_639,otu_18s_517,otu_18s_642,otu_18s_641,otu_18s_518,otu_18s_523,otu_18s_592,otu_18s_536,otu_18s_538,otu_18s_648,otu_18s_649,otu_18s_547,otu_18s_548,otu_18s_551,otu_18s_557,otu_18s_610,otu_18s_559,otu_18s_563,otu_18s_565,otu_18s_569,otu_18s_570,otu_18s_573,otu_18s_571,otu_18s_579,otu_18s_574,otu_18s_585,otu_18s_584,otu_18s_575,otu_18s_577,otu_18s_578,otu_18s_593,otu_18s_595,otu_18s_594,otu_18s_625,otu_18s_626,otu_18s_603,otu_18s_604,otu_18s_605,otu_18s_611,otu_18s_629,otu_18s_632,otu_18s_615,otu_18s_630,otu_18s_631,otu_18s_636,otu_18s_621,otu_18s_634,otu_18s_635,otu_18s_650,otu_18s_651,otu_18s_652,otu_18s_657,otu_18s_659,otu_18s_660,otu_18s_663,otu_18s_744,otu_18s_670,otu_18s_669,otu_18s_688,otu_18s_691,otu_18s_687,otu_18s_692,otu_18s_674,otu_18s_756,otu_18s_676,otu_18s_677,otu_18s_680,otu_18s_696,otu_18s_681,otu_18s_682,otu_18s_3141,otu_18s_685,otu_18s_700,otu_18s_718,otu_18s_707,otu_18s_716,otu_18s_717,otu_18s_715,otu_18s_708,otu_18s_709,otu_18s_713,otu_18s_720,otu_18s_722,otu_18s_727,otu_18s_725,otu_18s_730,otu_18s_740,otu_18s_738,otu_18s_747,otu_18s_751,otu_18s_2686,otu_18s_785,otu_18s_767,otu_18s_766,otu_18s_772,otu_18s_774,otu_18s_780,otu_18s_782,otu_18s_792,otu_18s_797,otu_18s_798,otu_18s_812,otu_18s_809,otu_18s_811,otu_18s_810,otu_18s_818,otu_18s_817,otu_18s_822,otu_18s_823,otu_18s_836,otu_18s_837,otu_18s_827,otu_18s_829,otu_18s_831,otu_18s_835,otu_18s_850,otu_18s_852,otu_18s_858,otu_18s_859,otu_18s_861,otu_18s_868,otu_18s_873,otu_18s_886,otu_18s_871,otu_18s_877,otu_18s_890,otu_18s_891,otu_18s_901,otu_18s_903,otu_18s_916,otu_18s_914,otu_18s_930,otu_18s_938,otu_18s_957,otu_18s_956,otu_18s_972,otu_18s_976,otu_18s_978,otu_18s_979,otu_18s_982,otu_18s_986,otu_18s_989,otu_18s_993,otu_18s_1001,otu_18s_1012,otu_18s_1013,otu_18s_2737,otu_18s_1015,otu_18s_2739,otu_18s_1032,otu_18s_1034,otu_18s_1046,otu_18s_1047,otu_18s_1045,otu_18s_1049,otu_18s_1418,otu_18s_1063,otu_18s_1066,otu_18s_1078,otu_18s_1079,otu_18s_1083,otu_18s_1099,otu_18s_1125,otu_18s_1111,otu_18s_1116,otu_18s_1118,otu_18s_1122,otu_18s_1124,otu_18s_1131,otu_18s_1136,otu_18s_1138,otu_18s_1155,otu_18s_1143,otu_18s_1165,otu_18s_1449,otu_18s_1157,otu_18s_1170,otu_18s_1174,otu_18s_1180,otu_18s_1457,otu_18s_1190,otu_18s_1191,otu_18s_1193,otu_18s_1200,otu_18s_1206,otu_18s_1202,otu_18s_1204,otu_18s_1621,otu_18s_1232,otu_18s_1237,otu_18s_1240,otu_18s_1249,otu_18s_1251,otu_18s_1254,otu_18s_1257,otu_18s_1264,otu_18s_1274,otu_18s_1281,otu_18s_1287,otu_18s_1293,otu_18s_1545,otu_18s_1299,otu_18s_2815,otu_18s_1300,otu_18s_1301,otu_18s_2830,otu_18s_2027,otu_18s_1333,otu_18s_1345,otu_18s_1352,otu_18s_1354,otu_18s_1392,otu_18s_1365,otu_18s_1367,otu_18s_1366,otu_18s_1373,otu_18s_1374,otu_18s_1387,otu_18s_1399,otu_18s_2038,otu_18s_2044,otu_18s_2046,otu_18s_2847,otu_18s_1448,otu_18s_2849,otu_18s_1458,otu_18s_1469,otu_18s_1463,otu_18s_1471,otu_18s_1481,otu_18s_1472,otu_18s_1484,otu_18s_1488,otu_18s_1487,otu_18s_3058,otu_18s_1490,otu_18s_1496,otu_18s_1499,otu_18s_1512,otu_18s_1515,otu_18s_1514,otu_18s_1523,otu_18s_1525,otu_18s_1526,otu_18s_1574,otu_18s_1617,otu_18s_1634,otu_18s_1640,otu_18s_1648,otu_18s_1712,otu_18s_1661,otu_18s_1663,otu_18s_1678,otu_18s_2879,otu_18s_1706,otu_18s_1733,otu_18s_1779,otu_18s_1765,otu_18s_1828,otu_18s_2923,otu_18s_17860,otu_18s_2096,otu_18s_1863,otu_18s_1950,otu_18s_1858,otu_18s_1859,otu_18s_1889,otu_18s_1906,otu_18s_1909,otu_18s_1945,otu_18s_1946,otu_18s_1961,otu_18s_1975,otu_18s_1967,otu_18s_1970,otu_18s_1988,otu_18s_2013,otu_18s_2081,otu_18s_2091,otu_18s_2170,otu_18s_2179,otu_18s_2193,otu_18s_2202,otu_18s_2208,otu_18s_2209,otu_18s_2211,otu_18s_2215,otu_18s_2250,otu_18s_2252,otu_18s_2234,otu_18s_2966,otu_18s_2967,otu_18s_2262,otu_18s_2346,otu_18s_2348,otu_18s_2285,otu_18s_3849,otu_18s_2302,otu_18s_2339,otu_18s_2369,otu_18s_2381,otu_18s_3120,otu_18s_3127,otu_18s_3126,otu_18s_3206,otu_18s_3294,otu_18s_3283,otu_18s_3307,otu_18s_3324,otu_18s_3733,otu_18s_3385,otu_18s_3418,otu_18s_3451,otu_18s_3532,otu_18s_3587,otu_18s_3560,otu_18s_3596,otu_18s_3609,otu_18s_3725,otu_18s_3811,otu_18s_3846,otu_18s_3876,otu_18s_3877,otu_18s_3885,otu_18s_3908,otu_18s_3923,otu_18s_4101,otu_18s_4102,otu_18s_4200,otu_18s_4210,otu_18s_4229,otu_18s_4313,otu_18s_5014,otu_18s_4362,otu_18s_4535,otu_18s_4536,otu_18s_4507,otu_18s_4680,otu_18s_4827,otu_18s_4859,otu_18s_4873,otu_18s_5285,otu_18s_5286,otu_18s_5287,otu_18s_5288,otu_18s_5289,otu_18s_5290,otu_18s_5740,otu_18s_5741,otu_18s_5291,otu_18s_5292,otu_18s_5293,otu_18s_5294,otu_18s_5397,otu_18s_5338,otu_18s_5340,otu_18s_5427,otu_18s_5612,otu_18s_5595,otu_18s_5597,otu_18s_5608,otu_18s_5434,otu_18s_5497,otu_18s_5617,otu_18s_5513,otu_18s_5671,otu_18s_5468,otu_18s_5364,otu_18s_5365,otu_18s_5304,otu_18s_5308,otu_18s_5306,otu_18s_5296,otu_18s_5298,otu_18s_5301,otu_18s_5310,otu_18s_5311,otu_18s_5312,otu_18s_5313,otu_18s_5318,otu_18s_5322,otu_18s_5324,otu_18s_5527,otu_18s_5345,otu_18s_5344,otu_18s_5372,otu_18s_5392,otu_18s_5393,otu_18s_5466,otu_18s_5483,otu_18s_5494,otu_18s_5560,otu_18s_5488,otu_18s_5501,otu_18s_5509,otu_18s_5535,otu_18s_5568,otu_18s_5584,otu_18s_5628,otu_18s_5632,otu_18s_5663,otu_18s_5702,otu_18s_5706,otu_18s_5707,otu_18s_5736,otu_18s_5809,otu_18s_5843,otu_18s_5854,otu_18s_5999,otu_18s_6259,otu_18s_6027,otu_18s_6198,otu_18s_6203,otu_18s_6410,otu_18s_6418,otu_18s_6432,otu_18s_6485,otu_18s_6518,otu_18s_6592,otu_18s_6610,otu_18s_6708,otu_18s_6718,otu_18s_6814,otu_18s_7067,otu_18s_6986,otu_18s_7003,otu_18s_7019,otu_18s_7164,otu_18s_7277,otu_18s_7541,otu_18s_7284,otu_18s_7307,otu_18s_7304,otu_18s_7305,otu_18s_7657,otu_18s_7828,otu_18s_8288,otu_18s_17857,otu_18s_17861,otu_18s_17862,otu_18s_17864,otu_18s_17865,otu_18s_17866,otu_18s_17869,otu_18s_17872,otu_18s_17875,otu_18s_17877,otu_18s_17883,otu_18s_12350,otu_18s_17916,otu_18s_17936,otu_18s_12396,otu_18s_9101,otu_18s_8887,otu_18s_8889,otu_18s_8893,otu_18s_8892,otu_18s_8891,otu_18s_8894,otu_18s_8895,otu_18s_8896,otu_18s_8904,otu_18s_8899,otu_18s_8901,otu_18s_8925,otu_18s_8897,otu_18s_8898,otu_18s_8906,otu_18s_8908,otu_18s_8922,otu_18s_8909,otu_18s_8913,otu_18s_8911,otu_18s_8910,otu_18s_8915,otu_18s_8916,otu_18s_8918,otu_18s_8917,otu_18s_8936,otu_18s_8934,otu_18s_8938,otu_18s_8941,otu_18s_8946,otu_18s_8953,otu_18s_8957,otu_18s_8960,otu_18s_8959,otu_18s_8971,otu_18s_8973,otu_18s_8974,otu_18s_9039,otu_18s_8994,otu_18s_8985,otu_18s_9014,otu_18s_8990,otu_18s_8992,otu_18s_9009,otu_18s_9025,otu_18s_9027,otu_18s_9029,otu_18s_9062,otu_18s_9097,otu_18s_9114,otu_18s_9117,otu_18s_9124,otu_18s_9144,otu_18s_9148,otu_18s_9184,otu_18s_9195,otu_18s_9291,otu_18s_9278,otu_18s_9286,otu_18s_9330,otu_18s_9416,otu_18s_9428,otu_18s_9470,otu_18s_9485,otu_18s_9521,otu_18s_9529,otu_18s_9575,otu_18s_9595,otu_18s_9716,otu_18s_9727,otu_18s_9839,otu_18s_9886,otu_18s_9965,otu_18s_9995,otu_18s_10319,otu_18s_12201,otu_18s_12202,otu_18s_10356,otu_18s_12209,otu_18s_10402,otu_18s_10705,otu_18s_10790,otu_18s_17665,otu_18s_12479,otu_18s_12497,otu_18s_12813,otu_18s_12200,otu_18s_12203,otu_18s_12215,otu_18s_12218,otu_18s_12254,otu_18s_12269,otu_18s_12297,otu_18s_12362,otu_18s_12459,otu_18s_12511,otu_18s_12568,otu_18s_12569,otu_18s_12585,otu_18s_12639,otu_18s_13163,otu_18s_13723,otu_18s_13809,otu_18s_15050,otu_18s_14831,otu_18s_14855,otu_18s_14806,otu_18s_14810,otu_18s_14809,otu_18s_14813,otu_18s_14814,otu_18s_14815,otu_18s_14846,otu_18s_14887,otu_18s_14921,otu_18s_14950,otu_18s_15001,otu_18s_15065,otu_18s_15191,otu_18s_15289,otu_18s_15288,otu_18s_15502,otu_18s_19663,otu_18s_25467,otu_18s_25517,otu_18s_25595,otu_18s_25772,otu_18s_21090,otu_18s_20769,otu_18s_20747,otu_18s_20749,otu_18s_20761,otu_18s_20736,otu_18s_20774,otu_18s_20873,otu_18s_20883,otu_18s_20841,otu_18s_20848,otu_18s_20904,otu_18s_20924,otu_18s_21008,otu_18s_21023,otu_18s_21070,otu_18s_21035,otu_18s_21150,otu_18s_21166,otu_18s_21182,otu_18s_21337,otu_18s_26399,otu_18s_22993,otu_18s_22995,otu_18s_22999,otu_18s_23008,otu_18s_23010,otu_18s_23031,otu_18s_23184,otu_18s_23195,otu_18s_27424,otu_18s_27426,otu_18s_27425,otu_18s_29389,otu_18s_27428,otu_18s_30248,otu_18s_30252,otu_18s_32468,otu_18s_27457,otu_18s_27464,otu_18s_27465,otu_18s_27467,otu_18s_27482,otu_18s_27481,otu_18s_27484,otu_18s_27490,otu_18s_27495,otu_18s_27499,otu_18s_27522,otu_18s_27663,otu_18s_30439,otu_18s_27868,otu_18s_30260,otu_18s_30256,otu_18s_30528,otu_18s_30566,otu_18s_30576,otu_18s_30949,otu_18s_32474,otu_18s_32489,otu_18s_32495,otu_18s_32521,otu_18s_32531,otu_18s_32547,otu_18s_32542,otu_18s_32559,otu_18s_32587,otu_18s_32655,otu_18s_32831,otu_18s_35953,otu_18s_35954,otu_18s_35962,otu_18s_35965,otu_18s_35969,otu_18s_35980,otu_18s_35985,otu_18s_35995,otu_18s_35996,otu_18s_36014,otu_18s_36033,otu_18s_36044,otu_18s_36080,otu_18s_40892,otu_18s_40870,otu_18s_40872,otu_18s_40873,otu_18s_40875,otu_18s_43483,otu_18s_45762,otu_18s_45763,otu_18s_45770,otu_18s_45773,otu_18s_45778
s02T1622,0,0,0,0,2,0,0,0,4,0,0,0,0,0,5010,3365,13305,13,60,6,234,28,0,0,71,6,0,17,88,4801,11,407,2304,0,73,501,0,0,140,1,6,7,66,2,177,258,627,82,1763,5,3,242,159,328,15,14,170,15,0,11,0,17,0,58,23,312,2393,115,0,1,0,91,1,3,46,166,192,549,0,0,10,19,152,0,0,0,13,18,0,0,280,27,0,4,4,0,218,0,0,374,434,5,0,1,0,10,0,5,11,0,11,1,58,61,0,0,26,2,1,0,9,0,0,14,0,0,171,0,5729,59,3,1,35,13,4,17,12,3,52,0,14,3,1,1,0,0,23,0,1,0,2,7,51,0,0,0,0,0,11,0,1,0,29,22,56,0,0,1,16,0,51,2,1,0,0,0,2,0,0,0,0,3,5,51,1,1772,2,3,0,14,2,2,906,0,20,0,0,0,0,1,69,41,3,1,41,0,0,9,9,0,726,15,0,12,0,0,22,197,151,0,1,0,2,3,0,0,0,0,132,9,0,14,1,2472,0,0,0,23,9,3,30,0,1,5,0,17,0,0,9,0,28,3,0,0,2,1,0,0,0,3,0,0,1,3,0,3,0,0,0,14,0,0,3,0,4,18,0,0,0,8,0,2,13,4,13,31,0,2,1,0,0,4,28,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,39,6,0,0,67,0,0,0,31,0,0,16,5,1,0,0,0,2,0,0,0,0,2,0,8,1,0,0,7,0,0,1,1,5,0,0,0,9,0,6,1,21,1,0,62,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,0,0,200,0,1,4,0,26,1,6,0,0,1,2,2,0,0,4,0,0,14,0,10,1,2,6,0,2,5,0,0,0,0,3,0,0,2,3,3,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,2,10,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,2,28,0,16,0,0,0,0,3,1,0,6,0,0,0,0,0,4,0,0,0,3,16,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,78,21,0,0,0,0,0,33,2,3,14,0,0,0,3,0,1,2,0,4,0,0,0,3,0,1,0,0,0,3,0,2,4,0,3,1,8,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,5,0,27,3,0,1,0,0,1,2,0,5,0,4,0,3,2,0,0,10,1,2,0,0,0,1,5,2,1,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,2,0,0,0,0,1,0,2,0,5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s03T1622,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16168,1853,11,2,9,5,912,16,0,2,6,14,1,2,654,8981,4,281,3039,0,13,875,1,0,30,2,29,2,83,2,430,463,665,197,218,5,6639,55,390,168,20,17,1986,121,3,10,0,1,0,413,263,1240,0,30,0,1,0,63,4,0,8,218,56,676,1,1,12,1,776,1,0,1,2,4,2,0,249,9,0,1,4,2,296,4,0,199,49,0,0,0,0,9,0,3,25,0,3,1,17,127,0,0,41,0,0,0,1,0,0,48,1,0,70,5,72,164,0,2,0,57,0,16,9,92,0,0,18,2,0,22,0,0,362,0,0,0,32,16,44,0,0,0,0,0,72,0,60,0,124,15,74,0,6,0,42,1,153,0,0,0,0,0,3,0,0,0,0,8,6,141,38,69,7,33,0,146,0,0,932,1,7,0,0,0,0,0,441,701,4,9,53,0,9,0,19,0,35,78,0,10,3,62,14,5,110,0,0,0,0,3,0,3,0,0,77,13,0,14,0,11,22,0,0,49,18,5,53,0,24,0,1,13,10,0,17,0,499,3,0,0,2,1,15,139,0,10,0,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,8,0,0,9,8,4,133,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,3,0,0,45,0,0,0,22,0,0,23,28,1,0,0,1,0,0,0,0,2,4,0,15,1,0,0,0,0,0,0,0,0,0,0,0,7,0,6,10,24,0,0,28,0,1,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,29,0,9,4,0,4,0,29,0,0,0,0,2,42,10,13,0,0,0,0,9,4,2,0,0,0,0,0,0,0,11,24,0,0,1,0,0,0,0,0,0,2,0,3,12,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,1,19,0,41,0,58,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,5,0,2,0,21,9,0,0,0,0,0,0,9,11,0,0,0,0,0,39,0,5,95,0,0,0,5,0,0,0,0,11,3,0,0,2,0,0,0,0,0,0,0,2,16,5,1,2,47,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,41,7,15,0,0,0,1,0,0,0,0,0,0,0,2,0,0,21,2,4,0,0,0,0,12,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,5,0,0,0,14,0,3,0,0,0,1,1,0,1,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
