,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,-0.125827801769354,-0.04890188818335085,-0.08968932768696257,-0.09243266788121099,-0.051100503986148446,-0.11864302437431642,-0.18382811701718116,0.2743956148271374,-0.06683583649122128,-0.10486906265434268,-0.15814460653425072,0.14189924998409725,0.11631896849175241,-0.2128372158156724,0.0747607839825229
1,-0.125827801769354,1.0,0.05109983469780678,-0.03861812041418573,-0.09253160892053269,-0.07202674160038655,-0.06166268412055487,-0.07990875045174567,-0.12002086472319215,-0.07565168995096294,-0.09118406923831388,0.18490113628025653,-0.06302622100741455,-0.1124664802656477,-0.028478541596345393,-0.12453075487090282
2,-0.04890188818335085,0.05109983469780678,1.0,-0.004108148831834937,-0.031185111877127025,-0.02415986523594338,-0.019669649038949848,-0.008981291996274985,-0.042722842094038864,-0.004441106128689318,-0.025598420120181587,0.0958066226134764,-0.0202891033662981,-0.032867161644787854,-0.016358513881710387,-0.04040320618654422
3,-0.08968932768696257,-0.03861812041418573,-0.004108148831834937,1.0,0.023952961976088594,-0.04179660146084153,0.059024724134978175,0.06818025244286596,-0.07181779202388416,-0.02217739347948362,-0.006761402978496731,-0.04080648981009416,-0.03750778831095572,-0.05586281651836982,0.23392746313883445,-0.060186503164771324
4,-0.09243266788121099,-0.09253160892053269,-0.031185111877127025,0.023952961976088594,1.0,0.21684003209849634,0.2886419440134439,-0.0002102755630359731,0.0260851334109147,-0.08916369478895889,-0.04132840062851432,-0.12548623865774092,-0.06457320179035997,0.023257364773102533,0.055947942099412534,0.22653975828173198
5,-0.051100503986148446,-0.07202674160038655,-0.02415986523594338,-0.04179660146084153,0.21684003209849634,1.0,0.0324075182078395,-0.06014381385972569,0.29445472941934425,-0.07862253195212522,-0.04269934953856398,-0.0939021014741464,-0.04511893350741672,-0.009006445782028817,-0.09101810403894581,0.20164769143696082
6,-0.11864302437431642,-0.06166268412055487,-0.019669649038949848,0.059024724134978175,0.2886419440134439,0.0324075182078395,1.0,0.058277989273425534,-0.016977802290242507,-0.08687279586270955,-0.0010155513232798599,-0.08010030436317546,-0.06094082109170591,-0.018518488439631664,0.21779728281181776,0.055143504545360954
7,-0.18382811701718116,-0.07990875045174567,-0.008981291996274985,0.06818025244286596,-0.0002102755630359731,-0.06014381385972569,0.058277989273425534,1.0,-0.046633161156424144,0.0990960730518978,0.12074000956261272,-0.05263629293208849,-0.0453254967170138,-0.06173864000703773,0.33298692799401874,-0.12263347666646505
8,0.2743956148271374,-0.12002086472319215,-0.042722842094038864,-0.07181779202388416,0.0260851334109147,0.29445472941934425,-0.016977802290242507,-0.046633161156424144,1.0,-0.030726010788446615,0.10331686788163874,-0.14967576554712897,0.06034801511895587,0.01058997094945062,-0.04628328377041584,0.14255885725720663
9,-0.06683583649122128,-0.07565168995096294,-0.004441106128689318,-0.02217739347948362,-0.08916369478895889,-0.07862253195212522,-0.08687279586270955,0.0990960730518978,-0.030726010788446615,1.0,-0.029090801435063388,0.15306557610960922,0.025581598970901294,-0.03245147103564283,-0.0908075582629525,-0.13527878557224982
10,-0.10486906265434268,-0.09118406923831388,-0.025598420120181587,-0.006761402978496731,-0.04132840062851432,-0.04269934953856398,-0.0010155513232798599,0.12074000956261272,0.10331686788163874,-0.029090801435063388,1.0,-0.04849827199487894,-0.04277364766189799,-0.08552729953809393,0.30112711307470863,0.08827473389094412
11,-0.15814460653425072,0.18490113628025653,0.0958066226134764,-0.04080648981009416,-0.12548623865774092,-0.0939021014741464,-0.08010030436317546,-0.05263629293208849,-0.14967576554712897,0.15306557610960922,-0.04849827199487894,1.0,-0.040271914837137414,-0.11163395107754626,-0.07595225844153006,-0.1498030765265994
12,0.14189924998409725,-0.06302622100741455,-0.0202891033662981,-0.03750778831095572,-0.06457320179035997,-0.04511893350741672,-0.06094082109170591,-0.0453254967170138,0.06034801511895587,0.025581598970901294,-0.04277364766189799,-0.040271914837137414,1.0,0.004349788074191732,-0.11005950585484257,0.015468453385389335
13,0.11631896849175241,-0.1124664802656477,-0.032867161644787854,-0.05586281651836982,0.023257364773102533,-0.009006445782028817,-0.018518488439631664,-0.06173864000703773,0.01058997094945062,-0.03245147103564283,-0.08552729953809393,-0.11163395107754626,0.004349788074191732,1.0,-0.10312737438811395,0.057569594756126455
14,-0.2128372158156724,-0.028478541596345393,-0.016358513881710387,0.23392746313883445,0.055947942099412534,-0.09101810403894581,0.21779728281181776,0.33298692799401874,-0.04628328377041584,-0.0908075582629525,0.30112711307470863,-0.07595225844153006,-0.11005950585484257,-0.10312737438811395,1.0,-0.08659702328816868
15,0.0747607839825229,-0.12453075487090282,-0.04040320618654422,-0.060186503164771324,0.22653975828173198,0.20164769143696082,0.055143504545360954,-0.12263347666646505,0.14255885725720663,-0.13527878557224982,0.08827473389094412,-0.1498030765265994,0.015468453385389335,0.057569594756126455,-0.08659702328816868,1.0
