,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1.0,-0.15434152751505292,-0.08438930328190136,-0.1363300762283689,-0.1708991892768149,-0.06410660785017505,-0.13417064383295813,-0.1872384974643366,-0.16053093549051314,-0.13901203168143125,-0.07778165633519181,-0.1924177604470546,0.07468805465924024,0.045826293706124066,-0.21596771104186901,0.07957959818789877,-0.15941342710754794,-0.0262124753116425,-0.063105355830533,0.030275032929977456,0.021071362513677087,-0.11057909479904948,-0.1027883989769719,-0.16598054579225435,-0.11835596715677772
1,-0.15434152751505292,1.0,0.02848790789030979,-0.028714546576861733,-0.22753197140414744,-0.10482606371759912,-0.14329136979363732,-0.11768134832868998,0.11414115396320701,-0.16369887751506818,-0.1023188724180253,0.07796114904320428,-0.08704087203499443,-0.19873473685972973,-0.0946277191059651,-0.15295095993054325,0.3135126748356494,-0.16157157675034295,-0.0813193638374346,-0.0048159626937082835,-0.0897311837786581,-0.06120986274198474,-0.17857633456167626,-0.09732262091921526,-0.1139010405807366
2,-0.08438930328190136,0.02848790789030979,1.0,0.006078618844893078,-0.07427365257750355,-0.03837612239279297,-0.046498155762182136,0.015847306895857435,-0.0489065735437644,-0.07970794655677776,-0.028656846720087427,0.144232892692848,-0.06620307127225557,-0.06033890155192176,-0.006976280842062924,-0.07001968145369296,-0.0004339273366405008,-0.07022382540131408,-0.039475479409585276,-0.01380905943043894,-0.02650237640455977,0.025372101219503528,-0.05520386740423573,0.0014604983893885932,-0.003934133671167277
3,-0.1363300762283689,-0.028714546576861733,0.006078618844893078,1.0,-0.25983122761027744,-0.12184889723956127,0.17824674033270949,0.2429263326710443,-0.14815014421039624,-0.11634821989461935,0.18658511523254395,-0.015493045697481923,-0.23383440745026218,-0.22900460875723394,0.22022352470877515,-0.22961374525235112,-0.06635045803690687,-0.1489006455319843,-0.16257222046791192,-0.03785440396326382,-0.10844893408970468,0.24562954202196044,0.06423777811125161,-0.0872511876416087,0.344174843749274
4,-0.1708991892768149,-0.22753197140414744,-0.07427365257750355,-0.25983122761027744,1.0,0.10031509035249835,-0.14779869431666498,-0.043375833677024404,-0.05169849109293966,0.039049432599507015,-0.12519054091418258,-0.12869511620675733,0.06014618345479998,0.3536361342727913,-0.09236513505469775,0.03686167254398487,-0.15127900800332267,0.027184656874452887,0.028792850986891716,-0.03158994919830825,0.10622192350305945,-0.07894394249165097,-0.01076510705666509,0.02724440504716776,-0.1040714191930374
5,-0.06410660785017505,-0.10482606371759912,-0.03837612239279297,-0.12184889723956127,0.10031509035249835,1.0,-0.020343609169753838,-0.056452441558787876,-0.10212421518728504,0.2968215827999705,-0.05456077317593497,-0.0948366395101605,-0.11841649556118017,-0.002609926117832913,-0.06505805045185689,0.013792468722144565,-0.08461363490098614,0.062043173106156035,-0.0808561928788564,-0.020920156797095336,-0.025360079684134798,-0.049364323579479404,0.17202367457927642,-0.06554350579467808,-0.06769250795862128
6,-0.13417064383295813,-0.14329136979363732,-0.046498155762182136,0.17824674033270949,-0.14779869431666498,-0.020343609169753838,1.0,-0.055239207840770924,-0.14955172640894115,-0.1160821562225254,-0.04922242800072178,-0.12122636381279223,-0.17447720665088468,-0.09452121875169112,0.004555104219508256,-0.1406239275623099,-0.11182538316124915,-0.05986954717648116,-0.1232777150664477,-0.008570475261672691,-0.07280955418532109,0.08196783447655855,0.35277293265942067,-0.09765395985974926,0.08274633591201505
7,-0.1872384974643366,-0.11768134832868998,0.015847306895857435,0.2429263326710443,-0.043375833677024404,-0.056452441558787876,-0.055239207840770924,1.0,-0.08900747398477292,-0.04840124697311429,0.0729274256736297,0.02648573952305485,-0.1565795057491724,-0.05428254801712569,0.3044429048412949,-0.15423422363317468,-0.09632762065403816,-0.14831661280108893,-0.06306916451792571,-0.03431249291262676,-0.06212973367274508,0.014239488556455723,-0.02077975514606821,0.13182526090908472,0.2877599806923342
8,-0.16053093549051314,0.11414115396320701,-0.0489065735437644,-0.14815014421039624,-0.05169849109293966,-0.10212421518728504,-0.14955172640894115,-0.08900747398477292,1.0,0.15011751753796942,-0.0035558507257050283,0.04636833975326239,0.28535448930851615,-0.1261917744078491,-0.09093854207871147,-0.04790703637507597,0.14650487583096966,-0.087264310933894,0.07601132446672942,-0.02115143125733411,-0.06803941566052515,-0.0712181665750565,-0.19104747804462557,0.09990226947313034,-0.11814053370377411
9,-0.13901203168143125,-0.16369887751506818,-0.07970794655677776,-0.11634821989461935,0.039049432599507015,0.2968215827999705,-0.1160821562225254,-0.04840124697311429,0.15011751753796942,1.0,0.08211006871213483,-0.19160765908074479,0.3210898252517611,0.0075411125816026246,-0.14770158868151378,0.26652546290703766,-0.15204818159663325,0.03431805177622177,0.03167601710203852,-0.04937372899722608,-0.04654874611822057,-0.1024694796216055,-0.027572620780241718,-0.08015095299413265,-0.11039820087166914
