,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,-0.08720802830819507,-0.0351154405882315,-0.059169988715536706,-0.05901283428758734,-0.02245036439092817,-0.04704023288536152,-0.12482360173910512,-0.12541580997500887,-0.0649443467063357,-0.04929448275650554,-0.1270853811119943,0.11130215399997685,0.293627449683994,-0.12225186441620979,0.13259472912062492,-0.1260355243549934,0.055392143058644046,-0.018053408016190965,0.018905721572352104,-0.005645405611259068
1,-0.08720802830819507,1.0,0.05136213385022535,-0.03680685200118705,-0.01761814582233752,-0.06914984131684068,-0.06069776938409274,-0.07582695847215465,0.0008960174158893842,-0.12121618407638772,-0.09331370633911323,-0.06403567875933987,-0.10729491216041637,-0.10803984564518963,-0.06030176019219551,-0.127604825076017,0.18722337481795764,-0.11351479656084759,-0.0607710930092558,-0.045722520738992495,-0.08796170260437468
2,-0.0351154405882315,0.05136213385022535,1.0,-0.003697473421219687,-0.013864811962031797,-0.022517047601962402,-0.01957339143807984,-0.009598236963775007,-0.02874835773961561,-0.04242756326180909,-0.02573910871346013,0.0058281448211114,-0.03896870184749355,-0.029773707834735333,-0.013317252950823042,-0.04348928724580994,0.10203545718042362,-0.03571532795995785,-0.018762952076544315,-0.011885166712102376,-0.02870230111434449
3,-0.059169988715536706,-0.03680685200118705,-0.003697473421219687,1.0,0.19392378765438856,-0.03808954233348123,0.059056033512972485,0.07784360646926425,-0.053390669268526994,-0.06794074113878126,0.0029915294435656947,-0.026230501467245627,-0.06733833683722854,-0.04710540381355416,0.2216263022200538,-0.07483206571444051,-0.03755296970812913,-0.04910883802940921,-0.03462245111582665,-0.020325105692521078,0.008438303233353067
4,-0.05901283428758734,-0.01761814582233752,-0.013864811962031797,0.19392378765438856,1.0,-0.08379427026344655,0.22699614788560352,0.3030033731482017,-0.12067062910860929,-0.02254115768650064,0.34968628844493765,-0.0768433535827481,-0.18310328579696541,-0.11600523253641205,0.29021643549844267,-0.1717482671152596,-0.05452575609535111,-0.06437454698633789,-0.10074925470802468,-0.058132355996475475,0.04622527607892517
5,-0.02245036439092817,-0.06914984131684068,-0.022517047601962402,-0.03808954233348123,-0.08379427026344655,1.0,0.031538301819427586,-0.05123410382494617,-0.07418336312317411,0.3576458279017683,-0.03934806190541039,-0.05945323904716281,-0.0939185121708412,0.0029201788863340177,-0.050349301475651996,0.09363922215452428,-0.08493602181627626,0.17852966807733606,-0.046419002775580406,-0.008410615371987142,0.22209418338192805
6,-0.04704023288536152,-0.06069776938409274,-0.01957339143807984,0.059056033512972485,0.22699614788560352,0.031538301819427586,1.0,0.05038639992963951,-0.09086238219833767,-0.007563943062527216,0.0019676769888865684,-0.07088724836977968,-0.10815465617941471,-0.011538672769650494,0.08681531501609324,-0.061149684551730116,-0.07674138226983182,0.06292911195915293,-0.057815562098688204,-0.03141677134097237,0.29625505690683324
7,-0.12482360173910512,-0.07582695847215465,-0.009598236963775007,0.07784360646926425,0.3030033731482017,-0.05123410382494617,0.05038639992963951,1.0,-0.06029862971357279,-0.02678894521864136,0.14939100833285293,0.13331684774348104,-0.12926108774652084,-0.039357223091985555,0.3359803018146128,-0.14329588516748878,-0.05000335258084798,-0.10675672415828392,-0.03935942827918941,-0.038835672050769536,-0.01787982193350706
8,-0.12541580997500887,0.0008960174158893842,-0.02874835773961561,-0.053390669268526994,-0.12067062910860929,-0.07418336312317411,-0.09086238219833767,-0.06029862971357279,1.0,0.09880391576382856,-0.025078075032246884,0.16020930225768343,0.18940382757819912,-0.04411293571703137,-0.05674375343463228,-0.036852751551046246,0.12079806043700611,-0.0876159256717808,0.04735849814559426,-0.03678690475110742,-0.11395216937895326
9,-0.0649443467063357,-0.12121618407638772,-0.04242756326180909,-0.06794074113878126,-0.02254115768650064,0.3576458279017683,-0.007563943062527216,-0.02678894521864136,0.09880391576382856,1.0,0.10325710277159349,-0.06606043589349794,0.2471542367489727,0.03568281064852053,-0.08828592127930363,0.25561783591942866,-0.15155574770472516,0.12147232536551603,0.045270220600748326,-0.018449896648386234,0.07883361374672213
10,-0.04929448275650554,-0.09331370633911323,-0.02573910871346013,0.0029915294435656947,0.34968628844493765,-0.03934806190541039,0.0019676769888865684,0.14939100833285293,-0.025078075032246884,0.10325710277159349,1.0,-0.016821964753794702,-0.07975905218461496,-0.08016620450233601,0.02763708000710105,-0.07059370302386633,-0.04380249981398103,0.09175613135447538,-0.041217263229924646,-0.03681898096755098,-0.02319764338298641
11,-0.1270853811119943,-0.06403567875933987,0.0058281448211114,-0.026230501467245627,-0.0768433535827481,-0.05945323904716281,-0.07088724836977968,0.13331684774348104,0.16020930225768343,-0.06606043589349794,-0.016821964753794702,1.0,-0.07430869504620614,-0.0006716903752817245,0.06594320696350775,-0.11796262978769784,0.13629021358806334,-0.10072230778044541,0.007640563031712338,-0.023042524771885186,-0.08496694948268393
12,0.11130215399997685,-0.10729491216041637,-0.03896870184749355,-0.06733833683722854,-0.18310328579696541,-0.0939185121708412,-0.10815465617941471,-0.12926108774652084,0.18940382757819912,0.2471542367489727,-0.07975905218461496,-0.07430869504620614,1.0,0.08346928063325501,-0.1206841995203359,0.3905772121653273,-0.1317573608900662,-0.010786770149081925,0.12804165773625195,0.016173168597491967,-0.1023190116737388
13,0.293627449683994,-0.10803984564518963,-0.029773707834735333,-0.04710540381355416,-0.11600523253641205,0.0029201788863340177,-0.011538672769650494,-0.039357223091985555,-0.04411293571703137,0.03568281064852053,-0.08016620450233601,-0.0006716903752817245,0.08346928063325501,1.0,-0.06916296763004973,0.036053751721916855,-0.09345345903000973,0.05989586589092695,0.0012215015610349666,-0.007732351877578764,0.031809461001689826
14,-0.12225186441620979,-0.06030176019219551,-0.013317252950823042,0.2216263022200538,0.29021643549844267,-0.050349301475651996,0.08681531501609324,0.3359803018146128,-0.05674375343463228,-0.08828592127930363,0.02763708000710105,0.06594320696350775,-0.1206841995203359,-0.06916296763004973,1.0,-0.1361321915666862,-0.04682873476166238,-0.09343875562279222,-0.04684013629915854,-0.03599650213703227,0.014869676772362332
15,0.13259472912062492,-0.127604825076017,-0.04348928724580994,-0.07483206571444051,-0.1717482671152596,0.09363922215452428,-0.061149684551730116,-0.14329588516748878,-0.036852751551046246,0.25561783591942866,-0.07059370302386633,-0.11796262978769784,0.3905772121653273,0.036053751721916855,-0.1361321915666862,1.0,-0.16026853305990812,0.14433569561220363,0.16163552719450344,0.01615712363672938,0.004619421911897757
16,-0.1260355243549934,0.18722337481795764,0.10203545718042362,-0.03755296970812913,-0.05452575609535111,-0.08493602181627626,-0.07674138226983182,-0.05000335258084798,0.12079806043700611,-0.15155574770472516,-0.04380249981398103,0.13629021358806334,-0.1317573608900662,-0.09345345903000973,-0.04682873476166238,-0.16026853305990812,1.0,-0.1284263837751929,-0.038158652693362764,-0.042796576829061364,-0.11496905187129598
17,0.055392143058644046,-0.11351479656084759,-0.03571532795995785,-0.04910883802940921,-0.06437454698633789,0.17852966807733606,0.06292911195915293,-0.10675672415828392,-0.0876159256717808,0.12147232536551603,0.09175613135447538,-0.10072230778044541,-0.010786770149081925,0.05989586589092695,-0.09343875562279222,0.14433569561220363,-0.1284263837751929,1.0,0.003988611358163859,0.0021115766930458286,0.23857666248589077
18,-0.018053408016190965,-0.0607710930092558,-0.018762952076544315,-0.03462245111582665,-0.10074925470802468,-0.046419002775580406,-0.057815562098688204,-0.03935942827918941,0.04735849814559426,0.045270220600748326,-0.041217263229924646,0.007640563031712338,0.12804165773625195,0.0012215015610349666,-0.04684013629915854,0.16163552719450344,-0.038158652693362764,0.003988611358163859,1.0,0.0018302182436710248,-0.06121253971362739
