,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,1.0,-0.09194114260505237,-0.036790502918484194,-0.07226201469634042,-0.012084076628347325,-0.018250325470957986,-0.047342876794176925,-0.12927293800597345,-0.12756231944422924,-0.06116359288943493,-0.05150755847343491,-0.1338878605436008,0.12051653636478105,0.3432866055922467,-0.12747275296736477,0.155193648039559,-0.1081942524323041,0.08374435346144105,-0.009630838343153966,0.0393673695958694,0.03966091979420096,-0.06165922624978317,-0.06238107980498219,-0.11610557743976352,-0.05599705032963016,0.05294758741495875
1,-0.09194114260505237,1.0,0.051921349752956675,-0.01510039159288799,-0.06546930298885237,-0.06357677878535424,-0.05790619988358128,-0.07294936005208241,-0.0009239503148348854,-0.11190124021190515,-0.08912078799910368,0.11702579227382783,-0.09456701515904582,-0.10273736210688231,-0.06091417045347704,-0.11713052802430157,0.175337387582381,-0.1240192554895359,-0.05595523881522543,-0.009551333029696159,-0.03633443034160758,-0.03335815257954504,-0.1509967697501592,-0.07054872994557357,-0.05178375530424744,-0.08399755632828637
2,-0.036790502918484194,0.051921349752956675,1.0,-0.013459953484049507,-0.023199927080744906,-0.021480923931573553,-0.01920871073640689,-0.009561544769594685,-0.027356723784871168,-0.0404691308930014,-0.024602248235039557,0.08163956199039937,-0.036442606341364266,-0.028732664537327566,-0.014242787784958341,-0.04101459157350043,0.07752460958277246,-0.04206475318067199,-0.017662234224449583,-0.0038742594370162146,-0.009342092716044973,-0.003008026783887756,-0.04401784021907473,-0.002265759413676886,-0.007132420203027328,-0.023129360882482485
3,-0.07226201469634042,-0.01510039159288799,-0.013459953484049507,1.0,0.09204253585758645,-0.08256232543248004,0.22559034973516262,0.28560844180909184,-0.11171824467528982,-0.017352033021029105,0.35981773801897854,-0.020897123796369113,-0.170401003003785,-0.11215950715050191,0.2875193569512774,-0.1672664039358782,-0.06120824732997225,-0.06290033125518893,-0.09392295740620689,-0.017195212327629696,-0.04755503071721451,0.18624470236761423,-0.17296224135907717,-0.05946920596493927,0.23379935185684797,-0.057028925022802365
4,-0.012084076628347325,-0.06546930298885237,-0.023199927080744906,0.09204253585758645,1.0,0.22588248857690713,0.3428584647721549,0.01158513533228956,-0.11014172441670864,0.0765894439962965,0.005563088425318045,-0.08881483034020006,-0.1372315003627658,0.0003380857926409955,0.019427113041847216,-0.007743097498434302,-0.08039415496425796,0.18221020259103335,-0.06836582358657217,0.015502026250777786,-0.028862753053121172,0.020859576850477367,0.09997370675355646,-0.06299343648573011,0.023825999185822733,0.22094319831627499
5,-0.018250325470957986,-0.06357677878535424,-0.021480923931573553,-0.08256232543248004,0.22588248857690713,1.0,0.033439252330821324,-0.04963949440604187,-0.07804625753376886,0.3595832589444863,-0.04360394835689177,-0.0799987226245269,-0.09741780488055296,-0.01332480453947192,-0.04968547137389359,0.0842206898236989,-0.06554800445755656,0.17521137528267103,-0.04920269580879032,-0.009709525644176788,-0.012770884497595565,-0.034339887822654284,0.0915228253011311,-0.05553756725406568,-0.03932705671469722,0.12826457069167363
6,-0.047342876794176925,-0.05790619988358128,-0.01920871073640689,0.22559034973516262,0.3428584647721549,0.033439252330821324,1.0,0.04831512890720149,-0.08736627600239497,-0.011330136373323783,0.009183011862005326,-0.0730371099427374,-0.10553430911627018,-0.007795267844184727,0.0877045142453242,-0.05716312291639918,-0.06209199710968956,0.019222448724227317,-0.0545137240814986,-0.002875509363058223,-0.026823978471047095,0.04889903157651757,-0.052116572742979844,-0.06056731810799181,0.10879675086467899,0.0899770677586311
7,-0.12927293800597345,-0.07294936005208241,-0.009561544769594685,0.28560844180909184,0.01158513533228956,-0.04963949440604187,0.04831512890720149,1.0,-0.05228262859855645,-0.02224099238956276,0.14402252062231463,0.03510629741314406,-0.1254715855615448,-0.04405266166717953,0.3156251277678378,-0.13381773236266573,-0.07661238724390432,-0.11890160191636218,-0.03605698395162523,-0.014656994511920514,-0.03388331158648675,0.04565448705587871,-0.024755985900710115,0.14779368359586526,0.15937940522235844,-0.06463368449854057
8,-0.12756231944422924,-0.0009239503148348854,-0.027356723784871168,-0.11171824467528982,-0.11014172441670864,-0.07804625753376886,-0.08736627600239497,-0.05228262859855645,1.0,0.08343174046680683,-0.018749655203369853,0.09395996474937147,0.18185624174644338,-0.05916765159355944,-0.05076346910845511,-0.0463760133166861,0.10522855629681285,-0.07097058255396094,0.04584142248001258,-0.01356722776999784,-0.03652633726832104,-0.046457623358130085,0.03311304917853398,0.1545653834146875,-0.06614544741519823,-0.0920675536744357
9,-0.06116359288943493,-0.11190124021190515,-0.0404691308930014,-0.017352033021029105,0.0765894439962965,0.3595832589444863,-0.011330136373323783,-0.02224099238956276,0.08343174046680683,1.0,0.10186797588090318,-0.1449752707314267,0.22275130754092498,0.02749987966333335,-0.08516561239099141,0.2372400838436328,-0.11574653079115599,0.1754251308334499,0.04267449473520454,-0.015728665259849544,-0.020346725921981633,-0.06423849341768813,0.09453228487962109,-0.05036987174479251,-0.05331625260022241,0.011658529941041385
