,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.9585886867345873,0.030006635806585854,0.0032813434777023125,0.06460100682017036,0.2165737178998651,0.20757619822333317,0.0715114901152943,0.13247500419430927,0.05585592165558417,0.3025037066000191,0.11162203922616774,0.06151249860042796,0.31405900661381214,0.4036987779239004,0.06672564411174614,0.3134329787994197,0.01768391916024535,0.26452543096647474,0.16952238464537195,0.009257249161982657,0.21301475236181822,0.024770111393070265,0.07735788675387759,0.3773133048759205,0.05122218177041307,0.1993379780134657,0.14324941919881787
1,0.022331271102094916,0.1917420365772601,0.1579987018575415,0.05562949239910083,0.007918303416604053,0.0009363958172252661,0.0008547955404663172,0.03160028508995492,0.09685284203078037,0.007897183110288239,0.13132077577146323,0.6026332723101292,0.005348581829926193,0.007660551444998766,0.006638343967393863,0.004776156531085505,0.4435045981012318,0.019000762164303592,0.013876656091621557,0.003413778210589305,0.08139278951949966,0.0019793321603846473,0.0013333456318945108,0.06743328194941293,0.02682361320482775,0.011300987640671915,0.008771927778206295
2,0.0030266099034573705,0.07047643838897875,0.9997064278713301,0.022788032100438713,0.003991981963854384,0.0006014026797158164,0.0018254489717883955,0.018743608154067896,0.024243371397471795,0.00188447626452377,0.010094414035322645,0.08843777644619283,0.000989124212539486,0.0022720805868171844,0.009661060899045648,0.0008852269748804745,0.09114597187992834,0.0014393526638504807,0.001412245444326814,0.0001984281672689995,0.002955130482007664,0.009667011417875456,0.0008701041013846053,0.008830041670019355,0.009265373398841086,0.0006176527700353819,0.0031388113962307674
3,0.08221992428075534,0.12084128131954096,0.022048480024363028,0.9782229368927379,0.2036056950576777,0.023292978210347877,0.2908121491246644,0.44645841603908015,0.12927479405760384,0.1566137389022041,0.43481847446372723,0.09832156916871872,0.03304337114094718,0.05420549096313485,0.5285551633298049,0.04226571217097998,0.04966691774510344,0.12130937784280195,0.013875933725648439,0.0054479951759051955,0.04913829064715131,0.2505475806410151,0.006304907534283712,0.061255175956838506,0.2888360990155802,0.05478512326663013,0.10443224084064952
4,0.12554623774985774,0.03998473289093313,0.013473014256479373,0.6958110815123723,0.45313462278503136,0.17878566013109495,0.323732744741355,0.35668416483173276,0.09402101507328915,0.2509616327619883,0.40669235610360344,0.03365218346423839,0.02116520421327739,0.04610812490125492,0.13797359388238734,0.14236116498897297,0.004955194723066588,0.2094225504638874,0.005791098085936574,0.005067097008925111,0.021043142251176854,0.20197463962256734,0.010361791324756005,0.03682450624562848,0.29806356811223605,0.0981043858047389,0.15954469527874413
5,0.2321024920683058,0.020640344551141,0.0006135377031708607,0.0317026320633117,0.28750999247099307,0.9997781705736647,0.09128282294704913,0.03453590060965596,0.005945955864827739,0.4244062932322774,0.05946960794918788,0.0014541408015063242,0.015918197943385975,0.07710741379515602,0.022961938729450425,0.1838079012562087,0.0009512405887716868,0.2677879936154431,0.011916476078680788,0.0029756200130439344,0.0163532547320894,0.0032640276870568013,0.01737731848801294,0.030683103743812497,0.00999655564587844,0.19067629753637677,0.09057900046868847
6,0.08700434111698672,0.02046842333576934,0.0015312944541277537,0.305882081652716,0.3732856624262073,0.08532671436955619,0.9995816087907881,0.1352370348455071,0.008875040602354674,0.09172795604697731,0.09979557631750724,0.0031732788789112223,0.001744486596021383,0.07178405854030973,0.150742030071099,0.05268008862309465,0.000308666723867181,0.11720703821750193,0.0015164820309551143,0.007930485810843827,0.0006751086451399851,0.08142459833003098,0.002441432666320443,0.010950685356099745,0.15121101841666196,0.1431140312083823,0.05643152708867715
7,0.07614362585188397,0.03131660494498346,0.017319029311334017,0.340343073101739,0.08590821217757368,0.024474629355342295,0.11817782763843052,0.9926576478934989,0.16440682371522308,0.11198149177879443,0.240103249332371,0.12484366332583298,0.016283344865908437,0.06515612751283956,0.33743701320167224,0.01959494062283106,0.008142253277682728,0.03831326090132397,0.02813007947692694,0.0012864446326030835,0.05250067882533019,0.07049535652953709,0.005253249817056544,0.38840273522742463,0.19680214986826614,0.02642278073236497,0.02008356090400301
8,0.14903245932472517,0.09848242520778146,0.0031100583982214556,0.03910184123670463,0.005200660062617289,0.015359202738071826,0.001077415358996672,0.0558437814365971,0.1891360628644472,0.22765012265123427,0.12092430577651815,0.18592448399643932,0.29598502675673594,0.06836436135942624,0.03948653314902505,0.11407540679582222,0.16799610841963383,0.09827800261854625,0.11841444819912438,0.0036311872095703105,0.9992104764594947,0.00501424686238173,0.006835247469553475,0.20688507194557504,0.004858525095114877,0.010006492184146183,0.036744219879306705
9,0.2609574911468428,0.04535628366337814,0.0015971281813325848,0.17254861801602842,0.20814221688541004,0.42444811545389416,0.09630242720306031,0.13243241591864593,0.04642012492549514,0.9999151439393746,0.2580129667987243,0.009265837799288853,0.3647467935913683,0.1815855453395476,0.04277142157862554,0.3873667871803551,0.010155895860055528,0.3439400195819372,0.13858328301199435,0.007120504546022695,0.22692783692237087,0.006172109529809044,0.03511127653861776,0.13119192874855953,0.03881885403420795,0.13257536898179972,0.1421896358296033
