,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.9999837605546859,0.052748660082917405,0.002931364779330248,0.11914138736921769,0.12119766019826668,0.09319222828750341,0.059375654786464366,0.02434170258098604,0.03686397228103239,0.14222317267716456,0.1277128700028727,0.012278039362459138,0.2722097912584332,0.43098597207089295,0.006513311538398458,0.31461883399018375,0.004368274337059109,0.22395589591696066,0.0870527323569172,0.05893675943044141,0.08674325261203157,0.00934146399067337,0.1500474942982858
1,0.05446807091216903,0.9994098245588423,0.07729347553530298,0.11656392607620744,0.03729816343455551,0.021760487957843487,0.021507534663847232,0.032951891870885,0.1107786059526282,0.04584667208795876,0.04508375728037412,0.23835549231228226,0.04395870216586399,0.016431827669374326,0.03352635832182546,0.040947882911953316,0.034125066209884224,0.027887245962170352,0.019602276932934447,0.006182420154959492,0.004089924317902674,0.013661651536806318,0.029066886475940877
2,0.002918538661337852,0.07459525877760777,0.9999732119224464,0.023283351180551297,0.0037689326100620465,0.0006821827599502249,0.0015341060440424701,0.017879136675856423,0.003003684500434865,0.0017231321071859052,0.010493342477748928,0.12011012711172016,0.0008166934375311402,0.0025268555173544745,0.0104579497020092,0.0008489886450306579,0.0297993889227016,0.0008854729747838819,0.002056250480719854,0.00023863685898422245,0.0010662032042141442,0.009337946080341488,0.003021679362491103
3,0.11887086740667187,0.12060682113450566,0.023394518462615123,0.9999594652018657,0.19779418040283803,0.03456619710376702,0.2986972806235535,0.39332960457466637,0.04675502643991557,0.1736414036472201,0.4549903311112438,0.08206952408359902,0.024959591809303974,0.047954983258443135,0.3713361482563374,0.049644145517846815,0.05348446570128295,0.10729664848874079,0.010584925240332884,0.004664427576965119,0.007434222881023285,0.23889364382576428,0.06459059976353375
4,0.12176363159789534,0.03545066970025527,0.003783621801413549,0.19919716116672576,0.9999353153701148,0.28429621852442705,0.38818643489717286,0.10342359110234585,0.005495780973833329,0.20052478642942995,0.11882792941445493,0.005054279173152686,0.004106426414217337,0.10981127473639572,0.10123655282220037,0.12511543670701591,0.016059027595093384,0.3255855788180669,0.005632686519432162,0.0300280119622339,0.009483552968578859,0.06301035404013479,0.21628688959787895
5,0.09324399233871933,0.020722934163087986,0.0006956832574756411,0.03485673299043322,0.28444923444048914,0.9999991933150643,0.09165148992118753,0.034235399723585296,0.01549530336258372,0.4199009282481704,0.06621220146443964,0.0010191179609777316,0.01656713296635806,0.07424746631434997,0.022124388000550842,0.18970047666193482,0.008031539519374733,0.25564299001899654,0.011587275564415266,0.0028397980501823844,0.018330386807239023,0.0032295941633199415,0.19796496900648852
6,0.059585045103891766,0.020450091489082504,0.0014907194013487365,0.29939586080879194,0.38601792547190966,0.09153408497394733,0.9999998855539812,0.12339105571320566,0.0011985793906445774,0.09690644895031908,0.0958495644221764,0.0012057129087144176,0.002310559154331744,0.07535114321402286,0.14941093916008052,0.053699054612693906,0.0020273042794491506,0.1399159347759116,0.0013943606647585653,0.008652728896542415,0.0027157421984784704,0.09285199529170012,0.06776404271215988
7,0.024025818665637185,0.035950579738821604,0.01857214733210459,0.3934935609289421,0.1032204956269497,0.03398151192377871,0.1252101130694188,0.9999232724136805,0.05994314189553865,0.12214535361951323,0.25363728614177805,0.05110423888895231,0.01597992971563538,0.06899675122363554,0.39396326733007625,0.024232995715785195,0.20408672236172518,0.031185207777454274,0.03562296559463887,0.0013882850714510815,0.005607473476277457,0.12208944598100452,0.1403629740808239
8,0.08657379047814183,0.0034286873732134225,0.0009592123316575771,0.007165252097731592,0.009111361439312142,0.018208875327377784,0.0026810238887852492,0.0055230803019070485,0.007168319361293643,0.034864041039341986,0.020814353397926828,0.004218710027430272,0.055935381514566465,0.02487426175658702,0.0037550983025837416,0.06537855910937987,0.009185295572321282,0.04898620482005803,0.02724875791950669,0.004383602113184512,0.9999884991733509,0.000954807554334383,0.07732483893767701
9,0.14136652922763737,0.04378908746248726,0.0017237271845882164,0.173732615960907,0.19972107795447186,0.4212702450677052,0.09676460676877208,0.12363328727233878,0.224384399756207,0.9999950951831492,0.2642800511372994,0.009978345452744961,0.36147045548214035,0.17144450604253172,0.04748941433154031,0.3857674169555986,0.05371251631828751,0.267976761246222,0.13780203275810524,0.007713353654059705,0.03492574316423578,0.009770604157603504,0.2998349750103137
