,0,1,2,3,4,5,6,7,8
0,0.9999843670809543,0.030510579333824558,0.19858975471177853,0.17066912752855318,0.24487905208994423,0.18854751963183675,0.08931023431010468,0.03038706999052922,0.3999959807227609
1,0.03044159253748538,0.9998638846124253,0.018615582606227924,0.05144272737839482,0.01668872031941821,0.046009373366090706,0.07162939899238661,0.1343599796506075,0.03095115680718719
2,0.19902901044732837,0.018709298250547422,0.99998848277032,0.09016909605240762,0.08098293348343703,0.28629588499846226,0.05555184524972692,0.09830253173059782,0.16572959880068064
3,0.10142736458770098,0.08946714791855875,0.07281629364853488,0.4608311580216258,0.2831755503708784,0.04625972017660621,0.9470996980389126,0.22544797712626544,0.15509704978237757
4,0.24394423480831445,0.017457376768698882,0.08074781278424087,0.10552024471955747,0.9999914003956766,0.017941725994466414,0.25251983292571345,0.028128621012443827,0.1056700142638003
5,0.1729008349548892,0.050246372570095454,0.09119663196502988,0.9969356849576633,0.0915195825439749,0.16769563620324,0.34044860426959034,0.1655954172357321,0.24535097599310565
6,0.02875324347690797,0.01178069830769396,0.011133967997439117,0.06169724689624674,0.09321263013685764,0.0032161375791824407,0.5587146075350964,0.04844557774237778,0.00915026055302851
7,0.03016296058772374,0.1436503791197673,0.09982899619053401,0.15796954964099777,0.022294742522055055,0.1023616855960465,0.19031201229308684,0.9988769059215779,0.10103445081149412
8,0.39878597839804913,0.03253008522736749,0.16597660780495924,0.24794986266178248,0.10588901153272591,0.36444189993691845,0.12565646090009425,0.10041787932859197,0.9999892322981125
9,0.19007826821891527,0.04694985331145705,0.2873410287573302,0.15839755438349712,0.018294710277654076,0.9999907130171408,0.036262452341766754,0.09762211499774663,0.3615518057654257
