,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.998457737959031,0.03198353149127879,0.006835937137353564,0.007577185743787082,0.2282476471946772,0.08177193147321428,0.03441908695029039,0.032343375303216196,0.11440732229325154,0.10441764455469844,0.06017447277498592,0.05775679124178901,0.10732470313179454,0.23147286213386695,0.07085682364600697,0.2046056947591834,0.014668427295023807,0.14609379754268081
1,0.028173040692870643,0.9993006622979693,0.08416972976520254,0.021209486113954002,0.0416449625920318,0.025916801949647857,0.020729611767958556,0.039562741759419304,0.08709084962289457,0.191297181653831,0.06202095929622567,0.0485982360467674,0.04125174116190554,0.03816700626892722,0.19281615161995846,0.06870403092821267,0.39159692881312286,0.055018825226356774
2,0.0064797584428650775,0.08321788376806502,0.9998908548571976,0.04606840996115527,0.009485096020452648,0.00317135309574121,0.004785244520349357,0.05601472609677695,0.005828823550335058,0.0036321922109435532,0.021826882491109333,0.06688372296240004,0.006581794057552876,0.008971769484018408,0.07137473134581639,0.0031685056138129283,0.11884783624036659,0.0030011830456939336
3,0.00730468137097195,0.021058178159542678,0.04567290204642737,0.9999734908599542,0.09590283759493354,0.0036422717903117074,0.1381992544051894,0.14249059135390169,0.009280510042339098,0.003167673227457528,0.05032379308458551,0.05198141147914081,0.005122225718552972,0.012419813942985657,0.36530227571836993,0.0032049074566002124,0.011912012945502511,0.01498635013199969
4,0.21923938545195254,0.04201255856721826,0.00958506811635347,0.09768199484589953,0.9992517301092122,0.3184198178833928,0.3938821974227948,0.12118284968092102,0.2116790643766226,0.06681565677654044,0.09138328664767459,0.059241890559210066,0.05894626045562004,0.2716321507795309,0.24480762983428092,0.15775695435513026,0.010324598057681218,0.25110895050477106
5,0.07632058589780485,0.026205459229867376,0.0026340693743555172,0.0037887291372591956,0.3087772451625139,0.9993946286032219,0.10482622782223804,0.04374817670471943,0.35784981408999744,0.02323244502780369,0.06063760105742345,0.03070091856488115,0.0194771446468938,0.13573077777671055,0.055967408134955765,0.1077453927189375,0.002873011841491214,0.20659512284720807
6,0.033068721373685744,0.021211497627736893,0.00466706000761242,0.13883094951419978,0.3939183544530145,0.10908075888750089,0.9999881998258773,0.06177231820839906,0.09694830452212448,0.002664207614465034,0.08008562411904076,0.004983362269848324,0.0030038847893743745,0.10044294619974917,0.29888384445343835,0.04998173719365293,0.0022840561613553783,0.13107512768662158
7,0.03333454708058747,0.03930958038137058,0.056693439764862665,0.1443081244748593,0.1211917025470852,0.046334557616570377,0.06360115781571464,0.999384130406145,0.12240487473846269,0.030348650301336665,0.1732521151987976,0.2342529069638255,0.04905697023501258,0.09947708250982845,0.3876927923678942,0.0163516242890646,0.061834904797577334,0.034374207285336175
8,0.11330062179708608,0.08686691556905708,0.0060108620170281546,0.009589440396970085,0.2287583970605991,0.4055564113642642,0.10582751513542979,0.12619032627126747,0.9942623220458925,0.4402205090400547,0.2729863939898842,0.10161131603087417,0.16650296634326567,0.24506160669543475,0.16691545351655043,0.4156033973025999,0.03643246438706005,0.30168514355673454
9,0.186777480089412,0.09845155276252097,0.006377579919609524,0.003847388328685749,0.10937673876875122,0.03500433637090882,0.006521383812295439,0.02610027115836797,0.5267525214866043,0.7529432594839068,0.12027039286844289,0.055242095591947725,0.23647926750082887,0.3779308682758592,0.045272195394859556,0.7134254930976365,0.042942942428836346,0.21780991136897965
